function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,60,1.000,6.830,6300398.933,nan,1,0,6197152,shasum,140,1.000,10.890,6169678.019,nan,1,0,4869637,nmap,10,1.000,37.542,8563287.771,nan,1,0,111678494,31.933,140.400,2516457472.000,2553289216.000,21.699,21.925,nan,nan,10,0
figlet,60,1.000,7.862,3387392.000,nan,2,0,6445243,shasum,140,1.000,11.530,3092480.000,nan,2,0,5513278,nmap,10,1.000,43.932,3641344.000,nan,2,0,111024422,35.133,121.700,2635624448.000,2643014144.000,22.433,22.478,nan,nan,65,0
figlet,60,1.000,7.433,3166208.000,nan,2,0,6295116,shasum,140,1.000,10.958,3432448.000,nan,2,0,5068922,nmap,10,1.000,40.379,3076096.000,nan,2,0,119745118,31.200,115.322,2684045312.000,2711228416.000,22.733,22.896,nan,nan,75,0
figlet,60,1.000,7.484,3538944.000,nan,1,0,7809470,shasum,140,1.000,11.514,3346432.000,nan,1,0,6849463,nmap,20,1.000,91.204,19152774.095,nan,2,0,130788645,31.733,164.750,2736357376.000,2738045440.000,23.053,23.064,nan,nan,70,0
figlet,60,1.000,7.866,3580859.733,nan,2,0,8918246,shasum,140,1.000,11.864,3203072.000,nan,2,0,8066088,nmap,20,1.000,89.628,3186312.533,nan,2,0,157733944,36.133,165.983,2795765760.000,2791855616.000,23.428,23.400,nan,nan,30,0
figlet,60,1.000,7.492,1949696.000,nan,2,0,8367618,shasum,140,1.000,11.198,3342336.000,nan,2,0,6933148,nmap,20,1.000,82.378,19472725.333,nan,2,0,137221703,34.200,152.667,2771218432.000,2780932096.000,23.275,23.334,nan,nan,75,0
figlet,60,1.000,6.759,6053341.867,nan,2,0,11250347,shasum,140,1.000,10.887,6194156.495,nan,2,0,10621042,nmap,30,1.000,120.030,143604263.010,nan,2,0,3425819904,36.333,211.250,2845249536.000,2990468608.000,23.735,24.602,nan,nan,40,0
figlet,60,1.000,7.763,9966309.181,nan,2,0,11059389,shasum,140,1.000,11.960,10326723.048,nan,2,0,9908749,nmap,30,1.000,125.338,3338240.000,nan,2,0,3119308781,33.467,208.467,2859536384.000,3017870848.000,23.826,24.777,nan,nan,70,0
figlet,60,1.000,7.494,10151014.400,nan,2,0,15715109,shasum,140,1.000,10.816,10292053.333,nan,2,0,16497488,nmap,30,1.000,116.995,3207168.000,nan,2,0,4253849015,33.933,213.233,2863552512.000,3064538624.000,23.865,25.069,nan,nan,70,0
figlet,60,1.000,7.711,3207168.000,nan,2,0,11854686,shasum,140,1.000,11.818,2863104.000,nan,2,0,11031741,nmap,40,0.998,150.436,3616768.000,nan,3,0,11974357415,31.467,250.040,2869415936.000,3197374464.000,23.916,25.881,nan,nan,70,0
figlet,60,1.000,8.441,3028992.000,nan,2,0,12005700,shasum,140,1.000,12.628,2803712.000,nan,3,0,12249513,nmap,40,0.999,155.234,64999424.000,nan,3,0,11589629409,29.667,238.547,2887469056.000,3321289932.800,24.031,26.631,nan,nan,125,0
figlet,60,1.000,7.835,3452928.000,nan,2,0,11109308,shasum,140,1.000,11.260,3514368.000,nan,2,0,10101435,nmap,40,0.999,141.799,252147712.000,nan,3,0,10861063748,30.733,247.933,2892199936.000,3237834342.400,24.070,26.140,nan,nan,135,0
figlet,60,1.000,8.470,3176448.000,nan,2,0,11166679,shasum,140,1.000,12.550,3088384.000,nan,2,0,10924495,nmap,50,0.722,147.069,427864434.590,nan,3,1,16297583526,33.400,244.840,2890012672.000,3337324953.600,24.061,26.743,nan,nan,180,1
