function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,5.096,7447734.044,nan,2,0,11920249,shasum,200,1.000,13.442,7649546.565,nan,2,0,11115449,nmap,50,0.810,129.046,353422417.270,nan,2,1,19475445048,32.067,258.178,2548361216.000,3012866048.000,23.957,26.769,nan,nan,10,1
figlet,40,1.000,5.245,3642368.000,nan,2,0,10355055,shasum,200,1.000,15.277,3009877.333,nan,2,0,9358511,nmap,50,0.635,116.643,300793969.778,nan,2,1,20974071559,36.333,227.222,2810263552.000,3058782890.667,25.609,27.101,nan,nan,35,1
figlet,40,1.000,4.770,9805433.905,nan,2,0,11064016,shasum,200,1.000,15.973,2671616.000,nan,2,0,11447173,nmap,50,0.965,163.806,3196928.000,nan,3,0,18890942361,32.533,270.356,2920087552.000,3449214976.000,26.281,29.450,nan,nan,45,0
figlet,50,1.000,6.667,10038784.000,nan,1,0,5521008,shasum,0,1.000,0.058,10386090.667,nan,1,0,0,nmap,0,1.000,0.056,3760810.667,nan,1,0,0,34.467,49.667,2887292928.000,2848212480.000,26.055,25.822,nan,nan,85,0
figlet,50,1.000,6.621,4623311.238,nan,3,0,5515880,shasum,0,1.000,0.049,9785344.000,nan,1,0,0,nmap,0,1.000,0.057,3972266.667,nan,1,0,0,35.867,55.017,2799284224.000,2802807808.000,25.535,25.557,nan,nan,25,0
figlet,50,1.000,6.745,6184960.000,nan,1,0,5412473,shasum,0,1.000,0.053,9637068.800,nan,1,0,0,nmap,0,1.000,0.050,4168499.200,nan,1,0,0,34.600,52.667,2804723712.000,2808010240.000,25.570,25.590,nan,nan,30,0
figlet,50,1.000,6.676,9875407.238,nan,2,0,5898031,shasum,0,1.000,0.046,7835648.000,nan,1,0,0,nmap,10,1.000,34.863,8746052.267,nan,2,0,90865929,36.333,93.583,2806315008.000,2795092480.000,25.583,25.520,nan,nan,30,0
figlet,50,1.000,6.524,9880234.667,nan,2,0,5821540,shasum,0,1.000,0.055,7770112.000,nan,1,0,0,nmap,10,1.000,41.108,14292138.667,nan,2,0,93460289,33.267,88.933,2812284928.000,2803295232.000,25.637,25.580,nan,nan,45,0
figlet,50,1.000,6.138,9922901.333,nan,2,0,5913176,shasum,0,1.000,0.051,7710720.000,nan,1,0,0,nmap,10,1.000,39.668,13445802.667,nan,2,0,94840043,35.067,88.767,2812579840.000,2817953280.000,25.651,25.676,nan,nan,45,0
figlet,50,1.000,5.920,3411182.933,nan,2,0,6721606,shasum,0,1.000,0.049,7812437.333,nan,1,0,0,nmap,20,1.000,71.580,15127210.667,nan,2,0,96682468,34.067,135.233,2862995456.000,2858438144.000,25.958,25.923,nan,nan,40,0
figlet,50,1.000,6.937,3513890.133,nan,1,0,6969413,shasum,0,1.000,0.049,7829308.952,nan,1,0,0,nmap,20,1.000,88.538,18949461.333,nan,1,0,101854863,36.200,132.183,2857693184.000,2857984512.000,25.915,25.917,nan,nan,30,0
figlet,50,1.000,6.419,3440810.667,nan,1,0,6693349,shasum,0,1.000,0.054,7614464.000,nan,1,0,0,nmap,20,1.000,84.457,17009834.667,nan,1,0,99953463,35.267,126.650,2869336064.000,2872331264.000,25.984,26.000,nan,nan,30,0
figlet,50,1.000,6.093,9840128.000,nan,1,0,8511892,shasum,0,1.000,0.047,7617194.667,nan,1,0,0,nmap,30,1.000,119.941,18230272.000,nan,1,0,105707206,33.933,155.833,2890801152.000,2891195392.000,26.119,26.118,nan,nan,30,0
figlet,50,1.000,5.909,9921536.000,nan,1,0,8525870,shasum,0,1.000,0.051,7767893.333,nan,1,0,0,nmap,30,1.000,115.364,21023744.000,nan,2,0,106773669,32.533,175.750,2871861248.000,2871462400.000,25.996,25.995,nan,nan,85,0
figlet,50,1.000,6.231,3223552.000,nan,2,0,9043475,shasum,0,1.000,0.052,7718794.971,nan,1,0,0,nmap,30,1.000,118.273,19362816.000,nan,2,0,111250955,35.933,172.950,2862915584.000,2870160896.000,25.958,25.998,nan,nan,45,0
figlet,50,1.000,6.333,3498496.000,nan,2,0,12078005,shasum,0,1.000,0.049,7749973.333,nan,1,0,0,nmap,40,1.000,166.735,193855488.000,nan,1,0,3050562089,36.667,200.400,2884782080.000,3072194560.000,26.089,27.210,nan,nan,30,0
figlet,50,1.000,6.218,9991460.571,nan,1,0,11565272,shasum,0,1.000,0.050,7692561.067,nan,1,0,0,nmap,40,1.000,162.214,204285635.048,nan,1,0,2898367762,33.533,203.583,2930380800.000,3121745920.000,26.367,27.513,nan,nan,85,0
figlet,50,1.000,5.506,9969186.133,nan,1,0,10783224,shasum,0,1.000,0.051,7621232.152,nan,1,0,0,nmap,40,1.000,149.129,168444416.000,nan,1,0,2472123109,33.733,211.483,2896254976.000,3064062464.000,26.165,27.171,nan,nan,85,0
figlet,50,1.000,6.653,9931844.267,nan,2,0,12676725,shasum,0,1.000,0.046,7667985.067,nan,1,0,0,nmap,50,0.999,192.064,493315003.733,nan,3,0,10050650983,35.533,235.933,2927878144.000,3456571392.000,26.368,29.527,nan,nan,30,0
figlet,50,1.000,6.510,3141632.000,nan,2,0,12054433,shasum,0,1.000,0.052,7712904.533,nan,1,0,0,nmap,50,1.000,183.772,3483648.000,nan,2,0,9033245386,29.800,240.547,2906050560.000,3288324096.000,26.209,28.511,nan,nan,120,0
figlet,50,1.000,6.338,9585732.267,nan,2,0,11120326,shasum,0,1.000,0.051,7592618.667,nan,1,0,0,nmap,50,1.000,191.314,3092480.000,nan,2,0,9852230656,32.467,236.240,2917300224.000,3255197286.400,26.281,28.312,nan,nan,140,0
