function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,140,1.000,13.650,6522197.333,nan,1,0,4084689,shasum,40,1.000,2.968,5942784.000,nan,1,0,3630569,env,40,1.000,2.904,6311082.667,nan,1,0,3451631,27.800,82.067,3107956736.000,3117040640.000,26.724,26.780,nan,nan,10,0
figlet,140,1.000,13.934,9845760.000,nan,2,0,4305184,shasum,40,1.000,3.046,9439061.333,nan,1,0,4571556,env,40,1.000,2.758,9584298.667,nan,1,0,3889732,31.200,74.300,3179649024.000,3181913600.000,27.163,27.176,nan,nan,65,0
figlet,140,1.000,13.561,9953421.410,nan,2,0,4201119,shasum,40,1.000,3.277,9491285.333,nan,2,0,4348620,env,40,1.000,3.147,9602169.905,nan,2,0,4047276,28.400,70.283,3250454528.000,3255468032.000,27.589,27.619,nan,nan,60,0
figlet,140,1.000,15.068,9864021.333,nan,1,0,4105566,shasum,40,1.000,3.040,9677482.667,nan,1,0,3903947,env,60,1.000,4.630,9739946.667,nan,1,0,3480525,30.867,80.833,3284373504.000,3273181184.000,27.795,27.728,nan,nan,55,0
figlet,140,1.000,14.197,3373056.000,nan,1,0,4149410,shasum,40,1.000,2.903,9602730.667,nan,1,0,3848127,env,60,1.000,4.331,3579904.000,nan,1,0,3489684,27.733,77.983,3257329664.000,3256613888.000,27.637,27.632,nan,nan,60,0
figlet,140,1.000,14.101,3461802.667,nan,1,0,4317886,shasum,40,1.000,2.940,9522346.667,nan,1,0,3977242,env,60,1.000,4.179,3572701.867,nan,1,0,3731442,31.217,81.309,3312508928.000,3305166848.000,27.982,27.933,nan,nan,30,0
figlet,140,1.000,13.503,9850880.000,nan,2,0,4404200,shasum,40,1.000,2.553,9528149.333,nan,1,0,3904949,env,80,1.000,5.642,3497437.867,nan,2,0,3585935,31.533,81.883,3333068800.000,3324747264.000,28.111,28.055,nan,nan,30,0
figlet,140,1.000,15.633,10324480.000,nan,2,0,4307764,shasum,40,1.000,3.220,9643690.667,nan,2,0,4052353,env,80,1.000,6.139,3256320.000,nan,2,0,3639118,30.067,93.917,3300962304.000,3295099392.000,27.907,27.872,nan,nan,75,0
figlet,140,1.000,14.707,10226005.333,nan,1,0,4120485,shasum,40,1.000,3.129,9771349.333,nan,1,0,4033390,env,80,1.000,5.765,9788586.667,nan,1,0,3407041,28.267,82.000,3302017024.000,3304478720.000,27.918,27.933,nan,nan,85,0
figlet,140,1.000,14.288,3727360.000,nan,1,0,4318719,shasum,40,1.000,2.972,9722538.667,nan,1,0,4031710,env,100,1.000,7.024,3563520.000,nan,1,0,3571231,28.800,84.150,3337928704.000,3335525888.000,28.136,28.122,nan,nan,60,0
figlet,140,1.000,13.375,10274474.667,nan,2,0,4345394,shasum,40,1.000,2.724,9584469.333,nan,2,0,4031266,env,100,1.000,7.226,3706880.000,nan,1,0,3599687,29.067,81.683,3349225472.000,3351051776.000,28.206,28.217,nan,nan,60,0
figlet,140,1.000,15.662,3051520.000,nan,2,0,4431132,shasum,40,1.000,3.209,9626794.667,nan,2,0,4263112,env,100,1.000,7.403,2744320.000,nan,2,0,3827230,29.133,79.617,3385401344.000,3381898240.000,28.426,28.405,nan,nan,60,0
figlet,140,1.000,13.467,10546141.867,nan,1,0,4272865,shasum,40,1.000,3.015,9642837.333,nan,1,0,4165975,env,120,1.000,8.701,9930581.333,nan,1,0,3486210,29.133,90.600,3344005120.000,3352390144.000,28.183,28.233,nan,nan,85,0
figlet,140,1.000,14.195,3806890.667,nan,1,0,4445918,shasum,40,1.000,2.978,9582080.000,nan,1,0,4062880,env,120,1.000,8.171,3433472.000,nan,1,0,3544048,31.333,92.500,3410810880.000,3397307392.000,28.599,28.513,nan,nan,30,0
figlet,140,1.000,13.851,10513646.933,nan,1,0,4464755,shasum,40,1.000,2.746,3391488.000,nan,1,0,3982052,env,120,1.000,8.185,10142685.867,nan,2,0,3510426,28.800,85.333,3390808064.000,3389065728.000,28.468,28.458,nan,nan,60,0
figlet,140,1.000,13.955,3170304.000,nan,2,0,4213562,shasum,40,1.000,2.926,9654330.514,nan,2,0,4051666,env,140,1.000,9.252,9881122.133,nan,2,0,3264003,28.867,86.317,3401965568.000,3398039552.000,28.489,28.465,nan,nan,60,0
figlet,140,1.000,15.446,3477162.667,nan,1,0,4585775,shasum,40,1.000,3.081,9724928.000,nan,1,0,3980609,env,140,1.000,10.341,3350528.000,nan,1,0,3827509,30.867,99.050,3432310784.000,3424755712.000,28.685,28.635,nan,nan,25,0
figlet,140,1.000,14.352,10286080.000,nan,1,0,4097546,shasum,40,1.000,2.909,9575936.000,nan,1,0,4181842,env,140,1.000,9.631,9992704.000,nan,1,0,3262182,31.733,95.117,3434926080.000,3416996864.000,28.704,28.592,nan,nan,30,0
figlet,140,1.000,14.233,10387387.733,nan,1,0,4522292,shasum,40,1.000,2.813,9619797.333,nan,1,0,3936215,env,160,1.000,9.930,10025540.267,nan,1,0,3559171,30.200,91.800,3404595200.000,3400628224.000,28.510,28.486,nan,nan,60,0
figlet,140,1.000,14.985,10377801.143,nan,2,0,4551428,shasum,40,1.000,2.518,9591739.733,nan,2,0,4400026,env,160,1.000,10.374,3676160.000,nan,1,0,3532512,29.333,90.250,3384875008.000,3383883776.000,28.395,28.389,nan,nan,60,0
figlet,140,1.000,15.528,3417838.933,nan,2,0,4728783,shasum,40,1.000,3.158,3372851.200,nan,2,0,4266879,env,160,1.000,11.471,9996288.000,nan,2,0,3736992,31.667,91.683,3459964928.000,3454134784.000,28.860,28.820,nan,nan,30,0
figlet,140,1.000,14.941,10420906.667,nan,1,0,4434078,shasum,40,1.000,3.048,9585834.667,nan,1,0,4016645,env,180,1.000,12.320,9973248.000,nan,1,0,3462399,29.400,99.900,3410446336.000,3408740352.000,28.556,28.545,nan,nan,85,0
figlet,140,1.000,14.402,10230272.000,nan,1,0,4671117,shasum,40,1.000,2.965,9646080.000,nan,1,0,4210410,env,180,1.000,11.953,10117120.000,nan,1,0,3612987,31.333,101.100,3459246080.000,3449047040.000,28.863,28.797,nan,nan,30,0
figlet,140,1.000,13.560,3665920.000,nan,1,0,4757237,shasum,40,1.000,2.758,9547093.333,nan,1,0,4227074,env,180,1.000,11.098,10106368.000,nan,2,0,3681286,29.067,92.183,3438995456.000,3434189824.000,28.730,28.701,nan,nan,60,0
figlet,140,1.000,15.431,10291107.352,nan,2,0,4726291,shasum,40,1.000,2.676,3342336.000,nan,2,0,4338962,env,200,1.000,13.319,3424256.000,nan,1,0,3803226,28.867,95.350,3440623616.000,3426252800.000,28.742,28.657,nan,nan,60,0
figlet,140,1.000,15.336,10685098.667,nan,1,0,4637694,shasum,40,1.000,3.254,9624064.000,nan,1,0,4435229,env,200,1.000,14.462,10338304.000,nan,1,0,3663894,31.067,108.717,3466317824.000,3464901120.000,28.909,28.897,nan,nan,25,0
figlet,140,1.000,15.445,10375509.333,nan,1,0,4557471,shasum,40,1.000,3.063,3323733.333,nan,1,0,3992756,env,200,1.000,13.725,10262186.667,nan,1,0,3495568,30.533,107.100,3504748544.000,3491753984.000,29.143,29.060,nan,nan,30,0
figlet,140,1.000,14.339,3337045.333,nan,1,0,4106076,shasum,60,1.000,4.459,9724074.667,nan,1,0,3712581,env,0,1.000,0.055,10690560.000,nan,1,0,0,31.200,76.250,3509495808.000,3498734080.000,29.173,29.104,nan,nan,30,0
figlet,140,1.000,13.691,3475797.333,nan,1,0,4190339,shasum,60,1.000,4.319,3713365.333,nan,1,0,3737852,env,0,1.000,0.040,10691584.000,nan,1,0,0,30.600,73.550,3464017920.000,3455167488.000,28.900,28.844,nan,nan,30,0
figlet,140,1.000,14.617,10375338.667,nan,2,0,4304165,shasum,60,1.000,4.517,9629013.333,nan,2,0,3926160,env,0,1.000,0.041,10174464.000,nan,1,0,0,29.667,72.083,3480571904.000,3472334848.000,29.001,28.948,nan,nan,30,0
figlet,140,1.000,14.270,10357725.867,nan,2,0,4220136,shasum,60,1.000,4.502,9649108.114,nan,2,0,3899570,env,20,1.000,1.563,10288469.333,nan,2,0,3573234,29.733,73.200,3474710528.000,3468988416.000,28.968,28.930,nan,nan,30,0
figlet,140,1.000,15.033,10328917.333,nan,1,0,4184692,shasum,60,1.000,4.768,9694890.667,nan,1,0,3735167,env,20,1.000,1.630,10270890.667,nan,1,0,3957774,31.067,79.617,3502368768.000,3489741312.000,29.138,29.059,nan,nan,55,0
figlet,140,1.000,14.399,10241365.333,nan,1,0,4044357,shasum,60,1.000,4.395,9690453.333,nan,1,0,3808298,env,20,1.000,1.603,3448832.000,nan,1,0,3953222,28.000,74.550,3472685056.000,3479499776.000,28.954,28.994,nan,nan,60,0
figlet,140,1.000,13.594,10541397.333,nan,1,0,4192215,shasum,60,1.000,4.150,9724245.333,nan,1,0,3835750,env,40,1.000,2.811,10347008.000,nan,2,0,3619956,29.933,76.650,3497500672.000,3496568832.000,29.104,29.098,nan,nan,60,0
figlet,140,1.000,13.423,10350811.429,nan,2,0,4274111,shasum,60,1.000,4.159,9742565.181,nan,2,0,3856979,env,40,1.000,3.132,10370638.019,nan,2,0,3631259,27.867,73.967,3504607232.000,3500665344.000,29.149,29.125,nan,nan,60,0
figlet,140,1.000,15.134,10719573.333,nan,1,0,4279491,shasum,60,1.000,4.918,9704618.667,nan,1,0,3963133,env,40,1.000,3.051,10245290.667,nan,1,0,3668106,31.933,86.450,3533281280.000,3526246912.000,29.337,29.289,nan,nan,25,0
figlet,140,1.000,14.395,3354624.000,nan,1,0,4156594,shasum,60,1.000,4.428,9631573.333,nan,1,0,3625382,env,60,1.000,4.334,3469312.000,nan,1,0,3444466,28.800,81.450,3514912768.000,3510053888.000,29.213,29.184,nan,nan,60,0
figlet,140,1.000,13.630,10328576.000,nan,1,0,4236690,shasum,60,1.000,4.195,9739264.000,nan,1,0,3693011,env,60,1.000,4.167,10330112.000,nan,1,0,3493904,28.200,79.367,3516506112.000,3517316608.000,29.224,29.229,nan,nan,90,0
figlet,140,1.000,13.808,3416064.000,nan,2,0,4333222,shasum,60,1.000,4.400,9751235.048,nan,2,0,3958513,env,60,1.000,4.108,10618348.495,nan,2,0,3621527,27.600,79.150,3532128256.000,3528017408.000,29.320,29.296,nan,nan,60,0
figlet,140,1.000,15.435,10490368.000,nan,1,0,4189275,shasum,60,1.000,4.614,9730389.333,nan,1,0,3792536,env,80,1.000,6.053,10314240.000,nan,1,0,3558979,28.267,87.817,3525306368.000,3527200256.000,29.282,29.293,nan,nan,55,0
figlet,140,1.000,14.573,10371413.333,nan,1,0,4263427,shasum,60,1.000,4.411,9717589.333,nan,1,0,3865146,env,80,1.000,5.931,10577237.333,nan,1,0,3618978,27.867,86.133,3531943936.000,3533444608.000,29.325,29.334,nan,nan,60,0
figlet,140,1.000,14.112,10383189.333,nan,1,0,4347363,shasum,60,1.000,4.168,9844394.667,nan,1,0,3880416,env,80,1.000,5.495,3233792.000,nan,1,0,3623657,28.867,84.583,3561922560.000,3555845632.000,29.507,29.471,nan,nan,60,0
figlet,140,1.000,15.674,10350933.333,nan,1,0,4789903,shasum,60,1.000,4.357,9687040.000,nan,1,0,4306743,env,100,1.000,7.131,3512320.000,nan,2,0,3948625,28.933,89.300,3554013184.000,3551768576.000,29.454,29.440,nan,nan,60,0
figlet,140,1.000,15.523,3641344.000,nan,2,0,4602572,shasum,60,1.000,4.678,9622698.667,nan,2,0,3957625,env,100,1.000,7.211,3371008.000,nan,2,0,3763004,27.867,81.833,3552999424.000,3549197824.000,29.450,29.427,nan,nan,60,0
figlet,140,1.000,15.211,10343936.000,nan,1,0,4202892,shasum,60,1.000,4.438,9765205.333,nan,1,0,3858663,env,100,1.000,7.278,10378069.333,nan,1,0,3489790,28.200,89.217,3552487424.000,3553444864.000,29.452,29.458,nan,nan,85,0
figlet,140,1.000,14.058,9784558.933,nan,1,0,4457250,shasum,60,1.000,4.219,9555797.333,nan,1,0,4330632,env,120,1.000,8.136,10123776.000,nan,1,0,3729093,31.667,90.567,3552112640.000,3538620928.000,29.452,29.372,nan,nan,135,0
figlet,140,1.000,12.761,3198976.000,nan,1,0,4438088,shasum,60,1.000,4.236,3362816.000,nan,2,0,3909666,env,120,1.000,7.973,10403362.133,nan,2,0,3496247,28.533,87.867,3540656128.000,3532516864.000,29.387,29.339,nan,nan,60,0
figlet,140,1.000,15.513,3575808.000,nan,2,0,4486411,shasum,60,1.000,4.418,9734656.000,nan,2,0,4276858,env,120,1.000,8.372,10342034.286,nan,2,0,3685557,30.733,85.433,3569401856.000,3568941568.000,29.512,29.509,nan,nan,60,0
figlet,140,1.000,14.541,9957034.667,nan,1,0,4009732,shasum,60,1.000,4.470,9591808.000,nan,1,0,3870808,env,140,1.000,9.712,9218730.667,nan,1,0,3175481,29.600,95.183,3562606592.000,3561473536.000,29.474,29.467,nan,nan,145,0
figlet,140,1.000,13.888,10263381.333,nan,1,0,4279538,shasum,60,1.000,4.196,3420160.000,nan,1,0,4023025,env,140,1.000,8.925,10406912.000,nan,1,0,3334353,28.667,92.917,3570798592.000,3565095936.000,29.526,29.492,nan,nan,60,0
figlet,140,1.000,13.154,10494122.667,nan,2,0,4500758,shasum,60,1.000,3.866,9739293.257,nan,2,0,4040410,env,140,1.000,9.854,10373017.600,nan,1,0,3434192,27.333,89.467,3574108160.000,3576749568.000,29.548,29.564,nan,nan,90,0
