function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,80,1.000,8.964,6382421.333,nan,1,0,5208524,shasum,200,1.000,13.813,6765738.667,nan,1,0,3859694,env,120,1.000,8.630,6752256.000,nan,1,0,3914587,32.067,112.167,2815625216.000,2833413120.000,28.357,28.464,nan,nan,10,0
figlet,80,1.000,8.773,9535317.333,nan,1,0,5261539,shasum,200,1.000,13.723,3394542.933,nan,1,0,4019173,env,120,1.000,8.426,3421525.333,nan,1,0,3983349,32.933,106.486,2950475776.000,2943725568.000,29.193,29.147,nan,nan,40,0
figlet,80,1.000,8.459,3476036.267,nan,1,0,5702899,shasum,200,1.000,12.081,10311816.533,nan,1,0,4369330,env,120,1.000,7.769,9762474.667,nan,1,0,4231517,33.133,103.020,2963707904.000,2958930432.000,29.277,29.244,nan,nan,30,0
figlet,80,1.000,10.097,5770649.600,nan,2,0,5733826,shasum,200,1.000,15.814,10280789.333,nan,2,0,4533025,env,140,1.000,11.057,6156629.333,nan,2,0,4379575,31.067,119.133,3013994496.000,3024529408.000,29.584,29.648,nan,nan,25,0
figlet,80,1.000,9.665,9717077.333,nan,1,0,5649718,shasum,200,1.000,14.429,3427328.000,nan,1,0,4265657,env,140,1.000,10.371,3423573.333,nan,1,0,4141049,34.867,116.817,3048896512.000,3031931392.000,29.797,29.691,nan,nan,30,0
figlet,80,1.000,11.761,9734314.667,nan,1,0,8262236,shasum,200,1.000,18.623,10475861.333,nan,1,0,6561434,env,140,1.000,13.374,9880917.333,nan,1,0,6307587,39.933,141.183,3026378752.000,3028716032.000,29.652,29.666,nan,nan,105,0
figlet,80,1.000,9.958,9732437.333,nan,1,0,7174741,shasum,200,1.000,16.939,10475554.133,nan,1,0,5800138,env,160,1.000,13.133,9971638.857,nan,1,0,5295408,34.933,123.983,3014369280.000,3012078592.000,29.585,29.571,nan,nan,75,0
figlet,80,1.000,10.352,9836032.000,nan,1,0,5903577,shasum,200,1.000,15.841,10911914.667,nan,1,0,4299351,env,160,1.000,12.627,10056874.667,nan,1,0,4187013,34.545,120.472,3060903936.000,3062344704.000,29.871,29.880,nan,nan,85,0
figlet,80,1.000,9.402,10011989.333,nan,1,0,5456198,shasum,200,1.000,14.443,3416797.867,nan,1,0,4160864,env,160,1.000,11.893,3356791.467,nan,1,0,4017614,32.333,116.233,3099052032.000,3099133952.000,30.115,30.111,nan,nan,30,0
figlet,80,1.000,9.463,3546112.000,nan,1,0,5998586,shasum,200,1.000,14.555,10722816.000,nan,1,0,4598206,env,180,1.000,13.207,9936384.000,nan,1,0,4397729,32.200,121.600,3124744192.000,3110482944.000,30.273,30.184,nan,nan,30,0
