function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,90,1.000,10.855,6168663.771,nan,1,0,5859515,shasum,130,1.000,9.622,6368324.267,nan,1,0,4921149,nmap,10,1.000,37.926,9325738.667,nan,1,0,114300667,31.533,140.333,2605924352.000,2630289408.000,22.632,22.785,nan,nan,10,0
figlet,90,1.000,11.290,3395584.000,nan,1,0,6244776,shasum,130,1.000,11.218,3510272.000,nan,1,0,5344640,nmap,10,1.000,44.132,15112533.333,nan,1,0,119437712,35.133,124.867,2716407808.000,2716865024.000,23.319,23.321,nan,nan,65,0
figlet,90,1.000,11.256,3454464.000,nan,2,0,6598163,shasum,130,1.000,11.123,10035541.333,nan,1,0,5347055,nmap,10,1.000,42.251,15318357.333,nan,1,0,122124040,35.800,122.783,2784204800.000,2777561088.000,23.739,23.696,nan,nan,30,0
figlet,90,1.000,10.260,9658368.000,nan,1,0,7746758,shasum,130,1.000,10.378,10113877.333,nan,1,0,6711142,nmap,20,1.000,81.417,18399573.333,nan,1,0,131614831,35.067,173.117,2799804416.000,2806007808.000,23.831,23.868,nan,nan,85,0
figlet,90,1.000,9.475,9725396.114,nan,1,0,7889432,shasum,130,1.000,10.090,10063267.352,nan,1,0,6830564,nmap,20,1.000,73.670,17773875.200,nan,1,0,149917404,36.133,170.867,2854195200.000,2855006720.000,24.174,24.175,nan,nan,30,0
figlet,90,1.000,11.679,3358720.000,nan,1,0,8118378,shasum,130,1.000,11.600,3387392.000,nan,1,0,7041544,nmap,20,1.000,83.440,18795178.667,nan,1,0,131191139,31.333,161.617,2852521984.000,2848501248.000,24.153,24.130,nan,nan,60,0
figlet,90,1.000,10.866,3315131.733,nan,2,0,13382083,shasum,130,1.000,10.701,10101930.667,nan,2,0,10758375,nmap,30,1.000,123.667,192479573.333,nan,2,0,4550240368,36.067,191.917,2892820480.000,3053156864.000,24.409,25.369,nan,nan,30,0
figlet,90,1.000,10.727,10593962.667,nan,2,0,12068213,shasum,130,1.000,10.421,10505728.000,nan,2,0,10601218,nmap,30,1.000,124.437,234474325.333,nan,2,0,4761656404,34.400,188.150,2979489792.000,3146129408.000,24.959,25.957,nan,nan,25,0
figlet,90,1.000,10.371,10785245.867,nan,1,0,10660410,shasum,130,1.000,9.892,10642261.333,nan,2,0,9427754,nmap,30,1.000,117.391,158846805.333,nan,1,0,3275636897,31.400,207.750,2943739904.000,3108324352.000,24.739,25.725,nan,nan,80,0
figlet,90,1.000,11.526,3096576.000,nan,2,0,10846027,shasum,130,1.000,11.555,3682304.000,nan,2,0,9866440,nmap,40,1.000,137.737,437415662.933,nan,2,0,12211291016,35.733,251.067,2968463360.000,3378331648.000,24.906,27.368,nan,nan,55,0
figlet,90,1.000,11.329,2674688.000,nan,2,0,10861829,shasum,130,1.000,11.105,3026944.000,nan,2,0,10116692,nmap,40,0.999,147.043,3092480.000,nan,2,0,11245022520,36.000,251.987,2974621696.000,3311105228.800,24.930,26.961,nan,nan,75,0
figlet,90,1.000,12.120,3137536.000,nan,2,0,10739527,shasum,130,1.000,10.208,2961408.000,nan,2,0,9533210,nmap,40,0.999,139.440,312896779.215,nan,3,0,11959685012,31.400,239.187,2969886720.000,3296114688.000,24.916,26.876,nan,nan,125,0
figlet,90,1.000,11.008,3226965.333,nan,2,0,11286633,shasum,130,1.000,10.652,10224298.667,nan,2,0,10822106,nmap,50,0.991,158.278,414615048.127,nan,3,0,17331693088,31.000,269.444,2989684736.000,3420553216.000,25.048,27.640,nan,nan,135,0
figlet,90,1.000,9.442,3347683.556,nan,3,0,9052799,shasum,130,1.000,9.324,10235318.857,nan,3,0,7751675,nmap,50,0.606,140.980,178177267.810,nan,2,1,21404252507,30.133,230.733,2962585600.000,3285190070.857,24.899,26.840,nan,nan,235,1
figlet,90,1.000,10.568,3284309.333,nan,2,0,11320479,shasum,130,1.000,10.758,10878634.667,nan,2,0,10067420,nmap,50,0.915,160.865,283862016.000,nan,3,0,17050389332,28.467,262.222,2996523008.000,3462183594.667,25.096,27.900,nan,nan,130,0
figlet,90,1.000,10.600,2962090.667,nan,2,0,11577243,shasum,130,1.000,10.394,10926307.556,nan,2,0,9938241,nmap,60,0.801,160.034,2916352.000,nan,3,1,20917172443,29.533,270.811,2983565312.000,3400426496.000,25.023,27.540,nan,nan,125,1
figlet,90,1.000,10.412,2913621.333,nan,2,0,14979437,shasum,130,1.000,10.961,11255830.756,nan,2,0,13595015,nmap,60,0.777,160.298,3207168.000,nan,3,1,21553694861,32.933,270.122,2981556224.000,3505637376.000,24.972,28.124,nan,nan,210,1
figlet,90,1.000,9.183,3642982.400,nan,2,0,10180921,shasum,130,1.000,9.228,11711634.286,nan,2,0,9019438,nmap,60,0.593,147.630,280197165.511,nan,2,1,21681986400,28.933,264.495,2969882624.000,3295063478.857,24.916,26.878,nan,nan,195,1
figlet,90,1.000,10.992,9947818.667,nan,1,0,5130092,shasum,140,1.000,11.235,11304789.333,nan,1,0,4193659,nmap,0,1.000,0.067,31775914.667,nan,1,0,0,29.400,82.117,2985373696.000,2981295616.000,25.027,25.003,nan,nan,255,0
figlet,90,1.000,9.884,11142314.667,nan,1,0,4880340,shasum,140,1.000,11.294,12527411.200,nan,1,0,3991707,nmap,0,1.000,0.055,31231795.200,nan,1,0,0,29.933,87.383,2972903424.000,2982601728.000,24.956,25.015,nan,nan,85,0
figlet,90,1.000,11.359,10125994.667,nan,1,0,5056514,shasum,140,1.000,12.023,11293184.000,nan,1,0,4187431,nmap,0,1.000,0.051,31253674.667,nan,1,0,0,32.267,85.050,2963101696.000,2936295936.000,24.901,24.741,nan,nan,255,0
figlet,90,1.000,11.429,3503411.200,nan,1,0,6744334,shasum,140,1.000,11.911,12656981.333,nan,1,0,5867700,nmap,10,1.000,44.295,33698645.333,nan,1,0,131101458,35.867,126.817,2976282624.000,2974332416.000,24.991,24.975,nan,nan,30,0
figlet,90,1.000,10.293,10148693.333,nan,1,0,5804337,shasum,140,1.000,10.676,11561472.000,nan,1,0,4893388,nmap,10,1.000,39.517,33118549.333,nan,1,0,117585064,31.467,130.583,2979723264.000,2981556736.000,25.010,25.020,nan,nan,175,0
figlet,90,1.000,11.602,10097152.000,nan,1,0,6344911,shasum,140,1.000,12.184,11243178.667,nan,1,0,5324563,nmap,10,1.000,45.070,32173056.000,nan,1,0,126667212,29.533,122.467,2983002112.000,2990410752.000,25.026,25.072,nan,nan,195,0
