function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,80,1.000,8.281,6292821.333,nan,1,0,4374606,shasum,20,1.000,1.479,5612202.667,nan,1,0,3885011,env,100,1.000,6.940,6624221.867,nan,1,0,3316397,30.333,65.767,2763628544.000,2778338304.000,27.403,27.493,nan,nan,10,0
figlet,80,1.000,9.371,3440883.810,nan,1,0,4431602,shasum,20,1.000,1.768,3285021.257,nan,1,0,3849050,env,100,1.000,7.880,9612180.724,nan,1,0,3520593,52.533,87.800,2850324480.000,2873446400.000,27.941,28.083,nan,nan,20,0
figlet,80,1.000,8.793,3352934.400,nan,1,0,4424001,shasum,20,1.000,1.678,3416112.762,nan,1,0,3936935,env,100,1.000,7.009,3359573.333,nan,1,0,3556608,34.533,76.283,2935013376.000,2924023808.000,28.463,28.393,nan,nan,30,0
figlet,80,1.000,9.374,3386368.000,nan,1,0,4590657,shasum,20,1.000,1.635,9470976.000,nan,1,0,4404516,env,120,1.000,8.985,3769514.667,nan,1,0,3424167,33.933,78.417,2961166336.000,2954448896.000,28.625,28.580,nan,nan,30,0
figlet,80,1.000,8.592,3601920.000,nan,1,0,4432362,shasum,20,1.000,1.505,3469653.333,nan,1,0,3952058,env,120,1.000,8.614,3308800.000,nan,1,0,3482408,34.333,76.350,2992529408.000,2982026240.000,28.816,28.748,nan,nan,30,0
figlet,80,1.000,8.843,3513685.333,nan,1,0,4515104,shasum,20,1.000,1.464,3584853.333,nan,1,0,3854805,env,120,1.000,8.202,9690282.667,nan,2,0,3387745,33.933,74.700,3007819776.000,2995204608.000,28.912,28.831,nan,nan,30,0
figlet,80,1.000,8.947,3346812.343,nan,1,0,4413858,shasum,20,1.000,1.477,3619328.000,nan,1,0,3485988,env,140,1.000,9.645,9796608.000,nan,1,0,3302273,35.133,85.150,3045236736.000,3030517248.000,29.139,29.045,nan,nan,25,0
figlet,80,1.000,8.607,9936213.333,nan,1,0,4420731,shasum,20,1.000,1.558,3550293.333,nan,1,0,3885934,env,140,1.000,10.408,9835178.667,nan,1,0,3362852,36.333,83.333,3052011520.000,3039324672.000,29.181,29.100,nan,nan,30,0
figlet,80,1.000,8.845,3824896.000,nan,1,0,4426889,shasum,20,1.000,1.589,3511466.667,nan,1,0,3979779,env,140,1.000,10.013,3492181.333,nan,1,0,3370589,35.133,81.083,3058888704.000,3042915328.000,29.227,29.127,nan,nan,30,0
figlet,80,1.000,8.605,3482368.000,nan,1,0,4491929,shasum,20,1.000,1.518,3546282.667,nan,1,0,4152827,env,160,1.000,10.695,3449856.000,nan,1,0,3329267,33.533,80.267,3060580352.000,3052604416.000,29.239,29.187,nan,nan,30,0
figlet,80,1.000,9.165,3257207.467,nan,1,0,4395520,shasum,20,1.000,1.560,3477538.133,nan,1,0,3772322,env,160,1.000,10.636,3288064.000,nan,1,0,3394042,33.067,85.467,3084451840.000,3077153792.000,29.385,29.336,nan,nan,25,0
figlet,80,1.000,9.185,3563861.333,nan,1,0,4637304,shasum,20,1.000,1.577,3306837.333,nan,1,0,3570814,env,160,1.000,10.780,3530666.667,nan,1,0,3309372,32.333,83.500,3086192640.000,3072862208.000,29.398,29.313,nan,nan,30,0
figlet,80,1.000,9.081,3426645.333,nan,1,0,4549251,shasum,20,1.000,1.608,3696810.667,nan,1,0,4350114,env,180,1.000,12.728,10031445.333,nan,1,0,3300902,33.800,85.617,3091355648.000,3068679168.000,29.431,29.291,nan,nan,30,0
figlet,80,1.000,8.562,3562496.000,nan,1,0,4828119,shasum,20,1.000,1.513,3392341.333,nan,1,0,4248819,env,180,1.000,12.409,10045337.600,nan,1,0,3569947,36.800,86.433,3066472448.000,3065351168.000,29.289,29.276,nan,nan,30,0
figlet,80,1.000,9.004,10066773.333,nan,1,0,4720973,shasum,20,1.000,1.565,9524736.000,nan,1,0,4471283,env,180,1.000,13.265,3290880.000,nan,1,0,3387476,35.733,93.933,3118884864.000,3107731968.000,29.603,29.531,nan,nan,25,0
