function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,60,1.000,7.256,6256810.667,nan,1,0,10788669,shasum,120,1.000,9.678,6730478.933,nan,1,0,9161525,curl,140,1.000,67.858,35378424.686,nan,1,0,428027341,31.200,188.050,3406192640.000,3456284160.000,37.021,37.299,nan,nan,10,0
figlet,60,1.000,7.488,9741653.333,nan,2,0,11166248,shasum,120,1.000,9.809,3506756.267,nan,2,0,9832922,curl,140,1.000,69.217,2936832.000,nan,2,0,505844279,34.267,181.050,3557240832.000,3578112512.000,37.880,38.000,nan,nan,45,0
figlet,60,1.000,6.968,9743530.667,nan,2,0,11157653,shasum,120,1.000,9.233,3493888.000,nan,2,0,10105608,curl,140,1.000,64.609,3241984.000,nan,2,0,495654910,35.133,170.117,3600945152.000,3631003648.000,38.124,38.304,nan,nan,30,0
figlet,60,1.000,8.201,9922394.210,nan,2,0,13671399,shasum,120,1.000,10.292,10060604.952,nan,2,0,12472497,curl,160,1.000,72.982,3544234.667,nan,2,0,1614169656,34.667,202.933,3637350400.000,3709469696.000,38.345,38.759,nan,nan,25,0
figlet,60,1.000,7.382,9995093.333,nan,2,0,12508423,shasum,120,1.000,9.500,3574954.667,nan,2,0,11185305,curl,160,1.000,72.754,3501294.933,nan,2,0,851621941,35.867,185.617,3732035584.000,3762117120.000,38.865,39.048,nan,nan,30,0
figlet,60,1.000,6.882,3433379.352,nan,2,0,12170505,shasum,120,1.000,10.023,3704046.933,nan,2,0,10278377,curl,160,1.000,74.139,3393248.305,nan,2,0,603060814,35.200,200.067,3767906304.000,3782496256.000,39.085,39.170,nan,nan,25,0
figlet,60,1.000,7.555,3248708.267,nan,2,0,13964725,shasum,120,1.000,9.883,3735244.800,nan,2,0,13287363,curl,180,1.000,73.451,3311138.133,nan,2,0,4338166502,35.667,189.217,3755890688.000,3817284608.000,39.010,39.380,nan,nan,30,0
figlet,60,1.000,7.270,9389329.067,nan,2,0,14638569,shasum,120,1.000,8.730,10355258.514,nan,2,0,14061979,curl,180,1.000,72.367,108236800.000,nan,2,0,3275902705,32.000,182.050,3873134592.000,3846525952.000,39.654,39.500,nan,nan,130,0
figlet,60,1.000,7.081,2650112.000,nan,2,0,13105729,shasum,120,1.000,9.558,10949290.667,nan,2,0,13324832,curl,180,1.000,74.819,6131712.000,nan,2,0,2921525428,35.867,187.317,3879364608.000,3860087296.000,39.739,39.622,nan,nan,70,0
figlet,60,1.000,7.901,10214058.667,nan,2,0,15581875,shasum,120,1.000,10.132,10970624.000,nan,2,0,15445159,curl,200,1.000,74.854,2408448.000,nan,2,0,7192129602,30.933,190.534,3896686592.000,3960740864.000,39.813,40.207,nan,nan,115,0
figlet,60,1.000,7.959,3312981.333,nan,2,0,13709476,shasum,120,1.000,10.598,3008512.000,nan,2,0,13424418,curl,200,1.000,88.835,96144452.267,nan,2,0,6408532321,31.400,229.733,3865974784.000,3921582080.000,39.499,39.851,nan,nan,125,0
figlet,60,1.000,7.362,9344853.333,nan,2,0,15211190,shasum,120,1.000,9.541,9851562.667,nan,2,0,14008152,curl,200,0.999,75.123,2654208.000,nan,2,0,7200690189,32.400,184.368,3812675584.000,3899684864.000,39.224,39.752,nan,nan,140,0
