function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,120,1.000,11.736,6654941.867,nan,1,0,11646558,shasum,100,1.000,6.528,6071637.333,nan,1,0,9559616,curl,180,1.000,69.064,60862498.133,nan,1,0,2098624191,27.600,180.100,3365206016.000,3470866944.000,35.214,35.856,nan,nan,10,0
figlet,120,1.000,13.808,2854912.000,nan,2,0,14638810,shasum,100,1.000,8.313,3507968.000,nan,2,0,11296824,curl,180,0.999,81.713,3327863.467,nan,2,0,2808058958,34.867,195.833,3675459584.000,3716298240.000,37.147,37.396,nan,nan,20,0
figlet,120,1.000,13.217,8492782.933,nan,2,0,13713835,shasum,100,1.000,7.837,2797568.000,nan,2,0,11225945,curl,180,1.000,76.767,70209536.000,nan,2,0,2452263803,32.733,202.433,3786717184.000,3811297792.000,37.842,37.991,nan,nan,25,0
figlet,120,1.000,13.125,5253428.175,nan,2,0,12729432,shasum,100,1.000,8.403,4716251.429,nan,2,0,10769600,curl,200,1.000,70.710,14923198.659,nan,3,0,8653935463,34.800,221.767,3840540672.000,3909010636.800,38.177,38.588,nan,nan,30,0
figlet,120,1.000,10.727,10719075.962,nan,1,0,16149475,shasum,100,1.000,8.200,10128725.333,nan,1,0,12870304,curl,200,0.999,70.014,109611027.505,nan,1,0,5512970928,27.733,178.650,3818323968.000,3851643392.000,38.045,38.248,nan,nan,130,0
figlet,120,1.000,14.847,3244032.000,nan,2,0,12470767,shasum,100,1.000,8.797,3035136.000,nan,2,0,10092110,curl,200,0.999,65.982,140836864.000,nan,2,0,9352002094,28.800,215.240,3807119360.000,3873044070.400,37.981,38.385,nan,nan,130,0
figlet,120,1.000,11.489,10974778.514,nan,2,0,4224543,shasum,120,1.000,8.141,2994176.000,nan,2,0,3573201,curl,0,1.000,0.046,4001962.667,nan,1,0,0,29.733,81.733,3839391744.000,3763201536.000,38.185,37.732,nan,nan,130,0
figlet,120,1.000,12.815,3605760.000,nan,1,0,4184729,shasum,120,1.000,8.535,8960707.048,nan,1,0,3552697,curl,0,1.000,0.041,4226701.410,nan,1,0,0,34.733,83.017,3709130752.000,3703680000.000,37.435,37.401,nan,nan,30,0
figlet,120,1.000,13.265,3280896.000,nan,2,0,4652150,shasum,120,1.000,9.036,3084288.000,nan,2,0,3919364,curl,0,1.000,0.042,4474880.000,nan,1,0,0,33.867,87.733,3696437248.000,3698335232.000,37.352,37.364,nan,nan,25,0
figlet,120,1.000,16.907,7678378.667,nan,3,0,6900963,shasum,120,1.000,11.900,6516736.000,nan,3,0,5988341,curl,20,1.000,10.696,8787968.000,nan,2,0,379008531,35.667,114.150,3712876544.000,3731779072.000,37.455,37.571,nan,nan,15,0
figlet,120,1.000,16.798,5615889.067,nan,4,0,4880791,shasum,120,1.000,11.659,8857873.067,nan,4,0,4224599,curl,20,1.000,12.979,8449194.667,nan,2,0,379479837,56.000,113.167,3816402944.000,3839777280.000,38.093,38.237,nan,nan,15,0
figlet,120,1.000,12.420,9613312.000,nan,1,0,4138584,shasum,120,1.000,8.838,9554944.000,nan,1,0,3586119,curl,20,1.000,11.017,3543722.667,nan,1,0,376686622,59.333,101.850,3827843072.000,3783328768.000,38.166,37.888,nan,nan,60,0
figlet,120,1.000,13.275,3260416.000,nan,2,0,5757062,shasum,120,1.000,9.164,3443541.333,nan,2,0,5085243,curl,40,1.000,20.696,2891776.000,nan,2,0,379139953,34.667,123.883,3781064704.000,3792280064.000,37.880,37.947,nan,nan,25,0
figlet,120,1.000,16.555,8220330.667,nan,3,0,5719433,shasum,120,1.000,11.551,3489792.000,nan,3,0,4723159,curl,40,1.000,26.158,11540053.333,nan,2,0,378175077,47.933,125.883,3818088448.000,3837871616.000,38.106,38.229,nan,nan,15,0
figlet,120,1.000,12.611,10215424.000,nan,1,0,5209407,shasum,120,1.000,7.963,9564160.000,nan,1,0,4422553,curl,40,1.000,20.156,3407872.000,nan,1,0,371085297,46.933,113.000,3804461056.000,3779149312.000,38.032,37.872,nan,nan,60,0
figlet,120,1.000,13.034,3306990.933,nan,2,0,6517085,shasum,120,1.000,9.194,3578026.667,nan,2,0,5338285,curl,60,1.000,30.844,19148800.000,nan,2,0,382876448,35.333,140.100,3821185024.000,3819410432.000,38.129,38.114,nan,nan,25,0
figlet,120,1.000,16.570,5468160.000,nan,3,0,6769849,shasum,120,1.000,11.360,7523498.667,nan,3,0,5587052,curl,60,1.000,37.771,16800682.667,nan,3,0,378301000,47.800,141.250,3841740800.000,3852494848.000,38.209,38.276,nan,nan,15,0
figlet,120,1.000,12.686,9056256.000,nan,1,0,6047643,shasum,120,1.000,8.797,9351168.000,nan,1,0,5180318,curl,60,1.000,29.485,12238848.000,nan,1,0,377764138,49.933,135.600,3838709760.000,3812869632.000,38.195,38.032,nan,nan,60,0
