function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,100,1.000,10.989,6599509.333,nan,1,0,4766495,shasum,100,1.000,7.351,6517589.333,nan,1,0,4026456,env,180,1.000,12.207,6595754.667,nan,1,0,3443707,29.067,96.450,2832537600.000,2847047680.000,29.037,29.125,nan,nan,10,0
figlet,100,1.000,11.045,9769984.000,nan,2,0,5217207,shasum,100,1.000,7.202,9609898.667,nan,2,0,4471809,env,180,1.000,12.417,2953216.000,nan,2,0,3872470,28.800,96.567,2935924736.000,2943549952.000,29.671,29.719,nan,nan,90,0
figlet,100,1.000,10.359,9950924.800,nan,2,0,4800470,shasum,100,1.000,6.810,9723733.333,nan,2,0,3943272,env,180,1.000,11.821,9486336.000,nan,2,0,3878812,28.533,105.600,2982979584.000,2984674816.000,29.959,29.971,nan,nan,70,0
figlet,100,1.000,10.155,9902216.533,nan,2,0,4936962,shasum,100,1.000,6.673,3649536.000,nan,2,0,4012991,env,200,1.000,12.671,10005065.143,nan,2,0,4033684,27.667,105.450,3034652672.000,3044468736.000,30.274,30.335,nan,nan,75,0
figlet,100,1.000,11.523,10032640.000,nan,2,0,5526670,shasum,100,1.000,7.484,3092480.000,nan,2,0,4401859,env,200,1.000,14.556,5210112.000,nan,2,0,4051800,28.600,103.950,3056314368.000,3061863936.000,30.411,30.445,nan,nan,75,0
figlet,100,1.000,11.251,9941674.667,nan,2,0,5279736,shasum,100,1.000,7.182,7987200.000,nan,2,0,4421160,env,200,1.000,13.693,8937472.000,nan,2,0,4507615,28.000,100.400,3070218240.000,3079133184.000,30.497,30.552,nan,nan,75,0
figlet,100,1.000,10.393,10055338.667,nan,2,0,4536088,shasum,120,1.000,8.552,10171904.000,nan,2,0,3809465,env,0,1.000,0.045,10252288.000,nan,1,0,0,29.467,81.450,3069755392.000,3070895104.000,30.499,30.508,nan,nan,70,0
figlet,100,1.000,10.047,10169275.733,nan,2,0,4403295,shasum,120,1.000,8.574,10022741.333,nan,2,0,3652650,env,0,1.000,0.041,8695808.000,nan,1,0,0,27.600,77.817,3072057344.000,3075010048.000,30.516,30.535,nan,nan,60,0
figlet,100,1.000,11.351,10051193.905,nan,2,0,4734002,shasum,120,1.000,9.690,4325376.000,nan,2,0,3890667,env,0,1.000,0.043,7458816.000,nan,1,0,0,28.733,78.017,3076589568.000,3077244928.000,30.546,30.552,nan,nan,75,0
figlet,100,1.000,11.343,10051584.000,nan,2,0,4879910,shasum,120,1.000,9.293,10141184.000,nan,2,0,3947178,env,20,1.000,1.630,8596650.667,nan,1,0,4220309,29.333,79.317,3075143680.000,3083856384.000,30.541,30.594,nan,nan,75,0
figlet,100,1.000,11.229,10160810.667,nan,2,0,5016164,shasum,120,1.000,9.416,3760128.000,nan,2,0,4342734,env,20,1.000,1.548,10275669.333,nan,2,0,4065595,29.067,90.067,3110379520.000,3115338240.000,30.760,30.791,nan,nan,70,0
figlet,100,1.000,10.132,10119850.667,nan,2,0,4730656,shasum,120,1.000,8.832,10264541.867,nan,2,0,4019580,env,20,1.000,1.433,10215253.333,nan,2,0,4150763,28.733,82.383,3124754432.000,3129803264.000,30.849,30.880,nan,nan,60,0
figlet,100,1.000,11.294,10178560.000,nan,2,0,4763402,shasum,120,1.000,8.875,10284270.933,nan,2,0,3859666,env,40,1.000,3.149,3481600.000,nan,2,0,3757162,28.600,83.667,3164262400.000,3158128128.000,31.088,31.053,nan,nan,75,0
figlet,100,1.000,11.104,10146133.333,nan,2,0,4779151,shasum,120,1.000,8.828,4976640.000,nan,2,0,3926051,env,40,1.000,3.120,10232149.333,nan,2,0,4238068,29.067,82.100,3171268608.000,3167312896.000,31.133,31.111,nan,nan,75,0
figlet,100,1.000,10.298,10199381.333,nan,2,0,4853297,shasum,120,1.000,8.582,7968768.000,nan,2,0,4180951,env,40,1.000,2.973,10326869.333,nan,2,0,4166299,28.000,87.850,3159980032.000,3164710400.000,31.069,31.098,nan,nan,70,0
figlet,100,1.000,10.440,10184533.333,nan,2,0,5042567,shasum,120,1.000,8.201,10507810.133,nan,2,0,4090493,env,60,1.000,4.187,10433365.333,nan,2,0,3965176,29.333,90.850,3161706496.000,3162217472.000,31.083,31.087,nan,nan,60,0
figlet,100,1.000,11.635,10277683.200,nan,2,0,4983736,shasum,120,1.000,9.158,3514368.000,nan,2,0,4215430,env,60,1.000,4.142,4694016.000,nan,2,0,4397765,29.400,90.083,3176017920.000,3174572544.000,31.172,31.165,nan,nan,75,0
figlet,100,1.000,11.263,10209621.333,nan,2,0,5250959,shasum,120,1.000,9.341,10369365.333,nan,2,0,4652204,env,60,1.000,4.730,10294954.667,nan,2,0,5146038,28.733,84.517,3179177984.000,3176878592.000,31.194,31.182,nan,nan,75,0
figlet,100,1.000,11.075,10644309.333,nan,2,0,5235859,shasum,120,1.000,8.845,10373632.000,nan,2,0,4344474,env,80,1.000,5.879,5865472.000,nan,2,0,4355310,29.133,87.383,3177316352.000,3179778048.000,31.186,31.202,nan,nan,75,0
figlet,100,1.000,10.567,10189824.000,nan,2,0,4780958,shasum,120,1.000,8.506,10357248.000,nan,2,0,4015990,env,80,1.000,5.671,10214912.000,nan,2,0,3908894,29.400,95.167,3186814976.000,3195773952.000,31.246,31.295,nan,nan,85,0
figlet,100,1.000,11.515,10261679.543,nan,2,0,5291185,shasum,120,1.000,9.946,10341278.476,nan,2,0,4433343,env,80,1.000,6.637,10274084.571,nan,2,0,4244822,29.400,97.452,3206068224.000,3197991424.000,31.316,31.269,nan,nan,75,0
