function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,80,1.000,8.613,6240597.333,nan,1,0,5130522,shasum,40,1.000,3.039,5828096.000,nan,1,0,4533178,curl,40,1.000,19.059,16040448.000,nan,1,0,371388885,28.533,90.450,3363631104.000,3380792320.000,36.045,36.148,nan,nan,10,0
figlet,80,1.000,9.196,9754638.629,nan,1,0,5032540,shasum,40,1.000,3.266,3444736.000,nan,2,0,3801246,curl,40,1.000,17.206,3321856.000,nan,2,0,372906923,31.400,88.917,3487639552.000,3494895104.000,36.802,36.846,nan,nan,60,0
figlet,80,1.000,9.589,2875392.000,nan,2,0,5420345,shasum,40,1.000,3.452,3616768.000,nan,2,0,4878519,curl,40,1.000,20.580,3547136.000,nan,2,0,376720466,29.267,83.050,3561314304.000,3559956480.000,37.250,37.242,nan,nan,60,0
figlet,80,1.000,8.500,9929557.333,nan,1,0,5310598,shasum,40,1.000,3.085,9538696.533,nan,1,0,4668995,curl,60,1.000,29.195,25410048.000,nan,1,0,376099091,27.800,105.717,3550554112.000,3551375360.000,37.190,37.196,nan,nan,85,0
figlet,80,1.000,8.628,10030967.467,nan,1,0,5414799,shasum,40,1.000,2.942,9508181.333,nan,2,0,4802100,curl,60,1.000,29.294,3637248.000,nan,2,0,371164550,29.200,103.383,3568527360.000,3584005632.000,37.305,37.398,nan,nan,75,0
figlet,80,1.000,10.036,3780608.000,nan,2,0,6177424,shasum,40,1.000,3.508,3543040.000,nan,2,0,5466718,curl,60,1.000,32.472,3657728.000,nan,2,0,376704114,28.933,102.400,3614138368.000,3623817216.000,37.582,37.639,nan,nan,60,0
figlet,80,1.000,9.346,9989290.667,nan,1,0,6338424,shasum,40,1.000,3.354,9652906.667,nan,1,0,5954341,curl,80,1.000,38.640,31501824.000,nan,1,0,375043855,29.200,125.867,3622559744.000,3643428864.000,37.641,37.766,nan,nan,85,0
figlet,80,1.000,9.819,3547136.000,nan,1,0,6214999,shasum,40,1.000,3.293,9684835.962,nan,2,0,5583699,curl,80,1.000,41.097,3727360.000,nan,2,0,375550035,29.533,119.917,3648563200.000,3655886336.000,37.802,37.846,nan,nan,60,0
figlet,80,1.000,9.892,9919488.000,nan,2,0,6708412,shasum,40,1.000,3.532,3702784.000,nan,2,0,5850829,curl,80,1.000,41.309,3330048.000,nan,2,0,377909673,28.600,114.567,3621924864.000,3636193280.000,37.646,37.732,nan,nan,60,0
figlet,80,1.000,9.302,9965397.333,nan,1,0,6551669,shasum,40,1.000,3.243,3215155.200,nan,1,0,5543919,curl,100,1.000,47.699,5451776.000,nan,1,0,378460223,31.400,142.967,3692136448.000,3704757248.000,38.088,38.162,nan,nan,25,0
figlet,80,1.000,8.637,3588096.000,nan,1,0,6588973,shasum,40,1.000,2.796,9908121.600,nan,1,0,5482509,curl,100,1.000,45.085,3362816.000,nan,1,0,378421784,29.800,132.017,3682048000.000,3678518784.000,38.016,37.995,nan,nan,60,0
figlet,80,1.000,8.296,3317760.000,nan,2,0,6923814,shasum,40,1.000,3.118,9552603.429,nan,2,0,5992121,curl,100,1.000,46.693,3473408.000,nan,1,0,379274293,27.400,128.667,3668736000.000,3678560768.000,37.940,37.999,nan,nan,60,0
figlet,80,1.000,9.561,3323460.267,nan,2,0,7440274,shasum,40,1.000,3.354,9729024.000,nan,2,0,6777711,curl,120,1.000,58.829,3484398.933,nan,2,0,385207479,30.333,138.583,3701602304.000,3713641984.000,38.152,38.219,nan,nan,30,0
figlet,80,1.000,8.786,10032981.333,nan,1,0,6840211,shasum,40,1.000,3.229,9667754.667,nan,1,0,5925143,curl,120,1.000,55.446,45288277.333,nan,1,0,384565506,27.733,151.317,3673470976.000,3696264704.000,37.976,38.113,nan,nan,85,0
figlet,80,1.000,8.806,3614720.000,nan,1,0,7034381,shasum,40,1.000,3.085,9673728.000,nan,1,0,6054915,curl,120,1.000,52.899,3424256.000,nan,2,0,379397396,28.800,146.117,3694112768.000,3703982592.000,38.106,38.165,nan,nan,60,0
figlet,80,1.000,8.776,3792896.000,nan,2,0,8737759,shasum,40,1.000,3.576,3594240.000,nan,2,0,7711507,curl,140,1.000,68.550,2588672.000,nan,2,0,396589294,30.467,157.937,3691505664.000,3724764160.000,38.093,38.292,nan,nan,60,0
figlet,80,1.000,9.468,9992874.667,nan,2,0,8636982,shasum,40,1.000,3.430,9487360.000,nan,2,0,7713437,curl,140,1.000,68.898,2838528.000,nan,2,0,398888783,30.333,149.633,3760957440.000,3774338560.000,38.513,38.592,nan,nan,60,0
figlet,80,1.000,8.760,10052437.333,nan,1,0,8565262,shasum,40,1.000,3.273,9724586.667,nan,1,0,7541740,curl,140,1.000,64.991,49654954.667,nan,1,0,391215372,30.867,165.367,3759351808.000,3779357184.000,38.507,38.626,nan,nan,85,0
figlet,80,1.000,8.573,10129476.267,nan,2,0,10147049,shasum,40,1.000,3.025,3674112.000,nan,1,0,8471249,curl,160,1.000,64.629,3471360.000,nan,1,0,421909769,30.000,172.700,3737249792.000,3760773120.000,38.379,38.520,nan,nan,60,0
figlet,80,1.000,9.785,10328064.000,nan,2,0,9934637,shasum,40,1.000,3.443,3518464.000,nan,2,0,8442789,curl,160,1.000,79.401,3289088.000,nan,2,0,445392224,30.867,164.683,3762857984.000,3774054400.000,38.538,38.599,nan,nan,60,0
