function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,34.067,34.067,4234663936.000,4234663936.000,38.357,38.357,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,30.200,30.200,4238946304.000,4238946304.000,38.389,38.389,nan,nan,20,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,30.200,42.800,4238946304.000,4263823360.000,38.389,38.538,nan,nan,10,0
figlet,0,1.000,0.050,4504576.000,nan,1,0,0,shasum,0,1.000,0.047,4443818.667,nan,1,0,0,eat-memory,20,1.000,61.190,60880213.333,nan,2,0,1074350598,33.133,101.800,4273467392.000,4311704576.000,38.596,38.826,nan,nan,15,0
figlet,0,1.000,0.044,4707908.267,nan,1,0,0,shasum,0,1.000,0.044,4644025.295,nan,1,0,0,eat-memory,20,1.000,59.695,3588608.000,nan,2,0,1071360895,35.333,94.250,4285419520.000,4329233408.000,38.673,38.934,nan,nan,30,0
figlet,0,1.000,0.048,4945408.000,nan,1,0,0,shasum,0,1.000,0.048,4833109.333,nan,1,0,0,eat-memory,20,1.000,63.925,65718954.667,nan,2,0,1072251711,31.933,88.217,4295049216.000,4335128064.000,38.732,38.970,nan,nan,30,0
figlet,0,1.000,0.047,5100665.905,nan,1,0,0,shasum,0,1.000,0.050,5097545.143,nan,1,0,0,eat-memory,40,1.000,129.997,105931161.600,nan,2,0,1083577113,35.267,165.700,4333185024.000,4413752832.000,38.967,39.445,nan,nan,25,0
figlet,0,1.000,0.051,5331114.667,nan,1,0,0,shasum,0,1.000,0.051,5312512.000,nan,1,0,0,eat-memory,40,1.000,140.898,3391488.000,nan,2,0,1085876258,36.800,159.300,4339775488.000,4412987904.000,39.004,39.439,nan,nan,30,0
figlet,0,1.000,0.048,5518677.333,nan,1,0,0,shasum,0,1.000,0.046,5473109.333,nan,1,0,0,eat-memory,40,1.000,134.918,3304686.933,nan,1,0,1088939096,35.067,175.400,4376942592.000,4445468672.000,39.235,39.640,nan,nan,25,0
figlet,0,1.000,0.045,5723040.427,nan,1,0,0,shasum,0,1.000,0.042,5674134.187,nan,1,0,0,eat-memory,60,0.631,201.348,3065173.333,nan,1,1,6147450431,33.267,241.787,4356241408.000,4536111513.600,39.102,40.180,nan,nan,30,1
figlet,0,1.000,0.044,5931554.133,nan,1,0,0,shasum,0,1.000,0.044,5846766.933,nan,1,0,0,eat-memory,60,0.551,241.739,3154602.667,nan,2,1,6695474406,36.467,253.067,4432764928.000,4579939942.400,39.587,40.466,nan,nan,15,1
figlet,0,1.000,0.045,6122700.800,nan,1,0,0,shasum,0,1.000,0.048,6018389.333,nan,1,0,0,eat-memory,60,0.687,230.651,250907170.133,nan,2,1,5977921274,36.667,237.027,4388397056.000,4549862195.200,39.327,40.291,nan,nan,20,1
figlet,0,1.000,0.052,6313984.000,nan,1,0,0,shasum,20,1.000,1.806,3112960.000,nan,2,0,4392091,eat-memory,0,1.000,0.059,3537578.667,nan,1,0,0,34.267,41.667,4420530176.000,4414054400.000,39.525,39.486,nan,nan,30,0
figlet,0,1.000,0.057,6904139.581,nan,1,0,0,shasum,20,1.000,1.971,5246103.162,nan,2,0,4661119,eat-memory,0,1.000,0.215,49953177.600,nan,1,0,0,33.667,41.967,4416718848.000,4401751040.000,39.503,39.412,nan,nan,30,0
figlet,0,1.000,0.053,7144789.333,nan,1,0,0,shasum,20,1.000,2.065,3141632.000,nan,2,0,4842338,eat-memory,0,1.000,0.055,34117632.000,nan,1,0,0,33.933,41.167,4398923776.000,4374597632.000,39.399,39.251,nan,nan,30,0
figlet,0,1.000,0.078,5626368.000,nan,1,0,0,shasum,20,1.000,1.929,3718348.800,nan,2,0,6352939,eat-memory,20,1.000,70.759,3006464.000,nan,2,0,1081135951,33.600,102.500,4358131712.000,4393972224.000,39.156,39.367,nan,nan,30,0
figlet,0,1.000,0.048,5352477.257,nan,1,0,0,shasum,20,1.000,2.044,3212117.333,nan,2,0,6422262,eat-memory,20,1.000,61.953,3489553.067,nan,2,0,1076864149,37.267,110.150,4378822656.000,4401319936.000,39.290,39.419,nan,nan,25,0
figlet,0,1.000,0.052,5404672.000,nan,1,0,0,shasum,20,1.000,1.890,3604138.667,nan,2,0,5589146,eat-memory,20,1.000,67.175,2924544.000,nan,2,0,1076224222,35.467,102.067,4365746176.000,4394412032.000,39.206,39.373,nan,nan,30,0
figlet,0,1.000,0.045,5449045.333,nan,1,0,0,shasum,20,1.000,1.718,3392512.000,nan,2,0,7600761,eat-memory,40,1.000,124.136,3333563.733,nan,2,0,1089071047,36.467,172.617,4394225664.000,4457571328.000,39.383,39.756,nan,nan,25,0
figlet,0,1.000,0.048,5428906.667,nan,1,0,0,shasum,20,1.000,1.835,3528533.333,nan,2,0,7053190,eat-memory,40,1.000,135.947,3553280.000,nan,2,0,1085718454,32.800,159.350,4381583360.000,4453534720.000,39.299,39.726,nan,nan,30,0
figlet,0,1.000,0.044,5431466.667,nan,1,0,0,shasum,20,1.000,1.851,10008576.000,nan,2,0,7517776,eat-memory,40,1.000,134.352,3776955.733,nan,1,0,1091540065,35.800,180.817,4419104768.000,4474446848.000,39.533,39.856,nan,nan,25,0
figlet,0,1.000,0.048,5421290.057,nan,1,0,0,shasum,20,1.000,1.949,3299328.000,nan,2,0,10523728,eat-memory,60,0.404,198.274,3730432.000,nan,1,1,8334874397,37.667,241.813,4379918336.000,4546505932.800,39.288,40.281,nan,nan,30,1
figlet,0,1.000,0.046,5439839.086,nan,1,0,0,shasum,20,1.000,1.817,3377425.067,nan,2,0,9380882,eat-memory,60,0.418,204.335,3005098.667,nan,1,1,8203557130,36.733,245.013,4443576320.000,4572023603.200,39.674,40.439,nan,nan,30,1
figlet,0,1.000,0.046,5513680.213,nan,1,0,0,shasum,20,1.000,1.989,3028992.000,nan,2,0,9720810,eat-memory,60,0.380,239.097,3081557.333,nan,1,1,8380793611,38.867,250.200,4507156480.000,4619541708.800,40.058,40.728,nan,nan,15,1
figlet,0,1.000,0.047,5545472.000,nan,1,0,0,shasum,40,1.000,3.659,3296759.873,nan,2,0,4447594,eat-memory,0,1.000,23.223,88770389.333,nan,1,0,0,34.600,50.750,4457404416.000,4451003904.000,39.767,39.726,nan,nan,20,0
figlet,0,1.000,0.050,5549568.000,nan,1,0,0,shasum,40,1.000,3.962,9929386.667,nan,2,0,4463848,eat-memory,0,1.000,0.046,59367424.000,nan,1,0,0,33.867,47.883,4427804672.000,4405815296.000,39.589,39.457,nan,nan,25,0
figlet,0,1.000,0.046,5541936.762,nan,1,0,0,shasum,40,1.000,3.893,3381540.571,nan,2,0,4410833,eat-memory,0,1.000,0.109,40952832.000,nan,1,0,0,33.067,46.650,4359608320.000,4343062528.000,39.181,39.081,nan,nan,30,0
figlet,0,1.000,0.052,5656064.000,nan,1,0,0,shasum,40,1.000,3.710,3559662.933,nan,2,0,5032958,eat-memory,20,1.000,68.811,3031040.000,nan,2,0,1074936477,32.733,104.400,4346673152.000,4378482176.000,39.105,39.293,nan,nan,30,0
figlet,0,1.000,0.046,5700266.667,nan,1,0,0,shasum,40,1.000,3.395,9783808.000,nan,2,0,4983299,eat-memory,20,1.000,60.088,3286357.333,nan,2,0,1073330747,31.467,106.483,4342966272.000,4372713472.000,39.085,39.260,nan,nan,25,0
figlet,0,1.000,0.057,5577045.333,nan,1,0,0,shasum,40,1.000,3.777,2686976.000,nan,2,0,5359179,eat-memory,20,1.000,67.588,3395584.000,nan,2,0,1075788118,33.800,104.367,4271507456.000,4306288640.000,38.660,38.865,nan,nan,30,0
figlet,0,1.000,0.046,5582506.667,nan,1,0,0,shasum,40,1.000,3.424,3070805.333,nan,1,0,8761642,eat-memory,40,1.000,132.125,3814058.667,nan,2,0,1104765576,33.400,181.133,4289380352.000,4373412864.000,38.768,39.268,nan,nan,25,0
figlet,0,1.000,0.048,5676202.667,nan,1,0,0,shasum,40,1.000,3.728,1744896.000,nan,2,0,7773054,eat-memory,40,1.000,139.638,137348778.667,nan,2,0,1091019285,33.600,165.617,4325490688.000,4391669760.000,38.986,39.378,nan,nan,30,0
figlet,0,1.000,0.046,5754368.000,nan,1,0,0,shasum,40,1.000,3.473,3280588.800,nan,2,0,8045460,eat-memory,40,1.000,130.512,3643392.000,nan,2,0,1099889582,32.333,204.167,4319307776.000,4417846784.000,38.949,39.534,nan,nan,30,0
figlet,0,1.000,0.045,5534405.973,nan,1,0,0,shasum,40,1.000,3.891,3301376.000,nan,2,0,10029199,eat-memory,60,0.423,196.305,3889789.156,nan,1,1,8121008456,35.939,243.574,4338423808.000,4505511526.400,39.070,40.065,nan,nan,25,1
figlet,0,1.000,0.049,5559801.173,nan,1,0,0,shasum,40,1.000,3.599,3410693.689,nan,2,0,9978093,eat-memory,60,0.476,194.111,3086336.000,nan,2,1,7398426491,38.933,250.147,4442023936.000,4579316121.600,39.685,40.502,nan,nan,30,1
figlet,0,1.000,0.045,5524684.800,nan,1,0,0,shasum,40,1.000,3.835,3283933.867,nan,3,0,10253093,eat-memory,60,0.349,214.360,3403776.000,nan,1,1,9397620331,37.333,233.427,4443189248.000,4562497536.000,39.695,40.404,nan,nan,20,1
figlet,0,1.000,0.057,5661354.667,nan,1,0,0,shasum,60,1.000,5.511,3069952.000,nan,1,0,4492023,eat-memory,0,1.000,5.741,76289536.000,nan,1,0,0,37.867,56.400,4483434496.000,4465795072.000,39.941,39.833,nan,nan,25,0
figlet,0,1.000,0.052,5734058.667,nan,1,0,0,shasum,60,1.000,5.194,3249152.000,nan,2,0,4358055,eat-memory,0,1.000,0.235,61420544.000,nan,1,0,0,34.200,52.650,4404191232.000,4379441664.000,39.461,39.312,nan,nan,30,0
figlet,0,1.000,0.052,5784571.124,nan,1,0,0,shasum,60,1.000,5.915,3409783.467,nan,2,0,4294627,eat-memory,0,1.000,0.049,42082304.000,nan,1,0,0,34.667,51.617,4335396864.000,4325740032.000,39.053,38.993,nan,nan,30,0
figlet,0,1.000,0.050,5727573.333,nan,1,0,0,shasum,60,1.000,5.623,3712307.200,nan,2,0,5295304,eat-memory,20,1.000,69.071,3276800.000,nan,2,0,1079992199,34.000,111.117,4322031616.000,4356844032.000,38.974,39.180,nan,nan,30,0
figlet,0,1.000,0.055,5771434.667,nan,1,0,0,shasum,60,1.000,5.290,3299328.000,nan,2,0,5574525,eat-memory,20,1.000,64.577,3616085.333,nan,2,0,1077941010,34.000,117.933,4330711040.000,4362074624.000,39.027,39.211,nan,nan,25,0
figlet,0,1.000,0.050,5759317.333,nan,1,0,0,shasum,60,1.000,5.814,3084288.000,nan,2,0,5339993,eat-memory,20,1.000,71.671,3231744.000,nan,2,0,1078962824,35.800,114.317,4322166784.000,4352239104.000,38.976,39.153,nan,nan,30,0
figlet,0,1.000,0.051,5761365.333,nan,1,0,0,shasum,60,1.000,5.170,3459925.333,nan,2,0,8357333,eat-memory,40,1.000,129.412,3440640.000,nan,2,0,1117347458,34.667,162.583,4338661376.000,4413743616.000,39.073,39.520,nan,nan,30,0
figlet,0,1.000,0.042,5584418.133,nan,1,0,0,shasum,60,1.000,5.312,4970252.190,nan,2,0,7900300,eat-memory,40,1.000,126.867,5800716.190,nan,2,0,1101695019,36.533,174.683,4355514368.000,4422534144.000,39.183,39.580,nan,nan,25,0
figlet,0,1.000,0.051,5638485.333,nan,1,0,0,shasum,60,1.000,5.262,3489314.133,nan,2,0,7660164,eat-memory,40,1.000,131.209,3076096.000,nan,2,0,1091960005,35.400,163.017,4346793984.000,4416497152.000,39.126,39.539,nan,nan,30,0
figlet,0,1.000,0.043,5752695.467,nan,1,0,0,shasum,60,1.000,5.336,2852864.000,nan,2,0,10419671,eat-memory,60,0.345,192.068,3410432.000,nan,1,1,8904425884,37.933,252.027,4378691584.000,4554879795.200,39.328,40.371,nan,nan,25,1
figlet,0,1.000,0.049,5766758.400,nan,1,0,0,shasum,60,1.000,5.376,3010389.333,nan,3,0,9043217,eat-memory,60,0.358,212.320,265671748.267,nan,1,1,8851675855,34.533,230.227,4482166784.000,4625119641.600,39.936,40.787,nan,nan,20,1
figlet,0,1.000,0.044,5677056.000,nan,1,0,0,shasum,60,1.000,5.517,3276373.333,nan,3,0,10041402,eat-memory,60,0.396,197.366,3777194.667,nan,1,1,8362891730,33.400,232.120,4500131840.000,4619306188.800,40.049,40.759,nan,nan,30,1
figlet,0,1.000,0.046,5692757.333,nan,1,0,0,shasum,80,1.000,7.364,3390464.000,nan,2,0,4087930,eat-memory,0,1.000,0.044,62177962.667,nan,1,0,0,32.600,54.533,4515719168.000,4489668096.000,40.147,39.989,nan,nan,30,0
figlet,0,1.000,0.050,5697536.000,nan,1,0,0,shasum,80,1.000,7.284,3088384.000,nan,2,0,4235495,eat-memory,0,1.000,0.384,59230890.667,nan,1,0,0,33.333,54.400,4423249920.000,4401335296.000,39.589,39.456,nan,nan,30,0
figlet,0,1.000,0.050,5665109.333,nan,1,0,0,shasum,80,1.000,7.262,3174400.000,nan,2,0,4301435,eat-memory,0,1.000,0.051,42323968.000,nan,1,0,0,34.467,63.133,4379164672.000,4378241536.000,39.326,39.321,nan,nan,30,0
figlet,0,1.000,0.050,5699242.667,nan,1,0,0,shasum,80,1.000,7.055,4664661.333,nan,2,0,5470825,eat-memory,20,1.000,63.242,93165909.333,nan,2,0,1081561195,34.733,124.033,4401573888.000,4443041280.000,39.463,39.710,nan,nan,25,0
figlet,0,1.000,0.050,5723136.000,nan,1,0,0,shasum,80,1.000,7.528,2854912.000,nan,2,0,5564061,eat-memory,20,1.000,70.012,3334144.000,nan,2,0,1081216850,33.267,115.150,4387487744.000,4418568704.000,39.382,39.564,nan,nan,30,0
figlet,0,1.000,0.046,5776042.667,nan,1,0,0,shasum,80,1.000,6.946,3279701.333,nan,1,0,5672746,eat-memory,20,1.000,67.309,3616768.000,nan,2,0,1081827036,33.933,125.083,4371185664.000,4398790656.000,39.283,39.445,nan,nan,25,0
figlet,0,1.000,0.051,5706786.133,nan,1,0,0,shasum,80,1.000,7.684,3108864.000,nan,2,0,8753152,eat-memory,40,1.000,146.838,144209066.667,nan,2,0,1139113934,33.933,182.333,4354723840.000,4426795008.000,39.185,39.613,nan,nan,30,0
figlet,0,1.000,0.046,5691733.333,nan,1,0,0,shasum,80,1.000,6.901,3357013.333,nan,2,0,9315098,eat-memory,40,1.000,138.592,3620795.733,nan,2,0,1158653520,37.000,174.533,4397967360.000,4450090496.000,39.453,39.758,nan,nan,30,0
figlet,0,1.000,0.050,5748394.667,nan,1,0,0,shasum,80,1.000,6.353,4039065.600,nan,2,0,8178670,eat-memory,40,1.000,134.787,148460202.667,nan,2,0,1136297043,35.867,188.000,4376666112.000,4443134464.000,39.322,39.717,nan,nan,25,0
figlet,0,1.000,0.044,5795976.533,nan,1,0,0,shasum,80,1.000,7.264,3647385.600,nan,2,0,9569458,eat-memory,60,0.273,197.408,233296554.667,nan,1,1,9926161074,38.000,237.827,4371027968.000,4533216460.800,39.285,40.250,nan,nan,30,1
figlet,0,1.000,0.043,5583121.067,nan,1,0,0,shasum,80,1.000,7.118,4844544.000,nan,2,0,9273146,eat-memory,60,0.372,197.896,2586624.000,nan,1,1,8760553727,37.267,239.067,4483590144.000,4608918323.200,39.957,40.703,nan,nan,30,1
figlet,0,1.000,0.048,5648247.467,nan,1,0,0,shasum,80,1.000,7.283,2701994.667,nan,2,0,9808826,eat-memory,60,0.291,200.799,258855185.067,nan,1,1,10281969938,37.733,240.787,4489177088.000,4620622643.200,39.990,40.775,nan,nan,30,1
figlet,0,1.000,0.048,5739349.333,nan,1,0,0,shasum,100,1.000,8.732,3139584.000,nan,2,0,3888034,eat-memory,0,1.000,0.044,64446464.000,nan,1,0,0,37.467,57.983,4506757120.000,4483983872.000,40.100,39.963,nan,nan,30,0
figlet,0,1.000,0.054,5698218.667,nan,1,0,0,shasum,100,1.000,8.710,5756757.333,nan,2,0,4080317,eat-memory,0,1.000,0.373,60307456.000,nan,1,0,0,33.200,58.117,4449515520.000,4424660992.000,39.763,39.615,nan,nan,30,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,100,1.000,0.000,0.000,nan,1,0,3893014,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,32.800,89.933,4379734016.000,4376295424.000,39.347,39.325,nan,nan,25,0
figlet,0,1.000,0.048,5619712.000,nan,1,0,0,shasum,100,1.000,7.795,3710464.000,nan,2,0,5258082,eat-memory,20,1.000,61.365,92616874.667,nan,2,0,1081158857,31.400,122.633,4332324864.000,4363653632.000,39.064,39.249,nan,nan,30,0
figlet,0,1.000,0.047,5736960.000,nan,1,0,0,shasum,100,1.000,9.323,2859008.000,nan,2,0,5790571,eat-memory,20,1.000,70.646,2510848.000,nan,2,0,1086782785,34.933,122.067,4355956736.000,4391680512.000,39.208,39.419,nan,nan,30,0
figlet,0,1.000,0.049,5747370.667,nan,1,0,0,shasum,100,1.000,8.843,3191040.000,nan,2,0,5968254,eat-memory,20,1.000,69.777,3280281.600,nan,2,0,1088470669,36.467,136.050,4395945984.000,4428329984.000,39.456,39.644,nan,nan,25,0
figlet,0,1.000,0.047,5556565.333,nan,1,0,0,shasum,100,1.000,9.148,3821943.467,nan,2,0,9113488,eat-memory,40,1.000,146.956,2646016.000,nan,2,0,1247065942,35.800,187.967,4414914560.000,4500229120.000,39.565,40.072,nan,nan,30,0
figlet,0,1.000,0.050,5640874.667,nan,1,0,0,shasum,100,1.000,8.227,3241642.667,nan,1,0,8947215,eat-memory,40,1.000,142.579,3465420.800,nan,1,0,1150137351,38.867,204.617,4449912832.000,4515355648.000,39.782,40.167,nan,nan,25,0
figlet,0,1.000,0.046,5718220.800,nan,1,0,0,shasum,100,1.000,8.119,3574223.238,nan,2,0,9579444,eat-memory,40,1.000,137.670,3399680.000,nan,2,0,1252284505,36.200,196.950,4403136512.000,4482521600.000,39.496,39.968,nan,nan,30,0
figlet,0,1.000,0.063,5673915.733,nan,1,0,0,shasum,100,1.000,9.134,3586321.067,nan,2,0,12778918,eat-memory,60,0.238,184.220,221888921.600,nan,1,1,12085797678,35.467,232.120,4403779584.000,4583346995.200,39.502,40.571,nan,nan,30,1
figlet,0,1.000,0.048,5594125.653,nan,1,0,0,shasum,100,1.000,8.184,3314858.667,nan,2,0,9805677,eat-memory,60,0.269,181.028,240537954.987,nan,1,1,10774955641,34.733,240.227,4537976832.000,4670827315.200,40.305,41.098,nan,nan,25,1
figlet,0,1.000,0.047,5661627.733,nan,1,0,0,shasum,100,1.000,8.595,2879488.000,nan,3,0,9933479,eat-memory,60,0.311,189.383,3440640.000,nan,1,1,9930836235,36.867,234.227,4549318656.000,4671919308.800,40.375,41.106,nan,nan,30,1
figlet,0,1.000,0.046,5792938.667,nan,1,0,0,shasum,120,1.000,9.797,3327402.667,nan,2,0,3915722,eat-memory,0,1.000,0.048,65932970.667,nan,1,0,0,35.333,73.383,4550916096.000,4516918784.000,40.394,40.188,nan,nan,30,0
figlet,0,1.000,0.049,5652480.000,nan,1,0,0,shasum,120,1.000,10.762,7680068.267,nan,1,0,4058683,eat-memory,0,1.000,0.278,64544768.000,nan,1,0,0,37.200,69.050,4467757056.000,4438696448.000,39.895,39.720,nan,nan,25,0
figlet,0,1.000,0.048,5670570.667,nan,1,0,0,shasum,120,1.000,9.253,3430521.905,nan,2,0,3830528,eat-memory,0,1.000,0.049,44990464.000,nan,1,0,0,33.733,63.817,4368898048.000,4361959936.000,39.301,39.258,nan,nan,30,0
figlet,0,1.000,0.042,5738496.000,nan,1,0,0,shasum,120,1.000,10.722,3183957.333,nan,2,0,5160425,eat-memory,20,1.000,66.569,94251568.762,nan,2,0,1081588868,34.667,122.417,4345759744.000,4371167232.000,39.163,39.313,nan,nan,30,0
figlet,0,1.000,0.046,5769728.000,nan,1,0,0,shasum,120,1.000,9.556,2945024.000,nan,2,0,5096109,eat-memory,20,1.000,65.997,3043328.000,nan,2,0,1081978995,33.533,115.000,4334356480.000,4371835392.000,39.099,39.320,nan,nan,30,0
figlet,0,1.000,0.044,5639850.667,nan,1,0,0,shasum,120,1.000,9.560,3407491.657,nan,2,0,4994176,eat-memory,20,1.000,60.058,3458491.733,nan,2,0,1081211993,36.733,126.050,4372848640.000,4406983168.000,39.332,39.534,nan,nan,25,0
figlet,0,1.000,0.048,5661525.333,nan,1,0,0,shasum,120,1.000,10.193,3503308.800,nan,2,0,9002786,eat-memory,40,1.000,141.405,3276800.000,nan,2,0,1251700535,33.733,182.917,4363296768.000,4436908032.000,39.272,39.709,nan,nan,30,0
figlet,0,1.000,0.044,5545984.000,nan,1,0,0,shasum,120,1.000,9.441,3247806.171,nan,2,0,9189213,eat-memory,40,1.000,133.544,3691315.200,nan,1,0,1169405113,36.200,197.933,4391559168.000,4460085248.000,39.446,39.853,nan,nan,25,0
figlet,0,1.000,0.049,5547520.000,nan,1,0,0,shasum,120,1.000,10.636,3511398.400,nan,2,0,9494574,eat-memory,40,1.000,147.680,2662400.000,nan,2,0,1245768084,35.733,189.317,4380983296.000,4452209152.000,39.380,39.803,nan,nan,30,0
figlet,0,1.000,0.051,5681152.000,nan,1,0,0,shasum,120,1.000,10.393,3040768.000,nan,2,0,9538509,eat-memory,60,0.229,175.185,3092480.000,nan,1,1,11758581394,35.867,250.853,4374863872.000,4567077273.600,39.339,40.487,nan,nan,55,1
figlet,0,1.000,0.045,5554176.000,nan,1,0,0,shasum,120,1.000,11.033,3482965.333,nan,2,0,9501149,eat-memory,60,0.223,188.617,251091899.733,nan,1,1,12005394167,33.067,237.880,4553719808.000,4670573772.800,40.414,41.109,nan,nan,45,1
figlet,0,1.000,0.046,5547240.107,nan,1,0,0,shasum,120,1.000,10.328,4132864.000,nan,2,0,9424155,eat-memory,60,0.279,172.012,223214118.034,nan,1,1,10767606354,32.067,239.480,4554153984.000,4660656947.200,40.415,41.050,nan,nan,40,1
figlet,0,1.000,0.047,5584725.333,nan,1,0,0,shasum,140,1.000,11.482,3108864.000,nan,2,0,3809324,eat-memory,0,1.000,0.044,68431872.000,nan,1,0,0,38.133,65.750,4570427392.000,4541897728.000,40.512,40.341,nan,nan,30,0
figlet,0,1.000,0.050,5683370.667,nan,1,0,0,shasum,140,1.000,11.573,6401740.800,nan,2,0,3787150,eat-memory,0,1.000,0.477,64795306.667,nan,1,0,0,35.267,65.750,4489807872.000,4462688256.000,40.029,39.867,nan,nan,30,0
figlet,0,1.000,0.052,5714261.333,nan,1,0,0,shasum,140,1.000,11.865,7383893.333,nan,2,0,3957655,eat-memory,0,1.000,0.050,44270592.000,nan,1,0,0,35.067,70.200,4378800128.000,4377966080.000,39.370,39.364,nan,nan,25,0
figlet,0,1.000,0.049,5658965.333,nan,1,0,0,shasum,140,1.000,12.021,3345251.962,nan,2,0,5443987,eat-memory,20,1.000,59.227,88329923.048,nan,2,0,1087217826,35.333,132.600,4372154368.000,4405554176.000,39.330,39.528,nan,nan,30,0
figlet,0,1.000,0.046,5647701.333,nan,1,0,0,shasum,140,1.000,11.606,3043328.000,nan,2,0,5472493,eat-memory,20,1.000,66.211,3237888.000,nan,2,0,1087570391,35.400,124.183,4366833664.000,4398789632.000,39.301,39.489,nan,nan,30,0
figlet,0,1.000,0.046,5722112.000,nan,1,0,0,shasum,140,1.000,11.499,3586730.667,nan,2,0,5726984,eat-memory,20,1.000,65.636,81006250.667,nan,2,0,1089375004,37.933,139.050,4382867456.000,4413575680.000,39.346,39.528,nan,nan,55,0
figlet,0,1.000,0.052,5734912.000,nan,1,0,0,shasum,140,1.000,11.674,2527232.000,nan,2,0,9166943,eat-memory,40,1.000,144.780,3457024.000,nan,2,0,1474920288,32.667,189.767,4390973440.000,4477721600.000,39.399,39.914,nan,nan,30,0
figlet,0,1.000,0.044,5643264.000,nan,1,0,0,shasum,140,1.000,10.927,3316224.000,nan,2,0,9669225,eat-memory,40,1.000,140.340,3759308.800,nan,2,0,2192518681,37.733,211.233,4474597376.000,4567251456.000,39.907,40.455,nan,nan,25,0
figlet,0,1.000,0.048,5713237.333,nan,1,0,0,shasum,140,1.000,11.715,3478220.800,nan,2,0,9839166,eat-memory,40,1.000,145.431,3543040.000,nan,2,0,1918415783,35.533,192.883,4465172480.000,4564754944.000,39.843,40.434,nan,nan,30,0
figlet,0,1.000,0.045,5713920.000,nan,1,0,0,shasum,140,1.000,12.196,3125248.000,nan,2,0,9879078,eat-memory,60,0.181,171.184,3562700.800,nan,1,1,12846352286,35.667,246.520,4467298304.000,4652221644.800,39.857,40.961,nan,nan,25,1
figlet,0,1.000,0.051,5713510.400,nan,1,0,0,shasum,140,1.000,12.100,3400704.000,nan,2,0,13339455,eat-memory,60,0.211,173.132,239470865.067,nan,1,1,12310089829,36.533,278.400,4602873856.000,4748897484.800,40.672,41.543,nan,nan,30,1
figlet,0,1.000,0.044,5710097.067,nan,1,0,0,shasum,140,1.000,12.140,7890176.000,nan,2,0,9770219,eat-memory,60,0.224,185.337,258067933.867,nan,1,1,12149602123,35.933,240.333,4612646912.000,4719311257.600,40.737,41.372,nan,nan,25,1
figlet,0,1.000,0.048,5551104.000,nan,1,0,0,shasum,160,1.000,12.603,3375468.089,nan,1,0,3826571,eat-memory,0,1.000,5.023,86426794.667,nan,1,0,0,36.333,73.883,4581810176.000,4550166528.000,40.549,40.359,nan,nan,25,0
figlet,0,1.000,0.049,5549226.667,nan,1,0,0,shasum,160,1.000,11.619,3179178.667,nan,2,0,3554977,eat-memory,0,1.000,0.394,67525632.000,nan,1,0,0,33.800,69.900,4510212096.000,4475783680.000,40.119,39.912,nan,nan,30,0
figlet,0,1.000,0.051,5596979.200,nan,1,0,0,shasum,160,1.000,11.939,3384437.029,nan,2,0,3651847,eat-memory,0,1.000,0.041,50946048.000,nan,1,0,0,34.733,69.700,4423792640.000,4420524032.000,39.606,39.585,nan,nan,30,0
figlet,0,1.000,0.045,5655113.143,nan,1,0,0,shasum,160,1.000,13.431,3112960.000,nan,2,0,5476362,eat-memory,20,1.000,71.138,2912256.000,nan,2,0,1087580423,33.267,129.050,4429160448.000,4456534016.000,39.639,39.801,nan,nan,30,0
figlet,0,1.000,0.048,5792426.667,nan,1,0,0,shasum,160,1.000,12.737,3047424.000,nan,2,0,5511936,eat-memory,20,1.000,67.232,3268608.000,nan,2,0,1090189077,34.867,162.150,4418809856.000,4463072256.000,39.580,39.841,nan,nan,30,0
figlet,0,1.000,0.048,5864789.333,nan,1,0,0,shasum,160,1.000,14.794,2625536.000,nan,2,0,5696428,eat-memory,20,1.000,63.668,4233853.156,nan,2,0,1091795814,36.000,150.600,4448180224.000,4475976704.000,39.762,39.926,nan,nan,25,0
