function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.052,3486606.222,nan,1,0,0,shasum,130,1.000,10.908,7285532.444,nan,2,0,9168926,nmap,50,0.798,144.445,253140480.000,nan,2,1,17401462290,30.600,239.956,2125455360.000,2389031594.667,15.453,17.060,nan,nan,10,1
figlet,0,1.000,0.055,3971868.444,nan,1,0,0,shasum,130,1.000,10.968,9859640.889,nan,2,0,9776384,nmap,50,0.995,173.862,198890154.667,nan,3,0,14870719978,33.733,251.978,2359103488.000,2821586944.000,16.912,19.691,nan,nan,50,0
figlet,0,1.000,0.050,4399923.200,nan,1,0,0,shasum,130,1.000,11.125,3256320.000,nan,2,0,12842811,nmap,50,0.997,165.234,2756608.000,nan,3,0,13404916225,34.333,230.213,2380439552.000,2806784819.200,17.042,19.602,nan,nan,85,0
figlet,0,1.000,0.048,4970723.556,nan,1,0,0,shasum,130,1.000,10.657,3081557.333,nan,2,0,9688234,nmap,60,0.877,173.596,370582016.000,nan,2,1,17787761123,32.600,261.800,2404714496.000,2810993322.667,17.203,19.651,nan,nan,130,1
figlet,0,1.000,0.049,5613181.156,nan,1,0,0,shasum,130,1.000,10.794,11282227.200,nan,2,0,11121313,nmap,60,0.672,204.404,571988388.978,nan,3,1,21208621997,31.600,272.756,2427670528.000,2884218538.667,17.365,20.115,nan,nan,135,1
figlet,0,1.000,0.051,6743186.286,nan,1,0,0,shasum,130,1.000,9.390,11266048.000,nan,2,0,8099579,nmap,60,0.612,143.628,587342643.200,nan,2,1,20294927673,30.867,241.133,2423349248.000,2741737179.429,17.333,19.255,nan,nan,160,1
figlet,0,1.000,0.053,5110954.667,nan,1,0,0,shasum,140,1.000,11.871,10724035.048,nan,1,0,4042322,nmap,0,1.000,0.051,3995843.048,nan,1,0,0,34.733,66.150,2434684928.000,2408802816.000,17.408,17.253,nan,nan,135,0
figlet,0,1.000,0.052,5153792.000,nan,1,0,0,shasum,140,1.000,13.242,3284992.000,nan,1,0,4164265,nmap,0,1.000,0.055,4309674.667,nan,1,0,0,31.933,71.033,2404884480.000,2403759616.000,17.232,17.226,nan,nan,55,0
figlet,0,1.000,0.059,5202944.000,nan,1,0,0,shasum,140,1.000,12.865,11731626.667,nan,1,0,4264280,nmap,0,1.000,0.056,4502186.667,nan,1,0,0,34.200,72.617,2427168768.000,2416736256.000,17.374,17.310,nan,nan,30,0
figlet,0,1.000,0.052,5242733.714,nan,1,0,0,shasum,140,1.000,12.148,11911168.000,nan,1,0,4913956,nmap,10,1.000,40.608,9972053.333,nan,1,0,108524296,33.267,108.433,2435631104.000,2428588544.000,17.424,17.384,nan,nan,30,0
figlet,0,1.000,0.056,5292441.600,nan,1,0,0,shasum,140,1.000,11.522,11830374.400,nan,1,0,5016954,nmap,10,1.000,37.131,14180722.590,nan,2,0,105113131,32.667,99.800,2443137024.000,2441737728.000,17.478,17.470,nan,nan,75,0
figlet,0,1.000,0.054,5336405.333,nan,1,0,0,shasum,140,1.000,12.279,11477333.333,nan,1,0,4554470,nmap,10,1.000,44.084,13214208.000,nan,1,0,100460662,33.600,109.117,2429720576.000,2431122944.000,17.400,17.410,nan,nan,130,0
figlet,0,1.000,0.049,5313467.733,nan,1,0,0,shasum,140,1.000,11.018,3506176.000,nan,1,0,6207452,nmap,20,1.000,83.964,3547136.000,nan,1,0,115181802,33.000,146.983,2437789696.000,2443822080.000,17.452,17.490,nan,nan,60,0
figlet,0,1.000,0.051,5400985.600,nan,1,0,0,shasum,140,1.000,11.190,11880413.867,nan,1,0,6148825,nmap,20,1.000,81.727,17922457.600,nan,1,0,114077839,31.667,136.250,2437746688.000,2445203968.000,17.454,17.500,nan,nan,75,0
figlet,0,1.000,0.058,5370880.000,nan,1,0,0,shasum,140,1.000,13.115,3584000.000,nan,1,0,6277215,nmap,20,1.000,93.729,3661824.000,nan,1,0,117868207,34.867,157.217,2418280448.000,2418694656.000,17.346,17.348,nan,nan,55,0
figlet,0,1.000,0.053,5370026.667,nan,1,0,0,shasum,140,1.000,10.940,10972711.010,nan,1,0,9226885,nmap,30,1.000,129.182,21236565.333,nan,1,0,176182991,32.400,189.633,2431684608.000,2437472768.000,17.428,17.463,nan,nan,135,0
figlet,0,1.000,0.054,5493077.333,nan,1,0,0,shasum,140,1.000,11.308,3608576.000,nan,1,0,9299719,nmap,30,1.000,123.857,3776512.000,nan,1,0,183494729,32.067,182.450,2440189952.000,2440390656.000,17.480,17.481,nan,nan,75,0
figlet,0,1.000,0.052,5528917.333,nan,1,0,0,shasum,140,1.000,12.428,10664106.667,nan,1,0,9212060,nmap,30,1.000,142.160,21809322.667,nan,1,0,160993432,32.733,198.200,2441830400.000,2427961344.000,17.490,17.409,nan,nan,145,0
figlet,0,1.000,0.050,5450683.733,nan,1,0,0,shasum,140,1.000,12.297,11864200.533,nan,2,0,10267151,nmap,40,0.999,159.151,3436544.000,nan,2,0,8171687786,34.200,241.480,2442432512.000,2857220505.600,17.497,19.981,nan,nan,60,0
figlet,0,1.000,0.053,5503658.667,nan,1,0,0,shasum,140,1.000,13.152,11239560.533,nan,2,0,11396277,nmap,40,0.999,159.865,371957760.000,nan,2,0,7466170538,30.800,245.987,2437758976.000,2776129945.600,17.477,19.503,nan,nan,225,0
