function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,5.247,6425088.000,nan,1,0,13683510,shasum,20,1.000,2.015,5789525.333,nan,1,0,11495228,curl,200,1.000,86.237,70694400.000,nan,1,0,2959605573,31.133,200.133,2992455680.000,3119137280.000,27.884,28.658,nan,nan,10,0
figlet,40,1.000,5.083,9789269.333,nan,1,0,12547278,shasum,20,1.000,2.094,3350528.000,nan,1,0,11260792,curl,200,1.000,81.251,112560401.067,nan,1,0,2919999768,34.533,184.200,3388389376.000,3398045184.000,30.305,30.359,nan,nan,45,0
figlet,40,1.000,5.059,9700693.333,nan,1,0,13639639,shasum,20,1.000,1.850,9615530.667,nan,1,0,11775182,curl,200,1.000,84.023,115748181.333,nan,1,0,2701602827,33.600,186.551,3432593408.000,3422921216.000,30.508,30.450,nan,nan,70,0
figlet,40,1.000,5.311,9283754.667,nan,2,0,6076473,shasum,40,1.000,3.484,9190058.667,nan,1,0,4603253,curl,0,1.000,0.082,58576896.000,nan,1,0,0,32.733,53.583,3387559936.000,3328743936.000,30.243,29.892,nan,nan,130,0
figlet,40,1.000,4.753,9893205.333,nan,1,0,5067898,shasum,40,1.000,3.366,3752704.000,nan,1,0,4101921,curl,0,1.000,0.051,55320576.000,nan,1,0,0,36.333,57.167,3291508736.000,3292883456.000,29.686,29.693,nan,nan,30,0
figlet,40,1.000,4.905,10157962.971,nan,1,0,5036058,shasum,40,1.000,3.662,3358720.000,nan,1,0,4199071,curl,0,1.000,0.053,34115584.000,nan,1,0,0,33.400,54.200,3280269312.000,3264210432.000,29.618,29.518,nan,nan,45,0
figlet,40,1.000,5.313,3475080.533,nan,1,0,5185218,shasum,40,1.000,3.804,3587993.600,nan,1,0,4193601,curl,20,1.000,11.817,37651797.333,nan,1,0,375717067,33.800,76.800,3287760896.000,3284859904.000,29.663,29.645,nan,nan,25,0
figlet,40,1.000,5.215,9816234.667,nan,1,0,5515587,shasum,40,1.000,3.517,3256456.533,nan,1,0,4451357,curl,20,1.000,11.249,3268266.667,nan,1,0,378373278,36.867,77.550,3338323968.000,3329780224.000,29.971,29.918,nan,nan,30,0
figlet,40,1.000,5.064,9931946.667,nan,1,0,5999415,shasum,40,1.000,3.369,3645440.000,nan,1,0,4861030,curl,20,1.000,10.894,36250180.267,nan,1,0,375291981,35.400,74.850,3328567296.000,3320210944.000,29.914,29.859,nan,nan,45,0
figlet,40,1.000,5.324,10007552.000,nan,1,0,5993403,shasum,40,1.000,3.859,3625130.667,nan,1,0,4763570,curl,40,1.000,24.478,40752708.267,nan,1,0,372302641,37.333,90.383,3356776448.000,3357596672.000,30.083,30.087,nan,nan,30,0
figlet,40,1.000,5.420,9922560.000,nan,1,0,6279283,shasum,40,1.000,3.734,3423232.000,nan,1,0,5029906,curl,40,1.000,22.374,42407424.000,nan,1,0,373663301,36.733,96.683,3366844416.000,3372054528.000,30.146,30.175,nan,nan,25,0
figlet,40,1.000,4.773,9858218.667,nan,1,0,5277315,shasum,40,1.000,3.399,3554872.889,nan,1,0,4419887,curl,40,1.000,21.257,40804352.000,nan,1,0,369667938,34.133,91.050,3403565056.000,3394042368.000,30.369,30.306,nan,nan,45,0
figlet,40,1.000,4.542,9866703.238,nan,1,0,6197712,shasum,40,1.000,3.357,9659123.810,nan,1,0,5418248,curl,60,1.000,33.494,45082077.867,nan,1,0,376883305,32.284,101.809,3322904576.000,3329994240.000,29.872,29.915,nan,nan,75,0
figlet,40,1.000,5.269,9768106.667,nan,1,0,6193101,shasum,40,1.000,3.747,3583544.889,nan,1,0,5441314,curl,60,1.000,33.895,46000298.667,nan,1,0,374461890,34.933,115.000,3382458368.000,3384010752.000,30.244,30.248,nan,nan,40,0
figlet,40,1.000,4.854,9889109.333,nan,1,0,6311317,shasum,40,1.000,3.491,3446579.200,nan,1,0,5491034,curl,60,1.000,31.832,45872981.333,nan,1,0,373998133,36.267,110.700,3417331712.000,3419315712.000,30.455,30.465,nan,nan,30,0
figlet,40,1.000,4.798,9796403.200,nan,1,0,6611350,shasum,40,1.000,3.182,3251768.889,nan,1,0,5614066,curl,80,1.000,42.687,50072951.467,nan,1,0,376301299,37.400,119.950,3428728832.000,3419182080.000,30.527,30.464,nan,nan,45,0
figlet,40,1.000,5.116,9840981.333,nan,1,0,6616256,shasum,40,1.000,3.740,9640789.333,nan,1,0,5807022,curl,80,1.000,43.309,49698304.000,nan,1,0,377404696,32.133,126.983,3387312128.000,3399644160.000,30.266,30.341,nan,nan,70,0
figlet,40,1.000,4.850,9870165.333,nan,1,0,6478850,shasum,40,1.000,3.375,9676458.667,nan,1,0,5396464,curl,80,1.000,40.160,50366634.667,nan,1,0,377489425,30.667,119.917,3402270720.000,3414033920.000,30.359,30.430,nan,nan,75,0
figlet,40,1.000,5.428,3295368.533,nan,1,0,7138162,shasum,40,1.000,3.924,3474773.333,nan,1,0,6234631,curl,100,1.000,47.912,51635916.800,nan,1,0,380475604,35.000,133.950,3426422784.000,3422498304.000,30.519,30.491,nan,nan,45,0
figlet,40,1.000,5.297,9955840.000,nan,1,0,8257472,shasum,40,1.000,3.715,9836032.000,nan,1,0,6837112,curl,100,1.000,53.999,55139498.667,nan,1,0,381699889,34.267,144.367,3417081856.000,3429807104.000,30.451,30.527,nan,nan,70,0
figlet,40,1.000,4.936,9779200.000,nan,1,0,7630368,shasum,40,1.000,3.620,9671338.667,nan,1,0,7213100,curl,100,1.000,50.598,54941866.667,nan,1,0,382660863,30.835,135.301,3408908288.000,3415810048.000,30.405,30.446,nan,nan,75,0
figlet,40,1.000,4.456,9896618.667,nan,1,0,8151747,shasum,40,1.000,3.542,3639523.556,nan,1,0,7101441,curl,120,1.000,56.906,58206037.333,nan,1,0,386684280,36.333,151.367,3413055488.000,3422156288.000,30.451,30.499,nan,nan,45,0
figlet,40,1.000,5.267,9909760.000,nan,1,0,8908635,shasum,40,1.000,3.784,3512320.000,nan,1,0,7842650,curl,120,1.000,63.497,59010389.333,nan,1,0,385500712,34.067,160.117,3425669120.000,3437990400.000,30.527,30.590,nan,nan,40,0
figlet,40,1.000,5.190,9822037.333,nan,1,0,8799732,shasum,40,1.000,3.645,9696085.333,nan,1,0,7189129,curl,120,1.000,60.265,60103509.333,nan,1,0,386748135,32.667,153.700,3423365120.000,3441530880.000,30.452,30.561,nan,nan,75,0
figlet,40,1.000,5.092,9829059.048,nan,1,0,9313332,shasum,40,1.000,3.768,9644821.943,nan,1,0,7798468,curl,140,1.000,74.652,61193098.971,nan,1,0,396952877,32.267,159.433,3422554112.000,3444247040.000,30.450,30.579,nan,nan,75,0
figlet,40,1.000,5.233,9322666.667,nan,1,0,9010691,shasum,40,1.000,3.747,8325802.667,nan,1,0,7989927,curl,140,1.000,70.508,62653440.000,nan,1,0,398682370,30.867,169.183,3433127936.000,3458335744.000,30.516,30.667,nan,nan,160,0
figlet,40,1.000,4.920,9787392.000,nan,1,0,8789663,shasum,40,1.000,3.578,9664000.000,nan,1,0,7820519,curl,140,1.000,69.568,66990660.267,nan,1,0,395526155,30.800,162.533,3412467712.000,3431847936.000,30.398,30.513,nan,nan,75,0
figlet,40,1.000,5.188,9793282.438,nan,1,0,10477663,shasum,40,1.000,3.572,9742262.857,nan,1,0,9312760,curl,160,1.000,77.789,65481113.600,nan,1,0,415772539,32.267,169.850,3406059520.000,3434983936.000,30.362,30.533,nan,nan,75,0
figlet,40,1.000,5.469,9475072.000,nan,1,0,11169533,shasum,40,1.000,3.917,9301674.667,nan,1,0,8992603,curl,160,1.000,83.006,68876458.667,nan,1,0,426272005,31.133,190.250,3432312832.000,3460329472.000,30.518,30.687,nan,nan,130,0
figlet,40,1.000,5.140,9905493.333,nan,1,0,10378639,shasum,40,1.000,3.752,9744725.333,nan,1,0,9208851,curl,160,1.000,80.431,71662592.000,nan,1,0,425430700,30.067,180.850,3401650176.000,3427653632.000,30.342,30.498,nan,nan,75,0
figlet,40,1.000,5.033,8538624.000,nan,1,0,11849873,shasum,40,1.000,3.430,7974912.000,nan,1,0,9868941,curl,180,1.000,78.971,72380786.590,nan,1,0,590972088,31.000,180.517,3427629056.000,3431687168.000,30.501,30.525,nan,nan,225,0
figlet,40,1.000,5.379,9289216.000,nan,1,0,11659374,shasum,40,1.000,3.912,9116160.000,nan,1,0,9982149,curl,180,1.000,89.250,75621034.667,nan,1,0,524716828,30.800,198.033,3428960256.000,3452850688.000,30.509,30.651,nan,nan,235,0
figlet,40,1.000,5.112,9665877.333,nan,1,0,12468311,shasum,40,1.000,3.698,8338944.000,nan,1,0,11239648,curl,180,1.000,81.866,78953813.333,nan,1,0,879404151,30.933,188.300,3432216576.000,3476965888.000,30.529,30.797,nan,nan,180,0
figlet,40,1.000,5.724,9310208.000,nan,2,0,13239927,shasum,40,1.000,3.868,9162532.571,nan,1,0,11059330,curl,200,1.000,93.752,95614976.000,nan,1,0,3641134031,31.867,176.750,3428401152.000,3487739904.000,30.453,30.811,nan,nan,180,0
figlet,40,1.000,5.096,8422570.667,nan,1,0,12431353,shasum,40,1.000,3.734,8354133.333,nan,1,0,11492337,curl,200,1.000,82.469,70419285.333,nan,1,0,3446582915,29.867,191.467,3392620544.000,3501051392.000,30.227,30.882,nan,nan,260,0
figlet,40,1.000,5.123,8651605.333,nan,1,0,12929790,shasum,40,1.000,3.821,8548522.667,nan,1,0,11056250,curl,200,1.000,87.474,99689813.333,nan,1,0,2725814775,31.733,195.500,3413985280.000,3476367360.000,30.353,30.725,nan,nan,250,0
figlet,40,1.000,4.980,9298090.667,nan,1,0,4938179,shasum,60,1.000,5.245,9029120.000,nan,1,0,4251154,curl,0,1.000,0.066,43515562.667,nan,1,0,0,30.267,56.383,3396659200.000,3377175552.000,30.260,30.143,nan,nan,220,0
figlet,40,1.000,5.345,9923925.333,nan,2,0,5625772,shasum,60,1.000,5.966,3353921.829,nan,2,0,4858628,curl,0,1.000,0.059,35224644.267,nan,1,0,0,35.000,66.150,3413067776.000,3406585344.000,30.372,30.332,nan,nan,30,0
figlet,40,1.000,4.638,10073053.867,nan,1,0,5108015,shasum,60,1.000,5.467,3405482.667,nan,1,0,4261786,curl,0,1.000,0.052,35321446.400,nan,1,0,0,35.267,60.350,3433531392.000,3427648000.000,30.497,30.460,nan,nan,30,0
figlet,40,1.000,5.290,9968469.333,nan,1,0,5610999,shasum,60,1.000,5.592,4784128.000,nan,2,0,4693469,curl,20,1.000,11.989,40132608.000,nan,1,0,377435566,32.533,80.883,3423021056.000,3430157824.000,30.424,30.467,nan,nan,70,0
