function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,20,1.000,2.547,5656746.667,nan,1,0,6658478,shasum,40,1.000,3.335,5975040.000,nan,1,0,5619224,curl,80,1.000,38.983,24822784.000,nan,1,0,375759738,38.333,117.183,2816071680.000,2837965312.000,24.337,24.469,nan,nan,10,0
figlet,20,1.000,2.362,9447936.000,nan,1,0,6455507,shasum,40,1.000,3.615,9385369.600,nan,1,0,5848753,curl,80,1.000,41.446,3569578.667,nan,1,0,375887744,45.933,120.933,2971121664.000,2971038720.000,25.296,25.291,nan,nan,30,0
figlet,20,1.000,2.478,9395200.000,nan,2,0,6747810,shasum,40,1.000,3.253,9513642.667,nan,1,0,5183776,curl,80,1.000,40.880,3500475.733,nan,1,0,377072574,33.267,103.233,2996881408.000,2995407872.000,25.458,25.444,nan,nan,30,0
figlet,20,1.000,2.515,3359368.533,nan,1,0,6938992,shasum,40,1.000,3.414,9550848.000,nan,1,0,5827024,curl,100,1.000,50.581,7225412.267,nan,3,0,379227820,37.600,135.083,3041251328.000,3051363840.000,25.733,25.792,nan,nan,25,0
figlet,20,1.000,2.848,3438865.067,nan,1,0,8993371,shasum,40,1.000,3.818,3703790.933,nan,1,0,7327376,curl,100,1.000,53.096,38022485.333,nan,1,0,384586049,42.333,149.850,3035949056.000,3029470720.000,25.707,25.664,nan,nan,30,0
figlet,20,1.000,2.622,3381418.667,nan,1,0,6543940,shasum,40,1.000,3.305,9676834.133,nan,1,0,5452842,curl,100,1.000,48.447,36238165.333,nan,1,0,377894996,45.533,127.533,3035969536.000,3039323136.000,25.711,25.726,nan,nan,30,0
figlet,20,1.000,2.522,3674521.600,nan,1,0,6799503,shasum,40,1.000,3.293,9863850.667,nan,1,0,5606068,curl,120,1.000,55.952,44113578.667,nan,1,0,380684820,33.000,145.383,3052789760.000,3067872256.000,25.815,25.900,nan,nan,25,0
figlet,20,1.000,2.247,9680384.000,nan,1,0,6948682,shasum,40,1.000,3.178,9677994.667,nan,1,0,5916782,curl,120,1.000,52.856,3469141.333,nan,1,0,378953227,32.800,140.533,3091009536.000,3084805120.000,26.048,26.006,nan,nan,30,0
figlet,20,1.000,2.482,3429717.333,nan,1,0,7854046,shasum,40,1.000,3.228,9833642.667,nan,1,0,6234257,curl,120,1.000,55.825,3536896.000,nan,1,0,380225755,44.000,146.450,3091378176.000,3090477568.000,26.054,26.043,nan,nan,30,0
figlet,20,1.000,2.515,3516928.000,nan,1,0,8030939,shasum,40,1.000,3.449,9697792.000,nan,1,0,6843210,curl,140,1.000,68.829,44958890.667,nan,1,0,392458122,33.400,142.950,3112583168.000,3126771200.000,26.183,26.264,nan,nan,30,0
figlet,20,1.000,2.498,3462314.667,nan,1,0,7997122,shasum,40,1.000,3.373,9809749.333,nan,1,0,6637386,curl,140,1.000,68.259,9604573.867,nan,3,0,384427810,38.200,164.000,3170764800.000,3193417728.000,26.541,26.675,nan,nan,25,0
figlet,20,1.000,2.350,3589051.733,nan,1,0,7948385,shasum,40,1.000,3.277,9947136.000,nan,1,0,6729580,curl,140,1.000,64.074,3350254.933,nan,1,0,385262657,32.600,155.017,3162992640.000,3171103744.000,26.497,26.539,nan,nan,30,0
figlet,20,1.000,2.283,3500953.600,nan,1,0,8633428,shasum,40,1.000,3.141,9810944.000,nan,1,0,7170829,curl,160,1.000,71.630,59520887.467,nan,1,0,399671487,33.267,165.250,3175583744.000,3198376448.000,26.574,26.705,nan,nan,30,0
figlet,20,1.000,2.578,3333529.600,nan,1,0,8807391,shasum,40,1.000,3.302,9814893.714,nan,1,0,7313827,curl,160,1.000,74.526,3355323.733,nan,1,0,394931639,32.867,157.337,3193884672.000,3205848064.000,26.689,26.758,nan,nan,30,0
figlet,20,1.000,2.531,3524676.267,nan,1,0,8951556,shasum,40,1.000,3.462,9785344.000,nan,1,0,7558234,curl,160,1.000,75.246,57055914.667,nan,2,0,400742797,32.667,201.033,3187462144.000,3193286144.000,26.655,26.683,nan,nan,30,0
figlet,20,1.000,3.021,3365137.067,nan,1,0,15726492,shasum,40,1.000,4.347,4290048.000,nan,1,0,13385879,curl,180,1.000,82.634,75832320.000,nan,1,0,2680730043,44.933,203.533,3213856768.000,3296211968.000,26.826,27.331,nan,nan,25,0
figlet,20,1.000,2.665,8936448.000,nan,1,0,10804968,shasum,40,1.000,3.578,9153706.667,nan,2,0,8659264,curl,180,1.000,89.135,78195882.667,nan,1,0,450495281,31.000,168.467,3197261824.000,3208559616.000,26.751,26.819,nan,nan,150,0
figlet,20,1.000,2.454,3506176.000,nan,1,0,10117754,shasum,40,1.000,3.335,9883989.333,nan,1,0,8267979,curl,180,1.000,80.785,3637043.200,nan,1,0,421075370,39.733,189.233,3220121600.000,3243877376.000,26.909,27.047,nan,nan,40,0
figlet,20,1.000,2.356,3536318.171,nan,1,0,10501048,shasum,40,1.000,2.953,3234594.133,nan,1,0,9573651,curl,200,1.000,84.517,82614101.333,nan,1,0,598316014,31.733,187.238,3232399360.000,3251900928.000,26.985,27.098,nan,nan,30,0
figlet,20,1.000,2.667,3571712.000,nan,1,0,10835344,shasum,40,1.000,3.233,10034380.800,nan,1,0,8807470,curl,200,1.000,90.431,78694575.543,nan,1,0,463218151,32.600,178.950,3227904000.000,3255491584.000,26.945,27.111,nan,nan,60,0
figlet,20,1.000,2.799,8677205.333,nan,2,0,17053093,shasum,40,1.000,3.753,9139950.933,nan,1,0,13850565,curl,200,1.000,85.441,87708330.667,nan,1,0,3700639765,39.267,198.501,3229902848.000,3314711040.000,26.912,27.424,nan,nan,130,0
figlet,20,1.000,2.606,9375402.667,nan,1,0,5559930,shasum,60,1.000,5.343,9303040.000,nan,1,0,4575544,curl,0,1.000,0.046,62607360.000,nan,1,0,0,32.867,56.250,3224303616.000,3201308672.000,26.906,26.769,nan,nan,190,0
figlet,20,1.000,2.750,3558553.600,nan,1,0,5489368,shasum,60,1.000,5.865,10022229.333,nan,1,0,4620220,curl,0,1.000,0.063,39538102.857,nan,1,0,0,36.800,58.233,3216689152.000,3202210304.000,26.873,26.783,nan,nan,30,0
figlet,20,1.000,2.397,3721659.733,nan,1,0,4550905,shasum,60,1.000,4.966,10025813.333,nan,2,0,4051604,curl,0,1.000,0.049,36769792.000,nan,1,0,0,36.200,50.717,3211511808.000,3202919936.000,26.844,26.789,nan,nan,30,0
figlet,20,1.000,2.512,9767082.667,nan,1,0,4862290,shasum,60,1.000,4.918,4800989.867,nan,3,0,4288227,curl,20,1.000,10.147,40485888.000,nan,1,0,370346337,35.333,71.083,3228497920.000,3238887424.000,26.949,27.011,nan,nan,25,0
