function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,180,0.599,15.357,17577984.000,nan,3,1,19725081683,shasum,50,1.000,4.281,2613248.000,nan,2,0,239849414,nmap,10,0.397,19.415,191066009.600,nan,1,1,28049312656,36.000,143.167,1881817088.000,2411823445.333,22.153,28.730,nan,nan,10,1
figlet,180,0.588,14.738,50521292.800,nan,2,1,20615429799,shasum,50,1.000,5.407,2399232.000,nan,2,0,93829906,nmap,10,0.283,19.391,226140649.244,nan,1,1,27445708294,35.533,136.833,2034911232.000,2508201984.000,24.280,30.041,nan,nan,235,1
figlet,180,1.000,22.667,26132650.667,nan,2,0,2051035014,shasum,60,1.000,6.791,9718613.333,nan,2,0,21952936,nmap,0,1.000,0.069,3769514.667,nan,1,0,0,36.000,106.017,2067046400.000,2092700160.000,24.380,24.695,nan,nan,250,0
figlet,180,1.000,24.838,33345536.000,nan,1,0,1621894315,shasum,60,1.000,7.141,11061589.333,nan,1,0,22469156,nmap,0,1.000,0.073,4317525.333,nan,1,0,0,36.733,110.483,2150148096.000,2162165760.000,25.413,25.561,nan,nan,145,0
figlet,180,1.000,20.959,42364450.133,nan,2,0,5454297117,shasum,60,1.000,6.989,11051588.267,nan,2,0,37889217,nmap,0,1.000,0.060,4877312.000,nan,1,0,0,37.733,103.117,2146308096.000,2193584640.000,25.379,25.962,nan,nan,150,0
figlet,180,0.360,14.026,35282007.771,nan,2,1,24182564036,shasum,60,1.000,3.056,2442467.556,nan,2,0,602088263,nmap,10,0.200,16.756,189247234.438,nan,1,1,28759274734,37.955,150.130,2147219456.000,2601676507.429,25.421,31.036,nan,nan,245,1
figlet,180,0.632,11.772,47488932.978,nan,3,1,19317560660,shasum,60,1.000,1.295,2701767.111,nan,2,0,727885751,nmap,10,0.087,20.770,196159244.190,nan,1,1,29294181691,39.000,142.686,2048380928.000,2638336877.714,24.309,31.502,nan,nan,240,1
figlet,180,0.477,10.039,52346538.667,nan,2,1,24061610052,shasum,60,1.000,0.957,2580138.667,nan,2,0,2155292802,nmap,10,0.037,19.034,309854578.590,nan,1,1,29414316691,36.133,151.295,2103662592.000,2736607524.571,25.011,32.727,nan,nan,235,1
figlet,180,1.000,18.557,31109154.133,nan,2,0,7849999622,shasum,70,1.000,7.881,15238314.667,nan,2,0,39591006,nmap,0,1.000,0.083,17111040.000,nan,1,0,0,38.867,107.417,2096502784.000,2194593280.000,24.926,26.134,nan,nan,240,0
figlet,180,1.000,22.648,44506112.000,nan,2,0,5160715415,shasum,70,1.000,8.335,14468778.667,nan,2,0,34087038,nmap,0,1.000,0.067,15814656.000,nan,1,0,0,38.533,111.383,2137759744.000,2206744576.000,25.472,26.312,nan,nan,275,0
figlet,180,1.000,20.902,21806080.000,nan,2,0,4043766300,shasum,70,1.000,7.791,14839978.667,nan,2,0,35124905,nmap,0,1.000,0.060,15683584.000,nan,1,0,0,38.200,107.433,2140442624.000,2192103424.000,25.470,26.105,nan,nan,250,0
figlet,180,0.484,12.342,65123796.114,nan,1,1,26116571327,shasum,70,1.000,5.738,2373176.889,nan,2,0,2047210447,nmap,10,0.133,27.528,305896740.571,nan,1,1,28996117252,35.667,147.114,2143039488.000,2741382290.286,25.521,32.828,nan,nan,250,1
figlet,180,0.486,11.974,61200520.533,nan,2,1,23476720940,shasum,70,1.000,1.261,2470707.200,nan,3,0,1909140703,nmap,10,0.043,23.335,236284282.950,nan,1,1,29538594302,36.933,145.057,2103199744.000,2643601993.143,25.029,31.643,nan,nan,255,1
figlet,180,0.503,14.347,74123218.489,nan,2,1,24793109537,shasum,70,0.999,4.913,4791773.867,nan,2,0,3745737338,nmap,10,0.060,24.447,295375891.505,nan,1,1,29255707677,35.600,149.571,2130814976.000,2754936832.000,25.084,32.755,nan,nan,250,1
figlet,180,0.999,18.640,27100160.000,nan,2,0,6896465256,shasum,80,1.000,7.525,7246984.533,nan,2,0,76377144,nmap,0,1.000,0.061,13455360.000,nan,1,0,0,38.133,103.283,2137614336.000,2210421248.000,25.193,26.096,nan,nan,315,0
figlet,180,1.000,20.499,27007829.333,nan,2,0,6401016848,shasum,80,1.000,8.602,9314304.000,nan,2,0,27793599,nmap,0,1.000,0.068,12574720.000,nan,1,0,0,36.867,109.483,2133915648.000,2221558784.000,25.234,26.310,nan,nan,275,0
figlet,180,0.999,18.727,42425173.333,nan,2,0,7951790747,shasum,80,1.000,8.432,8869034.667,nan,2,0,142842696,nmap,0,1.000,0.073,12414976.000,nan,1,0,0,38.867,106.817,2144815104.000,2234392064.000,25.405,26.495,nan,nan,280,0
