function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,6.816,5303808.000,nan,1,0,17805117,shasum,160,1.000,16.412,6885717.333,nan,1,0,60211895,env,20,1.000,2.609,4923221.333,nan,1,0,14487387,38.333,102.967,2348806144.000,2369091072.000,28.730,28.978,nan,nan,10,0
figlet,40,1.000,6.166,2881774.933,nan,2,0,59996409,shasum,160,0.999,14.828,2400256.000,nan,2,0,1421325454,env,20,1.000,2.431,8592725.333,nan,2,0,25507147,42.667,105.483,2488244224.000,2513601024.000,30.370,30.678,nan,nan,45,0
figlet,40,1.000,7.010,3169416.533,nan,2,0,76940378,shasum,160,1.000,16.841,12328789.333,nan,2,0,697300508,env,20,1.000,2.735,3110980.267,nan,2,0,25602501,45.467,109.569,2687084544.000,2674791424.000,32.817,32.672,nan,nan,25,0
figlet,40,1.000,6.895,10122205.867,nan,2,0,183255396,shasum,160,1.000,15.506,32337920.000,nan,2,0,6076363954,env,40,1.000,4.892,8800231.619,nan,2,0,62962084,43.733,116.400,2694121472.000,2733544960.000,32.918,33.394,nan,nan,25,0
figlet,40,1.000,6.642,11471428.267,nan,2,0,102048247,shasum,160,1.000,14.394,8542788.267,nan,2,0,964984337,env,40,1.000,4.924,9089809.067,nan,2,0,39577552,40.267,107.900,2678720512.000,2644224000.000,32.642,32.230,nan,nan,130,0
figlet,40,1.000,7.132,11178154.667,nan,2,0,49754952,shasum,160,1.000,16.488,34565802.667,nan,2,0,1407885977,env,40,1.000,5.285,9052330.667,nan,2,0,28533540,38.600,111.750,2651482112.000,2636205056.000,32.361,32.180,nan,nan,130,0
figlet,40,1.000,5.412,11422327.467,nan,2,0,690823381,shasum,160,0.999,8.903,46309802.667,nan,2,0,11045552198,env,60,1.000,5.051,9145344.000,nan,2,0,711225498,39.333,104.217,2680967168.000,2733481472.000,32.713,33.354,nan,nan,90,0
figlet,40,1.000,7.399,11727189.333,nan,2,0,287969763,shasum,160,0.999,12.451,46952482.133,nan,2,0,13831179407,env,60,1.000,7.307,10748962.133,nan,2,0,288188657,40.400,113.950,2641139712.000,2720089088.000,32.142,33.154,nan,nan,240,0
figlet,40,1.000,3.083,2330624.000,nan,3,0,513749518,shasum,160,0.997,7.149,53063680.000,nan,2,0,13865558988,env,60,1.000,2.820,10757597.867,nan,3,0,373514457,39.600,126.413,2694807552.000,2732241305.600,32.927,33.406,nan,nan,230,0
figlet,40,1.000,2.403,2631680.000,nan,2,0,527868197,shasum,160,0.999,4.554,42784768.000,nan,2,0,15395552709,env,80,1.000,4.410,14033510.400,nan,2,0,2687676021,37.333,126.867,2631710720.000,2742093824.000,32.049,33.440,nan,nan,240,0
