function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,60,1.000,10.158,2600960.000,nan,2,0,420450799,shasum,60,1.000,7.625,2633728.000,nan,2,0,115487378,curl,60,0.384,18.122,2117632.000,nan,1,1,18468314522,42.733,127.893,2350061568.000,2478848409.600,28.987,30.532,nan,nan,10,1
figlet,60,1.000,9.710,11250797.227,nan,2,0,133590497,shasum,60,1.000,6.530,2625536.000,nan,2,0,50488146,curl,60,0.467,11.890,21499357.867,nan,1,1,19835679655,41.600,128.187,2636109824.000,2620870246.400,32.372,32.205,nan,nan,120,1
figlet,60,1.000,9.272,2693802.667,nan,2,0,219035925,shasum,60,1.000,7.276,2586624.000,nan,2,0,61513158,curl,60,0.912,24.774,55753932.800,nan,1,0,20844802231,41.867,138.178,2689359872.000,2735590400.000,32.994,33.589,nan,nan,70,0
figlet,60,1.000,9.697,11390634.667,nan,2,0,22892397,shasum,80,1.000,9.455,9599902.476,nan,2,0,20468300,curl,0,1.000,0.079,2928981.333,nan,1,0,0,45.400,86.783,2688774144.000,2636671488.000,32.997,32.362,nan,nan,70,0
figlet,60,1.000,9.630,3375679.390,nan,1,0,12248768,shasum,80,1.000,9.133,2585241.600,nan,1,0,11034361,curl,0,1.000,0.065,3158016.000,nan,1,0,0,43.733,94.450,2604115968.000,2598322176.000,31.980,31.908,nan,nan,25,0
figlet,60,1.000,10.200,2799889.067,nan,1,0,13971479,shasum,80,1.000,10.229,2724898.133,nan,1,0,12671328,curl,0,1.000,0.064,3351927.467,nan,1,0,0,41.067,91.467,2602987520.000,2595756032.000,31.969,31.879,nan,nan,30,0
figlet,60,1.000,9.749,2738346.667,nan,1,0,79967635,shasum,80,1.000,9.232,2438263.467,nan,1,0,109572810,curl,20,1.000,14.982,11521706.667,nan,1,0,662403114,44.000,113.484,2604300288.000,2616562688.000,31.985,32.131,nan,nan,30,0
figlet,60,1.000,9.150,2860953.600,nan,1,0,301591377,shasum,80,1.000,8.931,2726758.400,nan,1,0,101859169,curl,20,1.000,13.668,18721280.000,nan,1,0,1395955426,44.533,111.701,2650128384.000,2652810240.000,32.557,32.585,nan,nan,30,0
figlet,60,1.000,9.391,11350869.333,nan,1,0,172587668,shasum,80,1.000,8.538,2657860.267,nan,1,0,140888309,curl,20,1.000,14.186,2705169.067,nan,1,0,1101594478,45.133,120.867,2681511936.000,2680044032.000,32.939,32.919,nan,nan,25,0
figlet,60,1.000,9.150,2420736.000,nan,2,0,1114072464,shasum,80,1.000,7.738,2629632.000,nan,2,0,1420356582,curl,40,0.998,13.168,57335808.000,nan,1,0,14770711792,44.267,133.533,2684813312.000,2731740774.400,32.992,33.564,nan,nan,30,0
figlet,60,1.000,10.108,15009518.933,nan,2,0,353861597,shasum,80,1.000,9.633,2576384.000,nan,2,0,499944012,curl,40,0.998,17.180,2605056.000,nan,2,0,13800860915,38.800,126.240,2685057024.000,2715491123.200,32.969,33.350,nan,nan,165,0
figlet,60,1.000,10.294,14433621.333,nan,2,0,136316363,shasum,80,1.000,9.868,2555904.000,nan,2,0,238606827,curl,40,0.997,14.443,26049877.333,nan,2,0,14337181695,39.667,130.240,2691577856.000,2696568832.000,33.021,33.090,nan,nan,150,0
figlet,60,1.000,7.507,15552726.552,nan,2,0,763178415,shasum,80,1.000,7.898,19164228.267,nan,2,0,1160966798,curl,60,0.593,21.560,56122680.076,nan,1,1,25049460310,40.200,128.162,2673137664.000,2794150473.143,32.840,34.333,nan,nan,165,1
figlet,60,1.000,9.071,14677447.111,nan,2,0,110158296,shasum,80,1.000,8.762,2753877.333,nan,2,0,116297813,curl,60,0.849,23.944,63254983.111,nan,1,1,22183352527,36.133,137.544,2691850240.000,2774656682.667,32.997,34.047,nan,nan,190,1
figlet,60,1.000,7.926,2845991.822,nan,2,0,175585996,shasum,80,1.000,7.370,2693438.578,nan,2,0,424714931,curl,60,0.431,19.104,44696868.571,nan,1,1,25274380881,40.733,135.219,2688016384.000,2766241206.857,33.019,33.992,nan,nan,150,1
figlet,60,1.000,8.671,13890218.667,nan,1,0,11008506,shasum,100,1.000,10.864,15514282.667,nan,1,0,10122089,curl,0,1.000,0.071,3166685.867,nan,1,0,0,38.800,85.750,2680668160.000,2661041664.000,32.938,32.701,nan,nan,150,0
figlet,60,1.000,9.183,14210218.667,nan,1,0,11634007,shasum,100,1.000,11.344,2943214.933,nan,1,0,10836428,curl,0,1.000,0.061,3340078.324,nan,1,0,0,40.067,94.503,2670698496.000,2661737984.000,32.835,32.725,nan,nan,25,0
figlet,60,1.000,10.641,14190728.533,nan,1,0,14532205,shasum,100,1.000,11.246,2774630.400,nan,1,0,15364145,curl,0,1.000,0.058,3550237.257,nan,1,0,0,41.333,98.217,2666016768.000,2665018880.000,32.783,32.768,nan,nan,30,0
figlet,60,1.000,9.856,14251008.000,nan,1,0,34850763,shasum,100,1.000,11.182,2949120.000,nan,1,0,86330981,curl,20,1.000,14.700,12148736.000,nan,1,0,588803503,40.467,113.200,2679801856.000,2693091328.000,32.939,33.098,nan,nan,60,0
figlet,60,1.000,9.369,13331456.000,nan,1,0,56770115,shasum,100,1.000,10.033,15247360.000,nan,1,0,298365588,curl,20,1.000,14.405,16951125.333,nan,1,0,652065031,38.400,108.900,2683838464.000,2699761152.000,32.987,33.178,nan,nan,150,0
figlet,60,1.000,9.063,14272463.238,nan,1,0,67572124,shasum,100,1.000,9.576,20728071.314,nan,1,0,1837189677,curl,20,1.000,14.053,18107172.571,nan,1,0,761632675,42.533,118.317,2692771840.000,2723176448.000,33.095,33.463,nan,nan,130,0
