function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,120,0.662,8.748,3252224.000,nan,1,1,11711727892,nmap,140,0.018,22.527,166556103.111,nan,1,1,29389363613,eat-memory,0,1.000,0.068,6199071.695,nan,1,0,0,40.867,152.405,7577184256.000,7818712210.286,89.589,92.622,nan,nan,30,1
figlet,120,0.000,0.021,6055936.000,nan,1,1,26528728393,nmap,160,0.000,6.745,61559207.253,nan,1,1,26469826702,eat-memory,40,0.000,0.157,8077312.000,nan,1,1,26740860479,45.467,98.707,7173830656.000,7342405222.400,84.724,86.798,nan,nan,10,1
figlet,120,0.117,0.087,15605623.467,nan,1,1,20801772892,nmap,200,0.000,5.614,90118075.733,nan,1,1,22567752145,eat-memory,80,0.000,2.076,80523434.667,nan,1,1,22465109576,42.800,132.440,7418822656.000,7736042700.800,87.766,91.657,nan,nan,160,1
figlet,120,0.222,0.062,21518823.619,nan,2,1,26086384094,nmap,200,0.000,12.131,194199600.762,nan,1,1,29970711725,eat-memory,120,0.000,6.577,91038094.222,nan,1,1,29111827985,42.333,153.012,7417196544.000,7762707894.857,87.688,91.981,nan,nan,130,1
figlet,140,0.336,12.190,42041867.842,nan,2,1,27141256493,nmap,0,1.000,0.074,8186493.806,nan,1,0,0,eat-memory,20,0.008,21.345,87281000.838,nan,1,1,28077817564,42.165,124.662,7203446784.000,7573682176.000,85.014,89.603,nan,nan,10,1
figlet,140,1.000,18.932,5263360.000,nan,2,0,1011545076,nmap,0,1.000,0.071,4148974.933,nan,1,0,0,eat-memory,20,0.027,44.538,149636437.333,nan,1,1,17895071409,43.000,129.920,7369994240.000,7495484211.200,87.118,88.649,nan,nan,135,1
figlet,140,1.000,19.262,5601325.511,nan,2,0,909127767,nmap,0,1.000,0.064,4692233.265,nan,1,0,0,eat-memory,20,0.047,41.626,158248698.636,nan,1,1,17645499192,42.600,132.360,7496695808.000,7598442086.400,88.745,89.949,nan,nan,30,1
figlet,140,1.000,11.802,6385664.000,nan,2,0,5151816529,nmap,20,0.072,33.325,184281439.086,nan,1,1,29384456591,eat-memory,0,1.000,0.202,38653893.486,nan,1,0,0,41.400,144.900,7494594560.000,7695209910.857,88.700,91.114,nan,nan,50,1
figlet,140,0.455,9.054,3235840.000,nan,2,1,22819304733,nmap,20,0.000,35.954,252243968.000,nan,1,1,29190404273,eat-memory,80,0.000,14.825,97711763.911,nan,1,1,26769629233,41.867,144.644,7763863552.000,7892689578.667,91.862,93.518,nan,nan,100,1
figlet,140,0.574,10.467,20998485.333,nan,2,1,20251700881,nmap,20,0.000,7.355,113956864.000,nan,1,1,30000728182,eat-memory,120,0.001,18.767,127979871.086,nan,1,1,28407134159,41.400,149.333,7732930560.000,7879643428.571,91.491,93.396,nan,nan,130,1
figlet,140,0.196,0.049,17735680.000,nan,1,1,14929103235,nmap,40,0.000,0.065,6407475.200,nan,1,1,18395711400,eat-memory,80,0.001,0.502,41144661.333,nan,1,1,17849026344,43.067,116.483,7325249536.000,7604065280.000,86.626,90.039,nan,nan,155,1
figlet,140,0.328,9.155,4453717.333,nan,2,1,22548903787,nmap,60,0.000,0.100,7481344.000,nan,1,1,28846274731,eat-memory,140,0.000,18.937,114863377.067,nan,1,1,27688426961,44.067,141.702,7775457280.000,7860499456.000,91.979,93.138,nan,nan,130,1
figlet,140,0.317,10.868,50225891.556,nan,1,1,22292637641,nmap,80,0.000,9.435,61598378.667,nan,1,1,29779733750,eat-memory,20,0.013,21.436,136849976.889,nan,1,1,27802771207,38.733,138.944,7342768128.000,7681514496.000,86.753,90.904,nan,nan,90,1
figlet,140,0.253,10.874,42953412.673,nan,2,1,22514915027,nmap,100,0.000,0.075,9908224.000,nan,1,1,29986008618,eat-memory,20,0.005,20.008,113606542.222,nan,1,1,27660102074,42.133,144.133,7368898560.000,7698317994.667,87.168,91.171,nan,nan,85,1
figlet,140,0.735,11.788,47143458.133,nan,2,1,20181510519,nmap,120,0.000,5.835,46894421.333,nan,1,1,29988203694,eat-memory,20,0.012,13.069,135804586.667,nan,1,1,23723919667,37.400,148.409,7271053312.000,7649009956.571,85.968,90.564,nan,nan,90,1
figlet,140,0.206,0.044,21522432.000,nan,1,1,20795061272,nmap,120,0.000,0.039,135064029.867,nan,1,1,24094425525,eat-memory,60,0.000,3.586,76702037.333,nan,1,1,23962398480,43.333,129.680,7440183296.000,7732886732.800,87.998,91.581,nan,nan,130,1
figlet,140,0.339,8.496,50218154.667,nan,1,1,20729368063,nmap,140,0.000,17.710,135076522.667,nan,1,1,29549476886,eat-memory,120,0.000,4.560,60101973.333,nan,1,1,29550459475,40.533,86.956,7420100608.000,7579632981.333,87.828,89.824,nan,nan,100,1
figlet,140,0.270,7.131,2904064.000,nan,2,1,20739220848,nmap,160,0.000,2.687,20127744.000,nan,1,1,30000703397,eat-memory,20,0.007,18.915,105535370.971,nan,1,1,22579197405,40.933,152.886,7408762880.000,7732001938.286,87.714,91.623,nan,nan,85,1
figlet,140,0.001,0.053,7038184.107,nan,1,1,27955292791,nmap,160,0.000,0.043,3435178.667,nan,1,1,27922984041,eat-memory,100,0.000,0.053,11027264.853,nan,1,1,28018455829,40.533,60.253,7190644736.000,7330696396.800,84.925,86.661,nan,nan,20,1
figlet,140,0.100,6.975,14927530.667,nan,1,1,28782172563,nmap,200,0.000,16.658,97256789.333,nan,1,1,29863714441,eat-memory,20,0.003,11.412,61885986.133,nan,1,1,29344309705,37.533,65.552,7167637504.000,7257520713.143,84.628,85.735,nan,nan,10,1
figlet,140,0.000,0.085,7321404.952,nan,1,1,29915115334,nmap,200,0.000,0.103,8896011.378,nan,1,1,29950559114,eat-memory,120,0.000,0.070,9437476.571,nan,1,1,29806119732,41.467,48.898,7438546944.000,7440081481.143,87.899,87.918,nan,nan,75,1
figlet,140,0.000,0.078,7610231.467,nan,1,1,29943214596,nmap,200,0.000,0.080,11507681.350,nan,1,1,29941072360,eat-memory,120,0.000,0.076,9733441.829,nan,1,1,29790301006,41.867,50.667,7276759040.000,7280601673.143,85.974,86.020,nan,nan,25,1
figlet,140,0.000,0.080,7987785.143,nan,1,1,29947279916,nmap,200,0.000,0.091,11798235.429,nan,1,1,29916608034,eat-memory,120,0.000,0.083,10047000.381,nan,1,1,29827339045,41.400,49.733,7235055616.000,7219132416.000,85.469,85.277,nan,nan,30,1
figlet,160,1.000,22.009,10903381.333,nan,1,0,11693611,nmap,0,1.000,0.064,12036437.333,nan,1,0,0,eat-memory,0,1.000,0.062,10270208.000,nan,1,0,0,44.800,89.150,7243343872.000,7249813504.000,85.572,85.650,nan,nan,15,0
figlet,160,1.000,20.927,2824192.000,nan,2,0,22677518,nmap,0,1.000,0.067,12360850.286,nan,1,0,0,eat-memory,0,1.000,0.069,10568874.667,nan,1,0,0,37.867,93.300,7271079936.000,7277031936.000,85.906,85.978,nan,nan,70,0
figlet,160,1.000,22.738,2826908.038,nan,2,0,99399837,nmap,0,1.000,0.062,12548232.533,nan,1,0,0,eat-memory,0,1.000,0.060,10792960.000,nan,1,0,0,40.533,91.883,7301769216.000,7308585984.000,86.285,86.368,nan,nan,30,0
figlet,160,0.999,19.146,33913969.778,nan,3,0,9982123037,nmap,0,1.000,0.075,9460979.810,nan,1,0,0,eat-memory,20,0.040,45.532,155813692.952,nan,1,1,24710344057,40.733,149.610,7330156544.000,7634470034.286,86.638,90.346,nan,nan,30,1
figlet,160,0.649,18.638,10610369.422,nan,2,1,14952685239,nmap,0,1.000,0.072,4401581.105,nan,1,0,0,eat-memory,20,0.027,44.716,184598059.886,nan,1,1,24396861093,40.133,150.324,7435163648.000,7706612882.286,87.920,91.242,nan,nan,115,1
figlet,160,0.820,17.847,56610920.490,nan,2,1,17360516757,nmap,0,1.000,0.070,3705222.095,nan,1,0,0,eat-memory,20,0.022,38.164,158343089.981,nan,1,1,25972443368,43.333,152.943,7646375936.000,7796925001.143,90.504,92.350,nan,nan,55,1
figlet,160,0.385,10.560,16619178.667,nan,2,1,21895302238,nmap,20,0.027,20.124,240358955.886,nan,1,1,29411127858,eat-memory,0,1.000,0.229,24691985.067,nan,1,0,0,44.333,152.848,7596265472.000,7829500196.571,89.866,92.731,nan,nan,70,1
figlet,160,0.339,14.055,60953713.778,nan,2,1,22059007649,nmap,20,0.172,24.932,193870506.667,nan,1,1,28160556362,eat-memory,0,1.000,0.096,15314204.444,nan,1,0,0,42.333,142.724,7430694912.000,7743272960.000,87.856,91.688,nan,nan,90,1
figlet,160,0.175,11.772,34809091.413,nan,1,1,10060506925,nmap,20,0.017,32.975,184016923.307,nan,1,1,13314042913,eat-memory,0,1.000,0.094,15437305.173,nan,1,0,0,43.533,135.654,7710752768.000,7823043788.800,91.224,92.604,nan,nan,85,1
figlet,180,1.000,24.051,2543616.000,nan,2,0,25841015,nmap,0,1.000,0.064,8761514.667,nan,1,0,0,eat-memory,0,1.000,0.068,16588800.000,nan,1,0,0,41.400,97.517,7406370816.000,7375402496.000,87.548,87.177,nan,nan,45,0
figlet,180,1.000,25.997,2617344.000,nan,2,0,242706577,nmap,0,1.000,0.061,8993621.333,nan,1,0,0,eat-memory,0,1.000,0.067,16850261.333,nan,1,0,0,44.098,97.512,7315150848.000,7320415744.000,86.462,86.526,nan,nan,30,0
figlet,180,1.000,23.564,3271236.267,nan,1,0,21187042,nmap,0,1.000,0.055,9136742.400,nan,1,0,0,eat-memory,0,1.000,0.069,17011882.667,nan,1,0,0,43.200,93.300,7376574464.000,7366862336.000,87.228,87.111,nan,nan,30,0
figlet,180,0.401,10.195,96231936.000,nan,2,1,22325837546,nmap,0,1.000,0.076,4915513.469,nan,1,0,0,eat-memory,40,0.003,31.086,165307889.371,nan,1,1,28653473239,42.667,151.352,7414829056.000,7730372900.571,87.657,91.550,nan,nan,130,1
figlet,180,0.249,9.777,32920667.022,nan,1,1,20719819710,nmap,0,1.000,0.071,4872180.622,nan,1,0,0,eat-memory,40,0.017,20.847,131378881.422,nan,1,1,27204327330,45.200,141.567,7495829504.000,7737320789.333,88.638,91.713,nan,nan,115,1
figlet,180,0.433,11.858,53781162.667,nan,2,1,21482081035,nmap,0,1.000,0.072,5179557.790,nan,1,0,0,eat-memory,40,0.006,31.052,138299811.352,nan,1,1,28506293096,44.867,153.933,7566145536.000,7781806372.571,89.460,92.168,nan,nan,115,1
figlet,180,0.330,10.827,66817706.667,nan,2,1,23168302497,nmap,20,0.238,29.588,211835484.648,nan,1,1,28122485043,eat-memory,0,1.000,0.083,34306443.668,nan,1,0,0,43.267,151.371,7397074944.000,7758773979.429,87.444,91.883,nan,nan,130,1
figlet,180,0.214,8.545,33960823.467,nan,1,1,21591346061,nmap,20,0.012,16.017,173394163.810,nan,1,1,29692165053,eat-memory,0,1.000,0.049,18409910.857,nan,1,0,0,43.800,145.895,7451713536.000,7738645065.143,88.095,91.648,nan,nan,105,1
figlet,180,0.704,14.870,15446261.760,nan,3,1,12449061660,nmap,20,0.002,13.571,143416360.960,nan,1,1,26149983462,eat-memory,0,1.000,0.084,18905088.000,nan,1,0,0,44.133,135.267,7501170688.000,7723564646.400,88.707,91.432,nan,nan,140,1
figlet,200,1.000,27.054,16051248.762,nan,2,0,208267651,nmap,0,1.000,0.074,11170986.667,nan,1,0,0,eat-memory,0,1.000,0.065,18855594.667,nan,1,0,0,42.667,105.650,7628652544.000,7525786624.000,90.226,88.990,nan,nan,85,0
figlet,200,1.000,26.611,28855466.667,nan,2,0,332779046,nmap,0,1.000,0.065,11372885.333,nan,1,0,0,eat-memory,0,1.000,0.069,19088725.333,nan,1,0,0,40.067,99.317,7378491392.000,7378322944.000,87.248,87.247,nan,nan,30,0
figlet,200,1.000,27.446,34141525.333,nan,2,0,163969214,nmap,0,1.000,0.066,11569834.667,nan,1,0,0,eat-memory,0,1.000,0.064,19191466.667,nan,1,0,0,40.800,107.033,7433678848.000,7420666368.000,87.926,87.768,nan,nan,25,0
figlet,200,0.153,9.769,47085117.440,nan,1,1,21794081407,nmap,0,1.000,0.080,9998772.907,nan,1,0,0,eat-memory,20,0.013,15.368,112598630.400,nan,1,1,23441892848,40.400,131.627,7393824768.000,7670242508.800,87.445,90.827,nan,nan,30,1
figlet,200,0.775,17.965,36444150.248,nan,3,1,13402911065,nmap,0,1.000,0.065,4272566.857,nan,1,0,0,eat-memory,20,0.002,30.699,145479923.810,nan,1,1,28415080015,45.733,154.305,7544983552.000,7781689344.000,89.175,92.144,nan,nan,70,1
figlet,200,0.311,12.565,2774357.333,nan,2,1,22613495419,nmap,0,1.000,0.082,4011017.752,nan,1,0,0,eat-memory,20,0.025,33.707,142105775.543,nan,1,1,26880430220,44.133,152.952,7659464704.000,7807665590.857,90.597,92.515,nan,nan,115,1
figlet,200,0.095,4.102,40038912.000,nan,1,1,24938753737,nmap,20,0.003,7.596,48839424.000,nan,1,1,26991526273,eat-memory,0,1.000,0.049,27446374.400,nan,1,0,0,39.733,131.094,7527098368.000,7770866483.200,89.009,92.034,nan,nan,115,1
figlet,200,0.207,5.465,45559954.286,nan,1,1,21190515102,nmap,20,0.028,15.393,184439759.238,nan,1,1,29729949163,eat-memory,0,1.000,0.124,15447771.429,nan,1,0,0,42.400,162.190,7351128064.000,7803463387.429,86.865,92.455,nan,nan,115,1
figlet,200,0.107,8.605,2636458.667,nan,2,1,27738224900,nmap,20,0.032,19.335,240701557.029,nan,1,1,27016245497,eat-memory,0,1.000,0.095,14958855.314,nan,1,0,0,40.867,152.676,7454048256.000,7769490870.857,88.129,92.024,nan,nan,120,1
