function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,80,1.000,15.368,8683008.000,nan,5,0,9044510,shasum,0,1.000,0.088,45032960.000,nan,1,0,0,eat-memory,0,1.000,0.059,6034432.000,nan,1,0,0,70.467,86.617,7440467968.000,7449039872.000,87.996,88.101,nan,nan,15,0
figlet,80,1.000,16.878,8765440.000,nan,3,0,18900150,shasum,0,1.000,0.066,37509545.204,nan,1,0,0,eat-memory,20,0.117,52.301,165130544.274,nan,1,1,13057507230,90.267,153.760,7432441856.000,7541265203.200,87.891,89.182,nan,nan,10,1
figlet,80,1.000,13.232,4390912.000,nan,3,0,122171256,shasum,0,1.000,0.100,35298508.800,nan,1,0,0,eat-memory,20,0.117,66.519,189732454.400,nan,1,1,15121929417,59.991,138.182,7589140480.000,7639373824.000,89.739,90.349,nan,nan,15,1
figlet,80,1.000,12.950,17315020.800,nan,3,0,31580709,shasum,0,1.000,0.087,22595584.000,nan,1,0,0,eat-memory,20,0.107,58.071,162344140.800,nan,1,1,14270690391,59.533,137.213,7684268032.000,7787955404.800,90.877,92.118,nan,nan,100,1
figlet,80,1.000,12.261,3558229.333,nan,2,0,8873213,shasum,20,1.000,2.564,23213738.667,nan,1,0,8891900,eat-memory,0,1.000,0.054,35029674.667,nan,1,0,0,65.333,89.717,7722147840.000,7710776320.000,91.338,91.202,nan,nan,25,1
figlet,80,1.000,11.922,6003268.267,nan,1,0,14938137,shasum,20,1.000,2.552,5652394.667,nan,1,0,10544617,eat-memory,0,1.000,0.135,33022464.000,nan,1,0,0,52.600,87.100,7630780416.000,7586214912.000,90.237,89.701,nan,nan,25,0
figlet,80,1.000,15.032,6039552.000,nan,3,0,9674086,shasum,20,1.000,3.099,2535424.000,nan,3,0,10188719,eat-memory,0,1.000,0.068,28602368.000,nan,1,0,0,70.267,95.172,7528263680.000,7534298112.000,89.006,89.083,nan,nan,15,0
figlet,80,1.000,16.072,8873437.867,nan,5,0,36126208,shasum,20,1.000,3.476,4315736.747,nan,2,0,26673114,eat-memory,20,0.047,44.850,165952716.800,nan,1,1,17645680117,58.019,136.461,7573780480.000,7721965568.000,89.574,91.362,nan,nan,15,1
figlet,80,1.000,12.343,4417317.547,nan,2,0,116315697,shasum,20,1.000,2.874,7528448.000,nan,2,0,23736114,eat-memory,20,0.037,45.121,168165376.000,nan,1,1,17550076010,48.667,138.200,7669121024.000,7735026073.600,90.744,91.522,nan,nan,20,1
figlet,80,1.000,11.765,6347612.160,nan,2,0,49654594,shasum,20,1.000,2.891,7184384.000,nan,2,0,20513315,eat-memory,20,0.048,71.092,208075025.067,nan,1,1,15170386198,94.400,155.680,7736477696.000,7758145536.000,91.518,91.792,nan,nan,10,1
figlet,80,1.000,11.728,15001600.000,nan,1,0,9519833,shasum,40,1.000,4.722,7237324.800,nan,1,0,8268070,eat-memory,0,1.000,15.020,60376917.333,nan,1,0,0,69.400,95.367,7697307648.000,7623903232.000,91.065,90.181,nan,nan,15,1
figlet,80,1.000,15.329,5007360.000,nan,2,0,15123049,shasum,40,1.000,6.168,7317504.000,nan,2,0,11295882,eat-memory,0,1.000,0.053,39104512.000,nan,1,0,0,79.067,98.883,7540447232.000,7537850368.000,89.170,89.143,nan,nan,15,0
figlet,80,1.000,17.384,6247310.222,nan,2,0,8682264,shasum,40,1.000,7.100,5640760.889,nan,2,0,7683208,eat-memory,0,1.000,0.388,35136785.067,nan,1,0,0,89.600,107.717,7530225664.000,7534426624.000,89.053,89.104,nan,nan,10,0
figlet,80,1.000,15.675,9003144.533,nan,4,0,27112144,shasum,40,1.000,6.087,8447812.754,nan,4,0,19412295,eat-memory,20,0.040,39.115,146042415.787,nan,1,1,17946070470,68.035,143.266,7555434496.000,7684533043.200,89.367,90.925,nan,nan,15,1
figlet,80,1.000,10.968,8863580.160,nan,2,0,310873274,shasum,40,1.000,4.935,8808011.093,nan,2,0,27489956,eat-memory,20,0.037,53.025,185527523.556,nan,1,1,18415982021,55.333,145.044,7658250240.000,7757688832.000,90.619,91.801,nan,nan,25,1
figlet,80,1.000,12.396,7526707.200,nan,2,0,155439463,shasum,40,1.000,4.911,7443831.467,nan,2,0,29837712,eat-memory,20,0.042,49.672,184760417.524,nan,1,1,17099254563,42.681,132.593,7574208512.000,7656764620.800,89.580,90.564,nan,nan,20,1
figlet,80,1.000,11.700,5414619.429,nan,1,0,19221546,shasum,60,1.000,6.248,7757185.219,nan,1,0,14094101,eat-memory,0,1.000,28.137,97251054.933,nan,1,0,0,92.533,115.550,7700680704.000,7623672832.000,91.117,90.157,nan,nan,10,1
figlet,80,1.000,15.377,5697536.000,nan,3,0,15305605,shasum,60,1.000,8.303,2560000.000,nan,3,0,12417873,eat-memory,0,1.000,0.058,43905024.000,nan,1,0,0,69.200,104.567,7562876928.000,7548333056.000,89.372,89.198,nan,nan,15,0
figlet,80,1.000,16.121,10285397.333,nan,4,0,17267261,shasum,60,1.000,9.408,6010470.400,nan,4,0,14164025,eat-memory,0,1.000,0.388,37684224.000,nan,1,0,0,69.200,106.233,7567536128.000,7565176832.000,89.445,89.419,nan,nan,15,0
figlet,80,1.000,14.192,7376896.000,nan,2,0,130407731,shasum,60,1.000,8.710,8489415.111,nan,2,0,42547269,eat-memory,20,0.010,42.589,181960021.333,nan,1,1,23596473215,75.933,151.356,7597166592.000,7733860010.667,89.821,91.476,nan,nan,15,1
figlet,80,1.000,12.605,7337898.667,nan,2,0,255846825,shasum,60,1.000,7.877,7012352.000,nan,2,0,56023077,eat-memory,20,0.025,50.500,208026224.152,nan,1,1,20135347725,68.800,141.893,7574867968.000,7679892275.200,89.569,90.819,nan,nan,15,1
figlet,80,1.000,12.429,6951680.000,nan,2,0,171033463,shasum,60,1.000,7.485,7098538.667,nan,2,0,31702627,eat-memory,20,0.042,42.091,176569521.493,nan,1,1,18351387048,42.067,127.360,7554000896.000,7634474188.800,89.323,90.288,nan,nan,25,1
figlet,80,1.000,11.218,7340731.733,nan,2,0,17358926,shasum,80,1.000,8.457,6789120.000,nan,1,0,19870312,eat-memory,0,1.000,8.061,64228522.667,nan,1,0,0,40.133,95.567,7548975104.000,7530277376.000,89.262,89.035,nan,nan,20,0
figlet,80,1.000,13.680,5185672.533,nan,3,0,21497310,shasum,80,1.000,11.197,5007155.200,nan,3,0,14557935,eat-memory,0,1.000,0.054,42381312.000,nan,1,0,0,58.933,102.017,7513800704.000,7514261504.000,88.841,88.850,nan,nan,15,0
figlet,80,1.000,16.293,5017600.000,nan,4,0,20179262,shasum,80,1.000,11.356,9063375.238,nan,4,0,15414082,eat-memory,0,1.000,0.485,35131733.333,nan,1,0,0,61.067,106.367,7540234240.000,7543757312.000,89.180,89.226,nan,nan,15,0
figlet,80,1.000,2.623,8177925.689,nan,5,0,108753013,shasum,80,1.000,2.009,9231667.200,nan,5,0,69987283,eat-memory,20,0.008,33.968,156290343.822,nan,1,1,26082487410,68.467,150.244,7568717824.000,7778302293.333,89.546,92.065,nan,nan,15,1
figlet,80,0.995,10.096,10080711.111,nan,2,0,3961116921,shasum,80,1.000,7.911,9019392.000,nan,2,0,1848956702,eat-memory,20,0.007,37.058,212338779.022,nan,1,1,27659223273,74.533,155.167,7690123264.000,7783213056.000,91.044,92.158,nan,nan,15,1
figlet,80,1.000,10.711,5180893.867,nan,2,0,503964763,shasum,80,1.000,8.694,5656917.333,nan,2,0,234782163,eat-memory,20,0.008,52.918,217592919.771,nan,1,1,23335062678,65.400,150.389,7678003200.000,7742338730.667,90.902,91.668,nan,nan,15,1
figlet,80,1.000,12.381,2375680.000,nan,2,0,60801424,shasum,100,1.000,11.381,1552384.000,nan,2,0,51191765,eat-memory,0,1.000,4.273,58086741.333,nan,1,0,0,42.867,97.518,7569637376.000,7544598016.000,89.593,89.291,nan,nan,20,0
figlet,80,1.000,15.277,5533354.667,nan,2,0,19808264,shasum,100,1.000,13.588,5288448.000,nan,2,0,18424901,eat-memory,0,1.000,0.061,48254976.000,nan,1,0,0,79.376,112.005,7498743808.000,7489569280.000,88.731,88.619,nan,nan,15,0
figlet,80,1.000,11.823,8179712.000,nan,1,0,19446307,shasum,100,1.000,10.698,8437760.000,nan,1,0,18498834,eat-memory,0,1.000,0.071,36036608.000,nan,1,0,0,50.200,95.917,7445377024.000,7438623744.000,88.081,87.994,nan,nan,30,0
figlet,80,1.000,16.361,2711552.000,nan,3,0,87300202,shasum,100,1.000,14.857,4036608.000,nan,3,0,74704591,eat-memory,20,0.002,38.393,172422144.000,nan,1,1,24764855402,93.200,163.589,7420626944.000,7623661909.333,87.756,90.203,nan,nan,10,1
figlet,80,1.000,10.600,5756928.000,nan,2,0,1904543227,shasum,100,1.000,9.144,6748074.667,nan,2,0,4682799800,eat-memory,20,0.008,36.921,177572784.356,nan,1,1,27635609937,46.133,144.411,7576975360.000,7736016896.000,89.640,91.556,nan,nan,20,1
figlet,80,1.000,11.231,5636522.667,nan,2,0,1258355207,shasum,100,1.000,4.320,23049181.867,nan,2,0,851636798,eat-memory,20,0.000,51.381,202802403.556,nan,1,1,24162477665,75.867,152.023,7737962496.000,7785697962.667,91.627,92.204,nan,nan,15,1
figlet,80,1.000,11.581,24006314.667,nan,1,0,20869354,shasum,120,1.000,12.383,18789546.667,nan,1,0,21419460,eat-memory,0,1.000,6.812,67498666.667,nan,1,0,0,43.800,98.002,7599144960.000,7550498816.000,89.955,89.367,nan,nan,20,0
figlet,80,1.000,12.527,4279978.667,nan,2,0,36816426,shasum,120,1.000,12.997,18775722.667,nan,2,0,58072118,eat-memory,0,1.000,0.225,45587490.133,nan,1,0,0,47.600,109.950,7468367872.000,7464009728.000,88.354,88.304,nan,nan,25,0
figlet,80,1.000,14.149,2666496.000,nan,3,0,55859067,shasum,120,1.000,14.623,18885324.800,nan,3,0,51553385,eat-memory,0,1.000,0.091,35830101.333,nan,1,0,0,69.533,118.617,7459397632.000,7454204928.000,88.253,88.190,nan,nan,15,0
figlet,80,1.000,2.723,7944192.000,nan,4,0,977914191,shasum,120,1.000,2.720,19268266.667,nan,4,0,2295486111,eat-memory,20,0.000,3.475,84238848.000,nan,1,1,26473567996,64.067,139.600,7484381184.000,7664830464.000,88.569,90.731,nan,nan,15,1
figlet,80,0.997,7.675,8058094.933,nan,2,0,8204457569,shasum,120,0.608,5.205,19943424.000,nan,2,1,17597025083,eat-memory,20,0.002,28.068,133588348.343,nan,1,1,28817543866,67.267,155.857,7724251136.000,7847295853.714,91.467,92.942,nan,nan,25,1
figlet,80,1.000,10.887,21845447.111,nan,2,0,1969771595,shasum,120,1.000,12.998,41118833.778,nan,2,0,8259590060,eat-memory,20,0.005,43.902,191977472.000,nan,1,1,27493663910,94.495,157.808,7765960704.000,7795482624.000,91.950,92.311,nan,nan,25,1
figlet,80,1.000,12.243,20694357.333,nan,1,0,32887809,shasum,140,1.000,13.752,13319850.667,nan,1,0,151478999,eat-memory,0,1.000,0.065,37288960.000,nan,1,0,0,83.533,127.567,7638540288.000,7558699520.000,90.442,89.458,nan,nan,25,0
figlet,80,1.000,11.880,6304733.867,nan,1,0,76968381,shasum,140,1.000,14.126,3406540.800,nan,1,0,228085425,eat-memory,0,1.000,0.447,35399509.333,nan,1,0,0,53.000,117.050,7434944512.000,7424203776.000,87.951,87.816,nan,nan,25,0
figlet,80,1.000,15.343,6369280.000,nan,3,0,72324187,shasum,140,1.000,16.945,3698688.000,nan,3,0,401287253,eat-memory,0,1.000,0.069,30275393.829,nan,1,0,0,58.800,117.450,7428831232.000,7435083264.000,87.858,87.937,nan,nan,15,0
figlet,80,1.000,1.823,8351744.000,nan,4,0,967379411,shasum,140,1.000,2.839,10898432.000,nan,4,0,3619529957,eat-memory,20,0.003,0.031,91295795.200,nan,1,1,27016639431,76.067,143.747,7509311488.000,7666342297.600,88.843,90.743,nan,nan,15,1
figlet,80,0.527,0.099,9588053.333,nan,2,1,20025208815,shasum,140,0.572,0.116,9332053.333,nan,3,1,23137249889,eat-memory,20,0.005,0.031,188538880.000,nan,1,1,23307207708,89.467,161.511,7714375680.000,7847582037.333,91.370,92.987,nan,nan,20,1
figlet,80,0.614,0.080,58800128.000,nan,2,1,17337727098,shasum,140,0.383,0.081,5783552.000,nan,2,1,21686001980,eat-memory,20,0.002,7.810,4007367.111,nan,1,1,21404125930,83.267,158.978,7848400896.000,7893278378.667,92.987,93.540,nan,nan,25,1
figlet,80,1.000,11.456,14298965.333,nan,1,0,86104239,shasum,160,1.000,15.278,21730133.333,nan,1,0,919724474,eat-memory,0,1.000,0.139,24987648.000,nan,1,0,0,60.067,135.233,7499014144.000,7449392640.000,88.632,88.056,nan,nan,30,0
figlet,80,1.000,11.882,2433024.000,nan,2,0,267479172,shasum,160,1.000,15.775,2486186.667,nan,2,0,1268964149,eat-memory,0,1.000,0.073,24589994.667,nan,1,0,0,62.733,120.400,7405545472.000,7414266880.000,87.568,87.675,nan,nan,25,0
figlet,80,1.000,12.276,3543771.429,nan,2,0,212000549,shasum,160,1.000,14.406,3708099.048,nan,2,0,542878529,eat-memory,0,1.000,0.101,23456241.371,nan,1,0,0,43.133,112.450,7548481536.000,7528560128.000,89.316,89.074,nan,nan,25,0
figlet,80,0.997,3.623,3600384.000,nan,2,0,11749813223,shasum,160,0.291,4.818,2769351.111,nan,1,1,21324371746,eat-memory,20,0.000,0.186,21072668.444,nan,1,1,18784090653,93.119,156.018,7503474688.000,7742971904.000,88.768,91.682,nan,nan,15,1
figlet,80,0.980,8.467,20257109.333,nan,1,0,7015723190,shasum,160,0.691,7.748,33889553.067,nan,1,1,19156989182,eat-memory,20,0.000,12.882,91445111.467,nan,1,1,22055524597,72.667,140.253,7775447040.000,7898263552.000,92.093,93.585,nan,nan,30,1
figlet,80,0.998,6.618,23376554.667,nan,2,0,8516418217,shasum,160,0.371,5.133,4489671.111,nan,1,1,23260425867,eat-memory,20,0.002,19.161,135463399.619,nan,1,1,28478428626,79.800,161.515,7820005376.000,7889507474.286,92.590,93.480,nan,nan,35,1
figlet,80,1.000,13.064,38128708.267,nan,2,0,5325112978,shasum,180,0.996,14.174,21026816.000,nan,2,0,12876637512,eat-memory,0,1.000,6.244,44753988.267,nan,1,0,0,70.933,140.589,7562911744.000,7643894169.600,89.464,90.481,nan,nan,35,1
figlet,80,1.000,11.791,5146624.000,nan,2,0,538755730,shasum,180,0.998,18.736,73430016.000,nan,2,0,11493886557,eat-memory,0,1.000,0.458,20238148.754,nan,1,0,0,69.067,140.413,7775457280.000,7749094195.200,92.078,91.772,nan,nan,40,1
figlet,80,1.000,12.394,4569736.533,nan,2,0,234830170,shasum,180,1.000,20.221,22079419.733,nan,2,0,5385301559,eat-memory,0,1.000,0.078,15294600.533,nan,1,0,0,88.800,138.667,7863857152.000,7786146816.000,93.177,92.255,nan,nan,15,1
figlet,100,1.000,13.377,5695078.400,nan,1,0,8107042,shasum,0,1.000,0.144,94169088.000,nan,2,0,0,eat-memory,0,1.000,0.162,15082257.067,nan,1,0,0,48.667,88.803,7735709696.000,7659308032.000,91.638,90.714,nan,nan,25,1
figlet,100,1.000,13.411,2619835.733,nan,1,0,8786372,shasum,0,1.000,0.060,4318695.619,nan,1,0,0,eat-memory,0,1.000,0.064,16851285.333,nan,1,0,0,49.000,83.117,7476318208.000,7438215168.000,88.383,87.924,nan,nan,25,0
figlet,100,1.000,18.231,5669444.267,nan,3,0,8220308,shasum,0,1.000,0.062,4486065.981,nan,1,0,0,eat-memory,0,1.000,0.087,16908044.190,nan,1,0,0,61.067,88.733,7368841216.000,7377870848.000,87.087,87.198,nan,nan,15,0
figlet,100,1.000,19.213,8819916.800,nan,5,0,19778600,shasum,0,1.000,0.089,5459148.800,nan,1,0,0,eat-memory,20,0.057,49.618,157301555.200,nan,1,1,15770205319,66.267,139.600,7412387840.000,7560596275.200,87.625,89.401,nan,nan,15,1
figlet,100,1.000,15.018,8933102.933,nan,2,0,183977665,shasum,0,1.000,0.065,7645281.524,nan,1,0,0,eat-memory,20,0.107,48.709,156920358.034,nan,1,1,15823919919,56.333,137.120,7511023616.000,7583461376.000,88.832,89.697,nan,nan,25,1
figlet,100,1.000,14.890,18388582.400,nan,2,0,31891033,shasum,0,1.000,0.070,7793322.667,nan,1,0,0,eat-memory,20,0.133,69.199,184866679.467,nan,1,1,13177519500,87.667,144.333,7596896256.000,7622422118.400,89.826,90.138,nan,nan,15,1
figlet,100,1.000,14.034,18294101.333,nan,1,0,9060195,shasum,20,1.000,2.467,11357696.000,nan,1,0,9905607,eat-memory,0,1.000,19.626,77338453.333,nan,1,0,0,92.333,102.683,7604078592.000,7521675264.000,89.898,88.907,nan,nan,15,0
figlet,100,1.000,22.181,18254165.333,nan,3,0,11816358,shasum,20,1.000,3.836,6401820.444,nan,2,0,10088001,eat-memory,0,1.000,0.066,32747520.000,nan,1,0,0,82.667,107.883,7441037312.000,7445805056.000,87.935,87.997,nan,nan,10,0
figlet,100,1.000,17.170,1789952.000,nan,4,0,12368735,shasum,20,1.000,3.293,4000392.533,nan,4,0,12117147,eat-memory,0,1.000,0.153,32084377.600,nan,1,0,0,59.733,96.000,7468189696.000,7479162368.000,88.284,88.422,nan,nan,15,0
figlet,100,1.000,19.184,7497728.000,nan,5,0,33029019,shasum,20,1.000,3.439,4115807.086,nan,5,0,22610147,eat-memory,20,0.052,40.207,158402013.867,nan,1,1,19277160341,61.933,139.093,7518160896.000,7669247180.800,88.913,90.740,nan,nan,15,1
figlet,100,1.000,14.061,8946401.280,nan,2,0,1411190647,shasum,20,1.000,2.556,6693226.789,nan,2,0,23397177,eat-memory,20,0.028,49.736,189549226.667,nan,1,1,20518984356,58.067,151.667,7673212928.000,7763490816.000,90.784,91.854,nan,nan,20,1
figlet,100,1.000,14.840,2387968.000,nan,3,0,223111494,shasum,20,1.000,2.713,6753877.333,nan,2,0,20486548,eat-memory,20,0.037,44.994,170640042.667,nan,1,1,17594752229,45.733,130.467,7622313984.000,7692674252.800,90.176,90.996,nan,nan,25,1
figlet,100,1.000,13.870,2818218.667,nan,1,0,12857589,shasum,40,1.000,4.612,7152810.667,nan,1,0,9341333,eat-memory,0,1.000,0.227,37431296.000,nan,1,0,0,51.667,89.383,7562835968.000,7535520768.000,89.440,89.105,nan,nan,25,0
figlet,100,1.000,21.759,21111637.333,nan,2,0,11416509,shasum,40,1.000,7.017,12622336.000,nan,2,0,10703139,eat-memory,0,1.000,0.069,34467840.000,nan,1,0,0,82.733,112.155,7476623360.000,7474580480.000,88.374,88.348,nan,nan,10,0
figlet,100,1.000,19.290,5226939.733,nan,3,0,9919718,shasum,40,1.000,6.045,4630323.200,nan,3,0,9681518,eat-memory,0,1.000,0.058,34467840.000,nan,1,0,0,64.488,100.963,7494318080.000,7504257024.000,88.596,88.719,nan,nan,15,0
figlet,100,1.000,17.889,8881733.892,nan,5,0,49502219,shasum,40,1.000,5.969,5449100.597,nan,5,0,24384239,eat-memory,20,0.022,41.482,169627374.933,nan,1,1,22109076457,71.650,153.750,7531393024.000,7731227989.333,89.060,91.483,nan,nan,15,1
figlet,100,1.000,12.604,9100970.667,nan,2,0,5224649957,shasum,40,1.000,4.348,8510293.333,nan,2,0,44142182,eat-memory,20,0.022,42.138,175619504.356,nan,1,1,24313853132,54.067,146.200,7686168576.000,7795012608.000,90.973,92.267,nan,nan,20,1
figlet,100,1.000,13.417,49503914.667,nan,2,0,1132248393,shasum,40,1.000,4.915,4970574.019,nan,2,0,27180200,eat-memory,20,0.012,53.760,199609548.800,nan,1,1,21980172166,51.533,148.400,7737540608.000,7793341781.333,91.603,92.269,nan,nan,15,1
figlet,100,1.000,13.622,24861354.667,nan,1,0,19950279,shasum,60,1.000,6.422,7235072.000,nan,1,0,12089664,eat-memory,0,1.000,8.066,63221418.667,nan,1,0,0,51.867,101.900,7621699584.000,7596570112.000,90.216,89.914,nan,nan,20,0
figlet,100,1.000,18.748,22466730.667,nan,3,0,32197851,shasum,60,1.000,8.511,4868949.333,nan,3,0,18178795,eat-memory,0,1.000,0.064,41816064.000,nan,1,0,0,57.133,106.200,7526498304.000,7516909056.000,89.050,88.930,nan,nan,15,0
figlet,100,1.000,19.103,4057088.000,nan,4,0,28478846,shasum,60,1.000,8.606,2375680.000,nan,4,0,17996118,eat-memory,0,1.000,0.218,34970263.162,nan,1,0,0,58.800,106.400,7526774784.000,7535464448.000,89.059,89.162,nan,nan,15,0
figlet,100,1.000,9.679,9753258.667,nan,5,0,420788072,shasum,60,1.000,4.886,5710315.520,nan,5,0,80371342,eat-memory,20,0.110,13.871,149036072.960,nan,1,1,18992723291,66.800,139.840,7583795200.000,7744546816.000,89.729,91.665,nan,nan,15,1
figlet,100,0.928,6.096,8446520.889,nan,2,0,13156640836,shasum,60,1.000,3.696,8727893.333,nan,3,0,206118584,eat-memory,20,0.013,30.219,174042359.989,nan,1,1,28020590447,56.467,155.429,7673614336.000,7792648192.000,90.833,92.245,nan,nan,25,1
figlet,100,1.000,13.216,7255040.000,nan,2,0,1461313979,shasum,60,1.000,6.475,4487850.667,nan,2,0,78599919,eat-memory,20,0.027,44.617,168985086.375,nan,1,1,21594710307,50.200,147.433,7639855104.000,7695595178.667,90.419,91.069,nan,nan,40,1
figlet,100,1.000,13.397,7262378.667,nan,1,0,61665035,shasum,80,1.000,8.511,4555349.333,nan,1,0,22959236,eat-memory,0,1.000,8.119,64602199.771,nan,1,0,0,53.294,107.220,7556106240.000,7539044352.000,89.395,89.189,nan,nan,20,0
figlet,100,1.000,19.640,5904008.533,nan,3,0,116804859,shasum,80,1.000,11.572,5489049.600,nan,3,0,32145694,eat-memory,0,1.000,0.057,43593079.467,nan,1,0,0,71.282,117.641,7503249408.000,7491611648.000,88.755,88.619,nan,nan,15,0
figlet,100,1.000,20.107,10249094.095,nan,4,0,51440625,shasum,80,1.000,12.108,5543936.000,nan,4,0,22928700,eat-memory,0,1.000,0.328,33791146.667,nan,1,0,0,84.000,123.233,7518834688.000,7523859968.000,88.968,89.032,nan,nan,15,0
figlet,100,1.000,12.723,8396800.000,nan,2,0,5954862266,shasum,80,1.000,7.124,7950394.514,nan,2,0,247499689,eat-memory,20,0.000,34.067,184742131.810,nan,1,1,28533762398,77.733,158.706,7557844992.000,7782740553.143,89.460,92.158,nan,nan,15,1
figlet,100,1.000,13.588,6795628.089,nan,2,0,4601779984,shasum,80,1.000,8.501,7614464.000,nan,2,0,191201103,eat-memory,20,0.005,44.102,172976241.778,nan,1,1,24819019082,87.667,157.056,7588536320.000,7733495808.000,89.815,91.551,nan,nan,25,1
figlet,100,0.999,13.829,6716074.667,nan,1,0,6705744752,shasum,80,1.000,8.080,6349824.000,nan,3,0,362418785,eat-memory,20,0.008,44.667,203180032.000,nan,1,1,26390084219,69.200,150.311,7739203584.000,7792704853.333,91.629,92.269,nan,nan,15,1
figlet,100,1.000,13.243,10274850.133,nan,1,0,161021115,shasum,100,1.000,10.478,5204187.429,nan,2,0,78380408,eat-memory,0,1.000,23.105,94261760.000,nan,1,0,0,81.733,128.400,7791671296.000,7672193024.000,92.269,90.824,nan,nan,10,1
figlet,100,1.000,18.099,6190011.733,nan,3,0,386982671,shasum,100,1.000,12.237,3942400.000,nan,3,0,79787377,eat-memory,0,1.000,0.062,40318588.343,nan,1,0,0,69.000,120.633,7496951808.000,7492824064.000,88.693,88.650,nan,nan,15,0
figlet,100,1.000,18.034,12596136.229,nan,4,0,164789548,shasum,100,1.000,12.887,6775415.467,nan,4,0,54007505,eat-memory,0,1.000,0.263,34486374.400,nan,1,0,0,78.400,121.767,7534968832.000,7538119680.000,89.185,89.221,nan,nan,15,0
figlet,100,0.572,4.116,11830840.889,nan,1,1,17008284167,shasum,100,0.742,4.043,9798656.000,nan,1,1,14756328278,eat-memory,20,0.000,0.047,24649386.667,nan,1,1,27625990484,94.000,162.194,7582939136.000,7790961517.714,89.746,92.284,nan,nan,15,1
figlet,100,0.467,5.251,32235110.400,nan,1,1,16271596000,shasum,100,1.000,4.694,25563340.800,nan,2,0,11152789247,eat-memory,20,0.002,8.091,80702805.333,nan,1,1,25897401337,55.733,134.627,7739408384.000,7850876108.800,91.580,92.935,nan,nan,40,1
figlet,100,0.725,7.638,41242624.000,nan,2,1,17989985656,shasum,100,1.000,8.267,4501504.000,nan,2,0,5290590944,eat-memory,20,0.005,16.246,110090478.933,nan,1,1,26494953368,77.600,156.322,7730413568.000,7880986624.000,91.531,93.367,nan,nan,35,1
figlet,100,1.000,14.800,28547242.667,nan,1,0,188753554,shasum,120,1.000,10.753,7486332.343,nan,2,0,174860672,eat-memory,0,1.000,0.077,177688576.000,nan,1,0,0,93.467,139.233,7774124032.000,7673999872.000,92.107,90.897,nan,nan,20,1
figlet,100,1.000,15.284,22419200.000,nan,3,0,337068139,shasum,120,1.000,13.365,5833472.000,nan,3,0,211116032,eat-memory,0,1.000,0.057,8793258.667,nan,1,0,0,83.667,128.000,7498934272.000,7495821312.000,88.773,88.740,nan,nan,15,0
figlet,100,1.000,13.371,7642180.267,nan,2,0,832923504,shasum,120,1.000,11.432,11083264.000,nan,2,0,669209900,eat-memory,0,1.000,0.061,10303488.000,nan,1,0,0,54.667,120.283,7581970432.000,7576141824.000,89.761,89.683,nan,nan,25,0
figlet,100,0.998,8.986,7598080.000,nan,2,0,12125491205,shasum,120,0.790,5.440,8236646.400,nan,2,1,8936295452,eat-memory,20,0.000,15.434,153727317.333,nan,1,1,29032341214,87.748,161.175,7582836736.000,7798723437.714,89.737,92.355,nan,nan,15,1
figlet,100,0.721,7.047,10901504.000,nan,2,1,18436138906,shasum,120,0.682,6.625,5045452.800,nan,2,1,20205253844,eat-memory,20,0.088,23.193,129776103.619,nan,1,1,25315517973,62.600,156.333,7619530752.000,7810691364.571,90.185,92.487,nan,nan,40,1
figlet,100,0.230,3.596,24922466.987,nan,1,1,21180841111,shasum,120,0.257,3.368,28428765.867,nan,1,1,20643209907,eat-memory,20,0.003,5.179,74735857.859,nan,1,1,26565148580,71.333,144.373,7770241024.000,7856171827.200,91.924,93.012,nan,nan,35,1
figlet,100,1.000,14.457,9645909.333,nan,1,0,52579025,shasum,140,1.000,13.108,14780006.400,nan,1,0,96597915,eat-memory,0,1.000,0.074,8785749.333,nan,1,0,0,63.333,122.000,7542433792.000,7538203648.000,89.127,89.078,nan,nan,35,0
figlet,100,1.000,18.233,7031261.867,nan,2,0,81352109,shasum,140,1.000,17.712,6890939.733,nan,2,0,88221215,eat-memory,0,1.000,0.074,8865450.667,nan,1,0,0,90.933,137.567,7310811136.000,7338399744.000,86.349,86.686,nan,nan,15,0
figlet,100,1.000,13.982,2710562.133,nan,1,0,520584932,shasum,140,1.000,13.184,2831325.867,nan,1,0,726388099,eat-memory,0,1.000,0.055,9114624.000,nan,1,0,0,50.694,110.863,7390291968.000,7394378240.000,87.336,87.385,nan,nan,30,0
figlet,100,0.257,5.492,3515733.333,nan,1,1,21105783977,shasum,140,0.233,3.518,2716103.111,nan,1,1,21432085415,eat-memory,20,0.005,6.214,33561818.453,nan,1,1,26577510912,54.333,146.844,7520788480.000,7785569280.000,88.927,92.202,nan,nan,25,1
