function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,140,0.356,4.459,25014515.810,nan,1,1,25256179519,shasum,160,0.456,3.791,35743987.810,nan,1,1,24401683492,curl,20,0.617,1.510,13491248.762,nan,1,1,16036017793,40.533,149.916,2353475584.000,2833936676.571,28.862,34.737,nan,nan,10,1
figlet,140,0.334,4.301,2727936.000,nan,2,1,25941403217,shasum,160,0.304,3.038,37911893.333,nan,2,1,25952306187,curl,20,0.918,0.325,2663765.333,nan,2,0,12106811387,35.733,147.543,2699081728.000,3040638976.000,32.879,37.233,nan,nan,200,1
figlet,140,0.406,0.528,11835392.000,nan,2,1,24205621833,shasum,160,0.311,6.405,4355413.333,nan,2,1,24087577585,curl,20,0.998,3.656,18348043.378,nan,1,0,9319402750,37.800,143.467,2689904640.000,3044118528.000,32.739,37.254,nan,nan,175,1
figlet,140,0.940,15.955,2498560.000,nan,2,0,16615974557,shasum,180,0.997,14.880,2396160.000,nan,2,0,17205680564,curl,0,1.000,0.070,8863744.000,nan,1,0,0,38.933,131.787,2651066368.000,2914820505.600,32.262,35.601,nan,nan,240,0
figlet,140,0.944,16.121,41227377.778,nan,2,0,15295926958,shasum,180,0.999,18.951,12003328.000,nan,2,0,17134870279,curl,0,1.000,0.072,7618563.251,nan,1,0,0,40.067,140.622,2692247552.000,3012332885.333,32.806,36.884,nan,nan,235,0
figlet,140,0.690,11.498,43865600.000,nan,2,1,20478493465,shasum,180,0.775,17.815,32373248.000,nan,2,1,17582612849,curl,0,1.000,0.076,7861589.333,nan,1,0,0,39.600,135.367,2594539520.000,2921307818.667,31.717,35.818,nan,nan,250,1
figlet,140,0.097,0.040,2633216.000,nan,2,1,23132180312,shasum,180,0.222,9.264,2487637.333,nan,3,1,27732349169,curl,20,0.783,4.791,21283328.000,nan,2,1,18549033648,39.533,145.771,2658758656.000,3161607021.714,32.736,38.961,nan,nan,245,1
figlet,140,0.352,4.929,30983395.556,nan,1,1,24063198347,shasum,180,0.280,12.055,47735921.778,nan,1,1,22604876356,curl,20,0.470,2.154,10291598.222,nan,1,1,21091550894,36.268,137.578,2582274048.000,3023484245.333,31.454,37.021,nan,nan,250,1
figlet,140,0.998,16.732,18860032.000,nan,2,0,17703892761,shasum,200,0.496,9.690,46172842.667,nan,1,1,23226862161,curl,0,1.000,0.066,3628851.200,nan,1,0,0,40.667,140.689,2640842752.000,3009792341.333,32.527,37.099,nan,nan,250,1
figlet,140,0.520,12.646,39597568.000,nan,2,1,22195551848,shasum,200,0.642,16.015,44571648.000,nan,3,1,23375244920,curl,0,1.000,0.082,4713637.790,nan,1,0,0,42.667,150.971,2690056192.000,3169653028.571,33.118,39.037,nan,nan,240,1
