function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,160,0.000,0.060,9125888.000,nan,1,1,28665512196,nmap,200,0.000,0.066,7160911.970,nan,1,1,28760065183,curl,200,0.000,0.072,6689245.867,nan,1,1,28753998041,45.000,103.540,7314225152.000,7558940672.000,86.425,89.478,nan,nan,60,1
figlet,180,1.000,24.615,13923840.000,nan,1,0,24119683,nmap,0,1.000,0.075,6476800.000,nan,1,0,0,curl,0,1.000,0.079,7392597.333,nan,1,0,0,44.400,95.400,7469596672.000,7439750656.000,88.270,87.912,nan,nan,155,0
figlet,180,1.000,24.951,2878429.867,nan,2,0,142981580,nmap,0,1.000,0.072,6805625.905,nan,1,0,0,curl,0,1.000,0.064,7680512.000,nan,1,0,0,45.733,106.117,7356309504.000,7355745280.000,86.926,86.919,nan,nan,40,0
figlet,180,1.000,27.928,2901230.933,nan,2,0,333455617,nmap,0,1.000,0.076,7030784.000,nan,1,0,0,curl,0,1.000,0.073,7841280.000,nan,1,0,0,46.600,104.917,7368144896.000,7364792320.000,87.080,87.040,nan,nan,30,0
figlet,180,0.607,16.363,1511424.000,nan,2,1,20513558909,nmap,0,1.000,0.096,8160028.444,nan,1,0,0,curl,20,1.000,13.924,23309403.022,nan,2,0,1227321796,46.800,136.000,7413700608.000,7606481237.333,87.660,90.017,nan,nan,30,1
figlet,180,0.642,18.866,2244608.000,nan,2,1,17204463661,nmap,0,1.000,0.075,6060347.977,nan,1,0,0,curl,20,1.000,15.353,2052096.000,nan,2,0,733286356,46.933,132.947,7493543936.000,7612773990.400,88.578,90.069,nan,nan,135,1
figlet,180,0.506,24.191,143247587.556,nan,3,1,20565662373,nmap,0,1.000,0.076,4420354.438,nan,1,0,0,curl,20,1.000,12.827,9437184.000,nan,2,0,844654918,41.867,148.324,7744655360.000,7811305764.571,91.612,92.526,nan,nan,100,1
figlet,180,0.431,6.895,2785280.000,nan,2,1,24500722481,nmap,20,0.023,12.902,131166344.533,nan,1,1,29213055486,curl,0,1.000,0.043,10322204.212,nan,1,0,0,45.067,153.409,7645888512.000,7800764416.000,90.429,92.374,nan,nan,65,1
figlet,180,0.029,8.710,38153216.000,nan,1,1,29901555295,nmap,20,0.138,43.019,343363388.952,nan,1,1,26990387068,curl,0,1.000,0.106,7412979.810,nan,1,0,0,46.933,151.600,7284516864.000,7669686564.571,86.037,90.733,nan,nan,130,1
figlet,200,0.838,15.126,5201920.000,nan,1,1,18601168417,nmap,0,1.000,0.069,7355869.867,nan,1,0,0,curl,20,0.865,14.915,8085504.000,nan,2,1,1368135362,44.600,135.280,7659630592.000,7693939097.600,90.571,91.080,nan,nan,70,1
figlet,200,0.651,16.706,77489220.267,nan,2,1,18744013673,nmap,0,1.000,0.064,4374391.467,nan,1,0,0,curl,20,1.000,16.305,26477499.733,nan,2,0,825918650,45.667,127.453,7509258240.000,7606329344.000,88.785,90.025,nan,nan,130,1
figlet,200,0.837,19.178,3088384.000,nan,1,1,20242936533,nmap,0,1.000,0.059,4167566.222,nan,1,0,0,curl,20,0.913,11.217,5005312.000,nan,2,0,1557652707,44.467,138.555,7760349184.000,7783902890.667,91.885,92.206,nan,nan,50,1
figlet,200,0.093,4.100,6328320.000,nan,2,1,24808861262,nmap,20,0.017,17.764,225132231.924,nan,1,1,29784506801,curl,0,1.000,0.129,4513792.000,nan,1,0,0,45.467,148.829,7801782272.000,7882012672.000,92.396,93.411,nan,nan,45,1
figlet,200,0.204,8.696,16243712.000,nan,3,1,27276107664,nmap,20,0.012,18.443,232695125.333,nan,1,1,29681004392,curl,0,1.000,0.093,11685439.390,nan,1,0,0,43.200,150.886,7414857728.000,7795395730.286,87.629,92.318,nan,nan,135,1
figlet,200,0.154,8.356,32970079.086,nan,1,1,21207133628,nmap,20,0.002,19.212,202697659.733,nan,1,1,22689641734,curl,0,1.000,0.070,11901464.381,nan,1,0,0,45.600,135.667,7357118464.000,7706395852.800,86.926,91.221,nan,nan,140,1
