function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,7.196,6077621.394,nan,2,0,57277989,shasum,160,0.981,11.109,32706150.400,nan,3,0,16986296972,curl,20,1.000,12.765,13723757.227,nan,2,0,1340538223,40.067,136.427,2363512832.000,2533341593.600,29.614,31.669,nan,nan,10,0
figlet,40,1.000,5.416,9085952.000,nan,2,0,40734400,shasum,160,0.999,13.585,66425987.657,nan,2,0,9355979696,curl,20,1.000,15.223,15795029.333,nan,2,0,636572028,36.933,103.953,2651074560.000,2686370304.000,33.031,33.477,nan,nan,150,0
figlet,40,1.000,6.316,8578730.667,nan,2,0,48614348,shasum,160,0.999,10.845,26273865.143,nan,2,0,12191155681,curl,20,1.000,13.325,17958570.667,nan,2,0,785520816,37.333,108.683,2649214976.000,2726994432.000,33.054,34.032,nan,nan,140,0
figlet,40,1.000,6.213,2598400.000,nan,2,0,97128045,shasum,160,0.736,10.107,31608832.000,nan,2,1,18804887488,curl,40,0.893,18.276,27194914.133,nan,2,1,16611609171,35.067,149.378,2709172224.000,2885188608.000,33.669,35.859,nan,nan,155,1
figlet,40,1.000,6.255,2394794.667,nan,2,0,67619040,shasum,160,0.933,12.399,22669312.000,nan,3,0,18432524010,curl,40,0.992,17.379,17018197.333,nan,3,0,15686669032,35.733,142.400,2711693312.000,2930139477.333,33.809,36.524,nan,nan,135,0
figlet,40,1.000,4.004,2282837.333,nan,2,0,478805808,shasum,160,0.706,8.543,2502656.000,nan,3,1,22938470342,curl,60,0.233,9.846,37612462.730,nan,3,1,22767378062,39.533,139.389,2652383232.000,2938310997.333,32.756,36.358,nan,nan,235,1
figlet,40,1.000,2.905,11130031.543,nan,2,0,319069357,shasum,160,0.681,12.977,41193315.962,nan,3,1,19156741793,curl,60,0.314,13.506,109771264.000,nan,2,1,25467363994,36.667,150.476,2619996160.000,3019190857.143,32.408,37.415,nan,nan,245,1
figlet,40,1.000,5.301,2761216.000,nan,2,0,330459318,shasum,160,0.470,9.092,40382976.000,nan,2,1,24237806928,curl,60,0.310,14.500,71097344.000,nan,2,1,25806341807,39.333,147.562,2635712512.000,2972829403.429,32.788,36.919,nan,nan,240,1
figlet,40,1.000,6.782,11252224.000,nan,1,0,16541882,shasum,180,1.000,18.117,6828714.667,nan,1,0,62064488,curl,0,1.000,0.067,3706709.333,nan,1,0,0,37.667,104.567,2670936064.000,2643832832.000,32.946,32.620,nan,nan,235,0
figlet,40,1.000,6.536,2673015.467,nan,1,0,22284959,shasum,180,1.000,18.010,2783488.000,nan,1,0,298991264,curl,0,1.000,0.056,3927839.695,nan,1,0,0,42.467,105.800,2683045888.000,2690721280.000,33.107,33.199,nan,nan,30,0
figlet,40,1.000,6.302,2795520.000,nan,1,0,16762210,shasum,180,1.000,17.734,2871296.000,nan,1,0,76252107,curl,0,1.000,0.071,4165120.000,nan,1,0,0,38.933,100.433,2708658176.000,2699778560.000,33.416,33.309,nan,nan,60,0
figlet,40,1.000,6.345,2658304.000,nan,2,0,95277177,shasum,180,0.750,12.589,45090304.000,nan,2,1,21536694759,curl,20,1.000,13.336,2683392.000,nan,3,0,3281277092,39.067,135.878,2705080320.000,2924803754.667,33.375,36.126,nan,nan,60,1
figlet,40,1.000,7.145,11002811.733,nan,2,0,47304493,shasum,180,0.998,13.740,64244531.200,nan,1,0,16309504997,curl,20,1.000,14.727,14895650.133,nan,2,0,978179029,37.000,130.480,2661263360.000,2847297126.400,33.066,35.353,nan,nan,260,0
figlet,40,1.000,5.050,2621440.000,nan,2,0,251441659,shasum,180,0.839,10.814,29504170.667,nan,3,1,20996386394,curl,20,0.998,11.005,2379776.000,nan,3,0,4699208075,37.200,138.867,2669418496.000,2913276245.333,33.150,36.157,nan,nan,255,1
figlet,40,1.000,6.994,11027456.000,nan,1,0,19598636,shasum,200,1.000,19.859,7612416.000,nan,1,0,138857909,curl,0,1.000,0.060,4154026.667,nan,1,0,0,38.400,109.667,2716473344.000,2686792192.000,33.712,33.356,nan,nan,245,0
figlet,40,1.000,6.723,12101973.333,nan,1,0,18457949,shasum,200,1.000,19.331,12548949.333,nan,1,0,184236838,curl,0,1.000,0.054,4407125.333,nan,1,0,0,39.067,106.433,2711801856.000,2708252672.000,33.665,33.623,nan,nan,60,0
figlet,40,1.000,6.341,11432277.333,nan,2,0,30346063,shasum,200,1.000,19.678,26764390.400,nan,2,0,1819826740,curl,0,1.000,0.074,4907861.333,nan,1,0,0,41.733,105.967,2713962496.000,2752396800.000,33.698,34.169,nan,nan,135,0
figlet,40,1.000,6.645,2575018.667,nan,2,0,210639287,shasum,200,0.668,12.214,58956458.667,nan,2,1,23145505716,curl,20,1.000,12.379,2400256.000,nan,3,0,7551708287,41.400,142.322,2709809152.000,2942565034.667,33.657,36.533,nan,nan,235,1
figlet,40,1.000,6.520,11570039.467,nan,2,0,249765587,shasum,200,0.678,5.976,29861655.893,nan,3,1,22216555115,curl,20,1.000,7.878,14365814.979,nan,2,0,8343870328,38.067,125.067,2661560320.000,2871940710.400,32.994,35.589,nan,nan,260,1
figlet,40,1.000,6.483,11833139.200,nan,2,0,357435806,shasum,200,0.665,10.702,2621440.000,nan,2,1,20227590258,curl,20,1.000,9.377,22973740.373,nan,2,0,8476279979,37.467,131.960,2664321024.000,2911199641.600,32.797,35.887,nan,nan,260,1
figlet,60,1.000,10.471,11233962.667,nan,2,0,9615930,shasum,0,1.000,0.078,3686570.667,nan,1,0,0,curl,0,1.000,0.071,11816960.000,nan,1,0,0,44.000,69.750,2665852928.000,2675189248.000,33.050,33.163,nan,nan,265,0
figlet,60,1.000,9.606,12529664.000,nan,1,0,8978775,shasum,0,1.000,0.067,3863040.000,nan,1,0,0,curl,0,1.000,0.080,11816960.000,nan,1,0,0,44.467,68.817,2708791296.000,2716037120.000,33.588,33.675,nan,nan,30,0
figlet,60,1.000,10.326,11957930.667,nan,2,0,10073771,shasum,0,1.000,0.076,4592640.000,nan,1,0,0,curl,0,1.000,0.072,10399744.000,nan,1,0,0,39.600,66.438,2715951104.000,2718551040.000,33.668,33.700,nan,nan,205,0
figlet,60,1.000,9.423,12251136.000,nan,1,0,12612613,shasum,0,1.000,0.082,5280426.667,nan,1,0,0,curl,20,0.880,17.384,18108074.667,nan,1,1,573008542,40.867,91.583,2714572800.000,2733613568.000,33.655,33.884,nan,nan,195,1
figlet,60,1.000,10.093,11187029.333,nan,1,0,12568906,shasum,0,1.000,0.072,4345173.333,nan,1,0,0,curl,20,1.000,17.342,15796736.000,nan,1,0,408755507,40.400,91.733,2692298752.000,2690577408.000,33.390,33.369,nan,nan,280,0
figlet,60,1.000,9.160,12464298.667,nan,1,0,12406960,shasum,0,1.000,0.079,4450889.143,nan,1,0,0,curl,20,0.830,15.872,15672661.333,nan,1,1,345217753,39.200,87.867,2712659968.000,2719622656.000,33.639,33.723,nan,nan,180,1
figlet,60,1.000,9.944,11157504.000,nan,1,0,8577159,shasum,20,1.000,2.652,6067541.333,nan,1,0,8491383,curl,0,1.000,0.077,10211328.000,nan,1,0,0,39.200,69.533,2701326336.000,2694357504.000,33.505,33.421,nan,nan,295,0
figlet,60,1.000,9.113,2891776.000,nan,1,0,8122795,shasum,20,1.000,2.400,2824192.000,nan,1,0,7637563,curl,0,1.000,0.060,10022912.000,nan,1,0,0,36.133,66.883,2715250688.000,2713605120.000,33.678,33.658,nan,nan,60,0
figlet,60,1.000,9.623,11712482.743,nan,2,0,11486002,shasum,20,1.000,2.652,3272704.000,nan,2,0,10723267,curl,0,1.000,0.061,10092982.857,nan,1,0,0,40.533,68.300,2712387584.000,2715569664.000,33.646,33.686,nan,nan,240,0
figlet,60,1.000,10.844,12468394.667,nan,1,0,18166932,shasum,20,1.000,2.822,8337408.000,nan,1,0,12957727,curl,20,0.880,17.819,18494293.333,nan,1,1,589809879,40.733,102.200,2717157376.000,2737694208.000,33.708,33.956,nan,nan,70,1
figlet,60,1.000,9.369,10886656.000,nan,1,0,12265333,shasum,20,1.000,2.556,6456320.000,nan,1,0,10745068,curl,20,1.000,16.427,15245653.333,nan,1,0,412922800,40.267,93.617,2702270464.000,2708413952.000,33.536,33.610,nan,nan,270,0
figlet,60,1.000,10.051,11143850.667,nan,1,0,14118001,shasum,20,1.000,2.512,6653440.000,nan,1,0,10941789,curl,20,1.000,17.132,15554901.333,nan,1,0,427500074,41.867,98.183,2714470400.000,2715831296.000,33.691,33.708,nan,nan,340,0
figlet,60,1.000,9.327,11138369.829,nan,1,0,30652721,shasum,20,1.000,2.560,6478726.095,nan,1,0,20169614,curl,40,1.000,23.818,22006784.000,nan,1,0,712224659,38.533,106.467,2703986688.000,2723607040.000,33.572,33.809,nan,nan,300,0
figlet,60,1.000,9.564,11144533.333,nan,1,0,28420177,shasum,20,1.000,2.751,6716074.667,nan,1,0,18783371,curl,40,1.000,25.841,24483498.667,nan,1,0,789593213,38.267,111.717,2703415296.000,2727860224.000,33.566,33.861,nan,nan,340,0
figlet,60,1.000,10.493,11363669.333,nan,1,0,39645052,shasum,20,1.000,2.890,6607018.667,nan,1,0,21861799,curl,40,1.000,24.225,25245525.333,nan,1,0,2753464433,39.600,116.550,2706223104.000,2735399936.000,33.608,33.959,nan,nan,355,0
figlet,60,1.000,10.568,2461696.000,nan,2,0,37222710,shasum,20,1.000,2.912,2723840.000,nan,2,0,22611600,curl,60,1.000,31.084,51115076.267,nan,2,0,11697189832,42.200,132.627,2715451392.000,2802158387.200,33.724,34.783,nan,nan,295,0
