function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,41.067,47.267,2700703744.000,2711832576.000,33.420,33.560,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,41.533,41.533,2711922688.000,2711922688.000,33.567,33.567,nan,nan,15,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,41.533,41.533,2711922688.000,2711922688.000,33.567,33.567,nan,nan,10,0
figlet,0,1.000,0.070,3347797.333,nan,1,0,0,shasum,0,1.000,0.072,3534165.333,nan,1,0,0,eat-memory,20,1.000,62.699,58156714.667,nan,1,0,1155179178,46.333,115.167,2678753280.000,2734978560.000,33.167,33.849,nan,nan,10,0
figlet,0,1.000,0.072,3537578.667,nan,1,0,0,shasum,0,1.000,0.063,3692885.333,nan,1,0,0,eat-memory,20,1.000,71.163,73389568.000,nan,1,0,1191427760,40.400,102.933,2723287040.000,2772228608.000,33.724,34.311,nan,nan,25,0
figlet,0,1.000,0.066,3714048.000,nan,1,0,0,shasum,0,1.000,0.066,3873621.333,nan,1,0,0,eat-memory,20,1.000,65.727,2876091.733,nan,2,0,1231568997,45.400,111.067,2751444992.000,2793082880.000,34.065,34.564,nan,nan,25,0
figlet,0,1.000,0.057,3967385.600,nan,1,0,0,shasum,0,1.000,0.054,4089095.314,nan,1,0,0,eat-memory,40,0.058,110.179,2815590.400,nan,1,1,20368557340,44.400,150.067,2791010304.000,2978120557.714,34.553,36.826,nan,nan,30,1
figlet,0,1.000,0.063,4311917.714,nan,1,0,0,shasum,0,1.000,0.065,4369456.762,nan,1,0,0,eat-memory,40,0.072,107.622,242298587.429,nan,1,1,20823237984,44.200,148.495,2875748352.000,3042168539.429,35.618,37.626,nan,nan,30,1
figlet,0,1.000,0.063,4567917.714,nan,1,0,0,shasum,0,1.000,0.064,4622043.429,nan,1,0,0,eat-memory,40,0.094,114.320,234452992.000,nan,1,1,20458502965,41.067,153.600,2846617600.000,2992143213.714,35.267,37.021,nan,nan,25,1
figlet,0,1.000,0.083,4803754.667,nan,1,0,0,shasum,20,1.000,2.630,2605056.000,nan,2,0,7962848,eat-memory,0,1.000,2.574,62276437.333,nan,1,0,0,43.533,54.733,2812962816.000,2810935296.000,34.860,34.835,nan,nan,30,0
figlet,0,1.000,0.074,5054707.810,nan,1,0,0,shasum,20,1.000,2.486,2777088.000,nan,2,0,8016855,eat-memory,0,1.000,0.322,38850764.800,nan,1,0,0,44.533,55.050,2805956608.000,2796954112.000,34.772,34.662,nan,nan,45,0
figlet,0,1.000,0.060,5250087.010,nan,1,0,0,shasum,20,1.000,3.046,4212224.000,nan,2,0,8140005,eat-memory,0,1.000,0.072,37621760.000,nan,1,0,0,43.733,52.733,2791788544.000,2792105472.000,34.603,34.593,nan,nan,30,0
figlet,0,1.000,0.070,5481301.333,nan,1,0,0,shasum,20,1.000,2.846,3177813.333,nan,1,0,14498055,eat-memory,20,0.747,68.991,113469440.000,nan,1,1,4306593464,47.200,111.383,2789681152.000,2851052032.000,34.488,35.225,nan,nan,45,1
figlet,0,1.000,0.077,6003653.486,nan,1,0,0,shasum,20,1.000,2.597,2687795.200,nan,2,0,13490750,eat-memory,20,0.997,64.019,98922359.467,nan,1,0,2337998290,46.267,114.733,2794485760.000,2842971136.000,34.540,35.120,nan,nan,35,0
figlet,0,1.000,0.069,6334655.147,nan,1,0,0,shasum,20,1.000,2.712,2858871.467,nan,2,0,14098377,eat-memory,20,0.405,76.667,169700556.800,nan,1,1,7981952785,46.667,132.693,2829611008.000,2946379366.400,34.979,36.383,nan,nan,25,1
figlet,0,1.000,0.081,5347669.333,nan,1,0,0,shasum,40,1.000,5.585,2794837.333,nan,2,0,7967970,eat-memory,0,1.000,5.414,39309653.333,nan,1,0,0,41.467,57.567,2817630208.000,2816322048.000,34.820,34.805,nan,nan,20,0
figlet,0,1.000,0.071,4292096.000,nan,1,0,0,shasum,40,1.000,5.545,8630784.000,nan,1,0,7987861,eat-memory,0,1.000,0.093,30528170.667,nan,1,0,0,45.333,59.650,2813304832.000,2805558272.000,34.771,34.678,nan,nan,30,0
figlet,0,1.000,0.078,4270250.667,nan,1,0,0,shasum,40,1.000,5.374,2879488.000,nan,2,0,8017536,eat-memory,0,1.000,0.081,25895594.667,nan,1,0,0,43.267,59.233,2775998464.000,2774023680.000,34.315,34.291,nan,nan,70,0
