function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,120,0.966,11.306,34008678.400,nan,2,0,18449197205,shasum,60,1.000,7.691,6119560.533,nan,2,0,71054025,curl,20,1.000,13.940,16379385.173,nan,2,0,1684494605,41.067,141.760,2359840768.000,2545973657.600,29.149,31.391,nan,nan,10,0
figlet,120,0.999,12.250,45632580.267,nan,1,0,9642108292,shasum,60,1.000,6.791,8913442.133,nan,2,0,47585650,curl,20,1.000,14.088,18799240.533,nan,1,0,798676197,37.733,114.267,2602792960.000,2659472896.000,32.016,32.725,nan,nan,135,0
figlet,120,0.999,14.190,2482176.000,nan,2,0,15451645721,shasum,60,1.000,8.030,2568192.000,nan,2,0,87332927,curl,20,1.000,15.497,2666496.000,nan,2,0,1579128718,38.867,127.813,2679252992.000,2768038297.600,32.897,34.022,nan,nan,145,0
figlet,120,0.972,12.262,35996712.960,nan,3,0,18851829750,shasum,60,1.000,7.527,10008084.480,nan,2,0,113684032,curl,40,1.000,16.996,35184558.080,nan,3,0,14997415826,38.578,131.885,2700187648.000,2844033433.600,33.099,34.885,nan,nan,135,0
figlet,120,0.573,12.227,35526601.387,nan,3,1,17833752310,shasum,60,1.000,7.919,11565875.200,nan,2,0,109585980,curl,40,0.909,15.113,37272371.200,nan,3,0,18500105424,39.000,129.227,2712989696.000,2839674470.400,33.261,34.864,nan,nan,190,1
figlet,120,0.999,14.941,27682520.178,nan,3,0,14498561876,shasum,60,1.000,7.121,2650112.000,nan,2,0,376407202,curl,40,0.572,11.171,19077393.067,nan,2,1,22247541412,42.000,140.878,2707970048.000,2842138965.333,33.215,34.906,nan,nan,235,1
figlet,120,1.000,16.912,6445397.333,nan,1,0,155375850,shasum,80,1.000,9.400,11752413.867,nan,1,0,63099096,curl,0,1.000,0.073,3300590.933,nan,1,0,0,38.000,122.900,2713206784.000,2660719104.000,33.356,32.722,nan,nan,215,0
figlet,120,1.000,19.740,3946137.600,nan,3,0,273343480,shasum,80,1.000,10.173,2713685.333,nan,1,0,95217551,curl,0,1.000,0.061,3492205.714,nan,1,0,0,45.133,112.400,2707320832.000,2706621440.000,33.310,33.300,nan,nan,25,0
figlet,120,1.000,18.256,13966165.333,nan,2,0,651540889,shasum,80,1.000,9.977,12879701.333,nan,2,0,259212779,curl,0,1.000,0.072,3668821.333,nan,1,0,0,45.467,110.417,2701172736.000,2700943360.000,33.230,33.225,nan,nan,30,0
figlet,120,0.843,6.572,38176221.867,nan,2,1,18835215138,shasum,80,1.000,8.855,19745518.933,nan,3,0,3457220234,curl,20,1.000,12.316,20857698.011,nan,3,0,4400685519,42.533,132.961,2681552896.000,2815440486.400,32.983,34.630,nan,nan,145,1
figlet,120,0.978,12.661,25391104.000,nan,2,0,17895600205,shasum,80,1.000,9.333,2547712.000,nan,2,0,1280529661,curl,20,1.000,13.333,19136375.467,nan,2,0,3583256700,41.800,130.640,2651904000.000,2801209344.000,32.630,34.476,nan,nan,235,0
figlet,120,0.998,12.356,54092458.667,nan,2,0,16353331046,shasum,80,1.000,9.630,2318336.000,nan,2,0,1600687730,curl,20,1.000,14.129,25295121.067,nan,2,0,2917889432,41.333,129.373,2703587328.000,2817998028.800,33.228,34.655,nan,nan,240,0
figlet,120,0.831,10.329,12931072.000,nan,2,1,20391746335,shasum,80,1.000,7.086,27528658.489,nan,2,0,4334292047,curl,40,0.790,13.670,38393173.333,nan,2,1,20279104349,39.000,142.311,2663223296.000,2915295914.667,32.799,35.887,nan,nan,255,1
figlet,120,0.613,6.385,20708010.667,nan,2,1,21408066624,shasum,80,1.000,3.936,2322432.000,nan,3,0,4429719154,curl,40,0.645,7.822,2445312.000,nan,3,1,21283840804,42.600,141.267,2643650560.000,2874119168.000,32.490,35.329,nan,nan,245,1
figlet,120,0.764,10.319,16994986.667,nan,2,1,20128418843,shasum,80,1.000,8.253,7939413.333,nan,1,0,4873678046,curl,40,0.820,14.947,42229953.422,nan,1,1,22355662841,42.133,140.379,2694000640.000,2906627754.667,33.013,35.674,nan,nan,240,1
figlet,120,1.000,18.094,7219809.524,nan,1,0,111334853,shasum,100,1.000,11.912,10541397.333,nan,1,0,30157822,curl,0,1.000,0.084,18097493.333,nan,1,0,0,41.733,111.600,2684348416.000,2677876224.000,33.015,32.925,nan,nan,255,0
figlet,120,1.000,18.120,12979712.000,nan,1,0,235432566,shasum,100,1.000,12.091,10985472.000,nan,1,0,37278568,curl,0,1.000,0.088,17435306.667,nan,1,0,0,45.600,111.183,2712397824.000,2716008960.000,33.259,33.302,nan,nan,90,0
figlet,120,1.000,17.293,14127786.667,nan,1,0,195531711,shasum,100,1.000,10.982,10114560.000,nan,1,0,63550176,curl,0,1.000,0.076,17464149.333,nan,1,0,0,43.067,104.283,2704097280.000,2709677568.000,33.163,33.231,nan,nan,240,0
figlet,120,0.951,11.884,4730880.000,nan,3,0,18889391527,shasum,100,0.999,10.195,2453504.000,nan,3,0,11776324709,curl,20,1.000,12.768,2625536.000,nan,2,0,3345296204,40.133,131.814,2694172672.000,2913228390.400,33.054,35.769,nan,nan,295,0
figlet,120,0.616,8.364,33687961.600,nan,3,1,18695175002,shasum,100,0.897,5.367,23406114.133,nan,2,1,15765983284,curl,20,1.000,8.576,16962013.867,nan,2,0,8674755001,41.333,132.360,2685108224.000,2925606502.400,32.743,35.756,nan,nan,250,1
figlet,120,0.549,4.404,11722752.000,nan,2,1,20220741726,shasum,100,0.998,4.033,9277440.000,nan,2,0,12397839685,curl,20,0.998,6.165,2490368.000,nan,2,0,5772136072,40.800,128.173,2702764032.000,2924070502.400,33.036,35.789,nan,nan,265,1
figlet,120,1.000,17.376,7300778.667,nan,1,0,116668242,shasum,120,1.000,13.849,14385493.333,nan,1,0,56564989,curl,0,1.000,0.062,3826517.333,nan,1,0,0,41.800,112.600,2685114368.000,2689261568.000,32.845,32.896,nan,nan,310,0
figlet,120,1.000,17.106,13987669.333,nan,1,0,1053850218,shasum,120,1.000,13.354,14258005.333,nan,1,0,142368758,curl,0,1.000,0.080,4665173.333,nan,1,0,0,41.067,109.367,2699407360.000,2717873152.000,33.024,33.249,nan,nan,255,0
figlet,120,1.000,17.526,15675904.000,nan,1,0,121442055,shasum,120,1.000,13.732,13997226.667,nan,1,0,40659948,curl,0,1.000,0.073,6137514.667,nan,1,0,0,39.600,110.583,2693873664.000,2699598336.000,32.967,33.035,nan,nan,310,0
figlet,120,0.783,7.924,15492437.333,nan,2,1,20404909296,shasum,120,0.934,9.105,15926613.333,nan,2,0,19996299486,curl,20,1.000,8.605,20779576.889,nan,1,0,7284779104,41.733,140.389,2697342976.000,3048211456.000,33.011,37.343,nan,nan,330,1
figlet,120,0.753,9.014,22480896.000,nan,2,1,20934013617,shasum,120,0.862,8.269,2686976.000,nan,3,1,18707353469,curl,20,1.000,9.598,2685610.667,nan,3,0,5898068380,39.800,139.700,2711805952.000,3046796970.667,33.041,37.225,nan,nan,260,1
figlet,120,0.365,7.593,2564096.000,nan,1,1,21350886455,shasum,120,0.998,7.404,16777216.000,nan,2,0,16630978743,curl,20,1.000,10.220,19815792.640,nan,2,0,6102542432,38.600,128.414,2691745792.000,2972396748.800,32.934,36.406,nan,nan,305,1
figlet,120,1.000,15.946,28108117.333,nan,1,0,4775786160,shasum,140,1.000,14.701,19514709.333,nan,2,0,1890954274,curl,0,1.000,0.081,3745280.000,nan,1,0,0,41.467,112.533,2706587648.000,2799276544.000,33.055,34.196,nan,nan,265,0
