function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,120,0.502,9.218,40522922.667,nan,2,1,23176575153,shasum,160,0.318,0.033,2498560.000,nan,2,1,23030580749,env,20,1.000,0.461,5680366.933,nan,2,0,96033174,48.200,141.134,2358822912.000,2688887808.000,28.817,32.848,nan,nan,25,1
figlet,120,0.548,10.839,25184597.333,nan,2,1,24501779941,shasum,160,0.558,11.186,20478293.333,nan,3,1,25397225172,env,20,1.000,2.481,2686634.667,nan,2,0,57789411,52.733,150.505,2670168064.000,3019905316.571,32.500,36.840,nan,nan,140,1
figlet,120,0.998,13.464,7905280.000,nan,2,0,18321111525,shasum,160,0.333,13.372,7962624.000,nan,2,1,22036054239,env,20,1.000,2.866,8360846.222,nan,2,0,88800332,47.600,144.900,2684420096.000,3055791445.333,32.676,37.273,nan,nan,130,1
figlet,120,0.998,17.260,5621760.000,nan,3,0,13018196515,shasum,180,0.625,12.463,8036352.000,nan,2,1,21047925786,env,0,1.000,0.090,6157198.222,nan,1,0,0,49.533,142.822,2606602240.000,2938547882.667,31.782,35.956,nan,nan,230,1
figlet,120,0.971,13.206,35884427.947,nan,2,0,15441753237,shasum,180,0.429,12.535,36436623.360,nan,2,1,21652281140,env,0,1.000,0.078,5657750.187,nan,1,0,0,48.933,131.894,2625775616.000,2918285312.000,31.876,35.580,nan,nan,240,1
figlet,120,0.728,7.443,34767189.333,nan,3,1,23518607979,shasum,180,0.457,7.321,24447658.667,nan,2,1,25246980436,env,0,1.000,0.057,5725301.029,nan,1,0,0,52.333,150.582,2548975616.000,3004094464.000,31.118,36.813,nan,nan,295,1
figlet,140,1.000,22.725,6247594.667,nan,1,0,19570415,shasum,0,1.000,0.085,3535360.000,nan,1,0,0,env,0,1.000,0.095,5660672.000,nan,1,0,0,52.667,104.250,2681042944.000,2627631104.000,32.862,32.219,nan,nan,235,0
figlet,140,1.000,22.639,2767957.333,nan,1,0,92936186,shasum,0,1.000,0.067,3737941.333,nan,1,0,0,env,0,1.000,0.091,5706410.667,nan,1,0,0,51.800,105.033,2630041600.000,2642137088.000,32.258,32.404,nan,nan,30,0
figlet,140,1.000,21.996,2518016.000,nan,1,0,29647686,shasum,0,1.000,0.084,3979215.238,nan,1,0,0,env,0,1.000,0.083,5648384.000,nan,1,0,0,47.267,99.450,2670544896.000,2660854784.000,32.750,32.631,nan,nan,45,0
figlet,140,1.000,23.008,2802044.343,nan,1,0,152464306,shasum,0,1.000,0.078,4159692.800,nan,1,0,0,env,20,1.000,3.281,7142912.000,nan,1,0,17301799,51.133,107.685,2667929600.000,2674734080.000,32.720,32.804,nan,nan,30,0
