function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,100,0.657,8.026,3489792.000,nan,2,1,14277965924,curl,60,0.288,10.905,41816795.429,nan,1,1,25221427485,eat-memory,20,0.020,14.252,133357665.524,nan,1,1,24807412988,41.533,147.505,7448408064.000,7752605403.429,88.095,91.820,nan,nan,140,1
figlet,100,0.715,6.225,15050752.000,nan,2,1,20407229612,curl,60,0.175,6.261,43389781.333,nan,1,1,25477478669,eat-memory,20,0.005,7.857,108557926.400,nan,1,1,25322931455,43.067,149.031,7736229888.000,7866331721.143,91.597,93.211,nan,nan,70,1
figlet,100,1.000,14.191,3631104.000,nan,2,0,1254488344,curl,80,0.774,24.706,69646017.422,nan,1,1,23030314180,eat-memory,0,1.000,0.063,9760676.978,nan,1,0,0,41.267,134.288,7664523264.000,7657449130.667,90.675,90.628,nan,nan,115,1
figlet,100,1.000,15.249,7487488.000,nan,2,0,1323115937,curl,80,0.250,26.631,94194619.733,nan,1,1,20145698829,eat-memory,0,1.000,0.074,8859921.067,nan,1,0,0,41.333,130.667,7777572864.000,7760171417.600,92.080,91.883,nan,nan,75,1
figlet,100,1.000,14.626,5339136.000,nan,3,0,1365842357,curl,80,0.525,24.097,4268032.000,nan,1,1,22699559117,eat-memory,0,1.000,0.075,7544968.533,nan,1,0,0,45.267,129.590,7788642304.000,7784075264.000,92.261,92.197,nan,nan,60,1
figlet,120,1.000,18.161,3072000.000,nan,2,0,21892259,curl,0,1.000,0.068,2893346.133,nan,1,0,0,eat-memory,0,1.000,0.060,8089482.971,nan,1,0,0,40.867,87.955,7757600768.000,7701670912.000,91.836,91.154,nan,nan,65,1
figlet,120,1.000,17.499,8069120.000,nan,1,0,8958252,curl,0,1.000,0.054,3095381.333,nan,1,0,0,eat-memory,0,1.000,0.112,9638229.333,nan,1,0,0,41.133,78.650,7482056704.000,7474137088.000,88.513,88.412,nan,nan,30,0
figlet,120,1.000,17.761,2866005.333,nan,2,0,10031137,curl,0,1.000,0.056,3318613.333,nan,1,0,0,eat-memory,0,1.000,0.071,10201429.333,nan,1,0,0,41.600,86.417,7445368832.000,7445222400.000,88.056,88.053,nan,nan,25,0
figlet,120,1.000,15.772,2916980.053,nan,2,0,393397016,curl,0,1.000,0.085,4882034.103,nan,1,0,0,eat-memory,20,0.048,40.659,124995993.600,nan,1,1,17834895826,40.800,132.533,7442935808.000,7570929664.000,88.028,89.577,nan,nan,30,1
figlet,120,1.000,16.032,2568192.000,nan,2,0,211393855,curl,0,1.000,0.070,7480446.781,nan,1,0,0,eat-memory,20,0.050,49.487,168998006.979,nan,1,1,16471183139,40.067,131.000,7556184064.000,7648754483.200,89.425,90.533,nan,nan,25,1
figlet,120,1.000,16.653,3729408.000,nan,2,0,114563875,curl,0,1.000,0.075,7154210.133,nan,1,0,0,eat-memory,20,0.060,42.322,155425801.752,nan,1,1,16621331222,43.733,135.840,7545583616.000,7650572697.600,89.307,90.549,nan,nan,55,1
figlet,120,1.000,16.930,2953216.000,nan,1,0,30034205,curl,20,0.878,15.896,20559872.000,nan,1,1,595983910,eat-memory,0,1.000,0.058,38793216.000,nan,1,0,0,44.733,100.986,7521490944.000,7506684928.000,88.982,88.800,nan,nan,60,1
figlet,120,1.000,17.060,2706875.733,nan,2,0,172958549,curl,20,1.000,16.127,31442944.000,nan,1,0,483357508,eat-memory,0,1.000,0.209,33301162.667,nan,1,0,0,42.400,109.467,7510415360.000,7519425024.000,88.848,88.958,nan,nan,25,0
figlet,120,1.000,17.561,2019328.000,nan,2,0,326097419,curl,20,1.000,16.982,4608780.190,nan,1,0,497232156,eat-memory,0,1.000,0.062,32202752.000,nan,1,0,0,43.400,105.717,7559731200.000,7561609728.000,89.455,89.476,nan,nan,30,0
figlet,120,0.989,8.795,2889891.840,nan,1,0,16929431762,curl,20,1.000,10.956,2829271.040,nan,2,0,2476231174,eat-memory,20,0.005,14.448,130227595.947,nan,1,1,22518275230,43.081,127.512,7595122688.000,7764837990.400,89.897,91.941,nan,nan,30,1
figlet,120,0.734,13.539,13570048.000,nan,4,1,19922447741,curl,20,1.000,10.056,9377109.333,nan,2,0,1555821663,eat-memory,20,0.000,24.738,158301232.762,nan,1,1,28440676732,45.933,151.724,7725178880.000,7845344694.857,91.386,92.939,nan,nan,80,1
figlet,120,0.758,8.211,30529017.173,nan,2,1,19534025229,curl,20,1.000,10.214,27094876.160,nan,2,0,2620677626,eat-memory,20,0.032,12.484,101462316.373,nan,1,1,23874620625,43.600,134.827,7499624448.000,7723254579.200,88.629,91.385,nan,nan,110,1
figlet,120,0.997,14.707,20455594.667,nan,1,0,3535266233,curl,40,1.000,21.434,34237952.000,nan,1,0,3380944004,eat-memory,0,1.000,0.072,9751552.000,nan,1,0,0,39.733,107.885,7752472576.000,7750268928.000,91.765,91.748,nan,nan,85,1
figlet,120,1.000,14.142,5236394.667,nan,2,0,3076790900,curl,40,1.000,19.345,6612736.000,nan,2,0,3221374805,eat-memory,0,1.000,0.061,8494470.095,nan,1,0,0,41.333,117.083,7675949056.000,7680730624.000,90.900,90.952,nan,nan,50,1
figlet,120,1.000,13.724,4224036.571,nan,2,0,2549425564,curl,40,1.000,20.669,4165388.190,nan,2,0,1978947437,eat-memory,0,1.000,0.059,8091904.000,nan,1,0,0,45.467,116.850,7655657472.000,7662630912.000,90.649,90.730,nan,nan,25,1
figlet,140,1.000,19.413,2793472.000,nan,2,0,14529916,curl,0,1.000,0.084,6373802.667,nan,1,0,0,eat-memory,0,1.000,0.072,7903914.667,nan,1,0,0,41.467,89.250,7654674432.000,7622789632.000,90.631,90.240,nan,nan,40,1
figlet,140,1.000,19.492,5103616.000,nan,2,0,18039738,curl,0,1.000,0.080,30498474.667,nan,1,0,0,eat-memory,0,1.000,0.066,8084821.333,nan,1,0,0,43.800,87.350,7517818880.000,7515118080.000,88.953,88.920,nan,nan,30,0
figlet,140,1.000,19.717,13046101.333,nan,1,0,10922159,curl,0,1.000,0.062,27987968.000,nan,1,0,0,eat-memory,0,1.000,0.061,8384512.000,nan,1,0,0,41.267,83.417,7501613056.000,7497642496.000,88.758,88.708,nan,nan,30,0
figlet,140,1.000,19.142,6104860.444,nan,2,0,2427963752,curl,0,1.000,0.070,25399864.889,nan,1,0,0,eat-memory,20,0.050,46.562,150625848.889,nan,1,1,19815194147,42.916,146.361,7496304640.000,7713993045.333,88.687,91.311,nan,nan,25,1
figlet,140,1.000,19.130,4235264.000,nan,2,0,1624351822,curl,0,1.000,0.069,16603136.000,nan,1,0,0,eat-memory,20,0.032,37.979,143208576.731,nan,1,1,18429719216,41.667,135.613,7685705728.000,7735310336.000,90.950,91.548,nan,nan,65,1
figlet,140,1.000,18.874,6694912.000,nan,2,0,2174540734,curl,0,1.000,0.068,15076579.556,nan,1,0,0,eat-memory,20,0.020,51.256,190897607.111,nan,1,1,19819738094,43.400,141.156,7644162048.000,7776055978.667,90.529,92.095,nan,nan,25,1
figlet,140,1.000,18.177,6642688.000,nan,2,0,288976815,curl,20,1.000,14.326,27470301.867,nan,2,0,477738996,eat-memory,0,1.000,0.061,41636113.067,nan,1,0,0,42.667,110.733,7635877888.000,7596992000.000,90.452,89.969,nan,nan,50,0
figlet,140,1.000,19.149,3349401.600,nan,1,0,416269805,curl,20,1.000,15.703,5083750.400,nan,1,0,496784599,eat-memory,0,1.000,0.299,33180672.000,nan,1,0,0,45.200,108.067,7564910592.000,7565691392.000,89.561,89.569,nan,nan,30,0
figlet,140,1.000,18.474,35645337.600,nan,2,0,736044208,curl,20,1.000,14.811,5011626.667,nan,2,0,524674272,eat-memory,0,1.000,0.072,30028800.000,nan,1,0,0,42.467,115.067,7580215296.000,7585882624.000,89.728,89.796,nan,nan,40,0
figlet,140,0.290,4.822,2900957.867,nan,3,1,25812034891,curl,20,1.000,2.043,7993344.000,nan,2,0,4691461934,eat-memory,20,0.003,9.660,117287380.114,nan,1,1,26390021607,40.867,149.514,7582826496.000,7802797494.857,89.765,92.433,nan,nan,30,1
figlet,140,0.388,7.604,41714327.162,nan,1,1,22507586956,curl,20,1.000,10.382,24509166.933,nan,2,0,2278029892,eat-memory,20,0.000,29.631,156845143.771,nan,1,1,28506692851,43.133,148.381,7723270144.000,7833806555.429,91.355,92.789,nan,nan,85,1
figlet,140,0.463,11.151,51712955.733,nan,2,1,21684048120,curl,20,0.910,9.620,27204715.276,nan,2,0,3324343755,eat-memory,20,0.002,21.384,161793882.210,nan,1,1,28642658483,41.400,149.771,7450363904.000,7753180891.429,88.123,91.848,nan,nan,140,1
figlet,140,0.996,15.600,6082560.000,nan,2,0,14073075606,curl,40,1.000,21.218,38236862.171,nan,2,0,8123798006,eat-memory,0,1.000,0.078,29742585.173,nan,1,0,0,45.200,133.827,7554766848.000,7666673254.400,89.399,90.786,nan,nan,110,1
figlet,140,0.999,12.668,24453727.086,nan,2,0,9510515191,curl,40,1.000,18.145,27259528.533,nan,2,0,4382963412,eat-memory,0,1.000,0.079,18835182.933,nan,1,0,0,43.333,116.117,7738476544.000,7733861376.000,91.595,91.568,nan,nan,85,1
figlet,140,0.998,15.077,38214485.333,nan,1,0,8390955570,curl,40,1.000,20.392,42831189.333,nan,1,0,3387199224,eat-memory,0,1.000,0.074,17927509.333,nan,1,0,0,44.667,109.350,7747211264.000,7728203264.000,91.702,91.491,nan,nan,80,1
figlet,160,1.000,21.843,10584576.000,nan,2,0,25026726,curl,0,1.000,0.068,27784874.667,nan,1,0,0,eat-memory,0,1.000,0.070,17710080.000,nan,1,0,0,41.933,94.133,7776178176.000,7698791936.000,92.145,91.186,nan,nan,50,1
figlet,160,1.000,19.385,15144989.257,nan,2,0,20484852,curl,0,1.000,0.073,23451257.905,nan,1,0,0,eat-memory,0,1.000,0.070,17991953.067,nan,1,0,0,42.333,97.800,7512340480.000,7505509376.000,88.925,88.837,nan,nan,40,0
figlet,160,1.000,24.140,15244322.133,nan,2,0,17955077,curl,0,1.000,0.067,22127820.800,nan,1,0,0,eat-memory,0,1.000,0.062,18116949.333,nan,1,0,0,45.067,96.617,7502827520.000,7493882880.000,88.805,88.692,nan,nan,45,0
figlet,160,0.566,17.596,60422257.778,nan,2,1,20219551911,curl,0,1.000,0.078,17637376.000,nan,1,0,0,eat-memory,20,0.022,34.895,137235535.644,nan,1,1,20597353111,39.667,140.467,7494871040.000,7780676608.000,88.670,92.160,nan,nan,75,1
figlet,160,0.551,12.371,11724800.000,nan,2,1,18444066334,curl,0,1.000,0.100,14584577.045,nan,1,0,0,eat-memory,20,0.013,34.601,140576826.514,nan,1,1,26472090937,45.067,153.600,7736342528.000,7884414390.857,91.545,93.394,nan,nan,90,1
figlet,160,0.997,20.908,5356885.333,nan,2,0,13632122172,curl,0,1.000,0.084,14808990.476,nan,1,0,0,eat-memory,20,0.013,45.115,173475449.905,nan,1,1,23965302059,40.933,147.857,7449825280.000,7729928777.143,88.110,91.556,nan,nan,130,1
figlet,160,1.000,18.720,40244224.000,nan,1,0,7679566932,curl,20,1.000,15.649,26028714.667,nan,1,0,519964989,eat-memory,0,1.000,0.066,32803840.000,nan,1,0,0,45.333,110.750,7705737216.000,7714382336.000,91.196,91.325,nan,nan,70,1
figlet,160,1.000,20.095,22248106.667,nan,2,0,1599959493,curl,20,1.000,14.176,28726613.333,nan,2,0,492451230,eat-memory,0,1.000,0.068,21852501.333,nan,1,0,0,40.867,115.700,7706130432.000,7652590080.000,91.214,90.579,nan,nan,80,1
figlet,160,1.000,20.085,36114261.333,nan,2,0,1294985680,curl,20,1.000,15.402,30238549.333,nan,1,0,561217665,eat-memory,0,1.000,0.099,20048213.333,nan,1,0,0,43.667,109.617,7569885184.000,7575026176.000,89.625,89.686,nan,nan,30,0
figlet,180,1.000,23.013,43302083.048,nan,2,0,64375612,curl,0,1.000,0.066,21886741.943,nan,1,0,0,eat-memory,0,1.000,0.069,18595864.381,nan,1,0,0,42.000,100.001,7674378240.000,7640090624.000,90.824,90.413,nan,nan,115,1
figlet,180,1.000,25.531,3159654.400,nan,1,0,26524132,curl,0,1.000,0.066,20758528.000,nan,1,0,0,eat-memory,0,1.000,0.075,18621098.667,nan,1,0,0,42.600,95.917,7593252864.000,7579050496.000,89.864,89.692,nan,nan,30,0
figlet,180,1.000,24.878,27650730.667,nan,1,0,29562541,curl,0,1.000,0.069,20731050.667,nan,1,0,0,eat-memory,0,1.000,0.065,18719402.667,nan,1,0,0,43.000,93.333,7563530240.000,7562655744.000,89.501,89.491,nan,nan,30,0
figlet,180,0.269,13.843,53024984.178,nan,2,1,21684459647,curl,0,1.000,0.086,16306278.400,nan,1,0,0,eat-memory,20,0.033,26.731,120367980.089,nan,1,1,21151230268,41.533,145.667,7556675584.000,7779856384.000,89.417,92.164,nan,nan,25,1
figlet,180,0.729,17.849,34674688.000,nan,2,1,19561843700,curl,0,1.000,0.097,13112758.857,nan,1,0,0,eat-memory,20,0.027,32.595,150143073.524,nan,1,1,26013464346,43.800,150.438,7512381440.000,7778869833.143,88.840,92.169,nan,nan,140,1
figlet,180,0.249,11.356,2596864.000,nan,2,1,23651457464,curl,0,1.000,0.075,13588577.524,nan,1,0,0,eat-memory,20,0.022,39.893,156508793.905,nan,1,1,24817166358,43.733,148.400,7671459840.000,7845054464.000,90.818,92.980,nan,nan,100,1
figlet,180,0.999,18.512,2936832.000,nan,2,0,8450733280,curl,20,1.000,15.437,26652330.667,nan,1,0,618750411,eat-memory,0,1.000,0.062,35099136.000,nan,1,0,0,44.467,111.900,7546712064.000,7572929024.000,89.266,89.615,nan,nan,55,0
figlet,180,1.000,20.103,31558826.667,nan,1,0,6788389401,curl,20,1.000,14.759,26734080.000,nan,1,0,496472975,eat-memory,0,1.000,0.071,21446656.000,nan,1,0,0,39.667,104.450,7634452480.000,7617417728.000,90.381,90.196,nan,nan,80,1
figlet,180,1.000,20.227,5968530.286,nan,2,0,14850947217,curl,20,1.000,15.280,29235814.400,nan,2,0,789887158,eat-memory,0,1.000,0.094,19879130.453,nan,1,0,0,44.333,131.400,7813857280.000,7825170432.000,92.615,92.761,nan,nan,35,1
figlet,200,1.000,25.845,7827456.000,nan,1,0,58273021,curl,0,1.000,0.061,17274026.667,nan,1,0,0,eat-memory,0,1.000,0.175,16365056.000,nan,1,0,0,44.369,99.518,7743203328.000,7622883840.000,91.698,90.220,nan,nan,75,1
figlet,200,1.000,26.972,6084608.000,nan,2,0,492061294,curl,0,1.000,0.067,19259118.933,nan,1,0,0,eat-memory,0,1.000,0.072,17317478.400,nan,1,0,0,44.867,107.368,7426326528.000,7441940480.000,87.840,88.029,nan,nan,25,0
figlet,200,1.000,28.530,9256960.000,nan,2,0,222078766,curl,0,1.000,0.073,19369472.000,nan,1,0,0,eat-memory,0,1.000,0.077,17483605.333,nan,1,0,0,40.600,101.800,7507769344.000,7490042880.000,88.845,88.631,nan,nan,30,0
figlet,200,0.172,12.616,2738176.000,nan,1,1,24964540771,curl,0,1.000,0.087,15849119.289,nan,1,0,0,eat-memory,20,0.020,24.307,121112598.756,nan,1,1,21959648114,44.000,139.867,7512522752.000,7780285781.333,88.915,92.194,nan,nan,45,1
figlet,200,0.353,15.331,37480448.000,nan,2,1,24277776808,curl,0,1.000,0.094,14305165.758,nan,1,0,0,eat-memory,20,0.015,26.953,127259755.276,nan,1,1,26924352222,43.400,153.267,7513075712.000,7805820342.857,88.851,92.483,nan,nan,135,1
figlet,200,0.203,14.984,61942897.778,nan,1,1,22487982251,curl,0,1.000,0.101,14489144.889,nan,1,0,0,eat-memory,20,0.075,31.733,12290048.000,nan,1,1,23577819280,43.933,140.489,7491813376.000,7736244906.667,88.619,91.653,nan,nan,130,1
figlet,200,0.414,17.050,76854704.356,nan,2,1,21903183336,curl,20,1.000,12.741,27972169.143,nan,2,0,721303761,eat-memory,0,1.000,0.072,15269790.476,nan,1,0,0,44.400,148.857,7511273472.000,7671965696.000,88.827,90.854,nan,nan,30,1
figlet,200,0.360,17.090,57003076.267,nan,2,1,23744547516,curl,20,0.997,14.339,28852770.133,nan,2,0,2848136095,eat-memory,0,1.000,0.093,7040921.600,nan,1,0,0,44.933,144.244,7534655488.000,7726182058.667,89.119,91.523,nan,nan,115,1
figlet,200,0.366,13.222,46949935.787,nan,2,1,22925507296,curl,20,1.000,14.111,21641297.920,nan,2,0,911981168,eat-memory,0,1.000,0.126,7135054.507,nan,1,0,0,43.800,126.920,7749914624.000,7817342156.800,91.621,92.508,nan,nan,105,1
