function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,20,1.000,3.006,4874249.752,nan,1,0,27797811,shasum,120,1.000,11.075,12203178.667,nan,1,0,1265944406,env,160,1.000,12.747,10872388.267,nan,1,0,1977308369,36.733,105.867,2335125504.000,2404036096.000,28.714,29.514,nan,nan,10,0
figlet,20,1.000,2.621,8644608.000,nan,2,0,45521764,shasum,120,1.000,10.158,24733696.000,nan,2,0,3107900060,env,160,1.000,10.949,18865603.048,nan,2,0,7181266745,40.267,114.617,2576187392.000,2639025664.000,31.511,32.291,nan,nan,70,0
figlet,20,1.000,2.907,8308940.800,nan,2,0,50500439,shasum,120,0.999,9.729,32209944.381,nan,2,0,3802777174,env,160,1.000,11.624,23429085.867,nan,2,0,4872625279,35.067,112.933,2641608704.000,2689933312.000,32.216,32.837,nan,nan,140,0
figlet,20,1.000,2.941,7923684.693,nan,2,0,94904483,shasum,120,0.999,9.793,38770906.453,nan,3,0,8366061775,env,180,0.999,9.812,27725032.107,nan,2,0,14571280663,35.667,126.413,2644733952.000,2794484940.800,32.353,34.181,nan,nan,145,0
figlet,20,1.000,3.327,2627584.000,nan,2,0,62662804,shasum,120,0.999,11.066,17713152.000,nan,2,0,9232245062,env,180,0.980,12.304,31395840.000,nan,1,0,14597603205,36.400,129.511,2639659008.000,2836503552.000,32.193,34.690,nan,nan,240,0
figlet,20,1.000,3.001,8110339.413,nan,2,0,118324868,shasum,120,0.999,9.003,33377443.840,nan,2,0,13320045134,env,180,1.000,9.361,2789376.000,nan,2,0,16327769729,36.733,130.227,2646749184.000,2885321932.800,32.415,35.343,nan,nan,155,0
figlet,20,1.000,2.732,8023040.000,nan,2,0,75154948,shasum,120,0.650,5.229,15417344.000,nan,2,1,19080300151,env,200,0.358,4.584,29209031.111,nan,1,1,23843127700,38.067,130.200,2558423040.000,2795865429.333,31.144,34.152,nan,nan,255,1
figlet,20,1.000,3.303,7889737.956,nan,3,0,105932794,shasum,120,0.584,5.988,34049536.000,nan,2,1,22033083320,env,200,0.390,6.882,25042102.044,nan,2,1,24244316231,35.600,139.444,2593034240.000,2918206805.333,31.621,35.685,nan,nan,250,1
figlet,20,1.000,3.556,7949653.333,nan,2,0,61530534,shasum,120,0.999,12.747,2631680.000,nan,2,0,9646480474,env,200,0.711,9.897,19163136.000,nan,2,1,20458052919,39.267,134.722,2651594752.000,2916631893.333,32.340,35.674,nan,nan,240,1
figlet,20,1.000,3.324,7385941.333,nan,1,0,12675641,shasum,140,1.000,14.256,2449408.000,nan,2,0,14159922,env,0,1.000,0.061,3444224.000,nan,1,0,0,37.600,86.100,2687338496.000,2661986816.000,32.921,32.616,nan,nan,230,0
