function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,180,0.287,6.728,2653525.333,nan,2,1,27058250670,shasum,140,0.381,5.410,1882112.000,nan,3,1,21154510303,nmap,10,0.087,10.708,210571117.714,nan,1,1,28500773983,35.267,147.995,1823610880.000,2598821302.857,21.679,31.216,nan,nan,10,1
figlet,180,0.174,4.156,2464768.000,nan,2,1,27456490500,shasum,140,0.517,4.187,28618605.714,nan,3,1,22475454809,nmap,10,0.043,8.071,303694116.571,nan,1,1,28664464847,37.000,150.829,2088615936.000,2782577810.286,24.766,33.375,nan,nan,235,1
figlet,180,0.317,7.219,29624924.648,nan,2,1,26721190265,shasum,140,0.283,4.620,2629632.000,nan,2,1,23144921409,nmap,10,0.027,11.986,256928212.114,nan,1,1,29462703865,35.067,146.438,1998249984.000,2752066998.857,23.847,33.113,nan,nan,255,1
figlet,180,0.645,13.470,31240192.000,nan,2,1,20220038133,shasum,150,0.999,11.214,32665340.587,nan,2,0,15314342985,nmap,0,1.000,0.073,3430208.853,nan,1,0,0,33.867,130.400,1999779840.000,2332749824.000,23.697,27.877,nan,nan,250,1
figlet,180,0.803,16.944,20299093.333,nan,2,1,20918917551,shasum,150,0.803,13.833,4263424.000,nan,3,1,16694930993,nmap,0,1.000,0.063,4367655.822,nan,1,0,0,34.133,139.600,2018381824.000,2490699776.000,24.296,30.146,nan,nan,250,1
figlet,180,0.541,11.292,43140437.333,nan,2,1,22508691439,shasum,150,0.874,9.843,37479241.956,nan,2,1,15210462398,nmap,0,1.000,0.060,5354450.489,nan,1,0,0,34.600,130.267,2045652992.000,2387722240.000,24.633,28.847,nan,nan,265,1
figlet,190,1.000,24.044,4382720.000,nan,2,0,61325313,shasum,0,1.000,0.059,3561472.000,nan,1,0,0,nmap,0,1.000,0.068,4312746.667,nan,1,0,0,35.867,99.319,2034665472.000,2047570432.000,24.505,24.662,nan,nan,250,0
figlet,190,1.000,24.039,12524544.000,nan,1,0,23379143,shasum,0,1.000,0.067,4474831.238,nan,1,0,0,nmap,0,1.000,0.069,4400128.000,nan,1,0,0,33.600,93.733,2075592704.000,2074047488.000,25.006,24.988,nan,nan,240,0
figlet,190,1.000,22.868,12826794.667,nan,1,0,21849423,shasum,0,1.000,0.073,5210453.333,nan,1,0,0,nmap,0,1.000,0.060,4546560.000,nan,1,0,0,34.800,91.300,2088972288.000,2082893824.000,25.171,25.098,nan,nan,225,0
figlet,190,0.999,22.922,38280260.267,nan,2,0,14423459254,shasum,0,1.000,0.079,4998777.905,nan,1,0,0,nmap,10,0.613,38.334,277594112.000,nan,1,1,25093336243,38.000,138.143,2080919552.000,2657213001.143,25.080,32.141,nan,nan,280,1
figlet,190,0.999,21.600,5523456.000,nan,2,0,15719668669,shasum,0,1.000,0.060,4473729.219,nan,1,0,0,nmap,10,0.837,34.486,231374181.587,nan,1,1,22386384912,38.000,138.378,2069882880.000,2554164224.000,25.031,30.924,nan,nan,240,1
figlet,190,0.999,21.058,57156526.730,nan,2,0,15118414386,shasum,0,1.000,0.064,4605282.337,nan,1,0,0,nmap,10,0.883,35.415,248116529.575,nan,1,1,23733583847,37.333,137.833,2082910208.000,2531377152.000,24.878,30.402,nan,nan,240,1
figlet,190,1.000,22.198,20277028.571,nan,1,0,70922010,shasum,10,1.000,1.236,5715114.667,nan,1,0,16865221,nmap,0,1.000,0.066,12312576.000,nan,1,0,0,35.600,95.050,2078173184.000,2091051008.000,24.906,25.062,nan,nan,285,0
figlet,190,1.000,26.743,19897173.333,nan,2,0,138891833,shasum,10,1.000,1.342,6339413.333,nan,1,0,15428296,nmap,0,1.000,0.062,11531946.667,nan,1,0,0,35.667,103.650,2088792064.000,2106415616.000,25.037,25.250,nan,nan,280,0
figlet,190,1.000,24.307,19431253.333,nan,1,0,34027384,shasum,10,1.000,1.199,6102528.000,nan,1,0,12720867,nmap,0,1.000,0.058,11495424.000,nan,1,0,0,35.733,97.017,2087985152.000,2092992000.000,25.031,25.092,nan,nan,270,0
figlet,190,0.545,17.664,62005088.711,nan,2,1,18732781392,shasum,10,1.000,1.275,2703360.000,nan,2,0,60424586,nmap,10,0.660,33.529,257154415.340,nan,1,1,26221203980,37.533,136.811,2091587584.000,2587848704.000,25.082,31.124,nan,nan,315,1
figlet,190,0.999,20.339,47185305.600,nan,3,0,17787372845,shasum,10,1.000,1.210,2491733.333,nan,2,0,32729125,nmap,10,0.413,24.843,254699838.578,nan,1,1,23551487646,36.400,144.356,2080184320.000,2596327424.000,24.780,31.127,nan,nan,315,1
figlet,190,0.999,21.680,57946453.333,nan,3,0,15523840800,shasum,10,1.000,1.349,2506752.000,nan,2,0,59313328,nmap,10,0.690,28.578,2674688.000,nan,1,1,23544481784,34.933,137.367,2091114496.000,2594252458.667,24.868,31.070,nan,nan,340,1
figlet,190,1.000,24.908,8631296.000,nan,1,0,180510394,shasum,20,1.000,2.577,6754474.667,nan,1,0,15275787,nmap,0,1.000,0.078,15372288.000,nan,1,0,0,37.733,104.550,2090412032.000,2113745920.000,24.901,25.184,nan,nan,465,0
