function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,140,0.998,14.870,26985130.667,nan,2,0,9798832758,shasum,20,1.000,2.941,4915882.667,nan,1,0,33704408,curl,20,0.938,14.887,10925909.333,nan,1,0,700130673,47.133,122.167,2356080640.000,2478728192.000,28.879,30.362,nan,nan,10,0
figlet,140,1.000,18.645,35014382.933,nan,2,0,8947931629,shasum,20,1.000,3.089,8035259.733,nan,2,0,24240307,curl,20,1.000,17.364,16474931.200,nan,2,0,584588349,42.600,132.000,2606966784.000,2687595315.200,31.841,32.857,nan,nan,135,0
figlet,140,1.000,17.971,33069397.333,nan,1,0,5862040989,shasum,20,1.000,2.946,7476736.000,nan,1,0,21482610,curl,20,0.832,16.474,14419797.333,nan,1,1,451792637,42.667,115.350,2680014848.000,2714387968.000,32.805,33.237,nan,nan,130,1
figlet,140,0.395,9.724,26946218.667,nan,1,1,21432966536,shasum,20,1.000,2.595,2618368.000,nan,2,0,31608921,curl,40,0.988,19.022,36375844.571,nan,2,0,13478062713,42.667,141.752,2634323968.000,2782340242.286,32.212,34.063,nan,nan,145,1
figlet,140,0.877,14.608,17917952.000,nan,2,1,19694794059,shasum,20,1.000,2.817,2707456.000,nan,2,0,35256111,curl,40,0.998,20.277,45862912.000,nan,3,0,13412580375,40.800,140.500,2669522944.000,2867215701.333,32.563,35.034,nan,nan,135,1
figlet,140,0.458,10.744,33920409.600,nan,1,1,20864367114,shasum,20,1.000,2.468,2701312.000,nan,2,0,32174234,curl,40,0.995,18.897,23793152.000,nan,2,0,13449324727,42.800,141.324,2653765632.000,2821831826.286,32.415,34.529,nan,nan,165,1
figlet,140,1.000,20.603,6074368.000,nan,1,0,22025217,shasum,40,1.000,5.222,7572480.000,nan,1,0,12435266,curl,0,1.000,0.079,13150378.667,nan,1,0,0,42.000,99.733,2673664000.000,2629672448.000,32.613,32.084,nan,nan,195,0
figlet,140,1.000,19.427,2740889.600,nan,1,0,162863336,shasum,40,1.000,5.036,2766301.867,nan,1,0,14319381,curl,0,1.000,0.071,13187072.000,nan,1,0,0,52.667,104.150,2607257600.000,2623689728.000,31.829,32.027,nan,nan,30,0
figlet,140,1.000,19.777,2840507.733,nan,1,0,246507059,shasum,40,1.000,5.069,2771387.733,nan,1,0,17420613,curl,0,1.000,0.064,13274624.000,nan,1,0,0,45.333,100.050,2676989952.000,2677590016.000,32.685,32.691,nan,nan,30,0
figlet,140,0.999,15.216,2859008.000,nan,3,0,16000955657,shasum,40,1.000,5.701,9013985.280,nan,2,0,58076422,curl,20,1.000,14.649,2605056.000,nan,2,0,1835273048,43.667,134.560,2685065216.000,2849227161.600,32.767,34.816,nan,nan,70,0
figlet,140,0.855,14.099,42462071.467,nan,2,1,19467056174,shasum,40,1.000,5.645,2576384.000,nan,2,0,61390157,curl,20,1.000,14.788,2807808.000,nan,2,0,2176234488,40.800,132.611,2619019264.000,2788175189.333,31.963,34.087,nan,nan,240,1
figlet,140,0.938,15.592,2281472.000,nan,2,0,18724778219,shasum,40,1.000,5.330,2641920.000,nan,2,0,59053072,curl,20,1.000,13.423,23780192.711,nan,2,0,2657862266,41.533,134.400,2674726912.000,2825386666.667,32.743,34.618,nan,nan,200,0
figlet,140,0.787,11.895,2646016.000,nan,3,1,21839044733,shasum,40,1.000,5.042,8329443.556,nan,2,0,62749803,curl,40,0.632,14.811,23869440.000,nan,2,1,20718052757,45.200,143.000,2649481216.000,2889294506.667,32.489,35.439,nan,nan,245,1
figlet,140,0.745,12.285,43363009.422,nan,1,1,23216081830,shasum,40,1.000,5.184,2711552.000,nan,2,0,102791521,curl,40,0.660,17.823,2666496.000,nan,3,1,19699365600,40.267,139.744,2678048768.000,2922748245.333,32.694,35.759,nan,nan,150,1
figlet,140,0.373,6.553,29951960.990,nan,2,1,22957909927,shasum,40,1.000,3.383,2854912.000,nan,2,0,71559100,curl,40,0.363,8.565,20340708.136,nan,1,1,23766057224,41.200,142.619,2658781184.000,2845078381.714,32.584,34.885,nan,nan,240,1
figlet,140,1.000,20.381,7047509.333,nan,1,0,121303098,shasum,60,1.000,7.749,8202513.067,nan,1,0,16821800,curl,0,1.000,0.093,20048896.000,nan,1,0,0,42.600,105.383,2624536576.000,2631166976.000,32.200,32.281,nan,nan,255,0
figlet,140,1.000,20.737,2778112.000,nan,1,0,236814280,shasum,60,1.000,7.607,2809856.000,nan,1,0,19880045,curl,0,1.000,0.090,19213141.333,nan,1,0,0,56.000,111.567,2686834688.000,2680204288.000,32.967,32.882,nan,nan,60,0
figlet,140,1.000,22.170,13709970.286,nan,2,0,547753949,shasum,60,1.000,8.649,8926037.333,nan,1,0,34581228,curl,0,1.000,0.092,18788556.800,nan,1,0,0,43.333,114.500,2673424384.000,2684822016.000,32.799,32.939,nan,nan,205,0
figlet,140,0.370,6.415,29511452.444,nan,1,1,24121039310,shasum,60,1.000,6.964,2492416.000,nan,2,0,133556486,curl,20,1.000,12.895,2779136.000,nan,2,0,4685027563,42.600,131.056,2669606912.000,2782352042.667,32.770,34.153,nan,nan,255,1
figlet,140,0.998,12.519,60158252.373,nan,2,0,19724458673,shasum,60,1.000,7.459,9146422.613,nan,2,0,175513436,curl,20,1.000,12.986,31514978.987,nan,2,0,3985027515,44.000,128.747,2670344192.000,2844314828.800,32.592,34.763,nan,nan,255,0
figlet,140,0.641,10.533,47233024.000,nan,2,1,22036668455,shasum,60,1.000,6.317,2744320.000,nan,2,0,603447547,curl,20,1.000,12.401,30398941.867,nan,1,0,5578535334,40.533,132.057,2678142976.000,2829917184.000,32.843,34.713,nan,nan,250,1
figlet,140,1.000,20.675,10395989.333,nan,1,0,450382270,shasum,80,1.000,10.478,12281856.000,nan,1,0,22466300,curl,0,1.000,0.069,19185664.000,nan,1,0,0,39.333,111.450,2640564224.000,2650892288.000,32.331,32.459,nan,nan,255,0
figlet,140,1.000,20.161,16430762.667,nan,1,0,476897265,shasum,80,1.000,9.860,11306154.667,nan,1,0,23652519,curl,0,1.000,0.064,18694144.000,nan,1,0,0,40.200,107.517,2683189248.000,2693512192.000,32.757,32.883,nan,nan,225,0
figlet,140,1.000,20.624,2514944.000,nan,2,0,700915870,shasum,80,1.000,10.264,11117397.333,nan,1,0,29735785,curl,0,1.000,0.085,18690048.000,nan,1,0,0,40.800,113.000,2672943104.000,2685896704.000,32.644,32.804,nan,nan,280,0
figlet,140,0.328,6.339,40866816.000,nan,2,1,25655414333,shasum,80,0.999,3.101,18725546.667,nan,2,0,6915139148,curl,20,0.998,5.501,27874304.000,nan,2,0,6904163972,38.733,127.173,2661287936.000,2890716364.800,32.525,35.365,nan,nan,315,1
figlet,140,0.427,4.272,21430283.378,nan,1,1,24446907477,shasum,80,1.000,5.592,35228330.667,nan,2,0,9358171780,curl,20,0.992,6.662,17495597.511,nan,2,0,15077812340,45.533,140.812,2686871552.000,2938683050.667,32.714,35.876,nan,nan,260,1
figlet,140,0.819,11.425,53893063.111,nan,1,1,21715506457,shasum,80,0.999,6.371,27510983.924,nan,2,0,6491136420,curl,20,0.998,7.026,2387968.000,nan,2,0,7934016941,41.133,141.078,2679787520.000,3016002218.667,32.759,36.918,nan,nan,270,1
figlet,140,1.000,17.816,32196437.333,nan,1,0,3097866900,shasum,100,1.000,11.145,6753621.333,nan,1,0,71276572,curl,0,1.000,0.078,9832448.000,nan,1,0,0,42.733,108.550,2685282304.000,2735234560.000,32.864,33.471,nan,nan,370,0
figlet,140,1.000,19.460,36123306.667,nan,1,0,3385385279,shasum,100,1.000,11.811,8484522.667,nan,1,0,59827892,curl,0,1.000,0.073,9666389.333,nan,1,0,0,39.400,110.633,2681978880.000,2739256320.000,32.844,33.539,nan,nan,340,0
