function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,100,0.999,11.078,22244431.644,nan,2,0,14803446382,shasum,100,0.613,3.933,23700206.933,nan,1,1,17632894680,curl,40,0.341,14.845,42299289.600,nan,1,1,20086587725,39.200,141.278,2399178752.000,2694173013.333,29.192,32.844,nan,nan,10,1
figlet,100,0.940,8.146,19854677.333,nan,2,0,15704761374,shasum,100,0.999,6.349,25711957.333,nan,3,0,11246144326,curl,40,0.657,10.081,34865368.178,nan,2,1,23345920514,38.467,136.011,2598912000.000,2807868416.000,32.385,34.971,nan,nan,190,1
figlet,100,0.766,9.354,17883136.000,nan,2,1,19102488154,shasum,100,0.998,9.779,11724800.000,nan,2,0,13246910543,curl,40,0.508,10.516,25460827.022,nan,2,1,22913616864,40.333,139.789,2749227008.000,2937333760.000,34.090,36.507,nan,nan,205,1
figlet,100,1.000,13.965,6099490.133,nan,1,0,44462368,shasum,120,1.000,13.525,20083624.229,nan,1,0,62549997,curl,0,1.000,0.057,3313868.800,nan,1,0,0,39.667,104.350,2747584512.000,2691519488.000,33.946,33.271,nan,nan,195,0
figlet,100,1.000,15.947,2881672.533,nan,1,0,38767045,shasum,120,1.000,14.281,2863104.000,nan,1,0,61308190,curl,0,1.000,0.058,3549696.000,nan,1,0,0,40.000,105.467,2664996864.000,2666177536.000,32.964,32.973,nan,nan,45,0
figlet,100,1.000,15.527,9765546.667,nan,1,0,40737547,shasum,120,1.000,13.316,17480192.000,nan,1,0,53453851,curl,0,1.000,0.069,3917482.667,nan,1,0,0,39.667,99.833,2662961152.000,2664344576.000,32.926,32.943,nan,nan,75,0
figlet,100,0.790,8.968,48138240.000,nan,3,1,18286212799,shasum,120,0.604,5.250,30637670.400,nan,1,1,18680863051,curl,20,1.000,11.946,2744320.000,nan,2,0,3594018438,36.933,134.656,2688878592.000,2902088704.000,33.243,35.926,nan,nan,85,1
figlet,100,0.999,12.895,2641920.000,nan,2,0,9872862813,shasum,120,0.999,8.935,2465792.000,nan,2,0,9846010955,curl,20,0.860,13.107,14692078.933,nan,2,1,1938640443,39.600,126.253,2738747392.000,2820311449.600,33.939,34.963,nan,nan,230,1
figlet,100,0.964,7.635,20172035.413,nan,3,0,14800312011,shasum,120,0.998,11.334,2879488.000,nan,3,0,9037787871,curl,20,1.000,12.729,2674688.000,nan,2,0,2213417356,37.933,124.600,2725890048.000,2849479065.600,33.786,35.312,nan,nan,150,0
figlet,100,1.000,14.604,29412332.495,nan,1,0,54285977,shasum,140,1.000,12.982,6802836.724,nan,1,0,82607982,curl,0,1.000,0.055,3641992.533,nan,1,0,0,37.933,106.100,2664884224.000,2647691776.000,33.050,32.843,nan,nan,250,0
figlet,100,1.000,15.648,23016618.667,nan,1,0,37966309,shasum,140,1.000,15.136,10892288.000,nan,1,0,51692995,curl,0,1.000,0.064,3947690.667,nan,1,0,0,37.533,102.555,2704482304.000,2702831104.000,33.533,33.512,nan,nan,75,0
figlet,100,1.000,14.897,22586368.000,nan,1,0,53637720,shasum,140,1.000,14.572,2845354.667,nan,1,0,65885764,curl,0,1.000,0.067,4210176.000,nan,1,0,0,40.200,104.084,2749612032.000,2737417728.000,34.094,33.942,nan,nan,45,0
figlet,100,0.999,12.111,41848558.933,nan,2,0,13465822006,shasum,140,0.946,10.829,39105249.280,nan,2,0,18280067848,curl,20,1.000,13.227,16299130.880,nan,2,0,1743491693,39.333,132.760,2711633920.000,2998802432.000,33.625,37.134,nan,nan,70,0
figlet,100,0.531,4.557,16525129.956,nan,1,1,21586081057,shasum,140,1.000,12.575,49464934.400,nan,3,0,18158344614,curl,20,1.000,12.028,20221405.867,nan,2,0,3717983430,38.600,136.767,2642632704.000,2904020992.000,32.725,35.972,nan,nan,270,1
figlet,100,0.999,10.982,47007744.000,nan,2,0,15502363399,shasum,140,0.718,5.860,15642624.000,nan,2,1,20743645734,curl,20,1.000,10.298,2676736.000,nan,2,0,3580833234,38.000,140.622,2696878080.000,3013041493.333,33.411,37.304,nan,nan,255,1
figlet,100,1.000,13.905,19523754.667,nan,1,0,404605448,shasum,160,0.998,13.557,41555626.667,nan,1,0,6737126903,curl,0,1.000,0.076,13593892.571,nan,1,0,0,39.267,111.983,2681661440.000,2777868800.000,33.217,34.390,nan,nan,290,0
figlet,100,1.000,14.760,18568021.333,nan,1,0,283741354,shasum,160,0.999,14.245,22981393.067,nan,1,0,5625167047,curl,0,1.000,0.079,11948032.000,nan,1,0,0,37.333,108.917,2703953920.000,2782285824.000,33.477,34.439,nan,nan,265,0
figlet,100,1.000,13.634,18718744.381,nan,1,0,117931723,shasum,160,1.000,14.264,32874700.800,nan,1,0,1349860437,curl,0,1.000,0.061,11735449.600,nan,1,0,0,38.667,109.567,2746605568.000,2738134016.000,34.009,33.907,nan,nan,250,0
figlet,100,0.605,11.658,2359296.000,nan,3,1,17406111720,shasum,160,0.881,10.374,42086400.000,nan,3,1,21183480924,curl,20,1.000,10.703,22300478.578,nan,2,0,6768750340,38.400,136.833,2698100736.000,3044721322.667,33.424,37.686,nan,nan,270,1
figlet,100,0.998,10.038,33440208.213,nan,2,0,18401758474,shasum,160,0.516,9.467,2633728.000,nan,3,1,22974940098,curl,20,1.000,12.171,23094954.667,nan,2,0,4698496260,38.467,125.747,2745114624.000,3041590886.400,33.784,37.511,nan,nan,260,1
figlet,100,0.421,4.768,37405354.667,nan,2,1,22731340480,shasum,160,0.430,8.412,46191742.781,nan,2,1,24676578048,curl,20,0.998,5.145,31106194.286,nan,2,0,9567283574,40.333,150.543,2736558080.000,3161579227.429,33.579,38.911,nan,nan,290,1
figlet,100,1.000,13.947,2646016.000,nan,2,0,3251952521,shasum,180,0.999,17.978,21975040.000,nan,2,0,13615064077,curl,0,1.000,0.065,8152132.267,nan,1,0,0,38.400,125.507,2721667072.000,2926706688.000,33.580,36.114,nan,nan,255,0
figlet,100,1.000,15.084,25214293.333,nan,2,0,2067667466,shasum,180,0.999,15.683,49374276.267,nan,2,0,15424153502,curl,0,1.000,0.073,7751133.867,nan,1,0,0,40.467,130.293,2718640128.000,2936281907.200,33.602,36.284,nan,nan,315,0
figlet,100,1.000,14.463,22080170.667,nan,2,0,1883758509,shasum,180,0.999,14.364,42132138.667,nan,2,0,11831407793,curl,0,1.000,0.086,7593984.000,nan,1,0,0,38.333,105.467,2729070592.000,2857192448.000,33.730,35.299,nan,nan,390,0
figlet,100,0.532,6.758,62224384.000,nan,2,1,23075570926,shasum,180,0.345,6.443,32591872.000,nan,2,1,26030726194,curl,20,0.998,8.913,2560000.000,nan,3,0,10771895415,40.067,151.267,2748450816.000,3172505014.857,33.973,39.204,nan,nan,255,1
figlet,100,0.822,6.726,24178688.000,nan,2,1,20423555613,shasum,180,0.262,8.503,33396053.333,nan,2,1,26483420729,curl,20,0.478,0.859,8616755.200,nan,1,1,20283846936,39.267,138.700,2714175488.000,3131735040.000,33.549,38.718,nan,nan,285,1
figlet,100,0.485,6.322,31160024.178,nan,2,1,18862673439,shasum,180,0.395,5.573,34108370.489,nan,2,1,26464758086,curl,20,0.977,7.831,26222227.911,nan,3,0,13369200975,40.533,145.167,2729893888.000,3146417834.667,33.770,38.917,nan,nan,250,1
figlet,100,0.999,14.474,24634959.644,nan,2,0,4444015106,shasum,200,0.695,13.114,29450240.000,nan,2,1,20575610274,curl,0,1.000,0.073,7790136.889,nan,1,0,0,39.933,136.122,2727108608.000,3027851605.333,33.739,37.443,nan,nan,300,1
