function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,140,0.997,13.237,33003847.680,nan,2,0,14334079431,shasum,70,1.000,7.211,7095937.707,nan,2,0,211814075,nmap,10,0.263,22.538,212251798.187,nan,1,1,24607194452,36.867,126.134,1801895936.000,2169123225.600,21.358,25.843,nan,nan,10,1
figlet,140,0.909,6.839,24599950.222,nan,2,0,15761622224,shasum,70,1.000,5.690,11690496.000,nan,3,0,459670694,nmap,10,0.330,20.972,221362688.000,nan,1,1,26301619460,35.267,136.078,1981575168.000,2344195754.667,23.591,28.023,nan,nan,145,1
figlet,140,0.999,16.065,2408960.000,nan,2,0,18179322297,shasum,70,1.000,7.196,2380288.000,nan,2,0,689075524,nmap,10,0.307,27.207,263966924.800,nan,1,1,26252821808,37.467,138.289,2061056000.000,2493070336.000,24.537,29.833,nan,nan,170,1
figlet,140,1.000,18.517,2555904.000,nan,2,0,409488587,shasum,80,1.000,8.869,13494784.000,nan,2,0,34370956,nmap,0,1.000,0.063,11974656.000,nan,1,0,0,37.067,103.617,2059524096.000,2036758016.000,24.431,24.159,nan,nan,230,0
figlet,140,1.000,19.081,18459170.133,nan,1,0,194203132,shasum,80,1.000,8.938,13593424.457,nan,2,0,22869295,nmap,0,1.000,0.070,10513885.867,nan,1,0,0,37.067,108.567,2064203776.000,2064684032.000,24.508,24.516,nan,nan,175,0
figlet,140,1.000,19.614,17223338.667,nan,2,0,503469376,shasum,80,1.000,8.806,12557141.333,nan,2,0,28075695,nmap,0,1.000,0.078,10132650.667,nan,1,0,0,35.667,102.533,2052894720.000,2044033536.000,24.388,24.283,nan,nan,210,0
figlet,140,0.695,12.342,54434076.444,nan,2,1,21291081233,shasum,80,1.000,6.036,29317609.244,nan,2,0,4252911574,nmap,20,0.227,17.279,237518483.911,nan,1,1,25678455232,36.667,141.189,2025531392.000,2587713194.667,23.959,30.923,nan,nan,250,1
figlet,140,0.768,10.738,51442346.667,nan,3,1,21965759730,shasum,80,0.999,3.874,20324352.000,nan,1,0,5793106000,nmap,30,0.007,18.652,241063350.857,nan,1,1,29926439079,36.667,145.448,2055208960.000,2594518454.857,24.363,31.065,nan,nan,250,1
figlet,140,0.604,12.768,56369607.111,nan,2,1,21290862360,shasum,80,1.000,6.498,2407446.756,nan,3,0,6237942315,nmap,30,0.014,24.579,271459142.705,nan,1,1,29440192032,38.267,150.095,2056222720.000,2594480420.571,24.379,31.071,nan,nan,235,1
figlet,140,1.000,19.388,25590784.000,nan,2,0,561538075,shasum,90,1.000,9.918,2523136.000,nan,2,0,48628000,nmap,0,1.000,0.060,4548608.000,nan,1,0,0,36.667,105.117,2065913856.000,2086899712.000,24.774,25.027,nan,nan,565,0
figlet,140,1.000,20.321,27596800.000,nan,2,0,769392568,shasum,90,1.000,9.398,11512695.467,nan,2,0,107847208,nmap,0,1.000,0.076,5850160.762,nan,1,0,0,39.000,111.433,2067263488.000,2099124736.000,24.785,25.170,nan,nan,370,0
