function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,180,1.000,24.780,6274803.810,nan,1,0,23154869,shasum,20,1.000,2.488,4929365.333,nan,1,0,10445601,curl,0,1.000,0.066,2725376.000,nan,1,0,0,37.467,101.383,2367860736.000,2375595520.000,29.013,29.107,nan,nan,10,0
figlet,180,1.000,24.042,2517902.222,nan,1,0,35376296,shasum,20,1.000,2.491,2791992.889,nan,1,0,11641429,curl,0,1.000,0.059,3049301.333,nan,1,0,0,39.533,101.050,2471258112.000,2467099648.000,30.276,30.222,nan,nan,45,0
figlet,180,1.000,24.073,2765073.067,nan,1,0,29227656,shasum,20,1.000,2.366,2880136.533,nan,1,0,10797389,curl,0,1.000,0.057,3267584.000,nan,1,0,0,39.600,99.100,2491852800.000,2494210560.000,30.527,30.556,nan,nan,30,0
figlet,180,0.998,18.041,2813733.547,nan,1,0,14891853735,shasum,20,1.000,2.705,2728891.733,nan,2,0,33581890,curl,20,1.000,14.543,14303641.600,nan,2,0,782415972,40.133,128.268,2528491520.000,2737172480.000,30.972,33.504,nan,nan,30,0
figlet,180,0.999,16.294,5967872.000,nan,3,0,15805877156,shasum,20,1.000,2.860,2707456.000,nan,2,0,25729581,curl,20,1.000,14.728,18321599.147,nan,2,0,723240626,40.733,124.413,2674599936.000,2788201267.200,32.628,34.067,nan,nan,150,0
figlet,180,0.731,15.250,77779968.000,nan,2,1,19101271347,shasum,20,1.000,2.858,7864797.867,nan,2,0,25318135,curl,20,1.000,14.702,17337935.644,nan,2,0,648377332,38.200,130.514,2716823552.000,2823284053.333,33.123,34.481,nan,nan,205,1
figlet,180,0.678,13.549,23189504.000,nan,2,1,21206333131,shasum,20,1.000,2.599,7974245.587,nan,2,0,28949001,curl,40,0.923,19.355,43059313.778,nan,3,0,16724609201,37.933,137.623,2715183104.000,2909266261.333,33.172,35.616,nan,nan,200,1
figlet,180,0.297,8.514,29430852.267,nan,1,1,20138036788,shasum,20,1.000,3.058,7884595.200,nan,2,0,52601636,curl,40,0.999,17.689,38258879.147,nan,2,0,15313163143,35.267,130.453,2704496640.000,2840861081.600,32.956,34.688,nan,nan,135,1
figlet,180,0.309,9.938,26229054.578,nan,2,1,23603727852,shasum,20,1.000,2.475,2507776.000,nan,2,0,31867197,curl,40,0.574,12.372,16262121.244,nan,2,1,19982756824,37.667,140.430,2643451904.000,2862803529.143,32.371,35.098,nan,nan,250,1
figlet,180,1.000,23.776,20128256.000,nan,1,0,3119027966,shasum,40,1.000,5.103,6902442.667,nan,1,0,19844807,curl,0,1.000,0.072,3402942.171,nan,1,0,0,39.533,105.083,2698463232.000,2694420992.000,32.846,32.813,nan,nan,240,0
figlet,180,1.000,25.132,29031765.333,nan,1,0,98021813,shasum,40,1.000,4.939,8194560.000,nan,1,0,13199292,curl,0,1.000,0.070,4036096.000,nan,1,0,0,37.146,106.090,2680315904.000,2650996224.000,32.676,32.322,nan,nan,145,0
figlet,180,1.000,24.862,2871978.667,nan,1,0,531933531,shasum,40,1.000,5.182,2813041.778,nan,1,0,15898446,curl,0,1.000,0.066,4288853.333,nan,1,0,0,39.400,108.567,2653009920.000,2662552064.000,32.363,32.474,nan,nan,45,0
figlet,180,0.521,14.802,2494464.000,nan,2,1,20330899019,shasum,40,1.000,5.209,7844175.482,nan,2,0,40884848,curl,20,1.000,14.744,2568192.000,nan,2,0,882940416,35.333,124.427,2702346240.000,2908176793.600,32.949,35.521,nan,nan,135,1
