function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,60,0.961,0.297,16067242.667,nan,2,0,14629026414,shasum,200,0.367,2.958,27714013.867,nan,2,1,20775449464,curl,20,1.000,4.750,17855897.600,nan,2,0,10967069916,39.067,145.400,2369597440.000,2743996006.400,29.004,33.583,nan,nan,10,1
figlet,60,1.000,3.044,2768896.000,nan,2,0,8875862302,shasum,200,0.501,5.839,24674304.000,nan,2,1,25881031244,curl,20,0.997,4.520,2613248.000,nan,2,0,9959909775,40.800,144.111,2709936128.000,2995188053.333,32.990,36.627,nan,nan,155,1
figlet,60,1.000,4.417,2754560.000,nan,2,0,8882002271,shasum,200,0.322,5.747,49522688.000,nan,3,1,26493059592,curl,20,0.995,6.294,20744180.622,nan,3,0,11134177983,39.133,140.878,2668021760.000,2896374442.667,32.465,35.380,nan,nan,230,1
figlet,80,1.000,12.865,5511168.000,nan,2,0,9234388,shasum,0,1.000,0.070,3511125.333,nan,1,0,0,curl,0,1.000,0.084,12580693.333,nan,1,0,0,37.067,69.833,2617034752.000,2602611200.000,31.816,31.643,nan,nan,240,0
figlet,80,1.000,13.373,8268214.857,nan,2,0,12685600,shasum,0,1.000,0.070,3732616.533,nan,1,0,0,curl,0,1.000,0.066,12431360.000,nan,1,0,0,41.267,79.800,2639988736.000,2638977024.000,32.113,32.101,nan,nan,25,0
figlet,80,1.000,15.248,8306688.000,nan,2,0,10126730,shasum,0,1.000,0.074,3856964.267,nan,1,0,0,curl,0,1.000,0.075,11612160.000,nan,1,0,0,52.000,81.417,2643693568.000,2646922752.000,32.159,32.197,nan,nan,15,0
figlet,80,1.000,11.277,9535726.933,nan,2,0,43977755,shasum,0,1.000,0.073,4076885.333,nan,1,0,0,curl,20,1.000,17.429,16791722.667,nan,1,0,452028302,48.200,101.550,2659725312.000,2669025280.000,32.360,32.472,nan,nan,30,0
figlet,80,1.000,12.740,10497024.000,nan,2,0,32556837,shasum,0,1.000,0.071,4221269.333,nan,1,0,0,curl,20,1.000,16.768,17543850.667,nan,2,0,453319331,47.667,98.650,2692780032.000,2699313152.000,32.764,32.842,nan,nan,30,0
figlet,80,1.000,12.563,10377557.333,nan,1,0,26625212,shasum,0,1.000,0.062,4390912.000,nan,1,0,0,curl,20,1.000,16.971,17751722.667,nan,1,0,440958235,45.333,105.200,2709858304.000,2712354816.000,32.974,33.003,nan,nan,25,0
figlet,80,1.000,11.611,10479104.000,nan,2,0,122351442,shasum,0,1.000,0.069,4588217.295,nan,1,0,0,curl,40,1.000,23.403,25412412.952,nan,2,0,1240544091,43.067,115.200,2716342272.000,2734335488.000,33.055,33.270,nan,nan,30,0
figlet,80,1.000,12.177,11072682.667,nan,2,0,37920790,shasum,0,1.000,0.068,5115904.000,nan,1,0,0,curl,40,0.824,24.626,25059840.000,nan,1,1,986872165,39.000,106.150,2694529024.000,2706166784.000,32.793,32.934,nan,nan,135,1
figlet,80,1.000,11.798,10811996.648,nan,2,0,55728836,shasum,0,1.000,0.069,5386478.933,nan,1,0,0,curl,40,1.000,24.442,26958711.467,nan,2,0,873484900,40.333,115.217,2708453376.000,2709839360.000,32.963,32.980,nan,nan,70,0
figlet,80,1.000,13.502,11438626.133,nan,3,0,118513446,shasum,0,1.000,0.076,6093482.667,nan,1,0,0,curl,60,0.903,26.670,2723840.000,nan,1,0,13499876012,37.533,125.360,2715926528.000,2764671795.200,33.056,33.659,nan,nan,75,0
figlet,80,1.000,13.754,10437290.667,nan,3,0,106019448,shasum,0,1.000,0.065,4290833.067,nan,1,0,0,curl,60,0.893,26.402,49270510.933,nan,2,1,14292731777,38.733,129.080,2690232320.000,2751848448.000,32.805,33.564,nan,nan,250,1
figlet,80,1.000,13.857,11258811.733,nan,2,0,173354259,shasum,0,1.000,0.078,4573866.667,nan,1,0,0,curl,60,1.000,28.461,2583210.667,nan,2,0,13705592365,38.133,128.440,2712397824.000,2794933043.200,33.080,34.095,nan,nan,190,0
figlet,80,1.000,11.823,15349035.073,nan,2,0,996474159,shasum,0,1.000,0.063,4596622.222,nan,1,0,0,curl,80,0.645,29.846,88248320.000,nan,2,1,22986445124,40.333,141.567,2708498432.000,2819764224.000,33.048,34.427,nan,nan,225,1
figlet,80,1.000,12.705,17191082.667,nan,2,0,384102760,shasum,0,1.000,0.073,4567040.000,nan,1,0,0,curl,80,0.319,19.891,30440789.333,nan,2,1,18589817667,42.667,111.767,2716030976.000,2780458496.000,33.168,33.971,nan,nan,230,1
figlet,80,1.000,12.290,18368284.444,nan,3,0,423433528,shasum,0,1.000,0.062,4569770.667,nan,1,0,0,curl,80,0.819,30.018,51658069.333,nan,1,1,21508092516,39.867,137.322,2693844992.000,2822016682.667,32.946,34.528,nan,nan,245,1
figlet,80,1.000,13.285,16757760.000,nan,2,0,13106664,shasum,20,1.000,2.653,6127616.000,nan,2,0,11712314,curl,0,1.000,0.064,3474432.000,nan,1,0,0,42.467,78.767,2713137152.000,2682551296.000,33.188,32.820,nan,nan,230,0
figlet,80,1.000,12.719,16531719.314,nan,1,0,18327652,shasum,20,1.000,2.599,8552277.333,nan,1,0,14115972,curl,0,1.000,0.059,3640593.067,nan,1,0,0,46.200,84.717,2702512128.000,2706478080.000,33.078,33.125,nan,nan,25,0
figlet,80,1.000,13.474,16480085.333,nan,2,0,13211755,shasum,20,1.000,2.808,2584576.000,nan,2,0,11764885,curl,0,1.000,0.073,4442794.667,nan,1,0,0,40.267,77.950,2715744256.000,2721844736.000,33.227,33.302,nan,nan,210,0
