function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,6.831,2715648.000,nan,2,0,12670700,env,100,1.000,11.476,2519040.000,nan,2,0,11856576,eat-memory,0,1.000,0.052,40382464.000,nan,1,0,0,44.267,88.567,7578421248.000,7563699712.000,89.606,89.425,nan,nan,25,0
figlet,40,1.000,6.441,2991138.133,nan,1,0,13340570,env,100,1.000,10.604,2494464.000,nan,2,0,12848839,eat-memory,0,1.000,0.264,38946816.000,nan,1,0,0,42.933,85.083,7545591808.000,7538906624.000,89.209,89.127,nan,nan,30,0
figlet,40,1.000,6.147,2868667.733,nan,1,0,11537884,env,100,1.000,10.500,2748416.000,nan,1,0,10777134,eat-memory,0,1.000,0.068,31768576.000,nan,1,0,0,45.000,85.187,7539730432.000,7537839616.000,89.149,89.123,nan,nan,30,0
figlet,40,1.000,6.747,6623232.000,nan,2,0,30787900,env,100,1.000,10.783,2822144.000,nan,2,0,60498369,eat-memory,20,0.038,39.908,149866086.400,nan,1,1,18434960227,38.133,133.933,7496888320.000,7629726924.800,88.603,90.212,nan,nan,70,1
figlet,40,1.000,6.698,7049216.000,nan,2,0,25577586,env,100,1.000,11.590,6077525.333,nan,2,0,59205867,eat-memory,20,0.028,32.823,139277735.253,nan,1,1,18738118118,44.333,132.360,7589107712.000,7666200985.600,89.789,90.705,nan,nan,25,1
figlet,40,1.000,6.907,7133184.000,nan,2,0,21410948,env,100,1.000,11.257,6729728.000,nan,2,0,28680734,eat-memory,20,0.050,45.084,164570589.867,nan,1,1,17651760131,41.000,127.573,7557109760.000,7653570150.400,89.387,90.546,nan,nan,55,1
figlet,40,1.000,6.202,13113758.476,nan,1,0,12798648,env,120,1.000,12.352,7168000.000,nan,2,0,12884104,eat-memory,0,1.000,0.055,43662336.000,nan,1,0,0,38.533,90.250,7543412736.000,7521498112.000,89.220,88.956,nan,nan,65,0
figlet,40,1.000,6.226,2832861.867,nan,2,0,17467792,env,120,1.000,12.916,2933213.867,nan,1,0,40117086,eat-memory,0,1.000,0.128,32906410.667,nan,1,0,0,41.800,90.583,7503468544.000,7505499136.000,88.752,88.776,nan,nan,30,0
figlet,40,1.000,6.447,3336874.667,nan,1,0,17767172,env,120,1.000,12.756,2297856.000,nan,2,0,23537312,eat-memory,0,1.000,0.064,32305152.000,nan,1,0,0,40.733,88.200,7505983488.000,7508924416.000,88.770,88.805,nan,nan,30,0
figlet,40,1.000,6.263,7938048.000,nan,2,0,39221105,env,120,1.000,11.279,4899089.067,nan,2,0,438899861,eat-memory,20,0.022,46.123,162654208.000,nan,1,1,20611332617,43.667,139.467,7534987264.000,7680254976.000,89.122,90.874,nan,nan,30,1
figlet,40,1.000,5.708,7694336.000,nan,2,0,28729096,env,120,1.000,11.661,6830762.667,nan,2,0,120016706,eat-memory,20,0.013,45.810,171746144.711,nan,1,1,20201006059,42.000,145.211,7611848704.000,7697506986.667,90.055,91.087,nan,nan,45,1
figlet,40,1.000,6.456,5993130.667,nan,2,0,24826120,env,120,1.000,11.643,5957632.000,nan,2,0,102830199,eat-memory,20,0.037,51.481,185078897.778,nan,1,1,19518290118,43.800,139.856,7573024768.000,7685868544.000,89.632,90.978,nan,nan,25,1
figlet,40,1.000,6.433,13334186.667,nan,1,0,14209335,env,140,1.000,14.811,2621440.000,nan,2,0,17041826,eat-memory,0,1.000,0.059,41562965.333,nan,1,0,0,39.733,90.784,7522637824.000,7497938432.000,89.018,88.717,nan,nan,65,0
figlet,40,1.000,6.216,2770251.581,nan,1,0,13670008,env,140,1.000,14.035,4534715.733,nan,1,0,16057646,eat-memory,0,1.000,0.060,32763904.000,nan,1,0,0,44.267,92.867,7488878592.000,7489661952.000,88.621,88.629,nan,nan,30,0
figlet,40,1.000,5.992,2811733.333,nan,1,0,14672543,env,140,1.000,13.368,2769861.486,nan,1,0,19072595,eat-memory,0,1.000,0.142,32336896.000,nan,1,0,0,40.400,98.168,7485843456.000,7481850880.000,88.576,88.522,nan,nan,40,0
figlet,40,1.000,5.966,2900042.768,nan,2,0,53430471,env,140,1.000,12.548,7236949.333,nan,2,0,1398353418,eat-memory,20,0.010,36.810,174693041.168,nan,1,1,23535651052,41.067,144.179,7484305408.000,7692548778.667,88.528,91.046,nan,nan,30,1
figlet,40,1.000,6.096,6966272.000,nan,2,0,33632700,env,140,1.000,12.782,7165952.000,nan,2,0,528040278,eat-memory,20,0.017,48.938,194295580.444,nan,1,1,21709336396,39.933,142.000,7603243008.000,7706210986.667,89.973,91.199,nan,nan,50,1
figlet,40,1.000,6.261,6899712.000,nan,2,0,26253696,env,140,1.000,12.892,6494208.000,nan,3,0,216531957,eat-memory,20,0.018,49.830,177574001.778,nan,1,1,20217045289,42.600,141.078,7584149504.000,7679915008.000,89.735,90.892,nan,nan,50,1
figlet,40,1.000,6.769,7979315.200,nan,2,0,16916573,env,160,1.000,16.354,5884074.667,nan,2,0,49216541,eat-memory,0,1.000,1.808,53093205.333,nan,1,0,0,45.667,101.700,7615240192.000,7598624768.000,90.144,89.945,nan,nan,20,0
figlet,40,1.000,6.495,2764561.067,nan,1,0,17055729,env,160,1.000,15.889,1687552.000,nan,2,0,72343581,eat-memory,0,1.000,0.238,41075712.000,nan,1,0,0,43.467,96.967,7537668096.000,7536417280.000,89.209,89.193,nan,nan,30,0
figlet,40,1.000,6.261,2932087.467,nan,1,0,18432334,env,160,1.000,15.882,3758353.067,nan,1,0,62259454,eat-memory,0,1.000,0.063,36888917.333,nan,1,0,0,44.667,96.417,7540998144.000,7541448192.000,89.229,89.234,nan,nan,30,0
figlet,40,1.000,5.515,3154090.667,nan,2,0,97589390,env,160,0.792,11.302,4094464.000,nan,2,1,14967019265,eat-memory,20,0.007,30.162,154742101.333,nan,1,1,28016514105,42.400,153.800,7543576576.000,7796347465.143,89.251,92.321,nan,nan,40,1
figlet,40,1.000,4.468,4332885.333,nan,2,0,105834086,env,160,0.992,12.811,17121792.000,nan,2,0,11749363979,eat-memory,20,0.008,30.506,182796885.682,nan,1,1,26515816810,41.933,151.210,7619840000.000,7804920393.143,90.177,92.446,nan,nan,115,1
figlet,40,1.000,5.298,4876561.067,nan,2,0,77109728,env,160,1.000,14.401,5666474.667,nan,2,0,10539969719,eat-memory,20,0.005,38.690,160067228.735,nan,1,1,26668736344,38.533,150.629,7541766144.000,7788854710.857,89.104,92.184,nan,nan,140,1
figlet,40,1.000,6.446,12990190.933,nan,1,0,19770820,env,180,1.000,16.921,11305813.333,nan,2,0,89215027,eat-memory,0,1.000,0.068,27750400.000,nan,1,0,0,44.333,109.883,7596728320.000,7570868736.000,89.847,89.538,nan,nan,140,0
figlet,40,1.000,6.719,4961143.467,nan,1,0,23289945,env,180,1.000,17.280,20928853.333,nan,2,0,237309748,eat-memory,0,1.000,0.317,24230741.333,nan,1,0,0,45.400,101.871,7570472960.000,7559127552.000,89.575,89.438,nan,nan,30,0
figlet,40,1.000,6.497,3595264.000,nan,1,0,21761146,env,180,1.000,17.635,24018432.000,nan,1,0,99919682,eat-memory,0,1.000,0.069,22509056.000,nan,1,0,0,44.846,110.124,7578896384.000,7573668352.000,89.679,89.617,nan,nan,25,0
figlet,40,1.000,4.429,9650176.000,nan,2,0,1270561180,env,180,0.384,7.039,42126620.444,nan,2,1,20189082550,eat-memory,20,0.005,8.871,114048214.552,nan,1,1,22880189497,44.000,143.856,7556304896.000,7800814933.333,89.410,92.418,nan,nan,30,1
figlet,40,1.000,5.890,15803245.714,nan,2,0,66881713,env,180,0.450,8.691,40796140.495,nan,1,1,19786753136,eat-memory,20,0.000,38.741,148598491.429,nan,1,1,27173257273,45.533,148.314,7632814080.000,7794720182.857,90.263,92.297,nan,nan,140,1
figlet,40,1.000,5.220,7317504.000,nan,2,0,234262034,env,180,0.737,9.767,4691968.000,nan,2,1,18110730137,eat-memory,20,0.007,25.990,166102552.381,nan,1,1,27895131365,44.667,153.667,7610023936.000,7802028324.571,90.043,92.413,nan,nan,65,1
figlet,40,1.000,6.940,12298922.667,nan,1,0,20805030,env,200,1.000,19.041,12371456.000,nan,1,0,76918798,eat-memory,0,1.000,0.067,34741760.000,nan,1,0,0,43.600,105.883,7633874944.000,7539017728.000,90.314,89.172,nan,nan,85,0
figlet,40,1.000,5.691,1552384.000,nan,2,0,20167646,env,200,1.000,17.609,5107712.000,nan,2,0,198368268,eat-memory,0,1.000,0.071,26368000.000,nan,1,0,0,37.667,104.317,7400423424.000,7396909056.000,87.516,87.475,nan,nan,70,0
figlet,40,1.000,6.599,4699067.733,nan,1,0,23637902,env,200,1.000,18.488,5052416.000,nan,2,0,388980830,eat-memory,0,1.000,0.098,25484629.333,nan,1,0,0,40.867,104.217,7469598720.000,7469403136.000,88.362,88.358,nan,nan,30,0
figlet,40,1.000,4.087,4598169.600,nan,2,0,170586563,env,200,0.404,6.412,3455795.200,nan,2,1,22256275858,eat-memory,20,0.005,18.662,151958508.495,nan,1,1,28576779762,43.267,153.714,7533647872.000,7780661540.571,89.136,92.156,nan,nan,25,1
figlet,40,0.712,5.686,13893552.356,nan,1,1,7882096033,env,200,0.189,11.261,42999990.044,nan,2,1,23124442750,eat-memory,20,0.007,24.626,125819972.267,nan,1,1,27674495704,41.933,142.089,7486521344.000,7750001664.000,88.558,91.798,nan,nan,140,1
figlet,40,1.000,0.976,19433897.204,nan,1,0,112327102,env,200,0.997,10.078,27179991.040,nan,2,0,6322668912,eat-memory,20,0.050,10.929,100210742.613,nan,1,1,22394125635,42.400,133.640,7567370240.000,7749893734.400,89.506,91.748,nan,nan,90,1
figlet,60,1.000,9.501,6191104.000,nan,2,0,9178546,env,0,1.000,0.070,3009536.000,nan,1,0,0,eat-memory,0,1.000,0.054,10590378.667,nan,1,0,0,44.467,67.783,7691831296.000,7593653760.000,91.048,89.845,nan,nan,55,0
figlet,60,1.000,8.531,9146112.000,nan,1,0,7007356,env,0,1.000,0.070,3257344.000,nan,1,0,0,eat-memory,0,1.000,0.059,10675712.000,nan,1,0,0,40.267,62.700,7355480064.000,7354091520.000,86.963,86.943,nan,nan,30,0
figlet,60,1.000,9.153,2838101.333,nan,2,0,7392736,env,0,1.000,0.061,3457536.000,nan,1,0,0,eat-memory,0,1.000,0.066,10794666.667,nan,1,0,0,39.667,63.983,7371427840.000,7377125888.000,87.146,87.214,nan,nan,25,0
figlet,60,1.000,9.799,2840800.305,nan,2,0,16721757,env,0,1.000,0.090,5138471.010,nan,1,0,0,eat-memory,20,0.215,59.998,158659874.621,nan,1,1,9407214000,40.867,133.240,7368523776.000,7503947776.000,87.108,88.741,nan,nan,30,1
figlet,60,1.000,9.015,4656469.333,nan,2,0,17118208,env,0,1.000,0.077,8876373.333,nan,1,0,0,eat-memory,20,0.373,64.395,142581077.333,nan,1,1,8033087736,40.600,111.167,7435722752.000,7506832896.000,87.932,88.787,nan,nan,20,1
figlet,60,1.000,8.676,3100467.200,nan,1,0,15537951,env,0,1.000,0.080,8534869.333,nan,1,0,0,eat-memory,20,0.403,64.128,149384533.333,nan,1,1,7683561785,41.067,108.667,7437395968.000,7507303424.000,87.944,88.788,nan,nan,20,1
figlet,60,1.000,7.793,4842496.000,nan,1,0,7730854,env,20,1.000,2.250,11412821.333,nan,2,0,6853305,eat-memory,0,1.000,0.049,34237098.667,nan,1,0,0,40.200,71.500,7436113920.000,7430340096.000,87.939,87.866,nan,nan,30,0
figlet,60,1.000,7.939,3300113.067,nan,2,0,8721681,env,20,1.000,2.294,4885504.000,nan,2,0,7578900,eat-memory,0,1.000,0.130,33949354.667,nan,1,0,0,43.267,75.583,7458584576.000,7450588160.000,88.221,88.122,nan,nan,30,0
figlet,60,1.000,9.097,2844876.800,nan,2,0,10791818,env,20,1.000,2.578,2748557.410,nan,2,0,9374369,eat-memory,0,1.000,0.056,27931989.333,nan,1,0,0,45.067,74.150,7432216576.000,7434984448.000,87.896,87.929,nan,nan,30,0
figlet,60,1.000,9.558,2835797.333,nan,3,0,21754022,env,20,1.000,2.659,2788447.573,nan,2,0,15060893,eat-memory,20,0.188,59.207,160347613.867,nan,1,1,11808268666,41.667,129.520,7441405952.000,7573877964.800,88.004,89.593,nan,nan,30,1
figlet,60,1.000,10.235,4722151.619,nan,2,0,30725873,env,20,1.000,2.571,4808789.333,nan,2,0,13694068,eat-memory,20,0.097,57.635,177509171.200,nan,1,1,12824777364,43.533,128.907,7514724352.000,7624080179.200,88.893,90.199,nan,nan,30,1
figlet,60,1.000,9.401,18401416.533,nan,1,0,16987135,env,20,1.000,2.578,4644352.000,nan,2,0,13116518,eat-memory,20,0.140,62.514,168677512.533,nan,1,1,10087552427,44.400,128.827,7518996480.000,7637781708.800,88.933,90.352,nan,nan,30,1
figlet,60,1.000,8.334,5225710.933,nan,2,0,9158092,env,40,1.000,4.328,4939751.619,nan,2,0,8178995,eat-memory,0,1.000,0.055,36082688.000,nan,1,0,0,40.400,77.083,7518423040.000,7499680256.000,88.925,88.694,nan,nan,30,0
figlet,60,1.000,8.099,18301279.086,nan,2,0,16497306,env,40,1.000,4.096,2703057.676,nan,2,0,11710586,eat-memory,0,1.000,0.154,35445384.533,nan,1,0,0,41.667,77.867,7481366528.000,7483153408.000,88.474,88.496,nan,nan,30,0
figlet,60,1.000,9.420,2912904.533,nan,2,0,18324981,env,40,1.000,4.860,2465792.000,nan,2,0,9247695,eat-memory,0,1.000,0.067,30068736.000,nan,1,0,0,40.800,76.033,7495219200.000,7500635136.000,88.641,88.705,nan,nan,30,0
figlet,60,1.000,9.724,18495351.467,nan,2,0,21904435,env,40,1.000,5.074,2788392.960,nan,2,0,13773404,eat-memory,20,0.112,56.700,162381960.533,nan,1,1,13241964377,40.067,127.949,7507740672.000,7633936384.000,88.788,90.294,nan,nan,30,1
figlet,60,1.000,9.443,5406720.000,nan,2,0,28404983,env,40,1.000,4.728,5120170.667,nan,2,0,16264332,eat-memory,20,0.127,54.689,172646946.133,nan,1,1,13615145978,40.067,134.707,7549003776.000,7647077171.200,89.268,90.435,nan,nan,25,1
figlet,60,1.000,9.189,4405930.667,nan,2,0,35036086,env,40,1.000,4.906,5616955.977,nan,2,0,16011826,eat-memory,20,0.065,52.308,164223061.821,nan,1,1,14322500889,42.733,133.120,7551371264.000,7652049715.200,89.295,90.501,nan,nan,30,1
figlet,60,1.000,8.997,2482176.000,nan,2,0,9287821,env,60,1.000,6.831,2797568.000,nan,2,0,7205203,eat-memory,0,1.000,0.062,37896192.000,nan,1,0,0,40.133,78.250,7521757184.000,7504084480.000,88.943,88.730,nan,nan,60,0
figlet,60,1.000,9.050,2818867.200,nan,1,0,8889806,env,60,1.000,6.545,2985369.600,nan,1,0,7254065,eat-memory,0,1.000,0.132,32957952.000,nan,1,0,0,41.467,78.833,7489918976.000,7487599616.000,88.572,88.542,nan,nan,30,0
figlet,60,1.000,8.908,2598468.267,nan,1,0,8439417,env,60,1.000,6.248,2856482.133,nan,1,0,6961192,eat-memory,0,1.000,0.145,32270336.000,nan,1,0,0,40.000,76.100,7499429888.000,7485285888.000,88.681,88.505,nan,nan,45,0
figlet,60,1.000,9.427,6057984.000,nan,2,0,35203949,env,60,1.000,7.574,2680780.800,nan,2,0,27325260,eat-memory,20,0.067,44.351,137493299.200,nan,1,1,16944221610,44.933,135.827,7491778560.000,7607362764.800,88.586,89.956,nan,nan,40,1
figlet,60,1.000,9.455,6140723.200,nan,2,0,30704529,env,60,1.000,6.893,5493345.524,nan,2,0,18569462,eat-memory,20,0.063,44.255,168422331.733,nan,1,1,16121838423,40.933,133.600,7573788672.000,7665474764.800,89.570,90.659,nan,nan,25,1
figlet,60,1.000,9.987,6093909.333,nan,2,0,26266915,env,60,1.000,7.514,5839701.333,nan,2,0,18936681,eat-memory,20,0.068,47.695,170361241.600,nan,1,1,16430884166,41.933,126.413,7559774208.000,7652885708.800,89.399,90.511,nan,nan,30,1
figlet,60,1.000,8.832,6164650.667,nan,1,0,11036531,env,80,1.000,8.319,5643707.733,nan,1,0,8487802,eat-memory,0,1.000,0.118,44632064.000,nan,1,0,0,42.467,84.018,7556851712.000,7542542336.000,89.355,89.181,nan,nan,25,0
figlet,60,1.000,9.096,2829482.667,nan,2,0,12804313,env,80,1.000,8.194,2672640.000,nan,1,0,11711218,eat-memory,0,1.000,0.372,36761053.867,nan,1,0,0,43.867,89.433,7523072000.000,7507608576.000,88.952,88.759,nan,nan,40,0
figlet,60,1.000,9.208,2936685.714,nan,2,0,11472306,env,80,1.000,8.679,2852181.333,nan,2,0,9611320,eat-memory,0,1.000,0.054,31432704.000,nan,1,0,0,40.800,86.517,7505905664.000,7500938752.000,88.743,88.678,nan,nan,45,0
figlet,60,1.000,9.487,2838992.213,nan,2,0,112840684,env,80,1.000,9.192,5120000.000,nan,2,0,47956765,eat-memory,20,0.047,41.810,163477913.600,nan,1,1,18768123060,41.267,130.093,7513620480.000,7644973056.000,88.834,90.412,nan,nan,30,1
figlet,60,1.000,9.496,4325376.000,nan,2,0,55830293,env,80,1.000,8.746,6184960.000,nan,2,0,49944057,eat-memory,20,0.048,45.376,181111603.200,nan,1,1,18579271967,45.000,137.253,7599509504.000,7688241152.000,89.882,90.940,nan,nan,20,1
figlet,60,1.000,9.610,6661983.086,nan,2,0,67839331,env,80,1.000,9.165,6220567.893,nan,2,0,49046121,eat-memory,20,0.027,42.157,171937386.301,nan,1,1,18727758722,42.400,132.747,7589189632.000,7685681971.200,89.793,90.938,nan,nan,25,1
figlet,60,1.000,9.566,7008256.000,nan,2,0,15359206,env,100,1.000,10.925,6840320.000,nan,2,0,13278464,eat-memory,0,1.000,0.064,45375658.667,nan,1,0,0,38.667,87.783,7554910208.000,7532738560.000,89.375,89.106,nan,nan,55,0
figlet,60,1.000,9.598,2635878.400,nan,1,0,31730659,env,100,1.000,10.833,2674688.000,nan,2,0,46305668,eat-memory,0,1.000,0.317,34955946.667,nan,1,0,0,44.267,90.767,7501389824.000,7502997504.000,88.738,88.756,nan,nan,30,0
figlet,60,1.000,8.878,2839040.000,nan,1,0,12921361,env,100,1.000,10.293,2957141.333,nan,1,0,11196925,eat-memory,0,1.000,0.066,32874496.000,nan,1,0,0,45.267,90.117,7525908480.000,7518515200.000,89.043,88.947,nan,nan,45,0
figlet,60,1.000,9.054,2842624.000,nan,2,0,97453050,env,100,1.000,9.755,2783232.000,nan,2,0,146165235,eat-memory,20,0.040,46.216,161863338.667,nan,1,1,21060255706,41.667,145.389,7484766208.000,7656465749.333,88.512,90.576,nan,nan,70,1
figlet,60,1.000,8.892,7203498.667,nan,2,0,72577959,env,100,1.000,10.322,7143424.000,nan,2,0,118281163,eat-memory,20,0.027,48.874,178632931.556,nan,1,1,21451716346,43.933,146.989,7612086272.000,7719026005.333,90.068,91.336,nan,nan,20,1
figlet,60,1.000,8.507,7077888.000,nan,2,0,30681337,env,100,1.000,9.346,7020544.000,nan,2,0,49137859,eat-memory,20,0.037,51.076,182928497.778,nan,1,1,19586593736,41.067,138.856,7575300096.000,7675950762.667,89.506,90.713,nan,nan,55,1
figlet,60,1.000,9.523,7251933.867,nan,2,0,18576499,env,120,1.000,13.028,7164757.333,nan,2,0,25970104,eat-memory,0,1.000,4.624,56741205.333,nan,1,0,0,43.867,97.183,7584860160.000,7571849216.000,89.679,89.517,nan,nan,20,0
figlet,60,1.000,8.883,3245499.733,nan,1,0,15025824,env,120,1.000,12.445,4032273.067,nan,1,0,20670583,eat-memory,0,1.000,0.252,43478357.333,nan,1,0,0,40.867,92.433,7555911680.000,7546563584.000,89.316,89.202,nan,nan,30,0
figlet,60,1.000,9.303,2826240.000,nan,1,0,17464104,env,120,1.000,11.563,2789376.000,nan,2,0,22762716,eat-memory,0,1.000,0.065,32538624.000,nan,1,0,0,37.933,95.900,7492640768.000,7494386176.000,88.535,88.556,nan,nan,70,0
figlet,60,1.000,6.994,2887582.476,nan,2,0,119959941,env,120,1.000,8.478,7777280.000,nan,2,0,935770949,eat-memory,20,0.002,39.782,171397961.956,nan,1,1,24128771816,45.000,144.000,7513014272.000,7684192597.333,88.792,90.875,nan,nan,45,1
figlet,60,1.000,7.829,6222336.000,nan,2,0,255718301,env,120,1.000,10.484,7983104.000,nan,2,0,632069594,eat-memory,20,0.010,42.114,187354794.667,nan,1,1,23387025396,43.800,141.211,7616456704.000,7723145216.000,90.117,91.392,nan,nan,50,1
figlet,60,1.000,8.917,5133824.000,nan,2,0,53842661,env,120,1.000,11.317,5671424.000,nan,2,0,484924807,eat-memory,20,0.012,49.098,184191658.667,nan,1,1,21866749235,45.533,158.889,7658665984.000,7739715925.333,90.659,91.632,nan,nan,20,1
figlet,60,1.000,8.935,7319552.000,nan,1,0,19696342,env,140,1.000,13.310,7172096.000,nan,1,0,78979650,eat-memory,0,1.000,0.057,41758720.000,nan,1,0,0,41.000,101.967,7562158080.000,7536648192.000,89.503,89.190,nan,nan,45,0
figlet,60,1.000,10.069,2756232.533,nan,2,0,71694613,env,140,1.000,15.042,2845184.000,nan,2,0,228493725,eat-memory,0,1.000,0.158,34895793.981,nan,1,0,0,45.600,103.317,7505809408.000,7506778624.000,88.818,88.828,nan,nan,30,0
figlet,60,1.000,9.121,16758613.333,nan,1,0,25220238,env,140,1.000,14.179,3175526.400,nan,1,0,62230592,eat-memory,0,1.000,0.068,34238464.000,nan,1,0,0,42.133,96.433,7532318720.000,7524295168.000,89.123,89.024,nan,nan,30,0
figlet,60,1.000,7.611,2983253.333,nan,2,0,226096558,env,140,0.985,12.294,3019349.333,nan,1,0,13751101851,eat-memory,20,0.017,30.462,160821678.498,nan,1,1,27655460848,40.533,153.810,7500437504.000,7792398921.143,88.735,92.292,nan,nan,40,1
figlet,60,1.000,8.995,8278016.000,nan,2,0,62679147,env,140,1.000,13.406,7897088.000,nan,2,0,4104534098,eat-memory,20,0.005,40.817,178762524.444,nan,1,1,24819362510,42.267,140.156,7586873344.000,7728839680.000,89.751,91.489,nan,nan,115,1
figlet,60,1.000,8.709,16237226.667,nan,2,0,92910748,env,140,1.000,12.544,7507968.000,nan,2,0,2715855625,eat-memory,20,0.008,44.001,180237084.444,nan,1,1,23221524100,39.533,140.022,7666642944.000,7730716330.667,90.722,91.511,nan,nan,60,1
figlet,60,1.000,8.150,15308156.343,nan,1,0,21859324,env,160,1.000,16.622,7483392.000,nan,1,0,87201331,eat-memory,0,1.000,0.055,43601920.000,nan,1,0,0,43.133,107.633,7635449856.000,7567861760.000,90.410,89.585,nan,nan,45,0
figlet,60,1.000,9.521,2736732.648,nan,2,0,67616425,env,160,1.000,13.204,2839434.971,nan,2,0,238518647,eat-memory,0,1.000,0.151,37762321.067,nan,1,0,0,42.400,105.317,7468095488.000,7468496384.000,88.380,88.384,nan,nan,30,0
figlet,60,1.000,9.452,3114939.733,nan,1,0,21944057,env,160,1.000,16.438,2805623.467,nan,1,0,73686081,eat-memory,0,1.000,0.070,36503552.000,nan,1,0,0,41.333,101.683,7527559168.000,7516675584.000,89.070,88.937,nan,nan,30,0
figlet,60,1.000,7.453,9326592.000,nan,2,0,1164774411,env,160,0.585,10.837,7557120.000,nan,2,1,19517973085,eat-memory,20,0.007,20.465,138792891.733,nan,1,1,23749183499,42.533,147.011,7492550656.000,7768512853.333,88.649,92.035,nan,nan,40,1
figlet,60,1.000,7.720,16849464.889,nan,2,0,511306363,env,160,0.577,11.012,38838840.889,nan,2,1,16853890868,eat-memory,20,0.002,21.773,126096839.111,nan,1,1,25864432639,41.400,141.656,7468888064.000,7726043477.333,88.277,91.446,nan,nan,140,1
figlet,60,1.000,6.712,11688550.400,nan,2,0,906492522,env,160,0.536,8.684,7319552.000,nan,2,1,18633463915,eat-memory,20,0.010,20.386,122459750.400,nan,1,1,26052877897,44.933,143.911,7702499328.000,7878565546.667,91.135,93.330,nan,nan,75,1
figlet,60,1.000,9.587,13777920.000,nan,1,0,33788528,env,180,1.000,16.464,11883008.000,nan,1,0,47963332,eat-memory,0,1.000,0.066,8340821.333,nan,1,0,0,43.933,104.350,7737819136.000,7613604352.000,91.536,90.035,nan,nan,80,1
figlet,60,1.000,8.632,4563592.533,nan,2,0,32145012,env,180,1.000,15.263,18792823.467,nan,2,0,400782468,eat-memory,0,1.000,0.069,8607607.467,nan,1,0,0,41.067,109.600,7445405696.000,7459246592.000,88.023,88.195,nan,nan,40,0
figlet,60,1.000,9.414,2596659.200,nan,2,0,70164094,env,180,1.000,16.770,25563306.667,nan,2,0,454331306,eat-memory,0,1.000,0.067,8715434.667,nan,1,0,0,42.667,104.633,7503464448.000,7501031936.000,88.743,88.715,nan,nan,30,0
figlet,60,1.000,1.805,2991149.511,nan,2,0,3189375889,env,180,0.633,5.475,53614341.689,nan,3,1,20818279904,eat-memory,20,0.063,6.169,91851525.689,nan,1,1,22974237751,43.267,144.889,7563124736.000,7758842880.000,89.473,91.878,nan,nan,25,1
figlet,60,1.000,3.216,8192000.000,nan,3,0,4241166111,env,180,0.484,3.374,2545664.000,nan,2,1,22533246539,eat-memory,20,0.000,7.075,96075912.533,nan,1,1,28690129803,40.133,143.367,7701540864.000,7843986090.667,91.108,92.884,nan,nan,85,1
figlet,60,1.000,3.471,13269333.333,nan,2,0,842138582,env,180,0.583,7.304,52133888.000,nan,2,1,21296599137,eat-memory,20,0.000,14.934,138758348.800,nan,1,1,28728633268,45.333,153.381,7734872064.000,7886235648.000,91.482,93.407,nan,nan,100,1
figlet,60,1.000,9.335,14608384.000,nan,1,0,28105634,env,200,1.000,17.776,8024917.333,nan,1,0,179851637,eat-memory,0,1.000,0.540,33057962.667,nan,1,0,0,45.467,107.234,7581945856.000,7518913024.000,89.678,88.921,nan,nan,115,0
figlet,60,1.000,8.896,16718214.095,nan,2,0,57223251,env,200,1.000,17.931,2707831.467,nan,2,0,963758761,eat-memory,0,1.000,0.071,26724317.867,nan,1,0,0,43.733,111.317,7468668928.000,7487140352.000,88.350,88.570,nan,nan,40,0
figlet,60,1.000,9.220,16818176.000,nan,1,0,71890040,env,200,1.000,18.991,6502912.000,nan,1,0,355281093,eat-memory,0,1.000,0.227,24125952.000,nan,1,0,0,45.200,116.817,7577618432.000,7559634432.000,89.682,89.465,nan,nan,25,0
figlet,60,0.478,2.273,17032806.400,nan,1,1,12442183283,env,200,0.184,2.990,4063436.800,nan,1,1,21419327700,eat-memory,20,0.003,4.561,78038289.067,nan,1,1,25502382854,43.600,131.053,7571943424.000,7763646873.600,89.605,91.954,nan,nan,45,1
figlet,60,1.000,6.832,2555904.000,nan,2,0,6466188131,env,200,0.341,10.553,2797568.000,nan,2,1,21481233325,eat-memory,20,0.000,30.478,151831054.629,nan,1,1,27933365666,41.067,148.705,7620433920.000,7870891446.857,90.099,93.262,nan,nan,85,1
figlet,60,1.000,5.172,5953536.000,nan,2,0,5684179595,env,200,0.595,3.155,2734080.000,nan,2,1,23914925432,eat-memory,20,0.002,11.986,148230326.044,nan,1,1,19968139274,42.333,141.667,7513077760.000,7765208405.333,88.856,91.957,nan,nan,110,1
