function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,5.556,7009938.286,nan,1,0,7143076,shasum,120,1.000,11.226,6673749.333,nan,1,0,5904014,curl,100,1.000,51.290,26492557.410,nan,1,0,380956405,54.667,208.883,4280563712.000,4331186688.000,33.203,33.406,nan,nan,10,0
figlet,40,1.000,6.246,10353493.333,nan,2,0,7655174,shasum,120,1.000,12.221,3810304.000,nan,2,0,6185427,curl,100,1.000,59.912,36402517.333,nan,2,0,382940638,59.667,185.450,4414617600.000,4419869696.000,33.755,33.774,nan,nan,35,0
figlet,40,1.000,6.203,10450090.667,nan,2,0,7459093,shasum,120,1.000,11.461,10730837.333,nan,2,0,6053557,curl,100,1.000,57.819,38714880.000,nan,2,0,381652131,62.800,200.700,4452143104.000,4468473856.000,33.913,33.978,nan,nan,25,0
figlet,40,1.000,4.863,10446453.029,nan,2,0,7540484,shasum,120,1.000,10.667,3256320.000,nan,2,0,6066876,curl,120,1.000,61.133,38514083.352,nan,2,0,383824013,57.800,202.667,4459372544.000,4488730624.000,33.932,34.051,nan,nan,75,0
figlet,40,1.000,5.669,3481600.000,nan,2,0,7343007,shasum,120,1.000,12.401,4534272.000,nan,2,0,6227814,curl,120,1.000,69.063,43884032.000,nan,2,0,382142400,61.467,193.550,4478003200.000,4497287680.000,34.011,34.089,nan,nan,75,0
figlet,40,1.000,5.547,5578752.000,nan,2,0,7397047,shasum,120,1.000,10.882,10968576.000,nan,2,0,5926057,curl,120,1.000,61.684,43611306.667,nan,2,0,381530331,60.600,207.000,4505958400.000,4525197312.000,34.125,34.203,nan,nan,70,0
figlet,40,1.000,6.044,10647381.333,nan,2,0,8195841,shasum,120,1.000,12.454,11133952.000,nan,2,0,6924848,curl,140,1.000,80.793,47459328.000,nan,2,0,387316085,59.667,214.717,4518862848.000,4550016000.000,34.182,34.307,nan,nan,75,0
figlet,40,1.000,5.846,10567850.667,nan,2,0,8384839,shasum,120,1.000,12.006,11149653.333,nan,2,0,6994806,curl,140,1.000,77.792,50627584.000,nan,2,0,385238671,56.267,233.700,4557506560.000,4572753920.000,34.339,34.400,nan,nan,70,0
figlet,40,1.000,5.598,3583317.333,nan,2,0,9019715,shasum,120,1.000,11.596,11193344.000,nan,2,0,7201954,curl,140,1.000,75.363,51226965.333,nan,2,0,390619760,60.933,230.733,4603019264.000,4617195008.000,34.532,34.586,nan,nan,30,0
figlet,40,1.000,6.179,10729472.000,nan,2,0,9182104,shasum,120,1.000,12.923,11074730.667,nan,2,0,7710162,curl,160,1.000,94.857,57438378.667,nan,2,0,389471634,60.733,227.783,4588158976.000,4609664000.000,34.471,34.557,nan,nan,75,0
figlet,40,1.000,5.527,10734762.667,nan,2,0,8413351,shasum,120,1.000,11.228,11018581.333,nan,2,0,6876248,curl,160,1.000,85.475,57881600.000,nan,2,0,387670288,60.067,242.300,4574492672.000,4595637248.000,34.417,34.502,nan,nan,70,0
figlet,40,1.000,5.632,3854336.000,nan,2,0,9080391,shasum,120,1.000,10.975,11190442.667,nan,2,0,7388157,curl,160,1.000,81.555,56787285.333,nan,2,0,390864316,58.200,237.117,4575170560.000,4595388416.000,34.423,34.505,nan,nan,60,0
figlet,40,1.000,6.147,4714496.000,nan,2,0,9908913,shasum,120,1.000,12.840,11060736.000,nan,2,0,8148595,curl,180,1.000,102.221,62319957.333,nan,2,0,398392244,59.000,239.650,4577683456.000,4603099136.000,34.439,34.541,nan,nan,75,0
figlet,40,1.000,5.841,5468160.000,nan,2,0,10347752,shasum,120,1.000,12.135,11234133.333,nan,1,0,8834321,curl,180,1.000,99.121,66317141.333,nan,2,0,406188269,59.467,271.250,4611641344.000,4626417152.000,34.577,34.637,nan,nan,70,0
figlet,40,1.000,5.507,10521088.000,nan,2,0,10293349,shasum,120,1.000,11.733,11301512.533,nan,2,0,8596986,curl,180,1.000,93.389,66306560.000,nan,2,0,401484994,56.467,253.350,4617525248.000,4645160960.000,34.605,34.715,nan,nan,60,0
figlet,40,1.000,6.080,2879488.000,nan,2,0,10662388,shasum,120,1.000,12.650,11302912.000,nan,2,0,9673492,curl,200,1.000,114.838,70966613.333,nan,2,0,417338684,60.733,254.850,4635144192.000,4665341440.000,34.680,34.801,nan,nan,75,0
figlet,40,1.000,5.546,5009408.000,nan,2,0,9761872,shasum,120,1.000,11.414,11335338.667,nan,2,0,8329916,curl,200,1.000,104.628,73032704.000,nan,2,0,408476497,59.933,271.900,4625453056.000,4664713728.000,34.645,34.802,nan,nan,70,0
figlet,40,1.000,5.559,10545868.800,nan,2,0,9992346,shasum,120,1.000,11.326,11419257.905,nan,2,0,8659656,curl,200,1.000,99.419,71165269.333,nan,2,0,409757374,62.133,266.317,4673380352.000,4702642176.000,34.849,34.963,nan,nan,30,0
figlet,40,1.000,9.502,5158912.000,nan,2,0,7745351,shasum,140,1.000,20.616,3788800.000,nan,2,0,5529142,curl,0,1.000,0.096,31457280.000,nan,1,0,0,61.733,128.050,4660455424.000,4653837824.000,34.758,34.733,nan,nan,75,0
figlet,40,1.000,9.127,5832704.000,nan,2,0,7892378,shasum,140,1.000,19.721,11411626.667,nan,2,0,5517541,curl,0,1.000,0.084,27922432.000,nan,1,0,0,61.467,152.550,4680351744.000,4656536576.000,34.848,34.750,nan,nan,45,0
figlet,40,1.000,7.986,10526924.800,nan,2,0,7556312,shasum,140,1.000,16.808,11377459.200,nan,2,0,5528144,curl,0,1.000,0.104,27630592.000,nan,1,0,0,58.267,127.933,4607369216.000,4612002816.000,34.551,34.570,nan,nan,70,0
figlet,40,1.000,7.404,3926528.000,nan,2,0,7369869,shasum,140,1.000,15.964,3815458.133,nan,2,0,5553945,curl,20,1.000,14.502,31095022.933,nan,2,0,382903766,60.867,144.450,4699117568.000,4698121728.000,34.928,34.923,nan,nan,30,0
figlet,40,1.000,7.290,10642090.667,nan,2,0,7498238,shasum,140,1.000,16.355,11358890.667,nan,2,0,5579979,curl,20,1.000,14.448,30208000.000,nan,2,0,383818398,57.533,147.117,4693227520.000,4698169856.000,34.895,34.916,nan,nan,70,0
