function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,180,1.000,20.678,3743744.000,nan,1,0,11952154,nmap,20,1.000,85.734,47289002.667,nan,1,0,309678360,eat-memory,40,1.000,136.663,3948544.000,nan,2,0,1585489659,60.133,300.067,5922611200.000,6004184064.000,27.689,28.014,nan,nan,55,0
figlet,180,1.000,17.452,3837952.000,nan,1,0,12127998,nmap,20,1.000,86.316,3825664.000,nan,1,0,285478076,eat-memory,40,1.000,114.826,146238395.733,nan,1,0,1516979301,59.400,320.350,5873451008.000,5969056256.000,27.494,27.874,nan,nan,55,0
figlet,180,1.000,22.961,3127296.000,nan,2,0,13741340,nmap,20,1.000,98.161,3362816.000,nan,2,0,478606495,eat-memory,60,0.173,169.341,215230982.827,nan,1,1,12889381745,57.933,358.573,5852358656.000,6035011584.000,27.410,28.138,nan,nan,75,1
figlet,180,1.000,22.961,3432448.000,nan,2,0,14295536,nmap,20,1.000,102.231,3491840.000,nan,2,0,536578124,eat-memory,60,0.128,167.944,233743155.200,nan,1,1,13322901714,54.533,359.480,6039947264.000,6146942976.000,28.158,28.584,nan,nan,45,1
figlet,180,1.000,22.431,3491840.000,nan,2,0,14567063,nmap,20,1.000,98.378,3674112.000,nan,2,0,438974403,eat-memory,60,0.172,173.574,246423552.000,nan,1,1,12492309170,57.600,360.093,6076239872.000,6209605632.000,28.312,28.840,nan,nan,45,1
figlet,180,1.000,23.263,3858432.000,nan,1,0,7531141,nmap,40,1.000,174.829,4128768.000,nan,2,0,117191945,eat-memory,0,1.000,0.082,83353600.000,nan,1,0,0,57.200,258.417,6079705088.000,6040818176.000,28.322,28.169,nan,nan,45,0
figlet,180,1.000,22.228,4247552.000,nan,2,0,7987594,nmap,40,1.000,165.052,3792896.000,nan,2,0,122671032,eat-memory,0,1.000,0.453,60642645.333,nan,1,0,0,59.133,248.383,5826439168.000,5832284160.000,27.316,27.340,nan,nan,60,0
figlet,180,1.000,24.470,21019443.200,nan,1,0,8049539,nmap,40,1.000,181.991,3571712.000,nan,1,0,121349428,eat-memory,0,1.000,0.635,52600832.000,nan,1,0,0,57.867,271.317,5861922816.000,5856532992.000,27.458,27.437,nan,nan,55,0
figlet,180,1.000,25.048,3698995.200,nan,2,0,90767698,nmap,40,1.000,156.713,390327637.333,nan,3,0,15075252331,eat-memory,20,0.247,92.163,132367837.867,nan,1,1,6371157728,58.467,358.382,5868173312.000,6448514252.800,27.490,29.795,nan,nan,30,1
figlet,180,1.000,21.366,21562538.667,nan,2,0,14044277,nmap,40,1.000,160.304,315111936.000,nan,2,0,5616929145,eat-memory,20,1.000,76.722,115992576.000,nan,2,0,1536772696,58.867,314.883,6055759872.000,6367346688.000,28.225,29.465,nan,nan,75,0
figlet,180,1.000,20.882,21457408.000,nan,2,0,15327535,nmap,40,1.000,158.900,312400213.333,nan,2,0,5161855342,eat-memory,20,1.000,69.738,105757866.667,nan,2,0,1420949787,58.400,308.150,5861380096.000,6164244480.000,27.457,28.662,nan,nan,85,0
figlet,180,1.000,21.685,3344384.000,nan,2,0,15548410,nmap,40,1.000,137.525,297048064.000,nan,3,0,11170814739,eat-memory,40,0.211,134.545,180735317.333,nan,1,1,9705985736,59.333,366.293,5719947264.000,6101042790.400,26.880,28.401,nan,nan,85,1
figlet,180,1.000,22.390,3618816.000,nan,2,0,24007621,nmap,40,0.999,150.587,397776759.467,nan,3,0,10269701474,eat-memory,40,0.233,122.528,190633028.267,nan,1,1,11382970947,59.867,367.707,5951158272.000,6429428531.200,27.819,29.721,nan,nan,45,1
figlet,180,1.000,22.290,3614720.000,nan,2,0,14592137,nmap,40,1.000,161.546,3434268.444,nan,3,0,10218971523,eat-memory,40,0.207,111.572,192321536.000,nan,1,1,12804873748,58.933,364.560,6006065152.000,6465412710.400,28.043,29.868,nan,nan,45,1
figlet,180,1.000,19.260,21478058.667,nan,2,0,11968194,nmap,60,1.000,212.643,360336384.000,nan,2,0,6245529197,eat-memory,0,1.000,0.084,69099520.000,nan,1,0,0,59.467,293.000,5931479040.000,6264190464.000,27.739,29.065,nan,nan,75,0
figlet,180,1.000,21.634,21436928.000,nan,2,0,11905812,nmap,60,1.000,221.313,385671850.667,nan,2,0,6266410997,eat-memory,0,1.000,0.073,51236864.000,nan,1,0,0,58.200,316.353,5797296128.000,6117927424.000,27.195,28.476,nan,nan,80,0
figlet,180,1.000,18.948,3637248.000,nan,2,0,13027545,nmap,60,0.999,208.861,3875953.778,nan,2,0,6410981877,eat-memory,0,1.000,0.084,41682944.000,nan,1,0,0,60.800,290.083,5868113920.000,6159236096.000,27.493,28.650,nan,nan,55,0
figlet,180,1.000,22.329,3528704.000,nan,2,0,15103748,nmap,60,0.997,182.233,4134912.000,nan,3,0,15263837338,eat-memory,20,1.000,80.997,3405824.000,nan,1,0,1573604619,60.333,364.947,5813559296.000,6290426265.600,27.270,29.172,nan,nan,50,0
figlet,180,1.000,21.271,3039232.000,nan,2,0,15513939,nmap,60,0.999,179.558,520251146.240,nan,2,0,14366540961,eat-memory,20,1.000,76.442,3190784.000,nan,2,0,1744365786,58.133,348.093,5879257088.000,6372587110.400,27.543,29.506,nan,nan,105,0
figlet,180,1.000,21.574,2772992.000,nan,2,0,15072336,nmap,60,0.998,182.136,9801728.000,nan,3,0,14137760377,eat-memory,20,1.000,75.287,112909626.027,nan,1,0,1636506618,57.200,376.360,5911310336.000,6372106240.000,27.669,29.504,nan,nan,85,0
figlet,180,1.000,20.790,3192320.000,nan,2,0,14902120,nmap,60,0.854,182.755,527471115.378,nan,3,1,19183622815,eat-memory,40,0.171,127.802,183301120.000,nan,1,1,15380129574,58.733,407.389,5928706048.000,6582473728.000,27.741,30.346,nan,nan,75,1
figlet,180,1.000,20.340,3584512.000,nan,2,0,13107320,nmap,60,0.753,156.449,498141696.000,nan,3,1,20029936910,eat-memory,40,0.200,145.362,207162140.444,nan,1,1,10568146728,57.400,397.900,6031370240.000,6278688085.333,28.115,29.110,nan,nan,80,1
figlet,180,1.000,19.953,3513139.200,nan,2,0,13683206,nmap,60,0.778,149.255,2998272.000,nan,3,1,19304035238,eat-memory,40,0.201,147.850,204451498.667,nan,1,1,10004671507,60.000,395.800,5934915584.000,6304246101.333,27.720,29.197,nan,nan,80,1
figlet,180,1.000,22.274,3316565.333,nan,2,0,9081128,nmap,80,0.838,213.776,326836224.000,nan,3,1,16528276193,eat-memory,0,1.000,0.476,61625002.667,nan,1,0,0,56.733,320.289,5974577152.000,6220077397.333,27.877,28.866,nan,nan,80,1
figlet,180,1.000,26.838,3792896.000,nan,2,0,8645380,nmap,80,0.516,154.858,290399354.880,nan,1,1,15885721294,eat-memory,0,1.000,0.234,44794324.114,nan,1,0,0,58.600,274.747,5870358528.000,6094680064.000,27.468,28.367,nan,nan,75,1
figlet,180,1.000,20.889,3844096.000,nan,2,0,10637510,nmap,80,1.000,265.964,536217600.000,nan,2,0,12613535058,eat-memory,0,1.000,0.073,40057865.752,nan,1,0,0,60.533,348.947,5887979520.000,6341277286.400,27.554,29.363,nan,nan,45,0
figlet,200,1.000,33.683,21140992.000,nan,2,0,6115589,nmap,0,1.000,0.095,3780608.000,nan,1,0,0,eat-memory,0,1.000,0.111,40294058.667,nan,1,0,0,56.467,126.517,5831170048.000,5775993856.000,27.312,27.093,nan,nan,85,0
figlet,200,1.000,32.016,3827285.333,nan,2,0,6150885,nmap,0,1.000,0.092,4013738.667,nan,1,0,0,eat-memory,0,1.000,0.084,40190634.667,nan,1,0,0,57.467,127.167,5712547840.000,5720653824.000,26.845,26.876,nan,nan,30,0
figlet,200,1.000,31.642,10304785.067,nan,2,0,6092245,nmap,0,1.000,0.083,4249463.467,nan,1,0,0,eat-memory,0,1.000,0.114,40203605.333,nan,1,0,0,58.667,137.533,5744549888.000,5741739520.000,26.973,26.961,nan,nan,40,0
figlet,200,1.000,30.540,6905002.667,nan,1,0,6844445,nmap,0,1.000,0.084,4477781.333,nan,1,0,0,eat-memory,20,1.000,71.379,94108501.333,nan,2,0,1086290220,60.067,184.900,5740867584.000,5782816256.000,26.960,27.126,nan,nan,30,0
figlet,200,1.000,27.216,3526656.000,nan,2,0,5873301,nmap,0,1.000,0.090,4861269.333,nan,1,0,0,eat-memory,20,1.000,63.156,6811648.000,nan,2,0,1082932857,60.733,174.167,5752133632.000,5792190976.000,27.001,27.161,nan,nan,60,0
figlet,200,1.000,31.058,21280085.333,nan,1,0,6057587,nmap,0,1.000,0.095,5295957.333,nan,1,0,0,eat-memory,20,1.000,72.847,94238720.000,nan,2,0,1086137968,60.467,186.300,5743237120.000,5782257152.000,26.967,27.122,nan,nan,70,0
figlet,200,1.000,24.086,3645440.000,nan,2,0,6993407,nmap,0,1.000,0.092,5572169.143,nan,1,0,0,eat-memory,40,1.000,124.910,147310250.667,nan,2,0,1090056532,59.400,219.900,5745014784.000,5817815552.000,26.976,27.265,nan,nan,60,0
figlet,200,1.000,26.850,3717120.000,nan,1,0,6763510,nmap,0,1.000,0.081,5849258.667,nan,1,0,0,eat-memory,40,1.000,138.680,4116480.000,nan,2,0,1088099935,56.933,232.517,5719939072.000,5801569280.000,26.877,27.201,nan,nan,55,0
figlet,200,1.000,23.792,3907584.000,nan,2,0,7063250,nmap,0,1.000,0.085,6151314.286,nan,1,0,0,eat-memory,40,1.000,126.725,6582272.000,nan,2,0,1090806268,58.867,222.933,5720158208.000,5801047552.000,26.879,27.201,nan,nan,60,0
figlet,200,1.000,23.163,21231957.333,nan,2,0,9633362,nmap,0,1.000,0.077,7012864.000,nan,1,0,0,eat-memory,60,1.000,206.794,201998848.000,nan,1,0,1125870950,57.733,289.583,5724391424.000,5850104832.000,26.898,27.396,nan,nan,85,0
figlet,200,1.000,20.982,4014080.000,nan,2,0,9535357,nmap,0,1.000,0.089,5605853.867,nan,1,0,0,eat-memory,60,1.000,188.869,197268314.210,nan,2,0,1164438697,55.933,265.017,5736751104.000,5853957120.000,26.946,27.412,nan,nan,60,0
figlet,200,1.000,24.187,3674112.000,nan,2,0,10893448,nmap,0,1.000,0.096,5447168.000,nan,1,0,0,eat-memory,60,1.000,215.858,205385216.000,nan,1,0,1183802504,59.400,302.483,5723648000.000,5846868992.000,26.895,27.384,nan,nan,70,0
figlet,200,1.000,23.037,3637248.000,nan,2,0,11331785,nmap,0,1.000,0.078,5366579.200,nan,1,0,0,eat-memory,80,0.434,255.010,3289088.000,nan,1,1,7801750176,60.000,349.600,5750489088.000,5975913267.200,27.003,27.898,nan,nan,60,1
figlet,200,1.000,23.811,3272704.000,nan,2,0,11091444,nmap,0,1.000,0.066,5453141.333,nan,1,0,0,eat-memory,80,0.447,272.472,3477504.000,nan,2,1,7573772600,58.000,365.520,5945706496.000,6104120115.200,27.783,28.412,nan,nan,45,1
figlet,200,1.000,23.574,3250176.000,nan,2,0,11018279,nmap,0,1.000,0.070,5534651.733,nan,1,0,0,eat-memory,80,0.394,252.036,3346432.000,nan,1,1,8181045540,59.333,349.427,5920294912.000,6060827852.800,27.684,28.242,nan,nan,80,1
figlet,200,1.000,27.957,3706880.000,nan,2,0,5805495,nmap,20,1.000,82.115,3633152.000,nan,2,0,106074280,eat-memory,0,1.000,0.071,80445440.000,nan,1,0,0,60.600,193.317,5877944320.000,5831269888.000,27.517,27.336,nan,nan,45,0
figlet,200,1.000,28.047,21420714.667,nan,2,0,5912438,nmap,20,1.000,82.814,19124906.667,nan,2,0,109374367,eat-memory,0,1.000,0.077,61362176.000,nan,1,0,0,57.267,186.000,5745027072.000,5745137152.000,26.998,26.999,nan,nan,75,0
figlet,200,1.000,29.202,21334698.667,nan,1,0,5709015,nmap,20,1.000,88.223,19329706.667,nan,1,0,105990595,eat-memory,0,1.000,0.458,41914026.667,nan,1,0,0,58.133,195.200,5725227008.000,5724716544.000,26.921,26.920,nan,nan,70,0
figlet,200,1.000,24.345,3608576.000,nan,2,0,6944305,nmap,20,1.000,80.906,3670016.000,nan,1,0,109624466,eat-memory,20,1.000,65.392,94807722.667,nan,2,0,1087904177,59.200,238.650,5725685760.000,5763988480.000,26.924,27.076,nan,nan,60,0
figlet,200,1.000,26.153,3778560.000,nan,1,0,6775271,nmap,20,1.000,87.374,3579904.000,nan,2,0,108455871,eat-memory,20,1.000,68.576,95003477.333,nan,1,0,1085705327,58.533,247.267,5738070016.000,5779640832.000,26.974,27.140,nan,nan,55,0
figlet,200,1.000,23.587,21537109.333,nan,2,0,7236486,nmap,20,1.000,78.033,3825664.000,nan,2,0,115816030,eat-memory,20,1.000,61.693,95412736.000,nan,2,0,1091129952,60.667,234.200,5740666880.000,5775806976.000,26.986,27.126,nan,nan,60,0
figlet,200,1.000,23.313,3684352.000,nan,1,0,13044484,nmap,20,1.000,92.840,3969024.000,nan,1,0,395176408,eat-memory,40,1.000,143.532,162579285.333,nan,2,0,2590520552,59.133,315.033,5741926400.000,5848497152.000,26.993,27.416,nan,nan,55,0
figlet,200,1.000,23.527,3850240.000,nan,1,0,13086451,nmap,20,1.000,92.488,3911680.000,nan,2,0,412666951,eat-memory,40,1.000,128.493,154136302.933,nan,1,0,2808304486,58.533,317.050,5788803072.000,5890951168.000,27.179,27.585,nan,nan,55,0
figlet,200,1.000,20.493,3682304.000,nan,2,0,13911318,nmap,20,1.000,96.014,3981312.000,nan,2,0,421369615,eat-memory,40,1.000,133.251,160711002.210,nan,1,0,2734843476,59.200,318.500,5790371840.000,5898826752.000,27.186,27.618,nan,nan,55,0
figlet,200,1.000,24.276,3985408.000,nan,2,0,13407657,nmap,20,1.000,100.952,3958784.000,nan,2,0,466600404,eat-memory,60,0.168,147.248,198538881.707,nan,1,1,12675604909,60.000,374.400,5779040256.000,5958533939.200,27.141,27.857,nan,nan,55,1
figlet,200,1.000,23.251,3272704.000,nan,2,0,13360895,nmap,20,1.000,98.638,3446784.000,nan,2,0,432983435,eat-memory,60,0.173,177.078,234634035.200,nan,1,1,12479839137,60.933,374.120,5946083328.000,6052621926.400,27.812,28.234,nan,nan,75,1
figlet,200,1.000,22.778,3519829.333,nan,2,0,13547422,nmap,20,1.000,90.465,3762176.000,nan,2,0,446236144,eat-memory,60,0.182,162.569,236002536.107,nan,1,1,12004389679,60.000,380.867,5977749504.000,6122051584.000,27.933,28.508,nan,nan,45,1
figlet,200,1.000,22.199,21329749.333,nan,2,0,7515064,nmap,40,1.000,161.067,26939733.333,nan,2,0,116965718,eat-memory,0,1.000,0.073,85557248.000,nan,1,0,0,59.533,244.483,5895991296.000,5852311040.000,27.611,27.438,nan,nan,80,0
figlet,200,1.000,23.579,3770368.000,nan,1,0,6871862,nmap,40,1.000,175.237,3469312.000,nan,1,0,111877110,eat-memory,0,1.000,0.074,58081280.000,nan,1,0,0,59.600,263.267,5757007872.000,5760097792.000,27.058,27.071,nan,nan,55,0
figlet,200,1.000,24.072,4132864.000,nan,2,0,7188354,nmap,40,1.000,167.249,4022272.000,nan,1,0,115766577,eat-memory,0,1.000,0.075,42276181.333,nan,1,0,0,59.067,253.456,5751064576.000,5756448768.000,27.036,27.058,nan,nan,75,0
figlet,200,1.000,20.970,1830912.000,nan,2,0,15537339,nmap,40,1.000,147.313,3813376.000,nan,2,0,5209812508,eat-memory,20,1.000,66.337,106335232.000,nan,2,0,1432048721,59.867,290.383,5760509952.000,6050439168.000,27.076,28.229,nan,nan,75,0
figlet,200,1.000,20.544,21730986.667,nan,2,0,13992982,nmap,40,1.000,147.165,263651498.667,nan,2,0,5039249943,eat-memory,20,1.000,66.874,103127722.667,nan,2,0,1546925045,58.733,290.217,5870567424.000,6155963904.000,27.517,28.653,nan,nan,85,0
figlet,200,1.000,20.991,21591210.667,nan,2,0,15005439,nmap,40,1.000,144.992,279731541.333,nan,2,0,5421693569,eat-memory,20,1.000,66.866,102396006.400,nan,2,0,1466958227,60.067,290.817,5881696256.000,6163424256.000,27.565,28.685,nan,nan,85,0
figlet,200,1.000,24.176,3149824.000,nan,2,0,15228418,nmap,40,0.997,148.751,3964928.000,nan,3,0,9621646053,eat-memory,40,0.205,111.611,161820789.029,nan,1,1,12153693772,60.000,378.627,5846259712.000,6394176716.800,27.415,29.599,nan,nan,80,1
figlet,200,1.000,23.641,2854912.000,nan,2,0,16263923,nmap,40,1.000,154.468,296525824.000,nan,3,0,9569305594,eat-memory,40,0.205,113.484,164676598.248,nan,1,1,12875085264,56.333,377.427,6037026816.000,6534260736.000,28.189,30.165,nan,nan,90,1
figlet,200,1.000,25.121,3190784.000,nan,2,0,14943955,nmap,40,1.000,159.077,386863104.000,nan,3,0,10356111745,eat-memory,40,0.152,112.481,180499387.733,nan,1,1,13482528083,60.800,373.267,6065074176.000,6454808166.400,28.305,29.853,nan,nan,45,1
figlet,200,1.000,20.281,3588096.000,nan,2,0,11180281,nmap,60,0.999,220.111,3985294.222,nan,2,0,4826588416,eat-memory,0,1.000,0.077,71315456.000,nan,1,0,0,60.533,300.083,6039203840.000,6299594752.000,28.210,29.244,nan,nan,45,0
figlet,200,1.000,19.469,3670016.000,nan,2,0,11662442,nmap,60,0.999,220.693,308134473.143,nan,2,0,4724998066,eat-memory,0,1.000,0.343,54043648.000,nan,1,0,0,60.733,289.983,5939075072.000,6202680832.000,27.806,28.854,nan,nan,55,0
figlet,200,1.000,23.672,3416064.000,nan,2,0,11142496,nmap,60,0.999,222.371,428604386.743,nan,2,0,6301293405,eat-memory,0,1.000,0.291,48100147.200,nan,1,0,0,60.733,377.627,5822476288.000,6241819852.800,27.344,29.011,nan,nan,50,0
figlet,200,1.000,23.301,3395584.000,nan,2,0,14463839,nmap,60,0.987,195.434,197931008.000,nan,3,0,14674287406,eat-memory,20,1.000,77.770,3403776.000,nan,1,0,1513455094,59.800,365.200,5845612544.000,6332050227.200,27.429,29.366,nan,nan,80,0
figlet,200,1.000,22.935,3452928.000,nan,2,0,11665074,nmap,60,0.865,156.745,3592192.000,nan,3,1,18220542578,eat-memory,20,1.000,71.267,3618816.000,nan,1,0,1432835034,60.000,342.067,5982679040.000,6304598698.667,27.978,29.262,nan,nan,75,1
figlet,200,1.000,23.468,3346432.000,nan,2,0,16420496,nmap,60,0.998,186.608,279199744.000,nan,3,0,13184079918,eat-memory,20,1.000,77.901,3158016.000,nan,1,0,1747061863,58.000,368.307,5938692096.000,6383720448.000,27.793,29.569,nan,nan,95,0
figlet,200,1.000,22.699,3700736.000,nan,2,0,15315548,nmap,60,0.799,167.200,466950314.667,nan,3,1,19901768173,eat-memory,40,0.178,134.505,190778481.778,nan,1,1,12921162464,60.400,403.522,6000238592.000,6637042688.000,28.056,30.586,nan,nan,45,1
figlet,200,1.000,23.462,3452416.000,nan,2,0,16308029,nmap,60,0.816,174.261,3497984.000,nan,3,1,19945620945,eat-memory,40,0.152,116.201,194287160.889,nan,1,1,15541889450,60.067,396.600,6058309632.000,6682493952.000,28.265,30.761,nan,nan,80,1
figlet,200,1.000,20.934,3252224.000,nan,2,0,24582245,nmap,60,0.874,190.467,368838144.000,nan,3,1,18242928266,eat-memory,40,0.152,120.784,182675000.889,nan,1,1,15300441009,58.067,411.133,6120454144.000,6763808426.667,28.497,31.068,nan,nan,75,1
figlet,200,1.000,22.340,3768320.000,nan,2,0,9844825,nmap,80,0.716,195.284,3545088.000,nan,3,1,18500081537,eat-memory,0,1.000,0.262,60904903.111,nan,1,0,0,58.133,332.989,6064910336.000,6306045269.333,28.273,29.236,nan,nan,80,1
figlet,200,1.000,23.547,9006080.000,nan,2,0,11205102,nmap,80,0.745,202.622,294033408.000,nan,2,1,17876638133,eat-memory,0,1.000,0.706,44708165.079,nan,1,0,0,59.067,304.733,6007820288.000,6335183189.333,28.032,29.345,nan,nan,80,1
figlet,200,1.000,23.978,3463168.000,nan,2,0,9585880,nmap,80,0.862,216.022,3084288.000,nan,3,1,16515776363,eat-memory,0,1.000,0.092,40828492.394,nan,1,0,0,60.800,345.889,6050674688.000,6315570176.000,28.213,29.277,nan,nan,60,1
