function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,100,1.000,14.427,6782464.000,nan,1,0,11849978,shasum,150,1.000,15.838,7274325.333,nan,1,0,11615886,nmap,40,1.000,174.640,315241301.333,nan,1,0,6799257618,61.467,346.167,3196194816.000,3493818880.000,19.973,21.169,nan,nan,10,0
figlet,100,1.000,13.756,10520576.000,nan,2,0,13357626,shasum,150,1.000,16.377,3529420.800,nan,2,0,13221585,nmap,40,0.999,166.748,370441898.667,nan,2,0,7016286466,51.533,285.683,3481303040.000,3823590400.000,21.170,22.532,nan,nan,30,0
figlet,100,1.000,15.128,3784840.533,nan,2,0,12991572,shasum,150,1.000,16.465,12546560.000,nan,1,0,12638571,nmap,40,1.000,203.899,333523319.467,nan,1,0,6940172635,66.867,314.483,3522353152.000,3840919552.000,21.349,22.623,nan,nan,20,0
figlet,100,1.000,16.179,3720584.533,nan,2,0,12876006,shasum,150,1.000,17.318,3791428.267,nan,2,0,12258756,nmap,50,0.999,208.563,121866012.444,nan,3,0,13567655321,50.467,353.800,3588941824.000,4103879475.200,21.612,23.667,nan,nan,25,0
figlet,100,1.000,16.378,3645440.000,nan,2,0,12891141,shasum,150,1.000,17.853,3465216.000,nan,2,0,11721930,nmap,50,0.999,203.411,4092814.222,nan,3,0,13399359601,51.200,366.747,3637667840.000,4184771379.200,21.818,23.995,nan,nan,40,0
figlet,100,1.000,15.437,3958101.333,nan,2,0,11543742,shasum,150,1.000,16.174,3826483.200,nan,2,0,11028169,nmap,50,0.909,187.351,2990080.000,nan,3,0,15896929582,64.067,354.200,3634202624.000,3951758677.333,21.811,23.076,nan,nan,30,0
figlet,100,1.000,15.313,4276224.000,nan,2,0,15358295,shasum,150,1.000,17.323,3503445.333,nan,2,0,14619468,nmap,60,0.849,218.757,3380394.667,nan,3,1,19365681592,56.600,385.311,3667761152.000,4317665621.333,21.952,24.544,nan,nan,35,1
figlet,100,1.000,15.491,3721216.000,nan,2,0,12517532,shasum,150,1.000,16.647,3708245.333,nan,2,0,11276412,nmap,60,0.645,176.031,317812736.000,nan,3,1,20750570240,55.733,345.311,3655550976.000,3968147456.000,21.895,23.149,nan,nan,35,1
figlet,100,1.000,16.637,3031040.000,nan,2,0,14578272,shasum,150,1.000,18.047,2404352.000,nan,2,0,13840144,nmap,60,0.967,211.512,9793536.000,nan,2,0,16734741512,54.733,362.269,3666997248.000,4228828364.800,21.939,24.180,nan,nan,60,0
figlet,100,1.000,15.109,11388245.333,nan,2,0,5915217,shasum,160,1.000,17.553,12604245.333,nan,2,0,4934555,nmap,0,1.000,0.088,39883093.333,nan,1,0,0,45.800,139.550,3620993024.000,3580558848.000,21.769,21.609,nan,nan,130,0
