function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,80,1.000,12.816,3489945.600,nan,2,0,7316135,env,140,1.000,14.880,13319099.733,nan,2,0,5548131,curl,40,1.000,23.889,3578026.667,nan,2,0,382767574,66.467,157.833,5886201856.000,5874725888.000,29.423,29.373,nan,nan,30,0
figlet,80,1.000,13.448,12214954.667,nan,1,0,6856140,env,140,1.000,15.837,13371733.333,nan,1,0,5299410,curl,40,1.000,28.067,39827456.000,nan,2,0,379520671,62.800,166.933,5849413632.000,5840536576.000,29.276,29.238,nan,nan,55,0
figlet,80,1.000,11.919,3584170.667,nan,2,0,7167439,env,140,1.000,13.941,13322240.000,nan,2,0,5590283,curl,60,1.000,36.718,3765896.533,nan,2,0,379525212,67.000,176.433,5865093120.000,5858782208.000,29.341,29.313,nan,nan,30,0
figlet,80,1.000,12.059,3774122.667,nan,1,0,7145940,env,140,1.000,15.800,13244757.333,nan,1,0,5505289,curl,60,1.000,39.381,44847786.667,nan,1,0,381236804,65.800,191.650,5867677696.000,5862887424.000,29.355,29.331,nan,nan,25,0
figlet,80,1.000,12.598,3852800.000,nan,1,0,7058011,env,140,1.000,14.758,13374976.000,nan,1,0,5510817,curl,60,1.000,38.783,3896917.333,nan,2,0,379731095,65.200,181.150,5867735040.000,5861916160.000,29.355,29.328,nan,nan,30,0
figlet,80,1.000,11.390,4087466.667,nan,2,0,7161928,env,140,1.000,13.437,13154986.667,nan,2,0,5914673,curl,80,1.000,46.206,49315157.333,nan,2,0,380213012,66.267,187.917,5873862656.000,5873681920.000,29.381,29.376,nan,nan,30,0
figlet,80,1.000,13.134,3814946.133,nan,1,0,7974965,env,140,1.000,15.743,13480925.867,nan,1,0,6200233,curl,80,1.000,50.990,3343598.933,nan,1,0,383004218,64.067,208.133,5895673856.000,5884833792.000,29.468,29.421,nan,nan,25,0
figlet,80,1.000,12.313,3843072.000,nan,1,0,7468655,env,140,1.000,14.898,13373440.000,nan,1,0,5873723,curl,80,1.000,50.135,3607040.000,nan,1,0,380620008,62.533,195.600,5876488192.000,5881072640.000,29.393,29.408,nan,nan,30,0
figlet,80,1.000,11.979,3746560.000,nan,1,0,8357997,env,140,1.000,13.879,13214037.333,nan,2,0,6812414,curl,100,1.000,58.263,3527338.667,nan,2,0,389452273,63.267,207.483,5891469312.000,5891734528.000,29.454,29.451,nan,nan,30,0
figlet,80,1.000,10.518,3721728.000,nan,2,0,8024368,env,140,1.000,12.307,13215402.667,nan,2,0,6091471,curl,100,1.000,56.094,3714611.200,nan,2,0,381707638,63.400,193.517,5887850496.000,5889183744.000,29.441,29.442,nan,nan,30,0
figlet,80,1.000,12.693,12149760.000,nan,1,0,7820005,env,140,1.000,15.030,13108906.667,nan,1,0,6137696,curl,100,1.000,63.331,6203562.667,nan,1,0,383573385,64.333,218.483,5911949312.000,5920483840.000,29.543,29.574,nan,nan,25,0
figlet,80,1.000,11.615,3775829.333,nan,2,0,8696209,env,140,1.000,13.909,13278720.000,nan,2,0,6896483,curl,120,1.000,69.681,59309738.667,nan,1,0,392469108,67.400,224.867,5901465600.000,5905652736.000,29.498,29.511,nan,nan,30,0
figlet,80,1.000,10.657,3967317.333,nan,2,0,8529290,env,140,1.000,12.033,13170995.200,nan,2,0,6863632,curl,120,1.000,63.111,58880682.667,nan,2,0,390358435,63.667,209.583,5907980288.000,5920628224.000,29.526,29.572,nan,nan,30,0
figlet,80,1.000,12.230,3954432.000,nan,1,0,8430962,env,140,1.000,14.384,13338965.333,nan,1,0,6977418,curl,120,1.000,72.235,59617962.667,nan,1,0,389747917,67.400,232.133,5955414016.000,5969700352.000,29.723,29.779,nan,nan,25,0
figlet,80,1.000,11.236,3968000.000,nan,1,0,8944927,env,140,1.000,13.333,13295445.333,nan,2,0,7322750,curl,140,1.000,75.143,3837952.000,nan,2,0,391883903,65.400,233.037,5928841216.000,5941568000.000,29.613,29.659,nan,nan,30,0
figlet,80,1.000,9.951,3840853.333,nan,2,0,8824078,env,140,1.000,12.399,13061802.667,nan,2,0,7315569,curl,140,1.000,72.892,3905331.200,nan,2,0,394432082,65.600,222.217,5929203712.000,5940183552.000,29.614,29.653,nan,nan,30,0
figlet,80,1.000,12.011,3993002.667,nan,1,0,8917239,env,140,1.000,14.656,3689779.200,nan,1,0,7215448,curl,140,1.000,76.311,4426410.667,nan,1,0,390218810,66.800,248.833,5953490944.000,5970885632.000,29.716,29.783,nan,nan,25,0
figlet,80,1.000,11.653,3662250.667,nan,2,0,9624790,env,140,1.000,13.709,13128704.000,nan,1,0,7899886,curl,160,1.000,87.290,67639808.000,nan,1,0,397541505,66.400,252.700,5943996416.000,5959107072.000,29.675,29.731,nan,nan,30,0
figlet,80,1.000,10.922,3755520.000,nan,2,0,9952512,env,140,1.000,13.167,13336576.000,nan,2,0,8237853,curl,160,1.000,85.631,3895125.333,nan,2,0,401620173,62.533,242.283,5952501760.000,5966462976.000,29.711,29.762,nan,nan,30,0
figlet,80,1.000,9.911,3832558.933,nan,1,0,9781761,env,140,1.000,13.973,13170907.429,nan,1,0,8210460,curl,160,1.000,83.916,3526075.733,nan,1,0,399749332,60.933,266.783,5954082816.000,5978553856.000,29.717,29.810,nan,nan,25,0
figlet,80,1.000,11.957,3798528.000,nan,1,0,10775569,env,140,1.000,13.771,4274346.667,nan,1,0,9764384,curl,180,1.000,104.361,3902122.667,nan,1,0,420029832,64.600,271.850,5975728128.000,5999136256.000,29.805,29.894,nan,nan,30,0
figlet,80,1.000,11.056,3942570.667,nan,1,0,10755873,env,140,1.000,13.010,3735040.000,nan,1,0,8684252,curl,180,1.000,96.976,3828394.667,nan,1,0,412722502,65.533,259.383,5981059072.000,5998749184.000,29.828,29.893,nan,nan,30,0
figlet,80,1.000,11.241,3668309.333,nan,2,0,10982777,env,140,1.000,12.299,13397504.000,nan,2,0,9269120,curl,180,1.000,90.570,74084352.000,nan,2,0,417135727,62.400,249.333,5998456832.000,6019825664.000,29.896,29.977,nan,nan,30,0
figlet,80,1.000,11.985,3617336.076,nan,1,0,11973369,env,140,1.000,14.315,13394768.457,nan,1,0,10442993,curl,200,1.000,123.804,81271929.905,nan,1,0,447834138,64.000,291.101,6027567104.000,6057458688.000,30.019,30.135,nan,nan,25,0
figlet,80,1.000,11.149,3848874.667,nan,2,0,11666370,env,140,1.000,13.222,13254314.667,nan,1,0,9858371,curl,200,1.000,109.365,80843093.333,nan,1,0,439805673,65.067,278.033,6029172736.000,6023962624.000,30.024,29.999,nan,nan,30,0
figlet,80,1.000,10.908,3556388.571,nan,2,0,12002818,env,140,1.000,12.667,3626325.333,nan,2,0,10608284,curl,200,1.000,103.236,3753813.333,nan,2,0,435822968,63.533,266.000,5964419072.000,5978649088.000,29.765,29.818,nan,nan,30,0
figlet,80,1.000,16.596,3738385.067,nan,1,0,6855427,env,160,1.000,20.475,13087924.419,nan,1,0,5143684,curl,0,1.000,0.148,3555601.067,nan,1,0,0,62.933,147.200,5961191424.000,5941954048.000,29.754,29.673,nan,nan,25,0
figlet,80,1.000,14.954,3736917.333,nan,1,0,6514448,env,160,1.000,20.179,13263360.000,nan,1,0,5034077,curl,0,1.000,0.082,35319808.000,nan,1,0,0,59.867,137.800,5921232896.000,5908954112.000,29.591,29.540,nan,nan,30,0
figlet,80,1.000,14.878,3875840.000,nan,2,0,6910632,env,160,1.000,19.855,13421738.667,nan,1,0,5266275,curl,0,1.000,0.097,33550336.000,nan,1,0,0,60.533,139.550,5924737024.000,5927019008.000,29.607,29.613,nan,nan,30,0
figlet,80,1.000,12.913,3916117.333,nan,2,0,7109774,env,160,1.000,17.034,13265578.667,nan,2,0,5736667,curl,20,1.000,13.391,37433856.000,nan,2,0,384686435,68.267,151.850,5962125312.000,5959553536.000,29.757,29.744,nan,nan,30,0
figlet,80,1.000,14.823,3717802.667,nan,1,0,7274909,env,160,1.000,19.506,13222229.333,nan,1,0,5707604,curl,20,1.000,15.987,3972061.867,nan,1,0,389897585,62.467,165.183,5981124608.000,5962867712.000,29.839,29.762,nan,nan,25,0
figlet,80,1.000,13.973,3958784.000,nan,1,0,7531172,env,160,1.000,17.908,3735552.000,nan,2,0,5829454,curl,20,1.000,15.028,35946666.667,nan,2,0,384975781,59.067,150.120,5918912512.000,5918605824.000,29.580,29.579,nan,nan,60,0
figlet,80,1.000,13.647,3588973.714,nan,1,0,7028383,env,160,1.000,17.059,13220449.524,nan,1,0,5356304,curl,40,1.000,26.935,39302285.410,nan,1,0,384394078,66.133,175.633,5862084608.000,5874144768.000,29.368,29.411,nan,nan,25,0
figlet,80,1.000,13.015,3698944.000,nan,1,0,6748488,env,160,1.000,17.439,13175978.667,nan,1,0,5189688,curl,40,1.000,27.149,3663360.000,nan,1,0,382104645,64.400,168.700,5913501696.000,5907475456.000,29.572,29.544,nan,nan,30,0
figlet,80,1.000,12.515,3788800.000,nan,2,0,7015300,env,160,1.000,16.586,13262677.333,nan,2,0,5479566,curl,40,1.000,25.706,40945493.333,nan,2,0,381530686,64.400,165.783,5941518336.000,5939875328.000,29.685,29.675,nan,nan,30,0
figlet,80,1.000,13.050,3218176.000,nan,1,0,7186125,env,160,1.000,17.215,13238418.286,nan,1,0,5851050,curl,60,1.000,40.525,3804379.429,nan,1,0,379661721,64.533,194.650,5969414144.000,5965747200.000,29.797,29.778,nan,nan,25,0
figlet,80,1.000,12.775,4043776.000,nan,1,0,7419031,env,160,1.000,17.044,13142869.333,nan,1,0,5655275,curl,60,1.000,38.968,45748906.667,nan,1,0,383247872,65.800,186.850,5978001408.000,5972298240.000,29.832,29.805,nan,nan,30,0
figlet,80,1.000,11.974,3583488.000,nan,2,0,7263699,env,160,1.000,16.482,13454336.000,nan,1,0,5881491,curl,60,1.000,35.992,3621802.667,nan,2,0,383079663,61.933,179.967,5982613504.000,5978360832.000,29.851,29.831,nan,nan,30,0
figlet,80,1.000,12.474,3977591.467,nan,1,0,7114682,env,160,1.000,17.004,13205382.095,nan,1,0,5949436,curl,80,1.000,46.766,3546709.333,nan,1,0,385229201,64.533,209.950,6003435520.000,6001655296.000,29.936,29.925,nan,nan,25,0
figlet,80,1.000,12.620,3418146.133,nan,1,0,7515638,env,160,1.000,16.724,13111637.333,nan,1,0,5908772,curl,80,1.000,52.627,3792384.000,nan,1,0,385193410,63.933,203.650,5996572672.000,5995543040.000,29.910,29.902,nan,nan,30,0
figlet,80,1.000,11.660,3879765.333,nan,2,0,7446920,env,160,1.000,15.844,13126997.333,nan,2,0,6051244,curl,80,1.000,46.730,3808529.067,nan,2,0,384754622,62.933,193.883,5907445760.000,5923305984.000,29.559,29.620,nan,nan,30,0
figlet,80,1.000,11.995,3532151.467,nan,1,0,8108429,env,160,1.000,15.145,13351545.905,nan,1,0,6290795,curl,100,1.000,57.558,3514368.000,nan,1,0,384869494,66.067,225.200,5934229504.000,5935512064.000,29.666,29.667,nan,nan,25,0
figlet,80,1.000,12.433,3944277.333,nan,1,0,7882242,env,160,1.000,16.505,13224618.667,nan,1,0,6318264,curl,100,1.000,61.732,4008789.333,nan,1,0,386041495,64.200,218.183,5955375104.000,5960287232.000,29.751,29.754,nan,nan,30,0
figlet,80,1.000,11.380,3717376.000,nan,2,0,8117060,env,160,1.000,15.599,13196800.000,nan,2,0,6605386,curl,100,1.000,56.760,3689096.533,nan,2,0,385756867,65.667,209.467,5972490240.000,5971775488.000,29.786,29.779,nan,nan,30,0
figlet,80,1.000,11.934,4184081.067,nan,1,0,8680907,env,160,1.000,14.326,13404945.067,nan,1,0,7080783,curl,120,1.000,66.576,3791633.067,nan,1,0,387562740,67.800,245.517,5932920832.000,5940805632.000,29.630,29.658,nan,nan,25,0
figlet,80,1.000,12.672,3886455.467,nan,1,0,9157536,env,160,1.000,16.900,13278037.333,nan,1,0,7636027,curl,120,1.000,74.851,58732202.667,nan,1,0,392133895,65.333,240.333,5944111104.000,5948505088.000,29.677,29.690,nan,nan,45,0
figlet,80,1.000,11.620,3637333.333,nan,2,0,8294024,env,160,1.000,15.329,13312170.667,nan,1,0,6915758,curl,120,1.000,68.057,58584405.333,nan,2,0,387957112,66.467,223.967,5978963968.000,5982959104.000,29.816,29.828,nan,nan,30,0
figlet,80,1.000,10.972,3616341.333,nan,2,0,9740452,env,160,1.000,14.636,13173418.667,nan,2,0,8181805,curl,140,1.000,73.518,3788188.851,nan,2,0,397665153,65.733,231.533,6005475328.000,6021271552.000,29.920,29.979,nan,nan,30,0
figlet,80,1.000,12.316,3342592.000,nan,1,0,9144568,env,160,1.000,16.088,13536358.400,nan,1,0,7347936,curl,140,1.000,84.277,5689373.257,nan,1,0,390922091,67.333,252.735,6037592064.000,6053756928.000,30.053,30.116,nan,nan,25,0
figlet,80,1.000,11.979,3270997.333,nan,1,0,9057000,env,160,1.000,15.674,13275989.333,nan,1,0,7457648,curl,140,1.000,78.332,64377856.000,nan,1,0,394085715,66.800,242.767,6018590720.000,6024167424.000,29.976,29.994,nan,nan,30,0
figlet,80,1.000,10.800,3880789.333,nan,2,0,10119430,env,160,1.000,14.373,13285034.667,nan,2,0,8350226,curl,160,1.000,84.727,3787434.667,nan,2,0,404388371,67.133,244.523,5983713280.000,5995907584.000,29.840,29.884,nan,nan,30,0
figlet,80,1.000,11.841,3660882.895,nan,1,0,9903205,env,160,1.000,14.791,13344870.400,nan,1,0,8373239,curl,160,1.000,99.080,76438528.000,nan,1,0,401997351,66.733,272.000,6011486208.000,6025249280.000,29.953,30.003,nan,nan,25,0
figlet,80,1.000,12.401,4294826.667,nan,1,0,10819515,env,160,1.000,16.298,13290325.333,nan,1,0,8884241,curl,160,1.000,94.356,70083754.667,nan,1,0,407289667,65.933,266.500,6014035968.000,6030683648.000,29.963,30.025,nan,nan,30,0
figlet,80,1.000,11.380,3873877.333,nan,1,0,11006377,env,160,1.000,14.429,3901747.200,nan,2,0,9608165,curl,180,1.000,97.969,74407424.000,nan,2,0,420215449,66.533,265.367,6039977984.000,6053516288.000,30.065,30.115,nan,nan,30,0
figlet,80,1.000,10.460,3765077.333,nan,2,0,11011673,env,160,1.000,13.750,13157888.000,nan,2,0,9659923,curl,180,1.000,89.708,3652437.333,nan,2,0,417803848,67.200,252.617,6050654208.000,6071149568.000,30.110,30.187,nan,nan,30,0
figlet,80,1.000,12.274,3361621.333,nan,1,0,11274435,env,160,1.000,15.390,13239398.400,nan,1,0,9821676,curl,180,1.000,104.531,3657045.333,nan,1,0,419318614,66.933,284.388,6089596928.000,6104534016.000,30.266,30.324,nan,nan,25,0
figlet,80,1.000,11.552,3926698.667,nan,2,0,12810267,env,160,1.000,14.630,13342890.667,nan,1,0,12023080,curl,200,1.000,111.583,3766442.667,nan,1,0,509938720,64.733,283.883,6076413952.000,6104134656.000,30.215,30.321,nan,nan,30,0
figlet,80,1.000,10.893,3591765.333,nan,2,0,13187010,env,160,1.000,13.931,3885056.000,nan,2,0,11505027,curl,200,1.000,101.218,3688277.333,nan,2,0,484710156,64.000,269.042,6095450112.000,6117350400.000,30.290,30.373,nan,nan,30,0
figlet,80,1.000,10.339,3881813.333,nan,1,0,12020661,env,160,1.000,15.094,13282518.552,nan,1,0,10496088,curl,200,1.000,112.572,6191786.667,nan,1,0,439571443,65.133,294.383,6116038656.000,6139414528.000,30.374,30.464,nan,nan,25,0
figlet,80,1.000,14.341,3828821.333,nan,1,0,6531285,env,180,1.000,20.726,13230933.333,nan,1,0,4814694,curl,0,1.000,0.119,38699008.000,nan,1,0,0,63.800,141.133,6103734272.000,6081582080.000,30.321,30.229,nan,nan,30,0
figlet,80,1.000,14.155,3657984.000,nan,2,0,6524610,env,180,1.000,20.553,3561676.800,nan,2,0,4774733,curl,0,1.000,0.094,38612650.667,nan,1,0,0,63.067,138.050,6068895744.000,6052558336.000,30.179,30.111,nan,nan,30,0
figlet,80,1.000,12.991,3612891.429,nan,2,0,6629010,env,180,1.000,19.149,13274282.667,nan,2,0,4827434,curl,0,1.000,0.082,36626432.000,nan,1,0,0,62.467,133.583,6042482688.000,6037766656.000,30.077,30.055,nan,nan,30,0
figlet,80,1.000,13.904,3882069.333,nan,1,0,6581005,env,180,1.000,19.226,13241412.267,nan,1,0,4867089,curl,20,1.000,13.748,39473425.067,nan,1,0,382599520,64.667,161.200,6052435968.000,6043238912.000,30.116,30.077,nan,nan,25,0
figlet,80,1.000,13.350,3940522.667,nan,1,0,6822098,env,180,1.000,19.257,13261482.667,nan,2,0,5050857,curl,20,1.000,14.213,37695317.333,nan,2,0,382642622,65.267,158.700,6052700160.000,6036434432.000,30.122,30.053,nan,nan,30,0
figlet,80,1.000,12.303,3829077.333,nan,2,0,6719016,env,180,1.000,17.749,13300224.000,nan,2,0,5037913,curl,20,1.000,13.177,37057194.667,nan,2,0,385598860,64.933,150.483,6011748352.000,6000651264.000,29.960,29.911,nan,nan,30,0
figlet,80,1.000,13.027,3515733.333,nan,1,0,7646616,env,180,1.000,19.507,13286570.667,nan,1,0,6182643,curl,40,1.000,27.599,3580654.933,nan,1,0,379074741,64.733,205.583,6014162944.000,5954583552.000,29.971,29.736,nan,nan,25,0
figlet,80,1.000,12.475,3428352.000,nan,2,0,7590283,env,180,1.000,18.225,13239808.000,nan,2,0,5585790,curl,40,1.000,26.094,41500501.333,nan,2,0,381125046,63.000,167.950,5918173184.000,5922577408.000,29.588,29.606,nan,nan,60,0
figlet,80,1.000,12.572,3725312.000,nan,1,0,6654206,env,180,1.000,17.713,3469312.000,nan,1,0,5050904,curl,40,1.000,26.758,3837952.000,nan,1,0,382905161,61.133,174.800,5973661696.000,5968851968.000,29.810,29.791,nan,nan,55,0
figlet,80,1.000,12.157,3810474.667,nan,1,0,6990039,env,180,1.000,17.468,13197482.667,nan,1,0,5273137,curl,60,1.000,37.198,45884757.333,nan,2,0,381299874,64.867,184.733,5937235968.000,5937897984.000,29.675,29.674,nan,nan,30,0
figlet,80,1.000,11.371,3852507.429,nan,2,0,6992020,env,180,1.000,16.699,13103445.333,nan,2,0,5301828,curl,60,1.000,35.001,3679266.133,nan,2,0,378904851,67.067,178.317,5976707072.000,5978376704.000,29.835,29.838,nan,nan,30,0
figlet,80,1.000,12.857,3850240.000,nan,1,0,6901567,env,180,1.000,18.426,13127850.667,nan,1,0,5450903,curl,60,1.000,39.533,3981312.000,nan,1,0,382071892,63.267,186.833,5972416512.000,5980050432.000,29.808,29.838,nan,nan,55,0
figlet,80,1.000,11.686,3753984.000,nan,2,0,7597684,env,180,1.000,17.249,3837952.000,nan,2,0,5899382,curl,80,1.000,47.625,50120362.667,nan,2,0,380586644,58.600,192.817,6002022400.000,6001083392.000,29.926,29.922,nan,nan,60,0
figlet,80,1.000,11.786,3915571.200,nan,1,0,7152984,env,180,1.000,15.654,13188608.000,nan,1,0,5439221,curl,80,1.000,44.392,3933115.733,nan,1,0,381595276,65.200,204.267,6033563648.000,6033640448.000,30.064,30.060,nan,nan,25,0
figlet,80,1.000,13.022,3822762.667,nan,1,0,8523499,env,180,1.000,18.942,13129216.000,nan,1,0,6864556,curl,80,1.000,51.304,49703424.000,nan,2,0,387769925,65.800,216.367,6007515136.000,5993274880.000,29.960,29.895,nan,nan,30,0
figlet,80,1.000,10.936,4018176.000,nan,2,0,7883494,env,180,1.000,15.721,13204480.000,nan,2,0,6195575,curl,100,1.000,54.181,54355797.333,nan,2,0,384726120,61.867,199.317,5977665536.000,5977742336.000,29.799,29.799,nan,nan,60,0
figlet,80,1.000,10.598,4034560.000,nan,1,0,7287365,env,180,1.000,17.624,13167104.000,nan,1,0,5734141,curl,100,1.000,60.768,54318592.000,nan,1,0,382808140,57.667,210.933,5908498432.000,5935370752.000,29.526,29.633,nan,nan,55,0
figlet,80,1.000,11.220,3958784.000,nan,2,0,7659186,env,180,1.000,16.740,13138432.000,nan,1,0,6095622,curl,100,1.000,58.016,54744746.667,nan,2,0,384296195,65.333,210.100,5985906688.000,5983882240.000,29.844,29.832,nan,nan,30,0
figlet,80,1.000,11.074,3743744.000,nan,2,0,8787665,env,180,1.000,15.862,13212672.000,nan,2,0,7341487,curl,120,1.000,66.695,4419584.000,nan,2,0,390058930,62.200,215.425,5972230144.000,5962524160.000,29.781,29.743,nan,nan,60,0
figlet,80,1.000,11.685,11987797.333,nan,1,0,8272616,env,180,1.000,17.029,13104298.667,nan,2,0,6619512,curl,120,1.000,69.827,59727189.333,nan,1,0,386386367,60.067,224.867,5941223424.000,5906060288.000,29.659,29.519,nan,nan,85,0
figlet,80,1.000,11.091,3964928.000,nan,2,0,8757715,env,180,1.000,16.189,4024320.000,nan,2,0,7011092,curl,120,1.000,65.616,60042308.267,nan,2,0,386732690,58.467,215.567,5876736000.000,5895481344.000,29.405,29.479,nan,nan,60,0
figlet,80,1.000,11.941,3878434.133,nan,1,0,9318094,env,180,1.000,16.547,3835767.467,nan,1,0,7447350,curl,140,1.000,71.418,3552853.333,nan,1,0,391527851,63.067,253.700,5937702912.000,5946783744.000,29.658,29.690,nan,nan,25,0
figlet,80,1.000,11.881,3554816.000,nan,1,0,9530668,env,180,1.000,17.195,13296981.333,nan,1,0,7817268,curl,140,1.000,80.117,63704064.000,nan,1,0,394643660,65.400,250.067,5985832960.000,6007249408.000,29.849,29.930,nan,nan,30,0
figlet,80,1.000,11.468,3859968.000,nan,2,0,10028242,env,180,1.000,16.687,13076480.000,nan,1,0,8424984,curl,140,1.000,78.061,3916970.667,nan,2,0,400094522,63.400,240.117,6013138944.000,6023798784.000,29.960,29.998,nan,nan,30,0
figlet,80,1.000,10.372,4006009.905,nan,2,0,10396197,env,180,1.000,15.728,13464693.029,nan,2,0,8616621,curl,160,1.000,76.118,3608649.143,nan,2,0,403472999,65.133,237.650,5995548672.000,5995417088.000,29.891,29.886,nan,nan,30,0
figlet,80,1.000,11.679,3889493.333,nan,1,0,9343588,env,180,1.000,16.639,13329578.667,nan,1,0,7777520,curl,160,1.000,92.733,4786005.333,nan,1,0,399009624,60.400,257.067,5983514624.000,6007141888.000,29.845,29.939,nan,nan,25,0
figlet,80,1.000,11.132,3869525.333,nan,2,0,9926228,env,180,1.000,16.284,13259264.000,nan,1,0,8644628,curl,160,1.000,85.941,3831125.333,nan,1,0,405149771,67.200,253.333,5928843264.000,5911213568.000,29.629,29.554,nan,nan,30,0
figlet,80,1.000,10.440,3883264.000,nan,2,0,10684428,env,180,1.000,15.200,13187754.667,nan,2,0,9235512,curl,180,1.000,91.981,3986773.333,nan,2,0,417542812,62.133,252.767,5893857280.000,5917288960.000,29.490,29.579,nan,nan,30,0
figlet,80,1.000,12.073,3852492.800,nan,1,0,11422982,env,180,1.000,14.444,13220839.619,nan,1,0,9847271,curl,180,1.000,95.918,70787803.429,nan,1,0,427810634,67.733,288.900,5976868864.000,6004486144.000,29.824,29.932,nan,nan,25,0
figlet,80,1.000,11.530,3693482.667,nan,1,0,10879670,env,180,1.000,16.515,13142869.333,nan,1,0,9126876,curl,180,1.000,99.718,73789952.000,nan,1,0,421033654,68.467,271.567,5959636992.000,5975895040.000,29.754,29.815,nan,nan,30,0
figlet,80,1.000,10.741,3637760.000,nan,2,0,12278964,env,180,1.000,15.123,13338282.667,nan,2,0,10764763,curl,200,1.000,102.212,80665600.000,nan,2,0,453887231,66.400,271.517,5986177024.000,5998344704.000,29.860,29.905,nan,nan,30,0
figlet,80,1.000,11.369,3864917.333,nan,1,0,11997126,env,180,1.000,14.265,13346855.010,nan,1,0,10719638,curl,200,1.000,107.440,3672268.800,nan,1,0,436443878,68.200,301.683,5980370944.000,5998606848.000,29.840,29.908,nan,nan,25,0
figlet,80,1.000,11.462,3848874.667,nan,1,0,12458152,env,180,1.000,16.575,13289301.333,nan,1,0,11424304,curl,200,1.000,110.595,79684266.667,nan,1,0,452197741,65.933,288.700,5992908800.000,6016652288.000,29.892,29.981,nan,nan,30,0
figlet,80,1.000,13.515,3822421.333,nan,2,0,6506598,env,200,1.000,22.360,4145664.000,nan,2,0,4776136,curl,0,1.000,0.117,39047168.000,nan,1,0,0,63.667,142.467,5994481664.000,5977233920.000,29.899,29.826,nan,nan,30,0
figlet,80,1.000,13.970,3916800.000,nan,2,0,6908735,env,200,1.000,21.294,13147648.000,nan,2,0,4891959,curl,0,1.000,0.087,39047168.000,nan,1,0,0,63.333,142.000,5945804800.000,5930604544.000,29.701,29.638,nan,nan,30,0
figlet,80,1.000,14.005,3757056.000,nan,1,0,6807333,env,200,1.000,22.574,13511168.000,nan,1,0,4949855,curl,0,1.000,0.091,35255296.000,nan,1,0,0,61.267,151.433,5914150912.000,5908446208.000,29.577,29.551,nan,nan,25,0
figlet,80,1.000,13.860,3739136.000,nan,1,0,7167513,env,200,1.000,21.789,13138602.667,nan,2,0,5199238,curl,20,1.000,15.069,38911658.667,nan,1,0,386784980,66.000,166.667,5901887488.000,5888118784.000,29.529,29.471,nan,nan,30,0
figlet,80,1.000,13.524,3615914.667,nan,2,0,6729686,env,200,1.000,19.734,13353642.667,nan,2,0,5006369,curl,20,1.000,13.238,3447637.333,nan,2,0,378467643,65.333,155.600,5915092992.000,5915339264.000,29.585,29.582,nan,nan,30,0
figlet,80,1.000,14.507,3450231.467,nan,1,0,6782501,env,200,1.000,18.830,13151383.162,nan,1,0,4919104,curl,20,1.000,13.173,35992697.905,nan,1,0,385707303,66.133,168.483,5955584000.000,5948739584.000,29.747,29.716,nan,nan,25,0
figlet,80,1.000,12.919,3973802.667,nan,1,0,7434288,env,200,1.000,20.667,3699029.333,nan,1,0,5741719,curl,40,1.000,25.935,40267946.667,nan,2,0,383516845,65.667,178.417,5970898944.000,5982575104.000,29.809,29.854,nan,nan,30,0
figlet,80,1.000,11.818,3596288.000,nan,2,0,7242835,env,200,1.000,18.764,13817173.333,nan,2,0,5497194,curl,40,1.000,24.508,41928704.000,nan,2,0,387237901,59.733,164.867,5972447232.000,5974406144.000,29.806,29.814,nan,nan,60,0
figlet,80,1.000,13.117,3756032.000,nan,1,0,6916900,env,200,1.000,21.248,13532160.000,nan,1,0,5213706,curl,40,1.000,27.674,3854336.000,nan,1,0,378120477,61.133,174.833,5965821952.000,5962920448.000,29.781,29.769,nan,nan,55,0
figlet,80,1.000,11.729,3762858.667,nan,2,0,6981828,env,200,1.000,18.495,13276160.000,nan,2,0,5264233,curl,60,1.000,35.842,3775829.333,nan,2,0,384271789,64.400,182.133,5993492480.000,5988958720.000,29.903,29.881,nan,nan,30,0
figlet,80,1.000,12.531,3688399.238,nan,1,0,6853772,env,200,1.000,20.269,13004424.533,nan,1,0,5246449,curl,60,1.000,40.193,46901881.905,nan,1,0,377011195,65.733,191.717,6000459776.000,5967843840.000,29.932,29.799,nan,nan,25,0
figlet,80,1.000,13.511,3613269.333,nan,1,0,8677141,env,200,1.000,20.666,13337941.333,nan,2,0,7108334,curl,60,1.000,41.044,45214549.333,nan,1,0,387672576,65.867,203.050,5924982784.000,5918991360.000,29.632,29.605,nan,nan,30,0
figlet,80,1.000,11.084,4022272.000,nan,2,0,7594649,env,200,1.000,17.800,3850240.000,nan,2,0,5868515,curl,80,1.000,42.306,47243741.867,nan,2,0,384014464,61.067,189.200,5865467904.000,5876595200.000,29.387,29.431,nan,nan,60,0
