function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,59.600,59.600,5742520320.000,5742520320.000,26.956,26.956,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,59.733,59.733,5686005760.000,5686005760.000,26.732,26.732,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,66.867,66.867,5689327616.000,5689327616.000,26.745,26.745,nan,nan,10,0
figlet,0,1.000,0.105,4130099.200,nan,1,0,0,env,0,1.000,0.108,4174433.524,nan,1,0,0,curl,20,1.000,19.935,12271952.457,nan,1,0,384411169,61.067,96.450,5688899584.000,5684232704.000,26.743,26.725,nan,nan,10,0
figlet,0,1.000,0.104,4384768.000,nan,1,0,0,env,0,1.000,0.096,4401322.667,nan,1,0,0,curl,20,1.000,19.950,3762005.333,nan,2,0,384528597,61.267,107.050,5663614976.000,5669317120.000,26.647,26.669,nan,nan,30,0
figlet,0,1.000,0.106,4591104.000,nan,1,0,0,env,0,1.000,0.093,4595541.333,nan,1,0,0,curl,20,1.000,19.393,5268514.133,nan,2,0,390571365,60.467,94.033,5682098176.000,5680441856.000,26.718,26.710,nan,nan,30,0
figlet,0,1.000,0.090,4832153.600,nan,1,0,0,env,0,1.000,0.086,4877004.800,nan,1,0,0,curl,40,1.000,33.238,4207445.333,nan,2,0,379998217,60.800,123.867,5685997568.000,5694477824.000,26.734,26.766,nan,nan,25,0
figlet,0,1.000,0.103,5033984.000,nan,1,0,0,env,0,1.000,0.090,5053269.333,nan,1,0,0,curl,40,1.000,34.969,22566058.667,nan,2,0,380703547,62.400,118.917,5635127296.000,5649785856.000,26.532,26.590,nan,nan,30,0
figlet,0,1.000,0.107,5226325.333,nan,1,0,0,env,0,1.000,0.079,5288618.667,nan,1,0,0,curl,40,1.000,32.667,22613504.000,nan,2,0,379750671,60.267,114.783,5692473344.000,5696078848.000,26.760,26.773,nan,nan,30,0
figlet,0,1.000,0.092,5502659.048,nan,1,0,0,env,0,1.000,0.086,5587236.571,nan,1,0,0,curl,60,1.000,47.610,23535616.000,nan,2,0,379007820,60.467,139.717,5698932736.000,5707156992.000,26.786,26.818,nan,nan,25,0
figlet,0,1.000,0.092,5619541.333,nan,1,0,0,env,0,1.000,0.080,5741226.667,nan,1,0,0,curl,60,1.000,45.604,8988160.000,nan,2,0,381372399,63.667,134.567,5668171776.000,5664481792.000,26.666,26.651,nan,nan,30,0
figlet,0,1.000,0.089,5825882.210,nan,1,0,0,env,0,1.000,0.081,5930496.000,nan,1,0,0,curl,60,1.000,39.510,25805824.000,nan,2,0,373857800,60.200,128.300,5675206656.000,5675830784.000,26.695,26.696,nan,nan,30,0
figlet,0,1.000,0.086,6031530.667,nan,1,0,0,env,0,1.000,0.085,6152192.000,nan,1,0,0,curl,80,1.000,57.525,22331392.000,nan,3,0,378350597,59.067,153.350,5665939456.000,5683821568.000,26.659,26.730,nan,nan,25,0
figlet,0,1.000,0.091,6210389.333,nan,1,0,0,env,0,1.000,0.084,6336853.333,nan,1,0,0,curl,80,1.000,52.764,10805189.486,nan,2,0,377912547,62.200,144.717,5688113152.000,5695365632.000,26.747,26.775,nan,nan,30,0
figlet,0,1.000,0.085,6362453.333,nan,1,0,0,env,0,1.000,0.076,6500522.667,nan,1,0,0,curl,80,1.000,56.913,4004010.667,nan,2,0,381500033,60.067,151.483,5681154048.000,5693442048.000,26.720,26.768,nan,nan,25,0
figlet,0,1.000,0.088,7035392.000,nan,1,0,0,env,0,1.000,0.087,6861482.667,nan,1,0,0,curl,100,1.000,62.814,4049152.000,nan,2,0,376052251,61.933,158.133,5694779392.000,5708698112.000,26.776,26.831,nan,nan,30,0
figlet,0,1.000,0.093,7057578.667,nan,1,0,0,env,0,1.000,0.079,7395669.333,nan,1,0,0,curl,100,1.000,63.309,4287863.467,nan,2,0,378191600,59.733,151.783,5699940352.000,5711061504.000,26.798,26.840,nan,nan,30,0
figlet,0,1.000,0.083,5728426.667,nan,1,0,0,env,0,1.000,0.085,7228074.667,nan,1,0,0,curl,100,1.000,66.786,3691349.333,nan,2,0,375306104,57.400,162.917,5643683840.000,5661594624.000,26.574,26.645,nan,nan,25,0
figlet,0,1.000,0.084,5788160.000,nan,1,0,0,env,0,1.000,0.082,5864277.333,nan,1,0,0,curl,120,1.000,69.055,45226837.333,nan,2,0,377627851,59.333,165.017,5694949376.000,5706843648.000,26.744,26.790,nan,nan,30,0
figlet,0,1.000,0.072,5619712.000,nan,1,0,0,env,0,1.000,0.090,5946270.476,nan,1,0,0,curl,120,1.000,63.820,40784042.667,nan,1,0,376167431,61.133,179.900,5702641664.000,5715378176.000,26.776,26.825,nan,nan,25,0
figlet,0,1.000,0.082,5636778.667,nan,1,0,0,env,0,1.000,0.075,5740032.000,nan,1,0,0,curl,120,1.000,72.812,3448917.333,nan,2,0,375219848,61.067,172.883,5674952704.000,5681793024.000,26.667,26.693,nan,nan,30,0
figlet,0,1.000,0.080,5622272.000,nan,1,0,0,env,0,1.000,0.077,5798400.000,nan,1,0,0,curl,140,1.000,76.093,48993621.333,nan,2,0,378353953,59.133,176.050,5662633984.000,5679327232.000,26.619,26.684,nan,nan,30,0
figlet,0,1.000,0.075,5658453.333,nan,1,0,0,env,0,1.000,0.072,5765120.000,nan,1,0,0,curl,140,1.000,81.474,56060308.724,nan,1,0,377253625,60.733,189.083,5672140800.000,5697039360.000,26.658,26.755,nan,nan,25,0
figlet,0,1.000,0.079,5664426.667,nan,1,0,0,env,0,1.000,0.081,5816832.000,nan,1,0,0,curl,140,1.000,79.520,3718246.400,nan,2,0,377909895,59.867,182.150,5706622976.000,5729343488.000,26.795,26.885,nan,nan,30,0
figlet,0,1.000,0.079,5700403.200,nan,1,0,0,env,0,1.000,0.073,5791573.333,nan,1,0,0,curl,160,1.000,79.940,3645440.000,nan,2,0,377422143,60.133,185.333,5713905664.000,5736265728.000,26.825,26.912,nan,nan,30,0
figlet,0,1.000,0.086,5871274.667,nan,1,0,0,env,0,1.000,0.075,5814169.600,nan,1,0,0,curl,160,1.000,84.698,3577514.667,nan,1,0,376839434,59.000,200.617,5718605824.000,5740859904.000,26.845,26.932,nan,nan,25,0
figlet,0,1.000,0.085,5919744.000,nan,1,0,0,env,0,1.000,0.073,5940565.333,nan,1,0,0,curl,160,1.000,88.574,57754794.667,nan,2,0,377429608,60.333,195.117,5726146560.000,5748770304.000,26.842,26.930,nan,nan,30,0
figlet,0,1.000,0.085,5758976.000,nan,1,0,0,env,0,1.000,0.077,6003712.000,nan,1,0,0,curl,180,1.000,90.679,3749439.390,nan,2,0,381694620,58.067,194.700,5730297856.000,5756535808.000,26.859,26.962,nan,nan,30,0
figlet,0,1.000,0.084,5824443.733,nan,1,0,0,env,0,1.000,0.069,5918720.000,nan,1,0,0,curl,180,1.000,96.289,3542562.133,nan,1,0,377863519,60.133,214.733,5734787072.000,5761895424.000,26.877,26.984,nan,nan,25,0
figlet,0,1.000,0.077,5866837.333,nan,1,0,0,env,0,1.000,0.079,5950122.667,nan,1,0,0,curl,180,1.000,97.061,3964245.333,nan,2,0,377583554,60.533,208.150,5740472320.000,5738340352.000,26.900,26.890,nan,nan,30,0
figlet,0,1.000,0.090,5878954.667,nan,1,0,0,env,0,1.000,0.076,6047914.667,nan,1,0,0,curl,200,1.000,101.877,3600725.333,nan,2,0,383946418,61.200,214.033,5679880192.000,5709531136.000,26.661,26.777,nan,nan,30,0
figlet,0,1.000,0.071,5919232.000,nan,1,0,0,env,0,1.000,0.072,6071349.638,nan,1,0,0,curl,200,1.000,110.299,3849693.867,nan,1,0,384174866,59.733,232.333,5691101184.000,5711282688.000,26.706,26.785,nan,nan,25,0
figlet,0,1.000,0.085,5936469.333,nan,1,0,0,env,0,1.000,0.074,5931690.667,nan,1,0,0,curl,200,1.000,109.309,3320149.333,nan,1,0,383288571,61.333,223.717,5698134016.000,5735559680.000,26.734,26.881,nan,nan,30,0
figlet,0,1.000,0.112,5790720.000,nan,1,0,0,env,20,1.000,4.171,7966037.333,nan,2,0,7458330,curl,0,1.000,0.170,30657194.667,nan,1,0,0,58.600,71.717,5729175552.000,5727471616.000,26.858,26.850,nan,nan,30,0
figlet,0,1.000,0.094,5784234.667,nan,1,0,0,env,20,1.000,4.039,10651477.333,nan,2,0,7563013,curl,0,1.000,0.098,30547968.000,nan,1,0,0,58.867,71.550,5724606464.000,5722610176.000,26.842,26.832,nan,nan,30,0
figlet,0,1.000,0.109,5787648.000,nan,1,0,0,env,20,1.000,4.402,10775942.095,nan,1,0,7406930,curl,0,1.000,0.126,28538231.467,nan,1,0,0,61.067,73.267,5690355712.000,5685591552.000,26.706,26.686,nan,nan,25,0
figlet,0,1.000,0.095,5791402.667,nan,1,0,0,env,20,1.000,3.955,10650965.333,nan,1,0,7368813,curl,20,1.000,19.122,32044885.333,nan,2,0,381510150,57.667,101.300,5677991936.000,5677394432.000,26.657,26.653,nan,nan,30,0
figlet,0,1.000,0.100,5911893.333,nan,1,0,0,env,20,1.000,3.877,3650389.333,nan,2,0,7060649,curl,20,1.000,18.286,30604800.000,nan,2,0,382849711,61.200,102.300,5690693632.000,5689213952.000,26.712,26.704,nan,nan,30,0
figlet,0,1.000,0.101,5914624.000,nan,1,0,0,env,20,1.000,3.721,10768939.886,nan,1,0,7020023,curl,20,1.000,19.007,3716232.533,nan,1,0,381977405,61.267,108.665,5721856000.000,5714943488.000,26.837,26.807,nan,nan,25,0
figlet,0,1.000,0.102,5815296.000,nan,1,0,0,env,20,1.000,3.494,10926762.667,nan,2,0,6999411,curl,40,1.000,34.161,3534933.333,nan,2,0,382352859,62.333,127.017,5723979776.000,5717949440.000,26.847,26.820,nan,nan,30,0
figlet,0,1.000,0.096,5845674.667,nan,1,0,0,env,20,1.000,3.206,10728789.333,nan,2,0,6440078,curl,40,1.000,32.196,4032341.333,nan,2,0,381054290,62.667,124.117,5730547712.000,5730102784.000,26.875,26.870,nan,nan,30,0
figlet,0,1.000,0.093,5888170.667,nan,1,0,0,env,20,1.000,3.585,10724693.333,nan,1,0,7260288,curl,40,1.000,34.658,35187029.333,nan,1,0,383957020,62.333,130.733,5764186112.000,5762520576.000,27.009,27.000,nan,nan,25,0
figlet,0,1.000,0.075,5890048.000,nan,1,0,0,env,20,1.000,2.912,10736469.333,nan,2,0,5913896,curl,60,1.000,44.714,39308288.000,nan,2,0,382887658,62.600,140.617,5772328960.000,5765393408.000,27.043,27.012,nan,nan,30,0
figlet,0,1.000,0.095,5803008.000,nan,1,0,0,env,20,1.000,2.791,10726058.667,nan,2,0,6064577,curl,60,1.000,41.330,39874048.000,nan,2,0,383606654,63.200,135.850,5722742784.000,5723908096.000,26.847,26.849,nan,nan,30,0
figlet,0,1.000,0.085,5818133.943,nan,1,0,0,env,20,1.000,3.132,10794257.067,nan,1,0,6298362,curl,60,1.000,46.382,3637418.667,nan,1,0,381728858,65.333,146.333,5762304000.000,5758745088.000,27.005,26.988,nan,nan,25,0
figlet,0,1.000,0.088,5907114.667,nan,1,0,0,env,20,1.000,2.628,10703530.667,nan,2,0,5997130,curl,80,1.000,53.186,42840405.333,nan,2,0,377840959,63.200,150.900,5725663232.000,5728121344.000,26.860,26.867,nan,nan,30,0
figlet,0,1.000,0.088,5931520.000,nan,1,0,0,env,20,1.000,2.422,10802176.000,nan,2,0,5772777,curl,80,1.000,48.906,3873852.952,nan,2,0,376647656,63.333,145.450,5736656896.000,5736308224.000,26.904,26.900,nan,nan,30,0
figlet,0,1.000,0.092,5842432.000,nan,1,0,0,env,20,1.000,2.675,3526314.667,nan,1,0,5741801,curl,80,1.000,56.003,4069888.000,nan,1,0,375813996,65.400,157.133,5751236608.000,5753101824.000,26.967,26.973,nan,nan,25,0
figlet,0,1.000,0.080,5889365.333,nan,1,0,0,env,20,1.000,2.514,10706261.333,nan,2,0,5951390,curl,100,1.000,60.751,46745258.667,nan,2,0,375282275,62.800,161.983,5739223040.000,5744287232.000,26.917,26.934,nan,nan,30,0
figlet,0,1.000,0.087,5916501.333,nan,1,0,0,env,20,1.000,2.333,10718924.800,nan,2,0,6176711,curl,100,1.000,55.346,41773226.667,nan,2,0,376162488,63.933,154.800,5727408128.000,5731748864.000,26.871,26.885,nan,nan,30,0
figlet,0,1.000,0.080,5951146.667,nan,1,0,0,env,20,1.000,2.542,10691072.000,nan,2,0,5864316,curl,100,1.000,64.397,4002645.333,nan,1,0,377832912,64.067,169.200,5750566912.000,5760268288.000,26.970,27.007,nan,nan,25,0
figlet,0,1.000,0.080,5855573.333,nan,1,0,0,env,20,1.000,2.251,10769408.000,nan,2,0,5966096,curl,120,1.000,68.509,51457194.667,nan,2,0,377615089,64.200,173.750,5739956224.000,5750797312.000,26.925,26.964,nan,nan,30,0
figlet,0,1.000,0.079,5869636.267,nan,1,0,0,env,20,1.000,2.067,3831637.333,nan,1,0,5872678,curl,120,1.000,67.996,3674709.333,nan,1,0,376966213,64.267,183.300,5749716992.000,5759115264.000,26.963,26.998,nan,nan,25,0
figlet,0,1.000,0.080,5799936.000,nan,1,0,0,env,20,1.000,2.347,10750293.333,nan,1,0,5594046,curl,120,1.000,67.546,3685205.333,nan,2,0,376365908,62.867,175.650,5747025920.000,5762655232.000,26.952,27.013,nan,nan,30,0
figlet,0,1.000,0.075,5825536.000,nan,1,0,0,env,20,1.000,2.219,10939050.667,nan,2,0,6061676,curl,140,1.000,72.840,3765213.867,nan,2,0,377478984,62.600,180.550,5755873280.000,5769395200.000,26.988,27.039,nan,nan,30,0
figlet,0,1.000,0.083,5992448.000,nan,1,0,0,env,20,1.000,2.083,10865683.505,nan,1,0,6227746,curl,140,1.000,88.134,58120440.686,nan,1,0,379410027,63.467,199.400,5753364480.000,5765715456.000,26.980,27.026,nan,nan,25,0
figlet,0,1.000,0.083,6054570.667,nan,1,0,0,env,20,1.000,2.365,10841600.000,nan,2,0,6347113,curl,140,1.000,81.023,3830681.600,nan,2,0,378276373,62.867,193.750,5767364608.000,5780690944.000,27.035,27.086,nan,nan,30,0
figlet,0,1.000,0.079,6080512.000,nan,1,0,0,env,20,1.000,2.034,10756266.667,nan,2,0,5980218,curl,160,1.000,79.828,3572992.000,nan,2,0,377475844,63.800,190.967,5773914112.000,5788887552.000,27.063,27.119,nan,nan,30,0
figlet,0,1.000,0.079,6164889.600,nan,1,0,0,env,20,1.000,2.120,10952772.267,nan,1,0,5902108,curl,160,1.000,90.227,3626154.667,nan,1,0,379697339,62.467,205.883,5771456512.000,5778057216.000,27.055,27.078,nan,nan,25,0
figlet,0,1.000,0.089,6018389.333,nan,1,0,0,env,20,1.000,2.113,10834602.667,nan,2,0,6026052,curl,160,1.000,85.013,4114432.000,nan,2,0,378048540,64.667,196.567,5765228544.000,5780166144.000,27.029,27.086,nan,nan,30,0
figlet,0,1.000,0.084,5976405.333,nan,1,0,0,env,20,1.000,1.875,3503991.467,nan,2,0,6616217,curl,180,1.000,85.878,63734442.667,nan,2,0,379761554,64.000,200.900,5761347584.000,5783309824.000,27.015,27.100,nan,nan,30,0
figlet,0,1.000,0.083,6031360.000,nan,1,0,0,env,20,1.000,2.202,3490474.667,nan,1,0,6242115,curl,180,1.000,99.790,3883544.381,nan,1,0,381360419,62.267,218.733,5792133120.000,5814795776.000,27.141,27.230,nan,nan,25,0
figlet,0,1.000,0.078,6051840.000,nan,1,0,0,env,20,1.000,2.115,10809344.000,nan,2,0,6411578,curl,180,1.000,93.789,3968512.000,nan,2,0,381808626,64.800,211.017,5776760832.000,5791440384.000,27.078,27.134,nan,nan,30,0
figlet,0,1.000,0.080,6023953.067,nan,1,0,0,env,20,1.000,1.981,10830336.000,nan,2,0,7081608,curl,200,1.000,95.917,3800166.400,nan,2,0,386610259,62.533,214.083,5761908736.000,5786778624.000,27.021,27.116,nan,nan,30,0
figlet,0,1.000,0.076,6039278.933,nan,1,0,0,env,20,1.000,2.247,10725717.333,nan,1,0,7125795,curl,200,1.000,103.472,6537420.800,nan,1,0,385584800,65.333,238.150,5807978496.000,5830064640.000,27.208,27.294,nan,nan,40,0
figlet,0,1.000,0.078,5929984.000,nan,1,0,0,env,20,1.000,2.161,10868053.333,nan,2,0,6896133,curl,200,1.000,105.529,3592635.733,nan,1,0,387169809,63.000,229.500,5801945088.000,5825605120.000,27.181,27.272,nan,nan,30,0
figlet,0,1.000,0.105,5941589.333,nan,1,0,0,env,40,1.000,7.963,10893141.333,nan,2,0,7111951,curl,0,1.000,0.150,4193621.333,nan,1,0,0,62.000,84.200,5812090880.000,5804999168.000,27.224,27.192,nan,nan,30,0
figlet,0,1.000,0.103,6019481.600,nan,1,0,0,env,40,1.000,7.254,10988817.067,nan,2,0,7083878,curl,0,1.000,0.091,30740206.933,nan,1,0,0,59.867,90.900,5787680768.000,5775415808.000,27.122,27.072,nan,nan,30,0
figlet,0,1.000,0.098,6026240.000,nan,1,0,0,env,40,1.000,8.831,10875733.333,nan,1,0,7175395,curl,0,1.000,0.097,29134848.000,nan,1,0,0,60.467,85.217,5728892928.000,5731534848.000,26.889,26.899,nan,nan,25,0
figlet,0,1.000,0.106,6014634.667,nan,1,0,0,env,40,1.000,7.227,10834944.000,nan,2,0,6644956,curl,20,1.000,19.088,32256853.333,nan,2,0,381559084,61.200,111.000,5757812736.000,5752467456.000,27.005,26.982,nan,nan,30,0
figlet,0,1.000,0.097,6047573.333,nan,1,0,0,env,40,1.000,6.498,10921813.333,nan,2,0,6456350,curl,20,1.000,18.084,30816256.000,nan,2,0,381454865,61.800,108.833,5756975104.000,5749516800.000,27.006,26.974,nan,nan,30,0
figlet,0,1.000,0.097,6133077.333,nan,1,0,0,env,40,1.000,6.047,10873446.400,nan,1,0,6499008,curl,20,1.000,20.334,3733248.000,nan,1,0,387325185,64.533,116.117,5778141184.000,5776348672.000,27.091,27.081,nan,nan,25,0
figlet,0,1.000,0.094,6172330.667,nan,1,0,0,env,40,1.000,6.457,10955434.667,nan,2,0,6613120,curl,40,1.000,31.956,4022698.667,nan,2,0,380166711,61.133,128.233,5784393728.000,5780156416.000,27.116,27.097,nan,nan,30,0
figlet,0,1.000,0.091,6030677.333,nan,1,0,0,env,40,1.000,5.641,11086165.333,nan,2,0,6214406,curl,40,1.000,30.127,4048913.067,nan,2,0,384184339,62.867,125.583,5785731072.000,5773677568.000,27.123,27.072,nan,nan,30,0
figlet,0,1.000,0.086,6033749.333,nan,1,0,0,env,40,1.000,6.424,10876586.667,nan,1,0,6050645,curl,40,1.000,33.660,35573077.333,nan,1,0,378540305,62.733,133.783,5768886272.000,5769610240.000,27.056,27.057,nan,nan,25,0
figlet,0,1.000,0.093,6103722.667,nan,1,0,0,env,40,1.000,5.506,10912938.667,nan,2,0,5856892,curl,60,1.000,43.350,3876010.667,nan,2,0,374675391,64.800,144.017,5795121152.000,5774838784.000,27.162,27.078,nan,nan,30,0
figlet,0,1.000,0.082,6132053.333,nan,1,0,0,env,40,1.000,4.964,11037374.171,nan,2,0,6187847,curl,60,1.000,34.808,37299370.667,nan,2,0,376683132,61.867,137.533,5754488832.000,5772558848.000,27.001,27.072,nan,nan,30,0
figlet,0,1.000,0.091,6213632.000,nan,1,0,0,env,40,1.000,5.656,10959360.000,nan,1,0,5912472,curl,60,1.000,45.369,3884885.333,nan,1,0,379986762,67.200,149.267,5804490752.000,5806943232.000,27.205,27.213,nan,nan,25,0
figlet,0,1.000,0.088,6243669.333,nan,1,0,0,env,40,1.000,4.926,11050325.333,nan,2,0,6192140,curl,80,1.000,51.208,3554218.667,nan,2,0,376313156,63.867,154.650,5792618496.000,5793865216.000,27.154,27.157,nan,nan,30,0
figlet,0,1.000,0.088,5932373.333,nan,1,0,0,env,40,1.000,5.237,10961749.333,nan,1,0,5563531,curl,80,1.000,55.135,43377152.000,nan,1,0,376953591,62.728,159.614,5799991296.000,5803440128.000,27.187,27.197,nan,nan,25,0
figlet,0,1.000,0.080,5917696.000,nan,1,0,0,env,40,1.000,5.103,10956288.000,nan,2,0,6218401,curl,80,1.000,50.421,43409408.000,nan,2,0,378294583,62.067,154.983,5805207552.000,5809696768.000,27.207,27.222,nan,nan,30,0
figlet,0,1.000,0.078,5985280.000,nan,1,0,0,env,40,1.000,4.416,11359402.667,nan,2,0,5793921,curl,100,1.000,56.191,3844437.333,nan,2,0,374896755,62.533,158.883,5788129280.000,5794432512.000,27.142,27.164,nan,nan,30,0
figlet,0,1.000,0.075,6018730.667,nan,1,0,0,env,40,1.000,4.867,11074048.000,nan,1,0,5743378,curl,100,1.000,63.166,3477248.000,nan,1,0,376247757,63.333,171.217,5800595456.000,5811168256.000,27.193,27.234,nan,nan,25,0
figlet,0,1.000,0.083,5984597.333,nan,1,0,0,env,40,1.000,4.735,10954069.333,nan,2,0,6071459,curl,100,1.000,61.598,48161962.667,nan,2,0,377040525,64.733,171.950,5793042432.000,5798481920.000,27.163,27.182,nan,nan,30,0
figlet,0,1.000,0.075,6050133.333,nan,1,0,0,env,40,1.000,4.113,11021653.333,nan,2,0,5746139,curl,120,1.000,60.376,3051520.000,nan,2,0,376733702,61.333,215.050,5795225600.000,5808130048.000,27.171,27.219,nan,nan,30,0
figlet,0,1.000,0.085,6051669.333,nan,1,0,0,env,40,1.000,4.579,10978816.000,nan,1,0,5947633,curl,120,1.000,73.042,3647556.267,nan,2,0,376924823,62.933,182.467,5770217472.000,5802995200.000,27.076,27.201,nan,nan,25,0
figlet,0,1.000,0.078,6060032.000,nan,1,0,0,env,40,1.000,4.196,10952874.667,nan,2,0,5747043,curl,120,1.000,65.872,3598933.333,nan,2,0,378902822,62.533,173.167,5811030016.000,5819728896.000,27.202,27.234,nan,nan,30,0
figlet,0,1.000,0.083,6141366.857,nan,1,0,0,env,40,1.000,4.479,10993410.438,nan,1,0,5909774,curl,140,1.000,72.056,60605235.200,nan,1,0,378556970,63.467,200.375,5802280960.000,5815292928.000,27.171,27.219,nan,nan,25,0
figlet,0,1.000,0.082,6186666.667,nan,1,0,0,env,40,1.000,4.325,11129514.667,nan,2,0,6039074,curl,140,1.000,80.877,3958442.667,nan,2,0,380068235,63.800,191.867,5811257344.000,5824559616.000,27.205,27.255,nan,nan,30,0
figlet,0,1.000,0.099,6038016.000,nan,1,0,0,env,40,1.000,3.978,10929493.333,nan,2,0,5865179,curl,140,1.000,73.565,57454762.667,nan,2,0,379079699,63.533,183.483,5824307200.000,5838456832.000,27.258,27.312,nan,nan,30,0
figlet,0,1.000,0.087,6000493.714,nan,1,0,0,env,40,1.000,4.065,10990128.762,nan,1,0,6013825,curl,160,1.000,86.776,3858022.400,nan,1,0,379785616,64.133,215.600,5839816704.000,5856284672.000,27.322,27.384,nan,nan,25,0
figlet,0,1.000,0.093,6062080.000,nan,1,0,0,env,40,1.000,4.243,11038037.333,nan,1,0,6060543,curl,160,1.000,91.549,3824298.667,nan,1,0,380617679,64.333,209.767,5847300096.000,5864612864.000,27.349,27.416,nan,nan,30,0
figlet,0,1.000,0.079,6074368.000,nan,1,0,0,env,40,1.000,4.022,3998890.667,nan,2,0,5877616,curl,160,1.000,84.957,61913258.667,nan,2,0,379716866,64.333,202.050,5854679040.000,5869790208.000,27.381,27.438,nan,nan,30,0
figlet,0,1.000,0.083,5984938.667,nan,1,0,0,env,40,1.000,3.905,10928640.000,nan,2,0,6528356,curl,180,1.000,90.957,3556625.067,nan,2,0,385961782,64.933,210.033,5839532032.000,5867253248.000,27.322,27.432,nan,nan,30,0
figlet,0,1.000,0.074,5985231.238,nan,1,0,0,env,40,1.000,4.313,11116782.933,nan,1,0,6451774,curl,180,1.000,99.966,5877491.810,nan,1,0,382496180,67.133,230.233,5867065344.000,5894094848.000,27.436,27.543,nan,nan,25,0
figlet,0,1.000,0.093,6167210.667,nan,1,0,0,env,40,1.000,4.473,11037525.333,nan,1,0,7104048,curl,180,1.000,101.159,66944853.333,nan,2,0,386521498,63.467,230.617,5857005568.000,5883394048.000,27.393,27.497,nan,nan,30,0
figlet,0,1.000,0.074,6251861.333,nan,1,0,0,env,40,1.000,4.139,11239253.333,nan,2,0,7333742,curl,200,1.000,105.503,71606272.000,nan,2,0,392620603,63.200,231.933,5854390272.000,5877818368.000,27.383,27.473,nan,nan,30,0
figlet,0,1.000,0.085,6103381.333,nan,1,0,0,env,40,1.000,4.180,11089998.019,nan,1,0,6665791,curl,200,1.000,100.046,3882803.200,nan,1,0,388294688,64.533,239.533,5850568704.000,5869179904.000,27.370,27.441,nan,nan,25,0
figlet,0,1.000,0.075,6070101.333,nan,1,0,0,env,40,1.000,4.316,10917376.000,nan,2,0,6979234,curl,200,1.000,107.286,3646566.400,nan,1,0,389092911,61.867,232.550,5846859776.000,5868098048.000,27.354,27.436,nan,nan,30,0
figlet,0,1.000,0.111,6117376.000,nan,1,0,0,env,60,1.000,11.146,11105280.000,nan,2,0,6599013,curl,0,1.000,0.145,3748522.667,nan,1,0,0,63.067,94.133,5843775488.000,5833851904.000,27.345,27.302,nan,nan,30,0
figlet,0,1.000,0.099,6140196.571,nan,1,0,0,env,60,1.000,11.921,11096507.733,nan,1,0,6647397,curl,0,1.000,0.093,31092736.000,nan,1,0,0,60.200,94.833,5824376832.000,5815536640.000,27.264,27.228,nan,nan,25,0
figlet,0,1.000,0.101,6104746.667,nan,1,0,0,env,60,1.000,11.739,3819434.667,nan,2,0,6608920,curl,0,1.000,0.090,27947008.000,nan,1,0,0,57.133,91.800,5775239168.000,5773704192.000,27.069,27.062,nan,nan,30,0
figlet,0,1.000,0.092,6087680.000,nan,1,0,0,env,60,1.000,9.804,11130197.333,nan,2,0,6204322,curl,20,1.000,18.109,31534592.000,nan,2,0,383876646,60.000,113.750,5775876096.000,5785430528.000,27.073,27.109,nan,nan,30,0
figlet,0,1.000,0.089,6092390.400,nan,1,0,0,env,60,1.000,9.371,10984277.333,nan,1,0,6172874,curl,20,1.000,17.281,3710498.133,nan,1,0,382840154,60.533,122.583,5809180672.000,5805353984.000,27.208,27.191,nan,nan,25,0
figlet,0,1.000,0.094,6076416.000,nan,1,0,0,env,60,1.000,10.472,11041109.333,nan,2,0,6496900,curl,20,1.000,18.978,30265173.333,nan,2,0,384101968,64.000,120.500,5823946752.000,5820138496.000,27.269,27.251,nan,nan,30,0
figlet,0,1.000,0.099,5989376.000,nan,1,0,0,env,60,1.000,8.551,11108181.333,nan,2,0,6023153,curl,40,1.000,30.073,3880021.333,nan,2,0,379122099,64.467,132.967,5833029632.000,5832329728.000,27.305,27.300,nan,nan,30,0
figlet,0,1.000,0.078,5959680.000,nan,1,0,0,env,60,1.000,8.654,10988270.933,nan,1,0,5903011,curl,40,1.000,30.175,3999146.667,nan,1,0,375711334,61.733,138.817,5839372288.000,5837786624.000,27.332,27.323,nan,nan,25,0
