function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,140,1.000,16.518,7071914.667,nan,1,0,4695905,shasum,60,1.000,5.359,6989141.333,nan,1,0,4260507,env,200,1.000,15.391,7133525.333,nan,1,0,3593812,33.467,117.483,3691317248.000,3712859648.000,28.714,28.801,nan,nan,10,0
figlet,140,1.000,17.467,10603178.667,nan,2,0,4877389,shasum,60,1.000,5.526,3076096.000,nan,2,0,4376998,env,200,1.000,16.378,10745173.333,nan,2,0,3714554,41.800,142.817,3828617216.000,3839340544.000,29.278,29.321,nan,nan,25,0
figlet,140,1.000,16.840,10696411.429,nan,2,0,4850522,shasum,60,1.000,5.035,4962850.133,nan,2,0,4290902,env,200,1.000,15.028,10824192.000,nan,2,0,3731757,37.933,135.300,3879583744.000,3884990464.000,29.486,29.508,nan,nan,30,0
figlet,140,1.000,16.060,11131187.200,nan,1,0,5545667,shasum,80,1.000,7.366,10672883.810,nan,1,0,5081719,env,0,1.000,0.074,10487983.543,nan,1,0,0,38.333,92.900,3920113664.000,3925755904.000,29.650,29.671,nan,nan,30,0
figlet,140,1.000,17.128,11453781.333,nan,1,0,4172578,shasum,80,1.000,7.121,11001344.000,nan,1,0,3696071,env,0,1.000,0.055,10459648.000,nan,1,0,0,37.467,88.250,3911729152.000,3907558912.000,29.613,29.596,nan,nan,30,0
figlet,140,1.000,17.082,11370325.333,nan,2,0,4348069,shasum,80,1.000,7.190,4111957.333,nan,2,0,3819963,env,0,1.000,0.051,8817664.000,nan,1,0,0,38.867,101.867,3895818240.000,3899070464.000,29.552,29.565,nan,nan,25,0
figlet,140,1.000,21.302,5386922.667,nan,4,0,4547177,shasum,80,1.000,8.915,4206592.000,nan,4,0,4056308,env,20,1.000,1.755,9496576.000,nan,2,0,3662549,42.667,110.683,3921057792.000,3935843328.000,29.656,29.717,nan,nan,15,0
figlet,140,1.000,15.353,10571776.000,nan,1,0,4276348,shasum,80,1.000,7.190,10203136.000,nan,1,0,3741765,env,20,1.000,1.897,10889693.867,nan,1,0,3722238,39.067,94.917,3958079488.000,3952455680.000,29.800,29.778,nan,nan,75,0
figlet,140,1.000,17.737,4322759.111,nan,1,0,4328225,shasum,80,1.000,7.210,10923349.333,nan,1,0,3890950,env,20,1.000,1.913,10872149.333,nan,1,0,4050955,38.933,95.750,3948273664.000,3946555392.000,29.775,29.764,nan,nan,45,0
figlet,140,1.000,16.979,3920725.333,nan,1,0,4385358,shasum,80,1.000,7.477,3881847.467,nan,1,0,3973187,env,40,1.000,3.591,10801493.333,nan,1,0,3787740,42.000,100.467,4015628288.000,4006627840.000,30.043,30.006,nan,nan,30,0
