function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,56.000,56.000,5802651648.000,5802651648.000,28.532,28.532,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,55.000,55.000,5738235904.000,5738235904.000,28.277,28.277,nan,nan,20,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,55.000,69.000,5738235904.000,5737146368.000,28.277,28.274,nan,nan,10,0
figlet,0,1.000,0.087,4230607.238,nan,1,0,0,curl,0,1.000,0.104,4276979.810,nan,1,0,0,eat-memory,20,1.000,69.227,56073537.829,nan,1,0,1078824252,59.200,131.900,5735841792.000,5779979776.000,28.269,28.445,nan,nan,15,0
figlet,0,1.000,0.089,4464469.333,nan,1,0,0,curl,0,1.000,0.094,4489728.000,nan,1,0,0,eat-memory,20,1.000,72.445,65695061.333,nan,2,0,1078314157,60.133,126.620,5637443584.000,5682653184.000,27.881,28.060,nan,nan,30,0
figlet,0,1.000,0.093,4680655.238,nan,1,0,0,curl,0,1.000,0.094,4724906.667,nan,1,0,0,eat-memory,20,1.000,68.258,3894613.333,nan,1,0,1078166099,60.467,132.983,5656981504.000,5688979968.000,27.960,28.086,nan,nan,25,0
figlet,0,1.000,0.082,4922197.333,nan,1,0,0,curl,0,1.000,0.089,4879360.000,nan,1,0,0,eat-memory,40,1.000,135.870,3647488.000,nan,2,0,1077221703,60.467,188.200,5667710976.000,5751729152.000,28.003,28.336,nan,nan,30,0
figlet,0,1.000,0.090,5118064.152,nan,1,0,0,curl,0,1.000,0.078,5046272.000,nan,1,0,0,eat-memory,40,1.000,128.472,10774528.000,nan,2,0,1076688055,61.000,174.833,5681115136.000,5755413504.000,28.058,28.352,nan,nan,30,0
figlet,0,1.000,0.085,5354666.667,nan,1,0,0,curl,0,1.000,0.090,5262165.333,nan,1,0,0,eat-memory,40,1.000,139.155,4026368.000,nan,2,0,1077645908,61.333,191.167,5713811456.000,5780140032.000,28.195,28.455,nan,nan,25,0
figlet,0,1.000,0.071,5488401.067,nan,1,0,0,curl,0,1.000,0.081,5459456.000,nan,1,0,0,eat-memory,60,1.000,183.359,3552597.333,nan,2,0,1078956505,62.800,226.850,5692928000.000,5807952896.000,28.106,28.562,nan,nan,30,0
figlet,0,1.000,0.077,5696341.333,nan,1,0,0,curl,0,1.000,0.078,5629781.333,nan,1,0,0,eat-memory,60,1.000,208.554,4808135.111,nan,2,0,1078959983,60.000,247.367,5728143360.000,5849528832.000,28.250,28.730,nan,nan,25,0
figlet,0,1.000,0.078,5885610.667,nan,1,0,0,curl,0,1.000,0.084,5834922.667,nan,1,0,0,eat-memory,60,1.000,176.948,3260416.000,nan,2,0,1080393181,61.333,235.667,5750517760.000,5874511872.000,28.336,28.828,nan,nan,30,0
figlet,0,1.000,0.078,6214144.000,nan,1,0,0,curl,0,1.000,0.075,6037504.000,nan,1,0,0,eat-memory,80,1.000,263.305,83886080.000,nan,2,0,1159831661,60.067,304.767,5786277888.000,5952396288.000,28.477,29.138,nan,nan,40,0
figlet,0,1.000,0.075,6417237.333,nan,1,0,0,curl,0,1.000,0.080,6292309.333,nan,1,0,0,eat-memory,80,1.000,250.168,3088384.000,nan,2,0,1222505514,55.533,284.933,5803687936.000,5973157888.000,28.549,29.223,nan,nan,45,0
figlet,0,1.000,0.077,6732697.600,nan,1,0,0,curl,0,1.000,0.087,6871893.333,nan,1,0,0,eat-memory,80,1.000,252.615,14060475.733,nan,1,0,1115620998,60.467,304.317,5825380352.000,5978739200.000,28.643,29.250,nan,nan,25,0
figlet,0,1.000,0.067,7245277.867,nan,1,0,0,curl,0,1.000,0.064,7121988.267,nan,1,0,0,eat-memory,100,0.574,310.077,2973696.000,nan,2,1,6499198959,59.933,354.253,5817882624.000,6047681740.800,28.610,29.524,nan,nan,30,1
figlet,0,1.000,0.079,6335010.133,nan,1,0,0,curl,0,1.000,0.075,5770035.200,nan,1,0,0,eat-memory,100,0.522,327.658,3348480.000,nan,2,1,7000981566,55.933,364.147,5908588544.000,6134239641.600,28.982,29.879,nan,nan,30,1
figlet,0,1.000,0.063,5586042.880,nan,1,0,0,curl,0,1.000,0.064,5707249.371,nan,1,0,0,eat-memory,100,0.551,347.549,3489109.333,nan,2,1,6748425314,60.600,374.747,5976094720.000,6168161894.400,29.255,30.015,nan,nan,15,1
figlet,0,1.000,0.109,5624149.333,nan,1,0,0,curl,20,1.000,20.132,9269589.333,nan,2,0,91538542,eat-memory,0,1.000,35.329,3786752.000,nan,1,0,0,60.467,93.017,5943513088.000,5942261248.000,29.123,29.117,nan,nan,20,0
figlet,0,1.000,0.091,5544984.381,nan,1,0,0,curl,20,1.000,19.227,12281514.667,nan,1,0,91386273,eat-memory,0,1.000,0.093,81260544.000,nan,1,0,0,62.267,99.650,5959364608.000,5941851648.000,29.188,29.115,nan,nan,25,0
figlet,0,1.000,0.104,5675690.667,nan,1,0,0,curl,20,1.000,21.071,3775829.333,nan,2,0,398693429,eat-memory,0,1.000,0.282,56984576.000,nan,1,0,0,60.533,96.250,5861720064.000,5853722624.000,28.796,28.763,nan,nan,30,0
figlet,0,1.000,0.086,5843797.333,nan,1,0,0,curl,20,1.000,17.371,3819776.000,nan,2,0,404052337,eat-memory,20,1.000,68.775,109414570.667,nan,2,0,1080073283,58.800,150.633,5855991808.000,5896274432.000,28.775,28.934,nan,nan,30,0
figlet,0,1.000,0.086,5797205.333,nan,1,0,0,curl,20,1.000,16.960,16856761.295,nan,1,0,401116698,eat-memory,20,1.000,73.405,90284080.762,nan,1,0,1078895277,63.400,159.500,5841713152.000,5879915008.000,28.716,28.867,nan,nan,40,0
figlet,0,1.000,0.094,5841578.667,nan,1,0,0,curl,20,1.000,17.553,17561258.667,nan,2,0,399222550,eat-memory,20,1.000,69.501,92061354.667,nan,2,0,1079166838,54.867,147.533,5862201344.000,5901853184.000,28.798,28.956,nan,nan,60,0
figlet,0,1.000,0.079,5853608.229,nan,1,0,0,curl,20,1.000,16.543,3600325.486,nan,1,0,393427796,eat-memory,40,1.000,128.372,131351522.743,nan,1,0,1078467766,62.600,217.617,5871785984.000,5946239488.000,28.843,29.137,nan,nan,25,0
figlet,0,1.000,0.082,5857962.667,nan,1,0,0,curl,20,1.000,15.027,17297749.333,nan,2,0,403643394,eat-memory,40,1.000,136.050,144002218.667,nan,2,0,1079640437,62.800,205.017,5880383488.000,5903061504.000,28.878,28.966,nan,nan,30,0
figlet,0,1.000,0.073,5753587.810,nan,1,0,0,curl,20,1.000,15.318,3954915.556,nan,1,0,379183997,eat-memory,40,1.000,138.593,135788895.086,nan,1,0,1078336030,62.733,218.083,5752756224.000,5838338048.000,28.369,28.707,nan,nan,40,0
figlet,0,1.000,0.082,5903360.000,nan,1,0,0,curl,20,1.000,12.471,17808725.333,nan,2,0,383743370,eat-memory,60,1.000,196.271,4091904.000,nan,2,0,1087612751,59.851,254.209,5830137856.000,5945670656.000,28.678,29.135,nan,nan,45,0
figlet,0,1.000,0.074,5940599.467,nan,1,0,0,curl,20,1.000,13.071,3829077.333,nan,2,0,384264416,eat-memory,60,1.000,206.994,3730773.333,nan,1,0,1086091533,63.533,268.433,5839470592.000,5951805440.000,28.717,29.161,nan,nan,25,0
figlet,0,1.000,0.088,5872981.333,nan,1,0,0,curl,20,1.000,11.941,3709952.000,nan,2,0,384264495,eat-memory,60,1.000,189.527,3805184.000,nan,2,0,1089012776,63.467,249.917,5814671360.000,5928912896.000,28.619,29.071,nan,nan,30,0
figlet,0,1.000,0.077,5880695.467,nan,1,0,0,curl,20,1.000,11.254,4057042.489,nan,2,0,392734799,eat-memory,80,1.000,224.349,235161736.533,nan,2,0,2104217942,64.267,318.783,5804953600.000,5951695872.000,28.578,29.160,nan,nan,40,0
figlet,0,1.000,0.076,5803690.667,nan,1,0,0,curl,20,1.000,11.878,17598464.000,nan,2,0,396784765,eat-memory,80,1.000,268.090,256224597.333,nan,2,0,2395697533,61.400,316.900,5839093760.000,5991965184.000,28.714,29.320,nan,nan,40,0
figlet,0,1.000,0.086,5855183.238,nan,1,0,0,curl,20,1.000,9.696,17518055.619,nan,2,0,394977997,eat-memory,80,1.000,246.901,3602090.667,nan,2,0,2893793094,63.733,321.667,5851068416.000,5998536192.000,28.765,29.349,nan,nan,25,0
figlet,0,1.000,0.066,5950668.800,nan,1,0,0,curl,20,1.000,12.149,3919872.000,nan,2,0,397207341,eat-memory,100,0.315,290.575,4502835.200,nan,1,1,10335388498,63.267,374.813,5887950848.000,6107608678.400,28.917,29.788,nan,nan,25,1
figlet,0,1.000,0.075,5888955.733,nan,1,0,0,curl,20,1.000,11.422,4255744.000,nan,2,0,402392906,eat-memory,100,0.350,301.576,362809753.600,nan,1,1,9353090169,56.533,357.467,5905418240.000,6120640921.600,28.992,29.845,nan,nan,45,1
figlet,0,1.000,0.067,5888955.733,nan,1,0,0,curl,20,1.000,11.715,17547127.467,nan,2,0,395060910,eat-memory,100,0.341,287.007,325938926.933,nan,1,1,9682670938,55.667,350.160,5942542336.000,6145003110.400,29.139,29.942,nan,nan,45,1
figlet,0,1.000,0.086,5955549.867,nan,1,0,0,curl,40,1.000,30.391,21926985.143,nan,1,0,382655888,eat-memory,0,1.000,0.091,99876864.000,nan,1,0,0,56.933,120.300,5976721408.000,5945618432.000,29.273,29.149,nan,nan,40,0
figlet,0,1.000,0.092,5961898.667,nan,1,0,0,curl,40,1.000,34.022,3827643.733,nan,2,0,379075578,eat-memory,0,1.000,1.578,91497642.667,nan,1,0,0,59.133,117.400,5847832576.000,5839416832.000,28.764,28.729,nan,nan,30,0
figlet,0,1.000,0.100,5912405.333,nan,1,0,0,curl,40,1.000,32.599,3679061.333,nan,2,0,381440701,eat-memory,0,1.000,0.096,57094144.000,nan,1,0,0,60.800,114.683,5799333888.000,5796972032.000,28.572,28.561,nan,nan,30,0
figlet,0,1.000,0.084,6006374.400,nan,1,0,0,curl,40,1.000,28.276,3572804.267,nan,2,0,378372691,eat-memory,20,1.000,63.494,96248841.752,nan,1,0,1080660932,60.000,177.650,5761271808.000,5801034752.000,28.422,28.579,nan,nan,25,0
figlet,0,1.000,0.081,6033408.000,nan,1,0,0,curl,40,1.000,28.909,3819008.000,nan,2,0,381529519,eat-memory,20,1.000,68.392,3994282.667,nan,2,0,1081212809,64.333,171.167,5763817472.000,5806146560.000,28.435,28.601,nan,nan,30,0
figlet,0,1.000,0.082,5899264.000,nan,1,0,0,curl,40,1.000,30.643,3973120.000,nan,1,0,381137657,eat-memory,20,1.000,67.192,90839410.590,nan,1,0,1080010374,57.933,176.650,5799479296.000,5839082496.000,28.572,28.729,nan,nan,55,0
figlet,0,1.000,0.079,5942442.667,nan,1,0,0,curl,40,1.000,25.568,4035840.000,nan,2,0,377932455,eat-memory,40,1.000,134.761,3741696.000,nan,2,0,1084394385,63.200,221.383,5826684928.000,5903532032.000,28.685,28.988,nan,nan,30,0
figlet,0,1.000,0.068,6062080.000,nan,1,0,0,curl,40,1.000,26.488,3978393.600,nan,1,0,381101470,eat-memory,40,1.000,118.186,3833173.333,nan,1,0,1082623601,64.133,235.467,5834377216.000,5913281024.000,28.684,28.995,nan,nan,25,0
figlet,0,1.000,0.085,6036821.333,nan,1,0,0,curl,40,1.000,25.829,23007914.667,nan,2,0,384627275,eat-memory,40,1.000,133.940,147274069.333,nan,2,0,1082736632,63.333,219.917,5731852288.000,5813221888.000,28.274,28.596,nan,nan,45,0
figlet,0,1.000,0.070,5951488.000,nan,1,0,0,curl,40,1.000,22.149,3987456.000,nan,1,0,388620147,eat-memory,60,1.000,201.972,198591097.905,nan,1,0,1097283430,56.000,289.867,5767655424.000,5895137280.000,28.415,28.921,nan,nan,70,0
figlet,0,1.000,0.068,6078805.333,nan,1,0,0,curl,40,1.000,22.591,23075840.000,nan,2,0,389336599,eat-memory,60,1.000,197.751,4061184.000,nan,2,0,1129888277,62.600,277.367,5809006592.000,5934124544.000,28.585,29.079,nan,nan,30,0
figlet,0,1.000,0.078,6078317.714,nan,1,0,0,curl,40,1.000,21.761,3778781.867,nan,1,0,387974777,eat-memory,60,1.000,196.252,3784021.333,nan,1,0,1101454959,60.667,294.267,5823209472.000,5938600448.000,28.642,29.098,nan,nan,25,0
figlet,0,1.000,0.066,5983300.267,nan,1,0,0,curl,40,1.000,23.903,24010342.400,nan,2,0,399141087,eat-memory,80,0.532,283.541,3381248.000,nan,2,1,6615930884,62.067,366.093,5821321216.000,6041771212.800,28.635,29.507,nan,nan,30,1
figlet,0,1.000,0.069,6023577.600,nan,1,0,0,curl,40,1.000,22.653,3600384.000,nan,2,0,395366212,eat-memory,80,0.547,294.938,3551914.667,nan,2,1,6350778581,62.933,352.280,5897363456.000,6063643852.800,28.936,29.592,nan,nan,20,1
figlet,0,1.000,0.068,6115562.057,nan,1,0,0,curl,40,1.000,24.662,3438592.000,nan,2,0,394533509,eat-memory,80,0.575,282.957,3317760.000,nan,2,1,6185550299,63.133,376.880,5920313344.000,6096586752.000,29.025,29.724,nan,nan,30,1
figlet,0,1.000,0.095,6086314.667,nan,1,0,0,curl,60,1.000,46.152,3895569.067,nan,2,0,377446405,eat-memory,0,1.000,0.088,77951658.667,nan,1,0,0,57.467,131.917,5957380096.000,5941794816.000,29.176,29.112,nan,nan,35,0
figlet,0,1.000,0.093,6030336.000,nan,1,0,0,curl,60,1.000,42.113,3646293.333,nan,2,0,378282848,eat-memory,0,1.000,0.633,75327488.000,nan,1,0,0,58.600,128.333,5842290688.000,5841617408.000,28.719,28.715,nan,nan,30,0
figlet,0,1.000,0.082,6054570.667,nan,1,0,0,curl,60,1.000,41.004,27253145.600,nan,1,0,379197587,eat-memory,0,1.000,0.092,51545361.067,nan,1,0,0,59.867,136.450,5824618496.000,5831149056.000,28.650,28.674,nan,nan,25,0
figlet,0,1.000,0.077,6106112.000,nan,1,0,0,curl,60,1.000,40.251,3534438.400,nan,2,0,379051624,eat-memory,20,1.000,68.091,104252416.000,nan,2,0,1084273491,60.067,184.017,5832812544.000,5872883712.000,28.681,28.840,nan,nan,30,0
figlet,0,1.000,0.084,6148096.000,nan,1,0,0,curl,60,1.000,36.414,28617971.810,nan,2,0,379863097,eat-memory,20,1.000,59.259,87152210.895,nan,2,0,1082244764,56.800,169.700,5813735424.000,5836142080.000,28.604,28.693,nan,nan,60,0
figlet,0,1.000,0.075,6148096.000,nan,1,0,0,curl,60,1.000,40.913,3805013.333,nan,2,0,378553427,eat-memory,20,1.000,70.600,6276198.400,nan,2,0,1081670401,61.800,185.533,5781719040.000,5831815168.000,28.487,28.684,nan,nan,25,0
figlet,0,1.000,0.067,6021120.000,nan,1,0,0,curl,60,1.000,32.019,3545907.200,nan,2,0,380535579,eat-memory,40,1.000,128.155,3916140.089,nan,2,0,1085689909,64.000,220.483,5800878080.000,5880295424.000,28.560,28.874,nan,nan,30,0
figlet,0,1.000,0.073,6021120.000,nan,1,0,0,curl,60,1.000,34.557,5243904.000,nan,2,0,380491477,eat-memory,40,1.000,136.878,147623082.667,nan,1,0,1087731394,62.600,239.567,5833062400.000,5904653312.000,28.694,28.974,nan,nan,25,0
figlet,0,1.000,0.072,5996544.000,nan,1,0,0,curl,60,1.000,34.553,29648247.467,nan,2,0,379963676,eat-memory,40,1.000,128.100,148079445.333,nan,2,0,1089580674,62.733,224.733,5740410880.000,5829411328.000,28.318,28.671,nan,nan,45,0
figlet,0,1.000,0.072,6028288.000,nan,1,0,0,curl,60,1.000,32.830,6023253.333,nan,2,0,390398059,eat-memory,60,1.000,211.701,3278165.333,nan,1,0,1176770037,61.067,300.317,5808289792.000,5934077952.000,28.598,29.093,nan,nan,25,0
figlet,0,1.000,0.068,6091434.667,nan,1,0,0,curl,60,1.000,29.678,4263936.000,nan,1,0,390596382,eat-memory,60,1.000,187.204,3679573.333,nan,1,0,1153571031,64.067,278.483,5824057344.000,5948790784.000,28.656,29.149,nan,nan,30,0
figlet,0,1.000,0.073,5989888.000,nan,1,0,0,curl,60,1.000,33.865,3870720.000,nan,2,0,395530800,eat-memory,60,1.000,212.560,202674858.667,nan,1,0,1133810345,58.200,295.717,5862008832.000,6002272256.000,28.803,29.360,nan,nan,70,0
figlet,0,1.000,0.078,6035865.600,nan,1,0,0,curl,60,1.000,32.469,3446784.000,nan,2,0,394856215,eat-memory,80,0.410,247.043,3958784.000,nan,1,1,8458266747,62.267,351.587,5933121536.000,6147953459.200,29.092,29.943,nan,nan,30,1
figlet,0,1.000,0.068,6098944.000,nan,1,0,0,curl,60,1.000,33.602,3727086.933,nan,2,0,396753121,eat-memory,80,0.403,260.380,301434743.467,nan,1,1,8054587667,63.800,363.440,6082965504.000,6234393804.800,29.691,30.290,nan,nan,30,1
figlet,0,1.000,0.066,6098944.000,nan,1,0,0,curl,60,1.000,32.299,3461120.000,nan,2,0,397544603,eat-memory,80,0.352,306.800,339557393.554,nan,1,1,8646928862,61.000,380.373,6003298304.000,6188190105.600,29.374,30.106,nan,nan,15,1
figlet,0,1.000,0.078,6109184.000,nan,1,0,0,curl,80,1.000,53.132,3703491.048,nan,2,0,376766948,eat-memory,0,1.000,29.559,122285738.667,nan,1,0,0,59.200,144.283,6059442176.000,6047640064.000,29.597,29.550,nan,nan,20,0
figlet,0,1.000,0.083,6126250.667,nan,1,0,0,curl,80,1.000,49.803,3635797.333,nan,2,0,377033169,eat-memory,0,1.000,0.108,86163660.800,nan,1,0,0,57.600,136.283,6014691328.000,5997732864.000,29.418,29.349,nan,nan,30,0
figlet,0,1.000,0.075,6061260.800,nan,1,0,0,curl,80,1.000,55.129,3899392.000,nan,1,0,379842832,eat-memory,0,1.000,0.280,57578837.333,nan,1,0,0,56.333,146.933,5940162560.000,5945986560.000,29.122,29.145,nan,nan,25,0
figlet,0,1.000,0.079,6087338.667,nan,1,0,0,curl,80,1.000,48.507,3749632.000,nan,2,0,380247086,eat-memory,20,1.000,68.738,114099336.533,nan,2,0,1085501207,55.333,193.017,5938800640.000,5983570432.000,29.117,29.294,nan,nan,30,0
figlet,0,1.000,0.065,6030677.333,nan,1,0,0,curl,80,1.000,46.113,4054220.800,nan,1,0,379038265,eat-memory,20,1.000,65.794,3769002.667,nan,1,0,1081636005,62.133,204.017,5846437888.000,5890242048.000,28.754,28.926,nan,nan,25,0
figlet,0,1.000,0.082,6083072.000,nan,1,0,0,curl,80,1.000,47.218,3901184.000,nan,2,0,376800930,eat-memory,20,1.000,68.206,3654997.333,nan,2,0,1081838033,61.467,192.767,5852538880.000,5894812672.000,28.778,28.943,nan,nan,30,0
figlet,0,1.000,0.072,5945685.333,nan,1,0,0,curl,80,1.000,37.006,32656896.000,nan,2,0,382523125,eat-memory,40,1.000,124.110,138988714.667,nan,2,0,1093085377,60.733,293.833,5852100608.000,5967141888.000,28.776,29.231,nan,nan,45,0
figlet,0,1.000,0.077,5986474.667,nan,1,0,0,curl,80,1.000,43.937,3843584.000,nan,2,0,379904611,eat-memory,40,1.000,135.014,3778628.267,nan,1,0,1095185683,60.467,247.467,5870213120.000,5942043648.000,28.853,29.137,nan,nan,25,0
figlet,0,1.000,0.074,6043648.000,nan,1,0,0,curl,80,1.000,38.981,3935573.333,nan,2,0,380018531,eat-memory,40,1.000,128.026,151785715.810,nan,2,0,1094452392,58.600,227.833,5747777536.000,5834249728.000,28.364,28.706,nan,nan,45,0
figlet,0,1.000,0.085,6069418.667,nan,1,0,0,curl,80,1.000,41.005,35418453.333,nan,2,0,398633105,eat-memory,60,1.000,205.633,213772629.333,nan,2,0,1926072207,60.200,305.833,5776590848.000,5917903360.000,28.483,29.042,nan,nan,25,0
figlet,0,1.000,0.070,6065152.000,nan,1,0,0,curl,80,1.000,41.042,3747840.000,nan,1,0,399222199,eat-memory,60,1.000,207.051,3985408.000,nan,1,0,1832758790,57.000,316.833,5789986816.000,5925224960.000,28.526,29.063,nan,nan,55,0
figlet,0,1.000,0.073,5951488.000,nan,1,0,0,curl,80,1.000,38.855,3973028.978,nan,2,0,403850287,eat-memory,60,1.000,189.874,214025557.333,nan,2,0,2317276814,61.467,289.950,5858445312.000,6000951808.000,28.800,29.365,nan,nan,45,0
figlet,0,1.000,0.067,6028765.867,nan,1,0,0,curl,80,1.000,44.435,3886933.333,nan,2,0,400915083,eat-memory,80,0.255,242.732,3376264.533,nan,1,1,10512825639,63.267,360.684,5949007872.000,6157071564.800,29.169,29.992,nan,nan,25,1
figlet,0,1.000,0.068,6092390.400,nan,1,0,0,curl,80,1.000,43.243,3618816.000,nan,2,0,401357807,eat-memory,80,0.306,248.187,293606604.800,nan,1,1,9642385103,54.000,361.587,6087200768.000,6206677401.600,29.715,30.189,nan,nan,45,1
figlet,0,1.000,0.065,6042146.133,nan,1,0,0,curl,80,1.000,45.434,3549184.000,nan,2,0,403013641,eat-memory,80,0.287,256.397,290732168.533,nan,1,1,10040834599,63.867,373.133,5995278336.000,6165551923.200,29.351,30.028,nan,nan,30,1
figlet,0,1.000,0.084,6082535.619,nan,1,0,0,curl,100,1.000,64.279,3895296.000,nan,1,0,375629545,eat-memory,0,1.000,0.086,69554176.000,nan,1,0,0,62.067,162.817,6004533248.000,5975641088.000,29.388,29.273,nan,nan,45,0
figlet,0,1.000,0.083,6114304.000,nan,1,0,0,curl,100,1.000,62.761,40743424.000,nan,2,0,377177764,eat-memory,0,1.000,0.666,65990997.333,nan,1,0,0,62.067,157.917,5876772864.000,5890035712.000,28.883,28.935,nan,nan,30,0
figlet,0,1.000,0.084,6127616.000,nan,1,0,0,curl,100,1.000,58.807,3783253.333,nan,2,0,376523873,eat-memory,0,1.000,0.087,43675306.667,nan,1,0,0,62.333,149.883,5832968192.000,5843002880.000,28.711,28.749,nan,nan,30,0
figlet,0,1.000,0.073,6138538.667,nan,1,0,0,curl,100,1.000,63.140,42690998.857,nan,1,0,377519735,eat-memory,20,1.000,63.067,94320245.029,nan,1,0,1085843661,60.733,214.967,5836042240.000,5887943680.000,28.724,28.929,nan,nan,25,0
figlet,0,1.000,0.088,6198954.667,nan,1,0,0,curl,100,1.000,55.082,3472861.867,nan,2,0,380793162,eat-memory,20,1.000,65.814,96291157.333,nan,2,0,1088694468,62.733,205.967,5839597568.000,5884764672.000,28.736,28.915,nan,nan,45,0
figlet,0,1.000,0.074,6178269.867,nan,1,0,0,curl,100,1.000,57.640,40566296.381,nan,2,0,374987009,eat-memory,20,1.000,65.407,93900239.238,nan,1,0,1086006799,58.733,215.633,5839781888.000,5886523392.000,28.737,28.923,nan,nan,70,0
figlet,0,1.000,0.077,6069589.333,nan,1,0,0,curl,100,1.000,52.116,41316693.333,nan,2,0,385177822,eat-memory,40,1.000,131.312,148565504.000,nan,2,0,1111141562,62.133,259.083,5852248064.000,5942631936.000,28.789,29.147,nan,nan,45,0
figlet,0,1.000,0.080,6005662.476,nan,1,0,0,curl,100,1.000,53.113,4215554.438,nan,1,0,387479846,eat-memory,40,1.000,128.487,3842730.667,nan,1,0,1108288033,64.067,279.433,5863886848.000,5953839616.000,28.841,29.195,nan,nan,25,0
figlet,0,1.000,0.076,6017536.000,nan,1,0,0,curl,100,1.000,54.400,4072061.156,nan,1,0,392183714,eat-memory,40,1.000,143.059,152187904.000,nan,2,0,1139009584,62.867,278.367,5872840704.000,5960374272.000,28.871,29.216,nan,nan,45,0
figlet,0,1.000,0.080,6029653.333,nan,1,0,0,curl,100,1.000,47.136,3853698.844,nan,3,0,416372679,eat-memory,60,0.583,168.034,4151296.000,nan,2,1,5755897544,61.667,286.067,5791385600.000,5926914560.000,28.545,29.080,nan,nan,45,1
figlet,0,1.000,0.082,6005077.333,nan,1,0,0,curl,100,1.000,48.843,43183786.667,nan,2,0,413091603,eat-memory,60,0.582,169.671,206206805.333,nan,2,1,5685955948,63.333,291.283,5903745024.000,6015116288.000,28.992,29.431,nan,nan,50,1
figlet,0,1.000,0.076,5998933.333,nan,1,0,0,curl,100,1.000,48.983,3689244.444,nan,2,0,414225493,eat-memory,60,0.587,161.264,191178581.333,nan,2,1,5711895537,64.000,297.367,5821509632.000,5942521856.000,28.660,29.140,nan,nan,35,1
figlet,0,1.000,0.073,6085802.667,nan,1,0,0,curl,120,1.000,69.946,45740373.333,nan,2,0,374932873,eat-memory,0,1.000,31.824,3570346.667,nan,1,0,0,62.733,167.783,5859610624.000,5846795776.000,28.814,28.761,nan,nan,20,0
figlet,0,1.000,0.077,6111402.667,nan,1,0,0,curl,120,1.000,64.512,3813376.000,nan,2,0,373747692,eat-memory,0,1.000,0.075,64221184.000,nan,1,0,0,58.400,159.167,5822482432.000,5826155520.000,28.664,28.677,nan,nan,30,0
figlet,0,1.000,0.087,6000981.333,nan,1,0,0,curl,120,1.000,69.281,3434018.133,nan,1,0,372988472,eat-memory,0,1.000,0.235,52810459.429,nan,1,0,0,58.200,172.383,5808369664.000,5834317824.000,28.609,28.711,nan,nan,25,0
figlet,0,1.000,0.079,6037504.000,nan,1,0,0,curl,120,1.000,68.061,3795797.333,nan,1,0,379121928,eat-memory,20,1.000,70.571,104825173.333,nan,1,0,1091809285,57.200,224.850,5838385152.000,5891462656.000,28.729,28.938,nan,nan,30,0
figlet,0,1.000,0.084,6231381.333,nan,1,0,0,curl,120,1.000,61.225,3745621.333,nan,2,0,377804193,eat-memory,20,1.000,64.212,94051157.333,nan,2,0,1092791797,63.333,215.167,5835730944.000,5890884608.000,28.720,28.936,nan,nan,30,0
figlet,0,1.000,0.070,6259916.800,nan,1,0,0,curl,120,1.000,75.947,4017152.000,nan,1,0,382314885,eat-memory,20,1.000,66.185,3566250.667,nan,1,0,1100197996,61.933,239.050,5788026880.000,5841458176.000,28.531,28.741,nan,nan,25,0
figlet,0,1.000,0.082,6102016.000,nan,1,0,0,curl,120,1.000,62.459,47145301.333,nan,1,0,445726715,eat-memory,40,1.000,140.320,151979690.667,nan,2,0,1219505415,62.933,283.933,5828241408.000,5924793856.000,28.691,29.072,nan,nan,30,0
figlet,0,1.000,0.087,6123520.000,nan,1,0,0,curl,120,1.000,58.406,47556539.733,nan,1,0,392437583,eat-memory,40,1.000,134.399,139870037.333,nan,1,0,1123380014,58.267,296.700,5838770176.000,5933104128.000,28.696,29.071,nan,nan,55,0
figlet,0,1.000,0.078,6060202.667,nan,1,0,0,curl,120,1.000,64.716,48834730.667,nan,2,0,401582940,eat-memory,40,1.000,138.359,149542058.667,nan,1,0,1152057557,58.667,285.317,5794816000.000,5898168832.000,28.523,28.933,nan,nan,60,0
figlet,0,1.000,0.079,5963776.000,nan,1,0,0,curl,120,1.000,58.068,3699541.333,nan,2,0,445660094,eat-memory,60,0.296,149.136,3993600.000,nan,1,1,8987556740,61.867,286.650,5845045248.000,5974796288.000,28.726,29.240,nan,nan,45,1
