function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,57.933,57.933,5958889472.000,5958889472.000,29.140,29.140,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,57.267,57.267,5931335680.000,5931335680.000,29.033,29.033,nan,nan,25,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,58.533,58.533,5878470656.000,5878470656.000,28.823,28.823,nan,nan,25,0
figlet,0,1.000,0.101,4222464.000,nan,1,0,0,env,0,1.000,0.095,3957930.667,nan,1,0,0,eat-memory,20,1.000,71.588,61216768.000,nan,1,0,1079925679,58.533,144.233,5878470656.000,5951753216.000,28.823,29.115,nan,nan,10,0
figlet,0,1.000,0.102,4503552.000,nan,1,0,0,env,0,1.000,0.102,4276224.000,nan,1,0,0,eat-memory,20,1.000,69.638,66548565.333,nan,2,0,1080370177,59.317,124.209,5917329408.000,5940033536.000,28.980,29.070,nan,nan,50,0
figlet,0,1.000,0.105,4760064.000,nan,1,0,0,env,0,1.000,0.097,4544170.667,nan,1,0,0,eat-memory,20,1.000,75.675,67607040.000,nan,2,0,1080998102,58.933,131.583,5878851584.000,5923878912.000,28.827,29.006,nan,nan,40,0
figlet,0,1.000,0.093,4949674.667,nan,1,0,0,env,0,1.000,0.086,4744874.667,nan,1,0,0,eat-memory,40,1.000,134.461,104708266.667,nan,2,0,1081055495,60.467,182.950,5918162944.000,5992195584.000,28.986,29.279,nan,nan,30,0
figlet,0,1.000,0.090,5206357.333,nan,1,0,0,env,0,1.000,0.077,4973056.000,nan,1,0,0,eat-memory,40,1.000,148.115,3373056.000,nan,1,0,1079464100,59.800,195.750,5920544768.000,5998151680.000,28.997,29.304,nan,nan,25,0
figlet,0,1.000,0.084,5403989.333,nan,1,0,0,env,0,1.000,0.087,5151914.667,nan,1,0,0,eat-memory,40,1.000,136.762,122988373.333,nan,2,0,1080555773,58.600,185.217,5855993856.000,5936785920.000,28.741,29.061,nan,nan,30,0
figlet,0,1.000,0.074,5561275.733,nan,1,0,0,env,0,1.000,0.078,5362814.781,nan,1,0,0,eat-memory,60,1.000,215.378,3264512.000,nan,2,0,1082381708,60.600,255.717,5880090624.000,5999955456.000,28.837,29.313,nan,nan,25,0
figlet,0,1.000,0.072,5821610.667,nan,1,0,0,env,0,1.000,0.078,5627392.000,nan,1,0,0,eat-memory,60,1.000,196.017,7999488.000,nan,2,0,1081979851,57.467,235.283,5860755456.000,5979788288.000,28.760,29.234,nan,nan,45,0
figlet,0,1.000,0.082,6023850.667,nan,1,0,0,env,0,1.000,0.077,5831577.600,nan,1,0,0,eat-memory,60,1.000,206.797,3137536.000,nan,2,0,1081122460,59.200,252.033,5918025728.000,6038215168.000,28.989,29.466,nan,nan,40,0
figlet,0,1.000,0.076,6263978.667,nan,1,0,0,env,0,1.000,0.074,6073514.667,nan,1,0,0,eat-memory,80,1.000,249.622,241760938.667,nan,2,0,1275708614,57.000,288.367,5923203072.000,6097617408.000,29.010,29.704,nan,nan,45,0
figlet,0,1.000,0.077,6494208.000,nan,1,0,0,env,0,1.000,0.078,6365354.667,nan,1,0,0,eat-memory,80,1.000,272.641,250460501.333,nan,1,0,1133990972,60.600,308.483,5976281088.000,6125981696.000,29.232,29.824,nan,nan,25,0
figlet,0,1.000,0.072,7019008.000,nan,1,0,0,env,0,1.000,0.070,6955178.667,nan,1,0,0,eat-memory,80,1.000,248.596,4003840.000,nan,2,0,1151184604,55.933,281.383,5954207744.000,6113202176.000,29.139,29.771,nan,nan,45,0
figlet,0,1.000,0.083,5801164.800,nan,1,0,0,env,0,1.000,0.078,5639645.867,nan,1,0,0,eat-memory,100,0.469,307.562,3936256.000,nan,2,1,7727134643,57.667,369.467,5940342784.000,6206005657.600,29.086,30.146,nan,nan,40,1
figlet,0,1.000,0.072,5623636.358,nan,1,0,0,env,0,1.000,0.072,5514600.838,nan,1,0,0,eat-memory,100,0.400,322.568,339618318.629,nan,1,1,8341296983,58.800,373.440,6136934400.000,6360911872.000,29.890,30.780,nan,nan,30,1
figlet,0,1.000,0.066,5454701.714,nan,1,0,0,env,0,1.000,0.061,5377501.867,nan,1,0,0,eat-memory,100,0.485,369.617,3641344.000,nan,2,1,7414584140,58.867,371.173,6118150144.000,6317264896.000,29.820,30.609,nan,nan,15,1
figlet,0,1.000,0.105,5494808.381,nan,1,0,0,env,20,1.000,4.229,7631428.267,nan,1,0,7438186,eat-memory,0,1.000,0.116,72839168.000,nan,1,0,0,60.000,72.017,6094585856.000,6090890240.000,29.726,29.711,nan,nan,30,0
figlet,0,1.000,0.106,5617664.000,nan,1,0,0,env,20,1.000,4.323,10212522.667,nan,1,0,7571866,eat-memory,0,1.000,0.234,72689834.667,nan,1,0,0,60.800,73.767,6107365376.000,6073956864.000,29.778,29.644,nan,nan,30,0
figlet,0,1.000,0.116,5654528.000,nan,1,0,0,env,20,1.000,4.067,10225322.667,nan,2,0,7225060,eat-memory,0,1.000,0.100,44228949.333,nan,1,0,0,58.067,69.767,5946032128.000,5942566912.000,29.133,29.119,nan,nan,60,0
figlet,0,1.000,0.094,5633024.000,nan,1,0,0,env,20,1.000,3.298,3785016.076,nan,2,0,6757497,eat-memory,20,1.000,73.606,99235464.533,nan,2,0,1080633302,59.400,132.450,5963401216.000,6004180992.000,29.207,29.367,nan,nan,30,0
figlet,0,1.000,0.097,5588821.333,nan,1,0,0,env,20,1.000,3.785,3817472.000,nan,2,0,8074378,eat-memory,20,1.000,74.580,94089386.667,nan,2,0,1080893694,59.200,137.033,5970765824.000,6010117632.000,29.233,29.389,nan,nan,55,0
figlet,0,1.000,0.098,5701973.333,nan,1,0,0,env,20,1.000,3.496,10350592.000,nan,2,0,7030396,eat-memory,20,1.000,71.115,96164303.238,nan,2,0,1080553148,58.133,129.900,5971009536.000,6008968192.000,29.235,29.386,nan,nan,60,0
figlet,0,1.000,0.092,5751808.000,nan,1,0,0,env,20,1.000,3.168,3874816.000,nan,2,0,7252137,eat-memory,40,1.000,140.544,146318336.000,nan,1,0,1080236319,59.200,196.117,5993992192.000,6069202432.000,29.328,29.626,nan,nan,55,0
figlet,0,1.000,0.078,5611520.000,nan,1,0,0,env,20,1.000,2.839,10246485.333,nan,2,0,6872680,eat-memory,40,1.000,135.237,151968085.333,nan,2,0,1077825870,58.267,180.467,5949745152.000,6001298944.000,29.151,29.356,nan,nan,60,0
figlet,0,1.000,0.082,5674325.333,nan,1,0,0,env,20,1.000,3.118,10280106.667,nan,2,0,7486217,eat-memory,40,1.000,141.549,3948544.000,nan,2,0,1078777953,59.067,193.283,5936142336.000,6021501440.000,29.099,29.438,nan,nan,55,0
figlet,0,1.000,0.086,5781299.200,nan,1,0,0,env,20,1.000,2.035,10308778.667,nan,2,0,7802264,eat-memory,60,1.000,172.541,199822506.667,nan,2,0,1083403939,57.333,227.200,5975560192.000,6094626304.000,29.256,29.728,nan,nan,60,0
figlet,0,1.000,0.084,5793621.333,nan,1,0,0,env,20,1.000,2.257,10261333.333,nan,2,0,7922287,eat-memory,60,1.000,197.154,201101141.333,nan,2,0,1080955944,57.667,242.383,6029273088.000,6142581760.000,29.470,29.919,nan,nan,55,0
figlet,0,1.000,0.077,5648384.000,nan,1,0,0,env,20,1.000,2.094,3746304.000,nan,2,0,7923249,eat-memory,60,1.000,186.567,173419910.095,nan,2,0,1082844558,61.333,230.500,6039984128.000,6117569024.000,29.514,29.821,nan,nan,45,0
figlet,0,1.000,0.084,5693781.333,nan,1,0,0,env,20,1.000,1.938,10231637.333,nan,2,0,10421414,eat-memory,80,1.000,263.216,4169728.000,nan,2,0,1477469643,58.933,300.700,5956374528.000,6134085632.000,29.180,29.886,nan,nan,55,0
figlet,0,1.000,0.069,5724257.524,nan,1,0,0,env,20,1.000,1.841,10238634.667,nan,1,0,9965315,eat-memory,80,1.000,251.094,253620911.543,nan,1,0,1557033895,57.933,319.200,5931356160.000,6093694464.000,29.083,29.727,nan,nan,55,0
figlet,0,1.000,0.081,5719210.667,nan,1,0,0,env,20,1.000,1.963,10293589.333,nan,2,0,9890868,eat-memory,80,1.000,253.558,262333269.333,nan,2,0,1581827326,59.000,294.950,5963900928.000,6122646016.000,29.213,29.843,nan,nan,60,0
figlet,0,1.000,0.067,5840349.867,nan,1,0,0,env,20,1.000,2.102,10255701.333,nan,2,0,10387532,eat-memory,100,0.474,323.131,3303424.000,nan,2,1,7905252068,61.400,370.200,6002159616.000,6248282931.200,29.367,30.345,nan,nan,55,1
figlet,0,1.000,0.076,5674325.333,nan,1,0,0,env,20,1.000,2.099,10246963.200,nan,2,0,9942738,eat-memory,100,0.456,322.040,336222344.533,nan,2,1,7979713955,58.933,366.040,6177888256.000,6378063872.000,30.069,30.864,nan,nan,45,1
figlet,0,1.000,0.069,5666542.933,nan,1,0,0,env,20,1.000,2.066,10278638.933,nan,2,0,9469676,eat-memory,100,0.418,319.969,357476898.133,nan,1,1,8200890127,57.267,364.760,6190288896.000,6419130777.600,30.123,31.032,nan,nan,45,1
figlet,0,1.000,0.101,5776725.333,nan,1,0,0,env,40,1.000,8.417,10394624.000,nan,1,0,6953975,eat-memory,0,1.000,0.119,74772480.000,nan,1,0,0,60.400,82.783,6080110592.000,6061303296.000,29.688,29.613,nan,nan,45,0
figlet,0,1.000,0.111,5673130.667,nan,1,0,0,env,40,1.000,7.836,10523818.667,nan,1,0,6948206,eat-memory,0,1.000,0.400,46657877.333,nan,1,0,0,58.200,79.683,5943128064.000,5945366016.000,29.143,29.152,nan,nan,75,0
figlet,0,1.000,0.109,5669717.333,nan,1,0,0,env,40,1.000,7.428,10513920.000,nan,2,0,6893352,eat-memory,0,1.000,0.238,46043409.067,nan,1,0,0,59.933,81.717,5960093696.000,5954362368.000,29.215,29.191,nan,nan,30,0
figlet,0,1.000,0.088,5635974.095,nan,1,0,0,env,40,1.000,7.128,10427855.238,nan,1,0,7107422,eat-memory,20,1.000,67.911,86887658.057,nan,1,0,1082876564,61.000,151.817,5942499328.000,5971713024.000,29.146,29.261,nan,nan,25,0
figlet,0,1.000,0.085,5651456.000,nan,1,0,0,env,40,1.000,7.137,10720256.000,nan,2,0,6858475,eat-memory,20,1.000,70.819,95447722.667,nan,2,0,1079977429,57.067,139.500,5966176256.000,6002091520.000,29.237,29.380,nan,nan,60,0
figlet,0,1.000,0.091,5770074.210,nan,1,0,0,env,40,1.000,6.460,10633523.200,nan,1,0,6898516,eat-memory,20,1.000,74.168,91858627.048,nan,1,0,1082090803,56.267,148.567,5968814080.000,6006706176.000,29.249,29.399,nan,nan,55,0
figlet,0,1.000,0.083,5803008.000,nan,1,0,0,env,40,1.000,5.672,10697045.333,nan,2,0,6890995,eat-memory,40,1.000,134.719,148305066.667,nan,2,0,1079951230,57.533,193.683,5818568704.000,5899325952.000,29.152,29.472,nan,nan,60,0
figlet,0,1.000,0.080,5684565.333,nan,1,0,0,env,40,1.000,5.421,3891200.000,nan,1,0,7752231,eat-memory,40,1.000,129.082,135132706.133,nan,1,0,1084579122,57.467,210.750,5856890880.000,5934257152.000,29.305,29.612,nan,nan,55,0
figlet,0,1.000,0.086,5713920.000,nan,1,0,0,env,40,1.000,5.203,10630144.000,nan,2,0,13630165,eat-memory,40,1.000,159.897,3621546.667,nan,2,0,1149699497,51.400,220.859,5873037312.000,5944312320.000,29.376,29.656,nan,nan,30,0
figlet,0,1.000,0.062,5754880.000,nan,1,0,0,env,40,1.000,4.095,10676053.333,nan,1,0,7928565,eat-memory,60,1.000,219.268,203240038.400,nan,1,0,1087670738,57.733,267.783,5825411072.000,5944683520.000,29.180,29.654,nan,nan,55,0
figlet,0,1.000,0.073,5781504.000,nan,1,0,0,env,40,1.000,4.404,10595498.667,nan,1,0,7995346,eat-memory,60,1.000,194.777,203113472.000,nan,2,0,1089057449,57.067,247.117,5791823872.000,5898130432.000,29.049,29.471,nan,nan,60,0
figlet,0,1.000,0.075,5682176.000,nan,1,0,0,env,40,1.000,4.155,3424256.000,nan,1,0,8722076,eat-memory,60,1.000,193.220,187191354.514,nan,1,0,1090390509,56.533,275.233,5799737344.000,5920167424.000,29.081,29.559,nan,nan,55,0
figlet,0,1.000,0.108,5737642.667,nan,1,0,0,env,40,1.000,4.083,10621440.000,nan,2,0,10041996,eat-memory,80,1.000,255.078,252368554.667,nan,2,0,2848844458,59.600,303.667,5795170304.000,5962946560.000,29.064,29.729,nan,nan,60,0
figlet,0,1.000,0.072,5823829.333,nan,1,0,0,env,40,1.000,3.825,10831360.000,nan,2,0,9262840,eat-memory,80,1.000,259.142,3584000.000,nan,2,0,2448850820,57.933,299.600,5862057984.000,6014490624.000,29.327,29.932,nan,nan,55,0
figlet,0,1.000,0.087,5652821.333,nan,1,0,0,env,40,1.000,3.924,10577749.333,nan,2,0,9524913,eat-memory,80,1.000,259.325,4055040.000,nan,2,0,2398766041,58.867,300.800,5859241984.000,6009442304.000,29.315,29.911,nan,nan,55,0
figlet,0,1.000,0.079,5688661.333,nan,1,0,0,env,40,1.000,4.206,3843242.667,nan,2,0,10136210,eat-memory,100,0.329,304.248,3493205.333,nan,1,1,9699598674,61.067,364.560,5904119808.000,6114909798.400,29.500,30.334,nan,nan,25,1
figlet,0,1.000,0.076,5753105.067,nan,1,0,0,env,40,1.000,4.156,10568089.600,nan,2,0,9719512,eat-memory,100,0.329,297.555,347929804.800,nan,1,1,10001932788,61.467,353.747,6045067264.000,6250422681.600,30.062,30.878,nan,nan,45,1
figlet,0,1.000,0.083,5746797.227,nan,1,0,0,env,40,1.000,4.427,10629939.200,nan,2,0,9910995,eat-memory,100,0.329,312.334,345839015.253,nan,1,1,9990026432,60.400,373.440,6088136704.000,6286573158.400,30.237,31.024,nan,nan,40,1
figlet,0,1.000,0.113,5725013.333,nan,1,0,0,env,60,1.000,9.149,10934072.076,nan,2,0,139804916,eat-memory,0,1.000,0.121,103246311.619,nan,1,0,0,60.133,85.417,6076473344.000,6043574272.000,30.188,30.057,nan,nan,45,0
figlet,0,1.000,0.105,5718357.333,nan,1,0,0,env,60,1.000,11.891,11792725.333,nan,2,0,20121546,eat-memory,0,1.000,2.367,92267520.000,nan,1,0,0,60.400,93.767,5934766080.000,5922267648.000,29.627,29.577,nan,nan,15,0
figlet,0,1.000,0.104,5659989.333,nan,1,0,0,env,60,1.000,11.452,11595093.333,nan,2,0,6834172,eat-memory,0,1.000,0.104,62324736.000,nan,1,0,0,59.067,90.583,5867071488.000,5859542016.000,29.356,29.326,nan,nan,60,0
figlet,0,1.000,0.099,5730255.238,nan,1,0,0,env,60,1.000,9.892,11423261.257,nan,1,0,6343001,eat-memory,20,1.000,76.141,96953514.667,nan,1,0,1080683528,61.467,158.250,5846833152.000,5879559168.000,29.279,29.408,nan,nan,25,0
figlet,0,1.000,0.099,5796522.667,nan,1,0,0,env,60,1.000,9.683,11262122.667,nan,2,0,6649811,eat-memory,20,1.000,70.030,95689898.667,nan,2,0,1081128519,58.533,147.117,5793339392.000,5830532608.000,29.065,29.212,nan,nan,60,0
figlet,0,1.000,0.090,5746688.000,nan,1,0,0,env,60,1.000,10.632,3624960.000,nan,2,0,6699028,eat-memory,20,1.000,76.650,95073792.000,nan,1,0,1081676260,57.667,152.767,5811705856.000,5846108160.000,29.138,29.275,nan,nan,55,0
figlet,0,1.000,0.084,5779114.667,nan,1,0,0,env,60,1.000,7.966,11302229.333,nan,2,0,7002741,eat-memory,40,1.000,132.073,149392998.400,nan,2,0,1082201063,58.200,196.933,5820887040.000,5898700288.000,29.176,29.485,nan,nan,60,0
figlet,0,1.000,0.089,5808640.000,nan,1,0,0,env,60,1.000,8.712,11442346.667,nan,2,0,6721014,eat-memory,40,1.000,145.527,150156800.000,nan,1,0,1082541210,57.733,211.867,5825832960.000,5897553920.000,29.196,29.480,nan,nan,55,0
figlet,0,1.000,0.079,5678592.000,nan,1,0,0,env,60,1.000,7.625,3989504.000,nan,2,0,7206676,eat-memory,40,1.000,132.067,152561902.933,nan,2,0,1083018290,57.067,194.850,5823506432.000,5900685312.000,29.188,29.494,nan,nan,60,0
figlet,0,1.000,0.079,5746005.333,nan,1,0,0,env,60,1.000,6.999,4009984.000,nan,1,0,8118557,eat-memory,60,1.000,206.011,203397120.000,nan,2,0,1087148161,55.267,259.104,5801201664.000,5905187328.000,29.100,29.513,nan,nan,55,0
figlet,0,1.000,0.084,5823829.333,nan,1,0,0,env,60,1.000,6.191,11329194.667,nan,2,0,8705774,eat-memory,60,1.000,195.270,186013354.667,nan,2,0,1103086133,59.067,250.350,5790058496.000,5905990656.000,29.058,29.518,nan,nan,60,0
figlet,0,1.000,0.077,5854549.333,nan,1,0,0,env,60,1.000,6.526,3633152.000,nan,2,0,9226046,eat-memory,60,1.000,199.136,203703808.000,nan,1,0,1094999305,59.200,256.367,5800415232.000,5916416000.000,29.101,29.561,nan,nan,55,0
figlet,0,1.000,0.074,5724715.886,nan,1,0,0,env,60,1.000,5.177,11328000.000,nan,2,0,9681131,eat-memory,80,1.000,219.385,2326528.000,nan,2,0,2243536095,60.133,283.000,5837817856.000,5999574016.000,29.250,29.892,nan,nan,60,0
figlet,0,1.000,0.081,5683268.267,nan,1,0,0,env,60,1.000,5.195,3436544.000,nan,2,0,9471931,eat-memory,80,1.000,238.926,3895296.000,nan,2,0,2232219349,60.533,286.300,5878812672.000,6036635648.000,29.412,30.039,nan,nan,55,0
figlet,0,1.000,0.078,5700608.000,nan,1,0,0,env,60,1.000,5.430,11209216.000,nan,2,0,9744849,eat-memory,80,1.000,239.754,263034709.333,nan,2,0,2255181971,58.933,289.467,5889503232.000,6042946560.000,29.422,30.031,nan,nan,55,0
figlet,0,1.000,0.079,5732761.600,nan,1,0,0,env,60,1.000,5.926,11267822.933,nan,2,0,9806895,eat-memory,100,0.353,295.107,327858995.200,nan,1,1,9533920475,60.400,355.013,5844144128.000,6101126758.400,29.242,30.263,nan,nan,55,1
figlet,0,1.000,0.066,5786243.657,nan,1,0,0,env,60,1.000,5.851,3665920.000,nan,2,0,9796427,eat-memory,100,0.328,314.498,350051287.040,nan,1,1,9867271469,58.600,373.680,6092881920.000,6283198054.400,30.237,30.992,nan,nan,40,1
figlet,0,1.000,0.071,5809766.400,nan,1,0,0,env,60,1.000,6.060,3928064.000,nan,2,0,9554579,eat-memory,100,0.345,298.408,341501815.467,nan,1,1,9647531851,59.667,358.253,6002323456.000,6163556761.600,29.878,30.516,nan,nan,45,1
figlet,0,1.000,0.115,5753173.333,nan,1,0,0,env,80,1.000,13.764,11612330.667,nan,2,0,6349172,eat-memory,0,1.000,0.108,99995648.000,nan,1,0,0,57.667,97.333,6028468224.000,5989474304.000,29.978,29.823,nan,nan,45,0
figlet,0,1.000,0.097,5729777.371,nan,1,0,0,env,80,1.000,14.802,11678919.924,nan,1,0,6287339,eat-memory,0,1.000,2.180,89860778.667,nan,1,0,0,61.467,106.467,5861537792.000,5847854080.000,29.315,29.259,nan,nan,25,0
figlet,0,1.000,0.116,5735594.667,nan,1,0,0,env,80,1.000,15.127,11551573.333,nan,2,0,6323665,eat-memory,0,1.000,0.110,64466944.000,nan,1,0,0,61.000,103.083,5827999744.000,5823255040.000,29.183,29.163,nan,nan,30,0
figlet,0,1.000,0.090,5730304.000,nan,1,0,0,env,80,1.000,12.134,11309397.333,nan,2,0,5970482,eat-memory,20,1.000,71.178,110158677.333,nan,2,0,1082080467,60.667,156.650,5830834176.000,5859553792.000,29.195,29.308,nan,nan,30,0
figlet,0,1.000,0.094,5570560.000,nan,1,0,0,env,80,1.000,13.648,11399065.600,nan,1,0,6121899,eat-memory,20,1.000,67.261,86549162.667,nan,1,0,1081787507,60.400,163.483,5796175872.000,5819940352.000,29.055,29.149,nan,nan,55,0
figlet,0,1.000,0.100,5691050.667,nan,1,0,0,env,80,1.000,11.989,4149248.000,nan,2,0,6194363,eat-memory,20,1.000,71.594,96519680.000,nan,2,0,1083268403,57.000,153.100,5803644928.000,5843837440.000,29.086,29.245,nan,nan,75,0
figlet,0,1.000,0.093,5697194.667,nan,1,0,0,env,80,1.000,11.101,11362645.333,nan,1,0,6340775,eat-memory,40,1.000,136.080,143775378.286,nan,1,0,1081020592,60.667,216.717,5837275136.000,5916352512.000,29.220,29.534,nan,nan,55,0
figlet,0,1.000,0.084,5622954.667,nan,1,0,0,env,80,1.000,10.440,11469312.000,nan,2,0,6475903,eat-memory,40,1.000,123.744,131860275.200,nan,2,0,1081338319,58.200,201.900,5861578752.000,5937840128.000,29.317,29.620,nan,nan,60,0
figlet,0,1.000,0.081,5914965.333,nan,1,0,0,env,80,1.000,10.076,3895296.000,nan,2,0,6988844,eat-memory,40,1.000,144.557,144155799.162,nan,1,0,1087003422,60.267,223.333,5926549504.000,6001637888.000,29.577,29.875,nan,nan,55,0
figlet,0,1.000,0.076,5808469.333,nan,1,0,0,env,80,1.000,8.080,11526656.000,nan,2,0,8484743,eat-memory,60,1.000,194.469,204764501.333,nan,2,0,1097319084,61.133,256.217,5844514816.000,5904902656.000,29.252,29.492,nan,nan,75,0
figlet,0,1.000,0.082,5838165.333,nan,1,0,0,env,80,1.000,8.833,11481429.333,nan,1,0,7766697,eat-memory,60,1.000,214.158,204068693.333,nan,1,0,1089224488,57.800,268.867,5786087424.000,5882552832.000,29.021,29.404,nan,nan,55,0
figlet,0,1.000,0.073,5838506.667,nan,1,0,0,env,80,1.000,8.103,11302229.333,nan,2,0,7933004,eat-memory,60,1.000,193.548,204172629.333,nan,2,0,1094904097,59.133,252.333,5698017280.000,5812977664.000,28.672,29.129,nan,nan,60,0
figlet,0,1.000,0.076,5775701.333,nan,1,0,0,env,80,1.000,8.043,3977216.000,nan,2,0,10330513,eat-memory,80,1.000,261.869,251449685.333,nan,2,0,2822512013,58.667,314.667,5692018688.000,5854742016.000,28.649,29.295,nan,nan,55,0
figlet,0,1.000,0.073,5848064.000,nan,1,0,0,env,80,1.000,7.913,3747840.000,nan,2,0,10285802,eat-memory,80,0.966,256.380,3723264.000,nan,2,0,3976615140,59.067,308.383,5709991936.000,5858315776.000,28.721,29.309,nan,nan,55,0
figlet,0,1.000,0.072,5792563.200,nan,1,0,0,env,80,1.000,8.365,11385787.733,nan,2,0,10540965,eat-memory,80,0.650,296.520,3567616.000,nan,2,1,5327388485,58.333,363.667,5733906432.000,5941961932.800,28.817,29.643,nan,nan,50,1
figlet,0,1.000,0.073,5768697.173,nan,1,0,0,env,80,1.000,8.295,3188736.000,nan,2,0,9902562,eat-memory,100,0.245,285.336,320944128.000,nan,1,1,12247652369,56.667,352.520,5793650688.000,5995957452.800,29.054,29.859,nan,nan,50,1
figlet,0,1.000,0.078,5664631.467,nan,1,0,0,env,80,1.000,8.219,3481600.000,nan,2,0,9865036,eat-memory,100,0.261,284.033,348679236.267,nan,1,1,11503524820,56.267,352.573,5929191424.000,6116496179.200,29.603,30.346,nan,nan,40,1
figlet,0,1.000,0.063,5821917.867,nan,1,0,0,env,80,1.000,8.350,11341277.867,nan,2,0,9764810,eat-memory,100,0.259,294.525,332176452.267,nan,1,1,11942604463,56.600,362.600,5931753472.000,6082476851.200,29.612,30.209,nan,nan,40,1
figlet,0,1.000,0.109,5765802.667,nan,1,0,0,env,100,1.000,18.415,11428864.000,nan,1,0,6392193,eat-memory,0,1.000,0.107,106008576.000,nan,1,0,0,58.067,107.483,5948778496.000,5885242880.000,29.679,29.425,nan,nan,40,0
figlet,0,1.000,0.103,5640192.000,nan,1,0,0,env,100,1.000,17.448,11428522.667,nan,2,0,6068979,eat-memory,0,1.000,0.423,77307904.000,nan,1,0,0,57.400,103.700,5687009280.000,5688834560.000,28.633,28.641,nan,nan,60,0
figlet,0,1.000,0.103,5790378.667,nan,1,0,0,env,100,1.000,16.222,11429205.333,nan,2,0,6032274,eat-memory,0,1.000,0.277,76596428.800,nan,1,0,0,60.067,104.883,5710356480.000,5705026560.000,28.730,28.708,nan,nan,30,0
figlet,0,1.000,0.088,5890491.733,nan,1,0,0,env,100,1.000,15.491,11598750.476,nan,1,0,5934585,eat-memory,20,1.000,66.570,95112216.381,nan,1,0,1083046943,59.733,170.367,5681387520.000,5719046144.000,28.616,28.764,nan,nan,25,0
figlet,0,1.000,0.096,5692416.000,nan,1,0,0,env,100,1.000,14.690,11387904.000,nan,2,0,5775933,eat-memory,20,1.000,69.848,98155861.333,nan,2,0,1082984497,58.267,158.967,5700372480.000,5734902784.000,28.689,28.826,nan,nan,60,0
figlet,0,1.000,0.090,5824024.381,nan,1,0,0,env,100,1.000,15.502,11459705.905,nan,1,0,5702028,eat-memory,20,1.000,70.729,92552499.200,nan,1,0,1082941181,57.467,167.867,5677713408.000,5716519936.000,28.601,28.755,nan,nan,55,0
figlet,0,1.000,0.086,5836800.000,nan,1,0,0,env,100,1.000,12.157,11579221.333,nan,2,0,6428027,eat-memory,40,1.000,136.761,150987605.333,nan,2,0,1084609341,57.467,207.617,5691412480.000,5771496448.000,28.655,28.973,nan,nan,60,0
figlet,0,1.000,0.073,5682761.143,nan,1,0,0,env,100,1.000,10.670,11583780.571,nan,1,0,6159897,eat-memory,40,1.000,148.089,151320268.800,nan,1,0,1082135794,57.133,221.483,5696780288.000,5768894976.000,28.678,28.964,nan,nan,55,0
figlet,0,1.000,0.079,5726208.000,nan,1,0,0,env,100,1.000,12.095,4034560.000,nan,2,0,6127649,eat-memory,40,1.000,131.653,150780586.667,nan,2,0,1081840313,59.467,207.067,5690517504.000,5764791296.000,28.653,28.948,nan,nan,60,0
figlet,0,1.000,0.080,5741568.000,nan,1,0,0,env,100,1.000,10.369,11364181.333,nan,1,0,7391911,eat-memory,60,1.000,185.019,188447812.267,nan,1,0,1091001687,59.000,275.567,5655810048.000,5776409088.000,28.514,28.991,nan,nan,55,0
figlet,0,1.000,0.089,5784746.667,nan,1,0,0,env,100,1.000,9.948,11361792.000,nan,2,0,8095826,eat-memory,60,1.000,204.137,204595882.667,nan,2,0,1098259144,57.333,260.800,5663948800.000,5780672512.000,28.544,29.008,nan,nan,75,0
figlet,0,1.000,0.080,5946026.667,nan,1,0,0,env,100,1.000,10.669,11476821.333,nan,2,0,7463873,eat-memory,60,1.000,207.391,205996665.905,nan,1,0,1089361749,61.133,273.933,5683056640.000,5801664000.000,28.622,29.092,nan,nan,55,0
figlet,0,1.000,0.077,5794986.667,nan,1,0,0,env,100,1.000,8.778,11587242.667,nan,2,0,9658486,eat-memory,80,1.000,236.461,260289877.333,nan,2,0,3078534860,57.467,294.633,5680830464.000,5825788928.000,28.613,29.188,nan,nan,60,0
figlet,0,1.000,0.078,5694805.333,nan,1,0,0,env,100,1.000,8.460,3528704.000,nan,2,0,9856188,eat-memory,80,0.995,226.907,264748202.667,nan,2,0,3179439759,60.800,287.900,5726658560.000,5874637824.000,28.794,29.381,nan,nan,55,0
