function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,20,1.000,2.518,3821585.067,nan,1,0,7966693,nmap,40,1.000,192.333,3623765.333,nan,1,0,111397861,curl,20,1.000,13.818,3673344.000,nan,1,0,385773269,65.533,258.417,5915666432.000,5912979456.000,27.899,27.886,nan,nan,25,0
shasum,20,1.000,2.442,3706709.333,nan,2,0,7683175,nmap,40,1.000,173.196,3729066.667,nan,1,0,110885125,curl,20,1.000,13.617,3780181.333,nan,1,0,382204266,64.467,248.100,5916254208.000,5911071232.000,27.904,27.880,nan,nan,30,0
shasum,20,1.000,2.120,4084126.476,nan,2,0,8884834,nmap,40,1.000,170.000,3872341.333,nan,2,0,125147539,curl,40,1.000,23.554,3659776.000,nan,2,0,383879912,65.267,251.400,5906849792.000,5910493184.000,27.869,27.880,nan,nan,30,0
shasum,20,1.000,2.323,3922534.400,nan,1,0,7874425,nmap,40,1.000,147.919,4027460.267,nan,1,0,117109849,curl,40,1.000,23.560,3486139.733,nan,1,0,385426463,62.467,275.000,5920681984.000,5915400192.000,27.924,27.900,nan,nan,25,0
shasum,20,1.000,2.171,4129365.333,nan,1,0,7895924,nmap,40,1.000,169.805,3744426.667,nan,1,0,117774181,curl,40,1.000,24.292,3944960.000,nan,1,0,384256943,65.533,262.100,5909895168.000,5903019008.000,27.881,27.851,nan,nan,30,0
shasum,20,1.000,2.087,3604992.000,nan,1,0,8538453,nmap,40,1.000,165.033,3928405.333,nan,2,0,143701323,curl,60,1.000,32.980,3908778.667,nan,1,0,390433334,68.200,271.700,5897963520.000,5913164288.000,27.836,27.896,nan,nan,30,0
shasum,20,1.000,1.869,3774822.400,nan,2,0,8458777,nmap,40,1.000,156.164,3653376.000,nan,2,0,133865252,curl,60,1.000,31.130,3932428.190,nan,2,0,382852257,67.067,256.706,5917421568.000,5914164736.000,27.915,27.899,nan,nan,30,0
shasum,20,1.000,2.102,4103338.667,nan,1,0,8298827,nmap,40,1.000,169.041,3726336.000,nan,1,0,120358372,curl,60,1.000,33.214,3648170.667,nan,1,0,386175838,66.400,281.583,5916057600.000,5916358656.000,27.908,27.907,nan,nan,25,0
shasum,20,1.000,2.000,3534848.000,nan,1,0,9131816,nmap,40,1.000,174.078,3556949.333,nan,1,0,180256217,curl,80,1.000,42.835,3918267.733,nan,1,0,392307842,67.600,292.033,5906259968.000,5915412992.000,27.869,27.903,nan,nan,30,0
shasum,20,1.000,1.885,3995306.667,nan,2,0,9292495,nmap,40,1.000,165.207,4033194.667,nan,2,0,196474207,curl,80,1.000,40.279,3953493.333,nan,2,0,390936775,68.067,279.350,5907896320.000,5913434624.000,27.879,27.898,nan,nan,30,0
shasum,20,1.000,1.998,10813318.095,nan,1,0,10453235,nmap,40,1.000,177.407,3779242.667,nan,1,0,1171151863,curl,80,1.000,46.452,3565670.400,nan,1,0,406738862,64.200,324.483,5918732288.000,6058608640.000,27.920,28.473,nan,nan,25,0
shasum,20,1.000,2.098,3620864.000,nan,1,0,10995026,nmap,40,1.000,183.221,3870549.333,nan,1,0,2043775085,curl,100,1.000,54.472,3622570.667,nan,1,0,415696751,64.733,315.617,5997154304.000,6115006976.000,28.233,28.698,nan,nan,30,0
shasum,20,1.000,1.864,3191773.867,nan,2,0,10004932,nmap,40,1.000,167.045,3839829.333,nan,2,0,1385125087,curl,100,1.000,48.340,3880277.333,nan,2,0,416250976,62.600,292.233,5975646208.000,6052920832.000,28.148,28.453,nan,nan,30,0
shasum,20,1.000,2.153,3450026.667,nan,1,0,11491713,nmap,40,1.000,176.588,3564544.000,nan,1,0,2081928279,curl,100,1.000,54.270,3079338.667,nan,1,0,418803458,64.133,313.983,5863847936.000,6023042560.000,27.676,28.307,nan,nan,25,0
shasum,20,1.000,1.897,3865868.190,nan,2,0,10760648,nmap,40,1.000,151.784,3828906.667,nan,2,0,4166040806,curl,120,1.000,55.184,3523276.800,nan,2,0,457939214,67.667,291.583,5888124928.000,6136883200.000,27.773,28.761,nan,nan,30,0
shasum,20,1.000,1.876,10622293.333,nan,2,0,11477760,nmap,40,1.000,153.186,233689770.667,nan,2,0,4114402755,curl,120,1.000,56.354,63207253.333,nan,2,0,456358600,60.400,290.150,5882554368.000,6104948736.000,27.742,28.627,nan,nan,85,0
shasum,20,1.000,1.988,3372032.000,nan,2,0,12094688,nmap,40,1.000,166.045,3765674.667,nan,2,0,5801881392,curl,120,1.000,59.886,3668224.000,nan,2,0,472915403,66.667,301.600,5980706816.000,6272232960.000,28.152,29.314,nan,nan,25,0
shasum,20,1.000,2.196,3237376.000,nan,2,0,10693554,nmap,40,0.999,164.202,3682577.067,nan,3,0,8713893373,curl,140,1.000,72.586,3461120.000,nan,2,0,584699802,70.600,354.667,6004613120.000,6181603737.600,28.261,28.953,nan,nan,25,0
shasum,20,1.000,1.712,3829760.000,nan,2,0,11152560,nmap,40,1.000,132.824,3833241.600,nan,2,0,6678203285,curl,140,1.000,70.305,3614037.333,nan,2,0,533460624,67.000,329.150,5918732288.000,6265111040.000,27.901,29.279,nan,nan,45,0
shasum,20,1.000,2.125,3633152.000,nan,2,0,16859417,nmap,40,1.000,160.649,3805411.556,nan,2,0,6513743443,curl,140,1.000,71.391,3676160.000,nan,2,0,831181323,63.133,319.900,5957089280.000,6286569984.000,28.059,29.366,nan,nan,55,0
shasum,20,1.000,2.017,3784704.000,nan,2,0,12044306,nmap,40,0.999,138.202,4069148.444,nan,2,0,8340900021,curl,160,1.000,69.862,3751936.000,nan,2,0,2481032311,65.133,304.606,5945937920.000,6245940736.000,28.003,29.200,nan,nan,55,0
shasum,20,1.000,2.159,3424256.000,nan,2,0,12598002,nmap,40,0.998,152.724,3754780.444,nan,2,0,8895579143,curl,160,1.000,72.680,3834538.667,nan,2,0,3689693864,67.733,321.617,6175903744.000,6500700160.000,28.941,30.232,nan,nan,50,0
shasum,20,1.000,2.003,3772416.000,nan,2,0,11364102,nmap,40,0.999,168.235,384514598.034,nan,2,0,7407686467,curl,160,0.999,60.176,73380468.053,nan,3,0,6542621007,69.133,384.760,6099896320.000,6483212697.600,28.637,30.157,nan,nan,50,0
shasum,20,1.000,2.243,3293184.000,nan,2,0,11891724,nmap,40,1.000,162.016,3360768.000,nan,3,0,9305383145,curl,180,1.000,79.527,3643392.000,nan,3,0,6896960230,66.267,361.227,6062239744.000,6444066406.400,28.480,30.001,nan,nan,50,0
shasum,20,1.000,1.959,3631104.000,nan,2,0,10601207,nmap,40,1.000,178.053,3513856.000,nan,2,0,4128060571,curl,180,0.656,34.807,54021347.556,nan,1,1,18395488491,67.733,347.911,6157688832.000,6420340394.667,28.858,29.908,nan,nan,45,1
shasum,20,1.000,2.105,3424256.000,nan,2,0,12508106,nmap,40,1.000,173.907,3805184.000,nan,3,0,6224086904,curl,180,0.991,81.230,108021760.000,nan,2,0,15260612458,70.533,348.507,6357886976.000,6611707494.400,29.675,30.688,nan,nan,20,0
shasum,20,1.000,2.304,3659776.000,nan,2,0,11305453,nmap,40,0.999,162.276,3894954.667,nan,3,0,10146471735,curl,200,0.979,68.686,110382011.733,nan,3,0,11792579942,68.733,368.920,6195873792.000,6425700761.600,29.056,29.966,nan,nan,40,0
shasum,20,1.000,2.276,3364864.000,nan,2,0,11047298,nmap,40,0.999,163.054,248303616.000,nan,2,0,8820205065,curl,200,0.960,60.873,4075690.667,nan,3,0,13156281365,70.067,372.133,6220486656.000,6466612838.400,29.136,30.121,nan,nan,40,0
shasum,20,1.000,2.113,3678208.000,nan,2,0,11871703,nmap,40,0.998,180.205,410651033.600,nan,3,0,8096197027,curl,200,0.999,72.886,3605845.333,nan,3,0,8818885758,68.400,368.667,6232487936.000,6657222246.400,29.192,30.882,nan,nan,40,0
shasum,20,1.000,1.988,4018176.000,nan,1,0,9237603,nmap,60,1.000,252.964,35399509.333,nan,1,0,114314308,curl,0,1.000,0.153,4005717.333,nan,1,0,0,67.667,296.500,6111174656.000,6026265088.000,28.714,28.369,nan,nan,45,0
shasum,20,1.000,1.976,3898368.000,nan,1,0,9898292,nmap,60,1.000,239.034,35678037.333,nan,2,0,137923140,curl,0,1.000,0.085,4317013.333,nan,1,0,0,64.067,283.533,5803966464.000,5802696704.000,27.458,27.453,nan,nan,30,0
shasum,20,1.000,1.841,3816277.333,nan,2,0,9682947,nmap,60,1.000,223.690,3922739.200,nan,2,0,142325296,curl,0,1.000,0.081,4514816.000,nan,1,0,0,62.867,271.967,5811703808.000,5808282112.000,27.493,27.478,nan,nan,30,0
shasum,20,1.000,1.836,3299059.810,nan,1,0,10101921,nmap,60,1.000,264.779,75871158.857,nan,1,0,647059320,curl,20,1.000,9.199,11602090.667,nan,1,0,398300168,65.600,325.600,5820061696.000,5893776896.000,27.524,27.818,nan,nan,25,0
shasum,20,1.000,1.955,3709269.333,nan,2,0,10511523,nmap,60,1.000,245.675,153867093.333,nan,2,0,1706990562,curl,20,1.000,10.986,16708096.000,nan,2,0,392754931,65.333,309.017,5849448448.000,6007490048.000,27.649,28.274,nan,nan,30,0
shasum,20,1.000,2.017,3558570.667,nan,1,0,10268952,nmap,60,1.000,259.704,3467264.000,nan,1,0,2012531171,curl,20,1.000,11.307,17358165.333,nan,2,0,396554349,65.400,320.367,5902350336.000,6096868864.000,27.859,28.633,nan,nan,25,0
shasum,20,1.000,1.794,11074560.000,nan,2,0,10762048,nmap,60,1.000,208.174,325226496.000,nan,2,0,5113165323,curl,40,1.000,18.830,21760512.000,nan,2,0,404840109,63.000,289.283,5880088576.000,6197958656.000,27.773,29.035,nan,nan,30,0
shasum,20,1.000,1.863,3734762.057,nan,2,0,11286432,nmap,60,0.999,257.650,7638016.000,nan,2,0,5101042112,curl,40,1.000,21.192,23332620.190,nan,2,0,396349164,64.867,325.650,5984806912.000,6327723520.000,28.190,29.559,nan,nan,20,0
shasum,20,1.000,1.970,3590144.000,nan,2,0,9939086,nmap,60,1.000,223.257,3426076.444,nan,2,0,4103936638,curl,40,1.000,21.281,3723264.000,nan,2,0,399701767,62.733,313.950,5873180672.000,6181815296.000,27.729,28.960,nan,nan,55,0
shasum,20,1.000,1.987,10773845.333,nan,2,0,13030805,nmap,60,0.999,210.676,3788800.000,nan,2,0,7533946679,curl,60,1.000,30.882,28452352.000,nan,2,0,410031474,69.667,309.350,5888528384.000,6285456384.000,27.801,29.379,nan,nan,70,0
shasum,20,1.000,1.840,3641344.000,nan,2,0,12305643,nmap,60,1.000,202.309,389561685.333,nan,2,0,6659226565,curl,60,1.000,31.855,30123008.000,nan,2,0,400609243,65.200,323.600,5892540416.000,6250416128.000,27.808,29.234,nan,nan,50,0
shasum,20,1.000,2.102,3510272.000,nan,2,0,10889032,nmap,60,1.000,236.438,3719623.111,nan,3,0,7543532288,curl,60,1.000,32.860,31218346.667,nan,2,0,400810436,61.133,359.120,5882634240.000,6275625779.200,27.768,29.335,nan,nan,55,0
shasum,20,1.000,1.946,3793578.667,nan,2,0,11598448,nmap,60,1.000,210.231,3520000.000,nan,2,0,9241125821,curl,80,1.000,40.857,34168953.905,nan,2,0,405948252,66.000,326.367,5913718784.000,6319322624.000,27.889,29.494,nan,nan,45,0
shasum,20,1.000,1.907,3637248.000,nan,2,0,9880121,nmap,60,1.000,246.523,335493120.000,nan,2,0,9398133397,curl,80,1.000,42.241,36956569.600,nan,2,0,406335649,62.400,375.680,5929365504.000,6446543667.200,27.937,29.993,nan,nan,50,0
shasum,20,1.000,1.970,3776512.000,nan,2,0,12090983,nmap,60,1.000,191.615,377312426.667,nan,2,0,8506683683,curl,80,1.000,39.992,35885226.667,nan,2,0,413569937,65.000,304.233,5926866944.000,6237786112.000,27.929,29.166,nan,nan,50,0
shasum,20,1.000,2.042,3768320.000,nan,2,0,11779926,nmap,60,0.999,212.551,329908224.000,nan,3,0,10458558992,curl,100,1.000,53.650,3508224.000,nan,2,0,433080383,62.667,356.427,5919393792.000,6359236198.400,27.902,29.649,nan,nan,50,0
shasum,20,1.000,2.152,3102720.000,nan,2,0,11244720,nmap,60,0.999,228.501,583902958.933,nan,3,0,11192284146,curl,100,1.000,54.672,44585915.733,nan,2,0,421581357,66.067,372.693,5962590208.000,6440640512.000,28.075,29.976,nan,nan,45,0
shasum,20,1.000,1.942,3669674.667,nan,2,0,10783810,nmap,60,0.983,201.630,447753645.105,nan,3,0,14643590619,curl,100,1.000,47.165,3518464.000,nan,2,0,420641925,63.600,376.267,6020659200.000,6345643349.333,28.308,29.600,nan,nan,45,0
shasum,20,1.000,2.172,3500032.000,nan,2,0,10536676,nmap,60,0.996,185.527,556546048.000,nan,3,0,13968980056,curl,120,1.000,65.780,3932160.000,nan,2,0,463933984,66.133,373.427,5951803392.000,6366316544.000,28.025,29.678,nan,nan,40,0
shasum,20,1.000,1.997,3661824.000,nan,2,0,11012965,nmap,60,0.882,140.556,2920448.000,nan,3,1,16827297452,curl,120,1.000,66.538,3494400.000,nan,2,0,445331443,61.400,357.633,5965363200.000,6259432789.333,28.082,29.255,nan,nan,40,1
shasum,20,1.000,2.194,3596288.000,nan,2,0,10536401,nmap,60,0.970,180.729,351545344.000,nan,3,0,14672579625,curl,120,1.000,66.409,3780608.000,nan,2,0,446633784,67.933,363.853,5992308736.000,6258314854.400,28.190,29.253,nan,nan,40,0
shasum,20,1.000,2.225,3608576.000,nan,2,0,11276679,nmap,60,0.930,165.996,65208320.000,nan,3,0,17021430577,curl,140,1.000,75.923,3842048.000,nan,2,0,1081574533,60.067,371.333,5974816768.000,6299750809.600,28.124,29.421,nan,nan,40,0
shasum,20,1.000,2.171,3428352.000,nan,2,0,11965168,nmap,60,0.995,186.605,582024806.400,nan,3,0,15774091348,curl,140,1.000,73.620,4059136.000,nan,2,0,904063793,68.533,373.533,6071197696.000,6631654195.200,28.529,30.759,nan,nan,40,0
shasum,20,1.000,1.949,3395584.000,nan,2,0,11598067,nmap,60,0.999,161.284,519566279.436,nan,3,0,15775898048,curl,140,1.000,70.311,3792896.000,nan,2,0,677882509,63.800,381.933,6034749440.000,6596706304.000,28.385,30.618,nan,nan,40,0
shasum,20,1.000,2.144,3846144.000,nan,2,0,13097650,nmap,60,0.927,174.173,3380792.889,nan,3,0,17234057982,curl,160,1.000,76.466,4218880.000,nan,3,0,3960112814,65.933,362.200,6018447360.000,6526306713.600,28.308,30.337,nan,nan,45,0
shasum,20,1.000,2.224,3080192.000,nan,2,0,12699210,nmap,60,0.979,168.113,4183296.000,nan,3,0,17228261817,curl,160,1.000,80.063,104434483.200,nan,3,0,5302752923,67.133,372.840,6245601280.000,6733977600.000,29.233,31.177,nan,nan,40,0
shasum,20,1.000,2.062,3536896.000,nan,2,0,12486919,nmap,60,0.855,180.816,3297280.000,nan,3,1,18248982642,curl,160,1.000,81.370,91001173.333,nan,2,0,2988184280,62.333,382.759,6169044992.000,6478189226.667,28.906,30.148,nan,nan,70,1
shasum,20,1.000,1.984,3092480.000,nan,2,0,13245233,nmap,60,0.893,152.821,3703174.095,nan,3,1,17006838461,curl,180,1.000,80.007,2797568.000,nan,3,0,7131745191,68.467,351.440,6150549504.000,6649490636.800,28.848,30.836,nan,nan,40,1
shasum,20,1.000,2.152,3462656.000,nan,2,0,11233126,nmap,60,0.999,223.653,3695957.333,nan,3,0,14712600606,curl,180,0.645,38.416,55023437.206,nan,1,1,17574526527,69.867,408.322,6266193920.000,6830669824.000,29.295,31.554,nan,nan,65,1
shasum,20,1.000,2.112,3626837.333,nan,2,0,13136802,nmap,60,0.798,165.960,3355989.333,nan,3,1,19156140092,curl,180,1.000,88.790,2916352.000,nan,3,0,7782870458,65.267,385.111,6316533760.000,6617610240.000,29.524,30.729,nan,nan,35,1
shasum,20,1.000,2.406,3606528.000,nan,2,0,10040437,nmap,80,0.993,246.342,337231872.000,nan,3,0,11018914921,curl,0,1.000,0.078,61020160.000,nan,1,0,0,58.933,320.813,6281404416.000,6426392166.400,29.364,29.945,nan,nan,65,0
shasum,20,1.000,2.439,3903488.000,nan,2,0,10127272,nmap,80,0.982,248.676,68993024.000,nan,3,0,11775870380,curl,0,1.000,0.081,49113770.667,nan,1,0,0,67.000,313.587,6046273536.000,6319770009.600,28.436,29.528,nan,nan,40,0
shasum,20,1.000,1.931,3516416.000,nan,2,0,10650103,nmap,80,1.000,305.048,357265408.000,nan,3,0,7614727883,curl,0,1.000,0.103,30398873.600,nan,1,0,0,63.333,354.613,6040262656.000,6513258086.400,28.413,30.299,nan,nan,40,0
shasum,20,1.000,2.127,3747840.000,nan,2,0,10172666,nmap,80,0.973,266.466,391366132.622,nan,3,0,12351054740,curl,20,1.000,12.048,32857429.333,nan,2,0,388024261,65.267,361.956,6067652608.000,6396586325.333,28.533,29.843,nan,nan,45,0
shasum,20,1.000,2.232,4036608.000,nan,2,0,9836804,nmap,80,0.995,261.995,393812104.533,nan,3,0,11754445199,curl,20,1.000,11.917,32293273.600,nan,2,0,397248190,62.400,357.773,6034122752.000,6293157478.400,28.391,29.427,nan,nan,40,0
shasum,20,1.000,2.137,3907584.000,nan,2,0,11174480,nmap,80,0.990,282.064,561131246.933,nan,3,0,10403196237,curl,20,1.000,11.673,31749734.400,nan,2,0,402633035,66.933,361.453,6009706496.000,6553409126.400,28.297,30.466,nan,nan,40,0
shasum,20,1.000,2.158,3260416.000,nan,2,0,11047116,nmap,80,0.999,265.064,587332266.667,nan,3,0,13181676441,curl,40,1.000,22.671,37291212.800,nan,2,0,403998143,64.333,363.907,6042501120.000,6567403929.600,28.428,30.524,nan,nan,45,0
shasum,20,1.000,2.033,3788800.000,nan,2,0,14253827,nmap,80,0.855,244.261,479955285.333,nan,3,1,16007369811,curl,40,1.000,19.957,35632586.362,nan,2,0,405227529,66.933,371.000,6115952640.000,6459931989.333,28.738,30.106,nan,nan,40,1
shasum,20,1.000,2.290,3418112.000,nan,2,0,10255135,nmap,80,0.684,193.170,67911680.000,nan,3,1,18477579668,curl,40,1.000,24.232,37206016.000,nan,2,0,391917492,61.200,313.567,6025381888.000,6286553088.000,28.365,29.409,nan,nan,35,1
shasum,20,1.000,2.280,3510272.000,nan,2,0,9551782,nmap,100,0.737,256.020,3047424.000,nan,3,1,17568581447,curl,0,1.000,0.065,27512832.000,nan,1,0,0,66.867,349.978,6071969792.000,6443416234.667,28.553,30.041,nan,nan,30,1
shasum,20,1.000,2.315,3309681.778,nan,2,0,9990619,nmap,100,0.601,250.745,206134905.905,nan,2,1,19794288097,curl,0,1.000,0.081,26810660.571,nan,1,0,0,68.400,343.143,6117783552.000,6535555657.143,28.744,30.414,nan,nan,30,1
shasum,20,1.000,2.241,3332096.000,nan,2,0,10271522,nmap,100,0.846,286.259,663878656.000,nan,3,1,16154465768,curl,0,1.000,0.072,26475178.667,nan,1,0,0,70.133,372.589,6114271232.000,6393954986.667,28.728,29.849,nan,nan,30,1
shasum,40,1.000,8.703,3503104.000,nan,1,0,7809781,nmap,0,1.000,0.195,87302144.000,nan,1,0,0,curl,0,1.000,0.099,26202112.000,nan,1,0,0,64.133,91.083,6071715840.000,6051805184.000,28.525,28.443,nan,nan,30,0
shasum,40,1.000,8.698,11053226.667,nan,1,0,7863026,nmap,0,1.000,0.097,3657045.333,nan,1,0,0,curl,0,1.000,0.107,26228736.000,nan,1,0,0,60.733,86.183,5940568064.000,5895218176.000,27.991,27.810,nan,nan,30,0
shasum,40,1.000,8.471,3904341.333,nan,1,0,7879755,nmap,0,1.000,0.103,3921408.000,nan,1,0,0,curl,0,1.000,0.112,26255360.000,nan,1,0,0,62.067,87.350,5825245184.000,5833414656.000,27.534,27.566,nan,nan,30,0
shasum,40,1.000,6.638,3076096.000,nan,2,0,7317420,nmap,0,1.000,0.095,4132693.333,nan,1,0,0,curl,20,1.000,17.470,30684672.000,nan,2,0,382911076,59.733,110.583,5855361024.000,5855619584.000,27.654,27.655,nan,nan,30,0
shasum,40,1.000,6.790,6005569.829,nan,2,0,7658939,nmap,0,1.000,0.107,4475874.743,nan,1,0,0,curl,20,1.000,16.811,31663650.133,nan,2,0,383095778,64.467,108.600,5884198912.000,5882520064.000,27.777,27.769,nan,nan,30,0
shasum,40,1.000,7.525,4999850.667,nan,2,0,7364056,nmap,0,1.000,0.100,4739413.333,nan,1,0,0,curl,20,1.000,19.426,31121749.333,nan,1,0,379999187,63.533,114.200,5877567488.000,5872202240.000,27.750,27.726,nan,nan,25,0
shasum,40,1.000,5.957,3807573.333,nan,2,0,6410153,nmap,0,1.000,0.097,4901888.000,nan,1,0,0,curl,40,1.000,30.444,35054592.000,nan,2,0,385308472,59.667,126.983,5883836416.000,5882068480.000,27.775,27.765,nan,nan,30,0
shasum,40,1.000,6.613,10856789.333,nan,1,0,6495652,nmap,0,1.000,0.085,5105493.333,nan,1,0,0,curl,40,1.000,33.879,35984725.333,nan,1,0,378698373,61.067,132.567,5887401984.000,5884791808.000,27.789,27.776,nan,nan,25,0
shasum,40,1.000,6.366,3280896.000,nan,2,0,6704016,nmap,0,1.000,0.091,5339306.667,nan,1,0,0,curl,40,1.000,31.734,35801258.667,nan,1,0,376781450,58.267,129.150,5892554752.000,5895863296.000,27.811,27.822,nan,nan,30,0
shasum,40,1.000,5.024,6908893.867,nan,2,0,6526305,nmap,0,1.000,0.092,5517653.333,nan,1,0,0,curl,60,1.000,39.769,36513109.333,nan,2,0,376085986,65.533,139.767,5924628480.000,5924743168.000,27.944,27.943,nan,nan,30,0
shasum,40,1.000,5.822,3624533.333,nan,1,0,6438724,nmap,0,1.000,0.085,5705728.000,nan,1,0,0,curl,60,1.000,44.522,40874837.333,nan,1,0,379233984,62.800,145.867,5936445440.000,5941847040.000,27.992,28.013,nan,nan,25,0
shasum,40,1.000,5.373,3813717.333,nan,2,0,6307727,nmap,0,1.000,0.084,5877248.000,nan,1,0,0,curl,60,1.000,43.466,3745621.333,nan,2,0,381639583,60.133,140.433,5920614400.000,5920465408.000,27.923,27.919,nan,nan,30,0
shasum,40,1.000,4.643,3696810.667,nan,2,0,5767968,nmap,0,1.000,0.078,6048231.619,nan,1,0,0,curl,80,1.000,48.913,45281280.000,nan,2,0,376458381,61.200,146.950,5944915968.000,5955486720.000,28.018,28.057,nan,nan,30,0
shasum,40,1.000,5.184,3855462.400,nan,2,0,6004318,nmap,0,1.000,0.103,6588928.000,nan,1,0,0,curl,80,1.000,53.392,44186794.667,nan,2,0,379909684,63.600,161.917,5956753408.000,5967420416.000,28.067,28.108,nan,nan,25,0
shasum,40,1.000,4.959,5961386.667,nan,2,0,6040051,nmap,0,1.000,0.088,6852266.667,nan,1,0,0,curl,80,1.000,51.141,44705792.000,nan,2,0,377047680,63.267,153.233,5981077504.000,5988449280.000,28.166,28.194,nan,nan,30,0
shasum,40,1.000,4.020,3595093.333,nan,2,0,5997874,nmap,0,1.000,0.102,5941760.000,nan,1,0,0,curl,100,1.000,54.520,46860039.314,nan,2,0,374970729,64.533,156.527,5976129536.000,5980987904.000,28.147,28.163,nan,nan,30,0
shasum,40,1.000,4.723,5055146.667,nan,2,0,5805198,nmap,0,1.000,0.085,5414229.333,nan,1,0,0,curl,100,1.000,61.806,50776917.333,nan,1,0,377151270,65.533,169.267,5906857984.000,5912925184.000,27.877,27.899,nan,nan,25,0
shasum,40,1.000,4.380,3995648.000,nan,2,0,5712215,nmap,0,1.000,0.102,5449728.000,nan,1,0,0,curl,100,1.000,57.528,50761625.600,nan,2,0,374861239,65.133,161.267,5881460736.000,5888332800.000,27.773,27.797,nan,nan,30,0
shasum,40,1.000,4.352,3650560.000,nan,1,0,5921043,nmap,0,1.000,0.077,5403989.333,nan,1,0,0,curl,120,1.000,70.368,54267835.733,nan,1,0,376132120,62.867,182.700,5911427072.000,5923246592.000,27.892,27.936,nan,nan,25,0
shasum,40,1.000,4.320,3753301.333,nan,2,0,5923483,nmap,0,1.000,0.086,5429248.000,nan,1,0,0,curl,120,1.000,66.653,54983338.667,nan,2,0,377444325,63.133,174.667,5939994624.000,5950671360.000,28.006,28.046,nan,nan,30,0
shasum,40,1.000,4.074,3818922.667,nan,2,0,6086208,nmap,0,1.000,0.080,5424128.000,nan,1,0,0,curl,120,1.000,66.106,57412812.800,nan,2,0,376460430,65.600,168.983,5967235072.000,5974535168.000,28.116,28.142,nan,nan,30,0
shasum,40,1.000,4.144,4052821.333,nan,1,0,5943512,nmap,0,1.000,0.092,5519360.000,nan,1,0,0,curl,140,1.000,77.716,57377475.048,nan,1,0,377163796,63.267,196.733,5987983360.000,6007140864.000,28.204,28.279,nan,nan,25,0
shasum,40,1.000,4.212,3610112.000,nan,2,0,5965617,nmap,0,1.000,0.078,5506048.000,nan,1,0,0,curl,140,1.000,74.800,59575125.333,nan,2,0,378614981,66.200,188.917,5937508352.000,5929094656.000,27.999,27.963,nan,nan,30,0
shasum,40,1.000,4.084,3935317.333,nan,2,0,6555177,nmap,0,1.000,0.112,5673813.333,nan,1,0,0,curl,140,1.000,73.916,58904405.333,nan,2,0,377274994,64.400,185.333,5907505152.000,5924438016.000,27.881,27.946,nan,nan,30,0
shasum,40,1.000,3.555,10888533.333,nan,1,0,6489099,nmap,0,1.000,0.073,5650412.495,nan,1,0,0,curl,160,1.000,77.962,61791431.924,nan,1,0,381320386,65.333,215.167,5930590208.000,5946451456.000,27.973,28.033,nan,nan,25,0
shasum,40,1.000,4.248,3663018.667,nan,2,0,6323955,nmap,0,1.000,0.082,5653333.333,nan,1,0,0,curl,160,1.000,85.424,65937749.333,nan,1,0,381224332,60.867,204.017,5932556288.000,5945959424.000,27.981,28.032,nan,nan,30,0
shasum,40,1.000,3.929,3372032.000,nan,2,0,6060678,nmap,0,1.000,0.083,5621760.000,nan,1,0,0,curl,160,1.000,80.934,64959317.333,nan,2,0,379368039,61.000,193.958,5926211584.000,5961166848.000,27.958,28.094,nan,nan,30,0
shasum,40,1.000,4.143,3649877.333,nan,1,0,6538682,nmap,0,1.000,0.083,5588772.571,nan,1,0,0,curl,180,1.000,94.185,70349312.000,nan,1,0,379815195,62.267,226.600,5973561344.000,5989180928.000,28.147,28.207,nan,nan,25,0
shasum,40,1.000,4.290,10920106.667,nan,1,0,6704860,nmap,0,1.000,0.080,5529600.000,nan,1,0,0,curl,180,1.000,97.422,69791744.000,nan,1,0,381223524,64.400,222.500,5976072192.000,5990786048.000,28.157,28.214,nan,nan,30,0
shasum,40,1.000,4.056,3789994.667,nan,2,0,6508207,nmap,0,1.000,0.086,5592405.333,nan,1,0,0,curl,180,1.000,91.977,70371157.333,nan,2,0,381672075,62.600,212.117,5973088256.000,5993523200.000,28.147,28.226,nan,nan,30,0
shasum,40,1.000,3.726,3895296.000,nan,2,0,6932040,nmap,0,1.000,0.084,5661149.867,nan,1,0,0,curl,200,1.000,102.146,77872947.200,nan,2,0,386010143,63.933,217.133,5967609856.000,5992322560.000,28.127,28.222,nan,nan,30,0
shasum,40,1.000,3.909,3698432.000,nan,1,0,6830174,nmap,0,1.000,0.081,5761877.333,nan,1,0,0,curl,200,1.000,113.807,7746194.286,nan,1,0,386588768,63.000,237.750,6001864704.000,6029581312.000,28.267,28.377,nan,nan,25,0
