function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,36.438,36.438,4145885184.000,4145885184.000,32.389,32.389,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,38.704,38.704,4137916416.000,4137916416.000,32.359,32.359,nan,nan,20,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,shasum,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,38.304,38.304,4122234880.000,4122234880.000,32.297,32.297,nan,nan,25,0
figlet,0,1.000,0.065,4859816.229,nan,1,0,0,shasum,0,1.000,0.061,4608804.571,nan,1,0,0,curl,20,1.000,10.803,11228160.000,nan,1,0,372644043,38.304,67.626,4122234880.000,4138315776.000,32.297,32.361,nan,nan,10,0
figlet,0,1.000,0.065,5082453.333,nan,1,0,0,shasum,0,1.000,0.065,4798293.333,nan,1,0,0,curl,20,1.000,13.256,16883541.333,nan,1,0,374700722,41.037,62.877,4214753280.000,4239602688.000,32.669,32.767,nan,nan,35,0
figlet,0,1.000,0.066,5335210.667,nan,1,0,0,shasum,0,1.000,0.068,5059072.000,nan,1,0,0,curl,20,1.000,12.584,17044309.333,nan,1,0,372142101,39.000,60.567,4300009472.000,4299044352.000,33.009,33.003,nan,nan,45,0
figlet,0,1.000,0.061,5568146.286,nan,1,0,0,shasum,0,1.000,0.066,5268377.600,nan,1,0,0,curl,40,1.000,26.877,22543823.238,nan,1,0,373993799,40.837,91.902,4330063872.000,4339184640.000,33.128,33.163,nan,nan,40,0
figlet,0,1.000,0.066,5738837.333,nan,1,0,0,shasum,0,1.000,0.063,5490005.333,nan,1,0,0,curl,40,1.000,25.068,22880085.333,nan,1,0,375774042,40.667,83.016,4322320384.000,4303313408.000,33.099,33.023,nan,nan,30,0
figlet,0,1.000,0.061,5952682.667,nan,1,0,0,shasum,0,1.000,0.060,5723306.667,nan,1,0,0,curl,40,1.000,24.260,22572544.000,nan,1,0,372038927,39.067,79.500,4292333568.000,4290565632.000,32.982,32.974,nan,nan,30,0
figlet,0,1.000,0.057,6117512.533,nan,1,0,0,shasum,0,1.000,0.057,5884928.000,nan,1,0,0,curl,60,1.000,30.842,25273173.333,nan,1,0,377329405,38.400,103.883,4289345536.000,4298324992.000,32.971,33.006,nan,nan,25,0
figlet,0,1.000,0.062,6330880.000,nan,1,0,0,shasum,0,1.000,0.059,6093653.333,nan,1,0,0,curl,60,1.000,38.639,27715925.333,nan,2,0,376348926,40.600,102.583,4301332480.000,4318236160.000,33.018,33.085,nan,nan,30,0
figlet,0,1.000,0.059,6575786.667,nan,1,0,0,shasum,0,1.000,0.058,6292821.333,nan,1,0,0,curl,60,1.000,33.504,28258816.000,nan,1,0,376265030,34.733,89.800,4337387520.000,4346067968.000,33.163,33.197,nan,nan,30,0
figlet,0,1.000,0.052,7217327.543,nan,1,0,0,shasum,0,1.000,0.057,6500215.467,nan,1,0,0,curl,80,1.000,42.742,30119594.667,nan,1,0,373963098,35.400,116.350,4348928000.000,4370390016.000,33.209,33.294,nan,nan,25,0
figlet,0,1.000,0.057,7256746.667,nan,1,0,0,shasum,0,1.000,0.055,7080960.000,nan,1,0,0,curl,80,1.000,44.741,33612629.333,nan,1,0,371445135,37.533,108.607,4383655936.000,4392888832.000,33.349,33.385,nan,nan,30,0
figlet,0,1.000,0.057,5665792.000,nan,1,0,0,shasum,0,1.000,0.060,6914048.000,nan,1,0,0,curl,80,1.000,42.919,34097664.000,nan,1,0,375522701,34.000,104.117,4375453696.000,4382706176.000,33.317,33.345,nan,nan,30,0
