function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,55.067,55.067,5669421056.000,5669421056.000,26.272,26.272,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,55.067,55.067,5669421056.000,5669421056.000,26.272,26.272,nan,nan,10,0
figlet,0,1.000,0.000,0.000,nan,1,0,0,nmap,0,1.000,0.000,0.000,nan,1,0,0,curl,0,1.000,0.000,0.000,nan,1,0,0,60.467,60.467,5684926464.000,5684926464.000,26.334,26.334,nan,nan,20,0
figlet,0,1.000,0.091,4352682.667,nan,1,0,0,nmap,0,1.000,0.106,4167509.333,nan,1,0,0,curl,20,1.000,19.264,8337237.333,nan,1,0,202727872,60.467,100.600,5684926464.000,5693369344.000,26.334,26.368,nan,nan,10,0
figlet,0,1.000,0.083,4580556.800,nan,1,0,0,nmap,0,1.000,0.094,4447232.000,nan,1,0,0,curl,20,1.000,21.135,3690812.952,nan,1,0,200426053,61.533,97.933,5547935744.000,5554456064.000,25.796,25.821,nan,nan,30,0
figlet,0,1.000,0.089,4768768.000,nan,1,0,0,nmap,0,1.000,0.094,4705792.000,nan,1,0,0,curl,20,1.000,19.798,3684352.000,nan,2,0,396022007,62.600,97.667,5594255360.000,5597818880.000,25.981,25.994,nan,nan,30,0
figlet,0,1.000,0.088,5060096.000,nan,1,0,0,nmap,0,1.000,0.088,4898133.333,nan,1,0,0,curl,40,1.000,32.290,6677845.333,nan,2,0,395956326,63.133,115.450,5622276096.000,5630296576.000,26.094,26.125,nan,nan,30,0
figlet,0,1.000,0.086,5320913.676,nan,1,0,0,nmap,0,1.000,0.085,5089752.990,nan,1,0,0,curl,40,1.000,33.328,4031334.400,nan,2,0,399625354,62.933,124.450,5638862848.000,5644359168.000,26.159,26.180,nan,nan,25,0
figlet,0,1.000,0.083,5476522.667,nan,1,0,0,nmap,0,1.000,0.090,5274965.333,nan,1,0,0,curl,40,1.000,34.759,23243946.667,nan,2,0,395088346,62.000,118.550,5648248832.000,5652935680.000,26.199,26.216,nan,nan,30,0
figlet,0,1.000,0.080,5709482.667,nan,1,0,0,nmap,0,1.000,0.086,5446656.000,nan,1,0,0,curl,60,1.000,44.831,3697664.000,nan,2,0,379008526,61.667,128.950,5649332224.000,5650429952.000,26.202,26.205,nan,nan,30,0
figlet,0,1.000,0.080,5933909.333,nan,1,0,0,nmap,0,1.000,0.077,5641216.000,nan,1,0,0,curl,60,1.000,48.477,3807744.000,nan,2,0,381587939,61.000,138.200,5643692032.000,5649952768.000,26.181,26.205,nan,nan,25,0
figlet,0,1.000,0.078,6156288.000,nan,1,0,0,nmap,0,1.000,0.082,5788672.000,nan,1,0,0,curl,60,1.000,43.845,8032768.000,nan,2,0,382587538,61.200,131.617,5626001408.000,5633552896.000,26.111,26.141,nan,nan,30,0
figlet,0,1.000,0.081,6328320.000,nan,1,0,0,nmap,0,1.000,0.082,5979989.333,nan,1,0,0,curl,80,1.000,58.245,3678208.000,nan,2,0,375230434,61.067,154.400,5626269696.000,5631875584.000,26.114,26.135,nan,nan,25,0
figlet,0,1.000,0.084,6473386.667,nan,1,0,0,nmap,0,1.000,0.084,6217728.000,nan,1,0,0,curl,80,1.000,53.823,4742485.333,nan,2,0,381936676,62.333,147.567,5574121472.000,5585395200.000,25.907,25.952,nan,nan,30,0
figlet,0,1.000,0.091,6893568.000,nan,1,0,0,nmap,0,1.000,0.067,6348697.600,nan,1,0,0,curl,80,1.000,50.808,3987553.524,nan,2,0,380933282,58.467,140.367,5580072960.000,5587432448.000,25.931,25.959,nan,nan,30,0
figlet,0,1.000,0.077,7330474.667,nan,1,0,0,nmap,0,1.000,0.089,6881280.000,nan,1,0,0,curl,100,1.000,66.796,3575808.000,nan,2,0,380103195,58.867,164.417,5586167808.000,5608769536.000,25.956,26.046,nan,nan,25,0
figlet,0,1.000,0.093,6888618.667,nan,1,0,0,nmap,0,1.000,0.083,7114922.667,nan,1,0,0,curl,100,1.000,61.945,39153664.000,nan,2,0,380941767,62.667,158.683,5600933888.000,5615244288.000,26.015,26.072,nan,nan,30,0
figlet,0,1.000,0.074,5891900.952,nan,1,0,0,nmap,0,1.000,0.098,6196740.876,nan,1,0,0,curl,100,1.000,67.327,39231658.667,nan,1,0,374455973,62.600,167.467,5600251904.000,5614407168.000,26.014,26.068,nan,nan,25,0
figlet,0,1.000,0.082,5939541.333,nan,1,0,0,nmap,0,1.000,0.074,5620053.333,nan,1,0,0,curl,120,1.000,70.935,44560896.000,nan,2,0,379974159,62.133,173.417,5623951360.000,5636664832.000,26.108,26.158,nan,nan,30,0
figlet,0,1.000,0.073,5852842.667,nan,1,0,0,nmap,0,1.000,0.080,5844309.333,nan,1,0,0,curl,120,1.000,65.525,44544512.000,nan,2,0,380508732,62.000,167.167,5631447040.000,5644875776.000,26.140,26.192,nan,nan,30,0
figlet,0,1.000,0.076,5889706.667,nan,1,0,0,nmap,0,1.000,0.072,5887317.333,nan,1,0,0,curl,120,1.000,74.754,43879936.000,nan,1,0,377697701,59.067,174.267,5626808320.000,5643544064.000,26.122,26.189,nan,nan,25,0
figlet,0,1.000,0.076,5952853.333,nan,1,0,0,nmap,0,1.000,0.094,5810858.667,nan,1,0,0,curl,140,1.000,79.884,3559936.000,nan,2,0,380035341,60.267,183.383,5628786688.000,5647366144.000,26.131,26.203,nan,nan,30,0
figlet,0,1.000,0.080,5999791.543,nan,1,0,0,nmap,0,1.000,0.091,5802666.667,nan,1,0,0,curl,140,1.000,73.855,4278784.000,nan,2,0,377667984,62.333,177.717,5629638656.000,5643801600.000,26.135,26.190,nan,nan,30,0
figlet,0,1.000,0.074,6054229.333,nan,1,0,0,nmap,0,1.000,0.104,5895338.667,nan,1,0,0,curl,140,1.000,83.816,3916185.600,nan,1,0,379632336,59.333,187.983,5628444672.000,5649368576.000,26.131,26.214,nan,nan,25,0
figlet,0,1.000,0.077,6068224.000,nan,1,0,0,nmap,0,1.000,0.078,5896021.333,nan,1,0,0,curl,160,1.000,86.986,4226525.867,nan,2,0,380879125,60.067,195.083,5625622528.000,5645913088.000,26.119,26.198,nan,nan,30,0
figlet,0,1.000,0.069,6022348.800,nan,1,0,0,nmap,0,1.000,0.091,5868397.714,nan,1,0,0,curl,160,1.000,78.398,3856149.943,nan,2,0,378608336,62.600,185.417,5620004864.000,5645603840.000,26.098,26.199,nan,nan,30,0
figlet,0,1.000,0.078,6066005.333,nan,1,0,0,nmap,0,1.000,0.077,5861034.667,nan,1,0,0,curl,160,1.000,89.247,3449514.667,nan,2,0,381689528,58.600,200.219,5624956928.000,5649270784.000,26.118,26.215,nan,nan,25,0
figlet,0,1.000,0.073,6013952.000,nan,1,0,0,nmap,0,1.000,0.096,5998762.667,nan,1,0,0,curl,180,1.000,93.229,62149120.000,nan,2,0,381901279,59.333,205.317,5627369472.000,5654002688.000,26.129,26.234,nan,nan,30,0
figlet,0,1.000,0.069,6038186.667,nan,1,0,0,nmap,0,1.000,0.075,6093277.867,nan,1,0,0,curl,180,1.000,90.999,61938688.000,nan,2,0,382839605,61.333,199.750,5628444672.000,5658212864.000,26.135,26.252,nan,nan,30,0
figlet,0,1.000,0.070,6049792.000,nan,1,0,0,nmap,0,1.000,0.082,5968042.667,nan,1,0,0,curl,180,1.000,106.450,3729066.667,nan,1,0,383503862,58.467,221.217,5644474368.000,5672448512.000,26.199,26.309,nan,nan,25,0
figlet,0,1.000,0.086,6050474.667,nan,1,0,0,nmap,0,1.000,0.073,5896533.333,nan,1,0,0,curl,200,1.000,108.060,68387840.000,nan,2,0,387643890,58.600,224.633,5648949248.000,5673624064.000,26.216,26.313,nan,nan,30,0
figlet,0,1.000,0.075,6013269.333,nan,1,0,0,nmap,0,1.000,0.079,5940394.667,nan,1,0,0,curl,200,1.000,101.897,3729664.000,nan,2,0,386423397,62.533,217.233,5660180480.000,5686308864.000,26.229,26.331,nan,nan,30,0
figlet,0,1.000,0.076,6031140.571,nan,1,0,0,nmap,0,1.000,0.067,5941394.286,nan,1,0,0,curl,200,1.000,110.127,75657274.514,nan,1,0,386418757,59.467,236.839,5660936192.000,5675972096.000,26.232,26.290,nan,nan,25,0
figlet,0,1.000,0.088,5993130.667,nan,1,0,0,nmap,20,1.000,88.200,14416725.333,nan,2,0,98348489,curl,0,1.000,0.126,3832934.400,nan,1,0,0,60.667,145.733,5632411648.000,5632087040.000,26.120,26.121,nan,nan,30,0
figlet,0,1.000,0.094,6045866.667,nan,1,0,0,nmap,20,1.000,87.768,4052992.000,nan,2,0,94626587,curl,0,1.000,0.092,29519701.333,nan,1,0,0,61.733,142.550,5664348160.000,5663208960.000,26.257,26.252,nan,nan,30,0
figlet,0,1.000,0.081,6012981.638,nan,1,0,0,nmap,20,1.000,82.156,3475865.600,nan,2,0,100938838,curl,0,1.000,0.093,26468352.000,nan,1,0,0,61.333,138.903,5659899904.000,5656925184.000,26.242,26.229,nan,nan,30,0
figlet,0,1.000,0.077,6042624.000,nan,1,0,0,nmap,20,1.000,84.919,18935447.162,nan,1,0,100126553,curl,20,1.000,18.204,30345386.667,nan,1,0,386489052,61.533,175.467,5651980288.000,5654024192.000,26.215,26.220,nan,nan,25,0
figlet,0,1.000,0.083,6004736.000,nan,1,0,0,nmap,20,1.000,90.013,3875840.000,nan,2,0,99700495,curl,20,1.000,16.723,29609130.667,nan,2,0,382161421,63.200,170.467,5666611200.000,5665153024.000,26.272,26.264,nan,nan,30,0
figlet,0,1.000,0.081,6039552.000,nan,1,0,0,nmap,20,1.000,83.529,19462485.333,nan,2,0,104054257,curl,20,1.000,16.021,3506449.067,nan,2,0,382939638,65.067,165.783,5670174720.000,5665780224.000,26.286,26.267,nan,nan,30,0
figlet,0,1.000,0.078,6078805.333,nan,1,0,0,nmap,20,1.000,91.992,20383402.667,nan,1,0,100741936,curl,40,1.000,31.769,33976149.333,nan,1,0,383256591,64.000,195.650,5670144000.000,5674120704.000,26.288,26.302,nan,nan,25,0
figlet,0,1.000,0.083,6107989.333,nan,1,0,0,nmap,20,1.000,86.623,19352234.667,nan,2,0,105344880,curl,40,1.000,29.250,33454933.333,nan,2,0,383405938,66.000,186.067,5662928896.000,5662758912.000,26.256,26.255,nan,nan,45,0
figlet,0,1.000,0.075,6026581.333,nan,1,0,0,nmap,20,1.000,80.119,3605862.400,nan,2,0,101510146,curl,40,1.000,26.214,3108864.000,nan,2,0,384300819,59.467,176.683,5681551360.000,5684467712.000,26.333,26.343,nan,nan,30,0
figlet,0,1.000,0.083,6086656.000,nan,1,0,0,nmap,20,1.000,88.623,19467093.333,nan,1,0,106786463,curl,60,1.000,40.195,4971690.667,nan,2,0,380428989,63.533,207.417,5713889280.000,5723497472.000,26.470,26.507,nan,nan,25,0
figlet,0,1.000,0.072,6110208.000,nan,1,0,0,nmap,20,1.000,83.819,19466922.667,nan,2,0,105789868,curl,60,1.000,38.107,3972437.333,nan,2,0,375951946,65.600,200.583,5705476096.000,5703852544.000,26.432,26.423,nan,nan,30,0
figlet,0,1.000,0.094,6114816.000,nan,1,0,0,nmap,20,1.000,73.331,3588078.933,nan,1,0,108116739,curl,60,1.000,38.322,39485269.333,nan,1,0,379042677,64.067,216.433,5656467456.000,5676404736.000,26.240,26.317,nan,nan,25,0
figlet,0,1.000,0.072,6055424.000,nan,1,0,0,nmap,20,1.000,89.729,20032000.000,nan,1,0,109619684,curl,80,1.000,49.592,3778457.600,nan,2,0,380010563,63.133,220.750,5733292032.000,5756499968.000,26.543,26.633,nan,nan,30,0
figlet,0,1.000,0.115,6064640.000,nan,1,0,0,nmap,20,1.000,83.870,3908061.867,nan,2,0,114950331,curl,80,1.000,46.939,3729920.000,nan,2,0,379925243,61.267,212.033,5766356992.000,5772582912.000,26.676,26.699,nan,nan,30,0
figlet,0,1.000,0.067,6081331.200,nan,1,0,0,nmap,20,1.000,89.622,22793703.619,nan,1,0,120522553,curl,80,1.000,45.344,41669827.048,nan,1,0,381177617,61.733,230.600,5782669312.000,5793155072.000,26.741,26.781,nan,nan,25,0
figlet,0,1.000,0.071,6135466.667,nan,1,0,0,nmap,20,1.000,90.727,3585365.333,nan,1,0,121344318,curl,100,1.000,59.536,46063445.333,nan,2,0,382252872,61.067,236.833,5788909568.000,5802403328.000,26.766,26.818,nan,nan,30,0
figlet,0,1.000,0.075,6135808.000,nan,1,0,0,nmap,20,1.000,87.445,20681728.000,nan,2,0,129407587,curl,100,1.000,56.858,45466965.333,nan,2,0,383442421,64.467,232.117,5805606912.000,5818321408.000,26.834,26.885,nan,nan,30,0
figlet,0,1.000,0.063,6156288.000,nan,1,0,0,nmap,20,1.000,84.216,3851434.667,nan,1,0,115787740,curl,100,1.000,50.568,4021691.733,nan,1,0,382783068,62.133,241.850,5808515072.000,5816273408.000,26.847,26.876,nan,nan,25,0
figlet,0,1.000,0.070,6144000.000,nan,1,0,0,nmap,20,1.000,88.644,21388458.667,nan,1,0,127154989,curl,120,1.000,68.384,3707648.000,nan,2,0,386508768,60.800,245.533,5812566016.000,5826989056.000,26.864,26.919,nan,nan,30,0
figlet,0,1.000,0.073,6144341.333,nan,1,0,0,nmap,20,1.000,80.559,3927125.333,nan,2,0,128075390,curl,120,1.000,61.384,51393536.000,nan,2,0,386503142,62.467,234.067,5818552320.000,5800184320.000,26.890,26.815,nan,nan,30,0
figlet,0,1.000,0.068,6041600.000,nan,1,0,0,nmap,20,1.000,85.047,3693636.267,nan,1,0,131243318,curl,120,1.000,69.888,49441767.619,nan,1,0,383598676,64.867,260.133,5726017536.000,5743925760.000,26.523,26.592,nan,nan,25,0
figlet,0,1.000,0.072,6041600.000,nan,1,0,0,nmap,20,1.000,96.509,23049045.333,nan,1,0,157561959,curl,140,1.000,80.677,56312832.000,nan,1,0,397345507,61.400,271.500,5753114624.000,5772615168.000,26.630,26.707,nan,nan,30,0
figlet,0,1.000,0.070,6045696.000,nan,1,0,0,nmap,20,1.000,87.855,3753984.000,nan,2,0,155130745,curl,140,1.000,74.823,56946517.333,nan,2,0,392109285,61.867,256.767,5742376960.000,5762802176.000,26.589,26.668,nan,nan,30,0
figlet,0,1.000,0.069,6086144.000,nan,1,0,0,nmap,20,1.000,82.515,4007253.333,nan,2,0,149200478,curl,140,1.000,70.055,4059818.667,nan,2,0,391740219,60.667,243.417,5742688256.000,5745107968.000,26.590,26.598,nan,nan,30,0
figlet,0,1.000,0.070,6127616.000,nan,1,0,0,nmap,20,1.000,96.525,21643776.000,nan,1,0,167304199,curl,160,1.000,90.045,3301546.667,nan,1,0,400949101,62.200,286.750,5724162048.000,5745916928.000,26.518,26.604,nan,nan,25,0
figlet,0,1.000,0.076,6133418.667,nan,1,0,0,nmap,20,1.000,91.141,23261866.667,nan,1,0,176063921,curl,160,1.000,85.733,3477777.067,nan,1,0,409515768,61.200,278.450,5706407936.000,5727619072.000,26.449,26.531,nan,nan,30,0
figlet,0,1.000,0.072,6146389.333,nan,1,0,0,nmap,20,1.000,89.129,3801856.000,nan,2,0,177872798,curl,160,1.000,80.725,3497788.952,nan,2,0,408093620,61.133,265.500,5711654912.000,5732199936.000,26.467,26.547,nan,nan,30,0
figlet,0,1.000,0.076,6188032.000,nan,1,0,0,nmap,20,1.000,92.123,3654178.133,nan,1,0,195958236,curl,180,1.000,95.418,3771050.667,nan,1,0,441632189,63.800,305.783,5727791104.000,5765623296.000,26.535,26.682,nan,nan,25,0
figlet,0,1.000,0.065,6139221.333,nan,1,0,0,nmap,20,1.000,93.277,3759189.333,nan,1,0,183764815,curl,180,1.000,94.111,69645141.333,nan,1,0,417507269,63.400,291.550,5760649216.000,5787600896.000,26.664,26.770,nan,nan,30,0
figlet,0,1.000,0.073,6172330.667,nan,1,0,0,nmap,20,1.000,86.605,4008106.667,nan,2,0,188820607,curl,180,1.000,88.495,68582058.667,nan,2,0,420163174,63.733,277.000,5785516032.000,5810824192.000,26.768,26.865,nan,nan,30,0
figlet,0,1.000,0.077,6209536.000,nan,1,0,0,nmap,20,1.000,87.363,3690496.000,nan,2,0,283097594,curl,200,1.000,90.665,84466346.667,nan,2,0,1632828691,64.467,283.517,5789077504.000,5845621760.000,26.780,27.003,nan,nan,30,0
figlet,0,1.000,0.081,6194517.333,nan,1,0,0,nmap,20,1.000,96.021,24372736.000,nan,1,0,264687014,curl,200,1.000,105.390,3729237.333,nan,2,0,853811280,63.200,304.767,5906335744.000,5940385792.000,27.254,27.388,nan,nan,25,0
figlet,0,1.000,0.069,6103040.000,nan,1,0,0,nmap,20,1.000,88.111,3835733.333,nan,2,0,287598863,curl,200,1.000,96.377,90791594.667,nan,2,0,821795761,63.267,287.700,5853624320.000,5889042432.000,27.045,27.182,nan,nan,30,0
figlet,0,1.000,0.081,6162807.467,nan,1,0,0,nmap,40,1.000,183.683,3410773.333,nan,1,0,102213638,curl,0,1.000,0.462,50651477.333,nan,1,0,0,60.667,230.883,5863149568.000,5860643328.000,27.081,27.072,nan,nan,25,0
figlet,0,1.000,0.077,6094848.000,nan,1,0,0,nmap,40,1.000,179.459,25785685.333,nan,2,0,101676371,curl,0,1.000,0.078,46383104.000,nan,1,0,0,59.200,225.067,5813972992.000,5806003200.000,26.884,26.851,nan,nan,30,0
figlet,0,1.000,0.080,6161578.667,nan,1,0,0,nmap,40,1.000,172.562,22419968.000,nan,2,0,101924668,curl,0,1.000,0.080,39669760.000,nan,1,0,0,59.533,220.417,5772412928.000,5776409088.000,26.715,26.731,nan,nan,30,0
figlet,0,1.000,0.074,6221141.333,nan,1,0,0,nmap,40,1.000,162.321,23252480.000,nan,2,0,106453265,curl,20,1.000,13.065,42950997.333,nan,2,0,385925128,60.533,226.783,5782622208.000,5786180608.000,26.769,26.782,nan,nan,30,0
figlet,0,1.000,0.074,6260394.667,nan,1,0,0,nmap,40,1.000,182.081,3419306.667,nan,1,0,104367659,curl,20,1.000,15.121,37696512.000,nan,1,0,380563459,63.200,248.817,5778485248.000,5779419136.000,26.747,26.751,nan,nan,25,0
figlet,0,1.000,0.069,6160384.000,nan,1,0,0,nmap,40,1.000,170.028,3865275.733,nan,2,0,103821278,curl,20,1.000,13.665,3823616.000,nan,2,0,383867968,62.867,236.817,5764100096.000,5765948416.000,26.692,26.698,nan,nan,30,0
figlet,0,1.000,0.090,6150144.000,nan,1,0,0,nmap,40,1.000,152.396,3798784.000,nan,1,0,110765512,curl,40,1.000,26.802,3732377.600,nan,1,0,381313368,64.400,266.367,5758347264.000,5756324864.000,26.670,26.660,nan,nan,25,0
figlet,0,1.000,0.074,6099285.333,nan,1,0,0,nmap,40,1.000,170.558,24497834.667,nan,2,0,119347729,curl,40,1.000,25.292,3761868.800,nan,2,0,388761788,65.133,256.817,5748396032.000,5754613760.000,26.628,26.654,nan,nan,30,0
figlet,0,1.000,0.075,6147759.543,nan,1,0,0,nmap,40,1.000,159.269,25129984.000,nan,2,0,116335118,curl,40,1.000,22.918,42514432.000,nan,2,0,385646885,61.933,241.300,5754091520.000,5756354560.000,26.653,26.661,nan,nan,30,0
figlet,0,1.000,0.066,6232576.000,nan,1,0,0,nmap,40,1.000,180.949,6911146.667,nan,2,0,124470892,curl,60,1.000,35.968,45543594.667,nan,1,0,383846988,63.533,279.983,5754255360.000,5759962624.000,26.663,26.681,nan,nan,25,0
figlet,0,1.000,0.076,6243669.333,nan,1,0,0,nmap,40,1.000,170.439,25277952.000,nan,2,0,141601886,curl,60,1.000,33.430,46526464.000,nan,2,0,389495207,60.933,269.300,5761396736.000,5768649728.000,26.684,26.712,nan,nan,30,0
figlet,0,1.000,0.075,6134784.000,nan,1,0,0,nmap,40,1.000,187.707,3600827.733,nan,1,0,138006342,curl,60,1.000,36.560,46968320.000,nan,1,0,389238828,63.867,287.617,5763897344.000,5770073600.000,26.697,26.720,nan,nan,25,0
figlet,0,1.000,0.077,6165162.667,nan,1,0,0,nmap,40,1.000,178.269,4081578.667,nan,2,0,205465670,curl,80,1.000,43.262,3703210.667,nan,1,0,402850384,64.867,293.917,5763303424.000,5775420416.000,26.695,26.741,nan,nan,30,0
figlet,0,1.000,0.067,6221824.000,nan,1,0,0,nmap,40,1.000,166.498,29871445.333,nan,2,0,195212953,curl,80,1.000,41.828,3618218.667,nan,2,0,395607235,60.000,279.050,5760053248.000,5774973440.000,26.684,26.741,nan,nan,30,0
figlet,0,1.000,0.071,6258800.152,nan,1,0,0,nmap,40,1.000,172.638,31590941.257,nan,1,0,182002786,curl,80,1.000,44.745,3468868.267,nan,1,0,394054410,62.533,309.900,5751814144.000,5749258752.000,26.651,26.641,nan,nan,25,0
figlet,0,1.000,0.074,6230016.000,nan,1,0,0,nmap,40,1.000,183.496,169509888.000,nan,1,0,2503589879,curl,100,1.000,55.830,4040192.000,nan,2,0,422140038,62.133,313.167,5724835840.000,5922811392.000,26.546,27.331,nan,nan,30,0
figlet,0,1.000,0.073,6227968.000,nan,1,0,0,nmap,40,1.000,163.829,3795319.467,nan,2,0,1639163889,curl,100,1.000,47.815,57292800.000,nan,2,0,420085930,60.933,286.067,5804451840.000,5898084352.000,26.867,27.237,nan,nan,30,0
figlet,0,1.000,0.071,6181205.333,nan,1,0,0,nmap,40,1.000,189.848,3801429.333,nan,1,0,2627413025,curl,100,1.000,54.739,3297280.000,nan,2,0,422045234,61.867,312.083,5795215360.000,6003597824.000,26.829,27.658,nan,nan,25,0
figlet,0,1.000,0.087,6222233.600,nan,1,0,0,nmap,40,1.000,156.112,3891200.000,nan,2,0,6866954775,curl,120,1.000,54.390,3303424.000,nan,2,0,486865513,63.200,320.983,5740843008.000,6082806272.000,26.619,27.978,nan,nan,25,0
figlet,0,1.000,0.069,6199832.381,nan,1,0,0,nmap,40,1.000,153.380,268278272.000,nan,2,0,5868208036,curl,120,1.000,60.148,3539012.267,nan,2,0,461038683,68.000,296.483,5792595968.000,6067228160.000,26.823,27.903,nan,nan,40,0
figlet,0,1.000,0.088,6214656.000,nan,1,0,0,nmap,40,1.000,169.546,369360554.667,nan,2,0,5681521502,curl,120,1.000,59.410,3263829.333,nan,2,0,481704576,64.600,294.800,5830037504.000,6129866752.000,26.946,28.137,nan,nan,25,0
figlet,0,1.000,0.083,6144000.000,nan,1,0,0,nmap,40,0.999,143.464,362523818.667,nan,2,0,7546757335,curl,140,1.000,67.249,3815936.000,nan,2,0,734666864,68.600,297.183,5854851072.000,6172274176.000,27.047,28.308,nan,nan,55,0
figlet,0,1.000,0.082,6144000.000,nan,1,0,0,nmap,40,1.000,154.296,62775296.000,nan,2,0,8171904987,curl,140,1.000,74.046,3441322.667,nan,2,0,1318902046,65.200,319.238,5836296192.000,6190885888.000,26.966,28.377,nan,nan,35,0
figlet,0,1.000,0.071,6145365.333,nan,1,0,0,nmap,40,1.000,141.535,278608554.667,nan,2,0,7570822093,curl,140,1.000,65.743,3401898.667,nan,2,0,789559401,66.200,293.017,5923379200.000,6207546880.000,27.325,28.451,nan,nan,25,0
figlet,0,1.000,0.069,6176768.000,nan,1,0,0,nmap,40,0.999,170.520,53473280.000,nan,2,0,9943017419,curl,160,1.000,74.071,84350976.000,nan,2,0,3330278924,65.000,309.733,5860593664.000,6270351872.000,27.077,28.704,nan,nan,20,0
figlet,0,1.000,0.072,6174208.000,nan,1,0,0,nmap,40,0.999,175.615,335259477.333,nan,2,0,9004009046,curl,160,0.999,72.095,81891157.333,nan,2,0,3838974243,62.267,311.817,6043142144.000,6345591296.000,27.822,29.024,nan,nan,20,0
figlet,0,1.000,0.069,6115328.000,nan,1,0,0,nmap,40,1.000,205.651,127271913.244,nan,2,0,6638555801,curl,160,0.999,68.152,97350997.333,nan,2,0,7798637797,66.933,375.947,6024148992.000,6482271846.400,27.730,29.555,nan,nan,20,0
figlet,0,1.000,0.087,6193191.010,nan,1,0,0,nmap,40,0.999,153.059,355129316.693,nan,2,0,11331648864,curl,180,0.999,86.713,137409409.219,nan,3,0,6708654313,62.733,349.880,6128834560.000,6483018956.800,28.144,29.559,nan,nan,35,0
figlet,0,1.000,0.069,6213905.067,nan,1,0,0,nmap,40,0.998,171.626,473626514.773,nan,2,0,9115360726,curl,180,1.000,80.178,3358720.000,nan,2,0,7527914409,68.667,355.400,6102245376.000,6558825676.800,28.055,29.870,nan,nan,45,0
figlet,0,1.000,0.066,6221824.000,nan,1,0,0,nmap,40,1.000,184.476,3241984.000,nan,2,0,9730335401,curl,180,0.999,79.148,74354688.000,nan,2,0,7795100542,58.067,372.987,6145421312.000,6617923993.600,28.223,30.106,nan,nan,45,0
figlet,0,1.000,0.070,6184140.800,nan,1,0,0,nmap,40,1.000,200.758,468202018.133,nan,2,0,8899736191,curl,200,0.976,73.206,65298432.000,nan,2,0,13068200484,66.200,359.400,6247940096.000,6647664230.400,28.654,30.239,nan,nan,20,0
figlet,0,1.000,0.074,6074914.133,nan,1,0,0,nmap,40,0.998,191.833,12468224.000,nan,2,0,9335574225,curl,200,0.997,67.427,117338112.000,nan,2,0,12528526733,68.000,374.640,6299070464.000,6646835200.000,28.861,30.249,nan,nan,40,0
figlet,0,1.000,0.067,6225100.800,nan,1,0,0,nmap,40,1.000,195.598,386051686.400,nan,2,0,5978794312,curl,200,0.952,55.109,94894080.000,nan,2,0,14206578803,61.333,351.413,6164752384.000,6521310412.800,28.323,29.747,nan,nan,45,0
figlet,0,1.000,0.085,6265344.000,nan,1,0,0,nmap,60,1.000,270.015,123520682.667,nan,1,0,771448231,curl,0,1.000,0.140,86859776.000,nan,1,0,0,64.867,312.183,6409115648.000,6299782144.000,29.325,28.885,nan,nan,40,0
figlet,0,1.000,0.083,6260736.000,nan,1,0,0,nmap,60,1.000,253.811,62333610.667,nan,2,0,171099104,curl,0,1.000,0.067,3968268.190,nan,1,0,0,62.400,284.917,5770975232.000,5773879296.000,26.759,26.771,nan,nan,30,0
figlet,0,1.000,0.076,6163797.333,nan,1,0,0,nmap,60,1.000,243.106,48106725.181,nan,1,0,115551879,curl,0,1.000,0.063,4213808.762,nan,1,0,0,61.400,307.183,5754961920.000,5751232512.000,26.687,26.673,nan,nan,25,0
figlet,0,1.000,0.068,6147754.667,nan,1,0,0,nmap,60,1.000,257.990,252437333.333,nan,1,0,2423511865,curl,20,1.000,11.041,11776000.000,nan,2,0,401680946,61.133,313.883,5723666432.000,5975903232.000,26.563,27.566,nan,nan,30,0
figlet,0,1.000,0.073,6183936.000,nan,1,0,0,nmap,60,1.000,276.063,264988891.429,nan,2,0,2265001483,curl,20,1.000,9.715,3626769.067,nan,1,0,404954699,65.200,329.117,5806946304.000,6063100928.000,26.898,27.916,nan,nan,25,0
figlet,0,1.000,0.076,6216777.143,nan,1,0,0,nmap,60,1.000,234.758,318240768.000,nan,2,0,3969228321,curl,20,1.000,11.216,3817130.667,nan,2,0,408070228,60.800,290.200,5836238848.000,6136901632.000,27.019,28.212,nan,nan,30,0
