function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,6.185,11479067.307,nan,2,0,13732248,nmap,60,0.999,208.781,3809280.000,nan,3,0,13330812032,curl,80,1.000,47.635,3686400.000,nan,2,0,427092414,62.867,355.507,6111537152.000,6607082700.800,27.991,29.960,nan,nan,50,0
figlet,40,1.000,5.790,3427328.000,nan,2,0,10982908,nmap,60,0.852,169.628,269543765.333,nan,3,1,17199104711,curl,80,1.000,46.227,3426816.000,nan,2,0,410755034,63.933,331.800,6074486784.000,6367402666.667,27.834,29.005,nan,nan,40,1
figlet,40,1.000,5.221,3379200.000,nan,2,0,12109017,nmap,60,1.000,199.928,336457728.000,nan,3,0,11530627741,curl,80,1.000,43.185,3739648.000,nan,2,0,416390011,61.800,380.413,6082818048.000,6541972684.800,27.870,29.701,nan,nan,35,0
figlet,40,1.000,6.056,3710976.000,nan,2,0,14861361,nmap,60,0.999,211.792,3867420.444,nan,3,0,13727665118,curl,100,1.000,56.978,60632405.333,nan,2,0,453170290,63.400,373.467,6077382656.000,6581906636.800,27.861,29.866,nan,nan,45,0
figlet,40,1.000,5.716,3739648.000,nan,3,0,12782035,nmap,60,0.972,196.900,508124501.333,nan,3,0,15301374921,curl,100,1.000,56.477,3282944.000,nan,3,0,440165035,62.867,358.240,6021036032.000,6485290188.800,27.624,29.482,nan,nan,45,0
figlet,40,1.000,5.777,3637248.000,nan,2,0,14448311,nmap,60,0.999,201.578,631443046.400,nan,3,0,13654354528,curl,100,1.000,55.157,3694592.000,nan,2,0,446783576,64.533,357.493,6162266112.000,6703744204.800,28.214,30.370,nan,nan,45,0
figlet,40,1.000,5.794,3125248.000,nan,2,0,12615428,nmap,60,1.000,179.805,246618112.000,nan,3,0,16568247230,curl,120,1.000,66.108,3424256.000,nan,3,0,621810766,63.467,353.520,6141820928.000,6603164876.800,28.130,29.962,nan,nan,45,0
figlet,40,1.000,5.879,3203072.000,nan,2,0,14400169,nmap,60,0.919,191.114,3784704.000,nan,3,0,16467158956,curl,120,1.000,66.988,3160064.000,nan,2,0,598184431,67.267,365.773,6164723712.000,6645869772.800,27.823,29.744,nan,nan,70,0
figlet,40,1.000,5.793,3338240.000,nan,2,0,13630814,nmap,60,0.979,183.880,3926243.556,nan,3,0,16160450573,curl,120,1.000,66.995,3452928.000,nan,3,0,542909162,68.067,353.507,6220910592.000,6667129241.600,28.053,29.828,nan,nan,45,0
figlet,40,1.000,6.084,3733504.000,nan,2,0,15532919,nmap,60,0.984,167.215,3375701.333,nan,3,0,17555175702,curl,140,1.000,76.090,3065856.000,nan,3,0,2519027723,67.800,367.640,6188560384.000,6675027968.000,27.930,29.867,nan,nan,40,0
figlet,40,1.000,5.866,3180544.000,nan,2,0,15350308,nmap,60,0.797,176.162,593099707.733,nan,3,1,18362458318,curl,140,1.000,75.701,91874099.200,nan,3,0,1058090854,62.933,360.840,6241556480.000,6729945497.600,28.136,30.086,nan,nan,70,1
figlet,40,1.000,5.832,3276800.000,nan,2,0,13794710,nmap,60,0.998,168.105,482226722.133,nan,3,0,16965728529,curl,140,1.000,77.916,3368960.000,nan,2,0,991607027,63.667,366.787,6228846592.000,6632421785.600,28.054,29.673,nan,nan,70,0
figlet,40,1.000,5.972,3399680.000,nan,2,0,17214133,nmap,60,0.984,175.804,3790848.000,nan,3,0,18507920191,curl,160,1.000,81.054,3076096.000,nan,3,0,4862987941,65.267,375.387,6251139072.000,6849048576.000,28.181,30.567,nan,nan,40,0
figlet,40,1.000,5.528,3372544.000,nan,2,0,14791940,nmap,60,0.951,201.006,3620864.000,nan,3,0,17908230322,curl,160,0.999,75.570,71053084.444,nan,3,0,4558094220,67.200,406.511,6318229504.000,6861009920.000,28.376,30.563,nan,nan,70,0
figlet,40,1.000,5.596,3723776.000,nan,2,0,15262923,nmap,60,0.713,193.469,3862528.000,nan,3,1,21782109417,curl,160,0.999,77.895,85877418.667,nan,3,0,6336529273,63.533,395.089,6325848064.000,6996201813.333,28.427,31.092,nan,nan,70,1
figlet,40,1.000,5.636,3932160.000,nan,2,0,13866403,nmap,60,0.696,142.560,3602688.000,nan,2,1,20697276685,curl,180,0.998,93.745,28174336.000,nan,3,0,5357022977,67.800,379.572,6310103040.000,6607330986.667,28.080,29.279,nan,nan,35,1
figlet,40,1.000,5.839,3607552.000,nan,2,0,16739802,nmap,60,0.801,170.470,501295104.000,nan,3,1,19442241878,curl,180,0.998,82.800,3493888.000,nan,2,0,6907976930,65.467,405.100,6191132672.000,6616453120.000,27.612,29.332,nan,nan,60,1
figlet,40,1.000,5.211,3460608.000,nan,2,0,14183546,nmap,60,0.968,240.478,662814173.867,nan,3,0,16828910844,curl,180,0.661,43.275,3793578.667,nan,1,1,18204645482,67.600,414.622,6454276096.000,7105396394.667,28.715,31.305,nan,nan,35,1
figlet,40,1.000,6.217,11842901.333,nan,2,0,10964322,nmap,80,0.958,260.766,339639455.289,nan,3,0,13119372728,curl,0,1.000,0.073,3881073.778,nan,1,0,0,64.933,338.144,6479456256.000,6466276693.333,28.778,28.731,nan,nan,65,0
figlet,40,1.000,6.041,3579562.667,nan,2,0,11326037,nmap,80,0.920,226.771,378541568.000,nan,3,0,13896035201,curl,0,1.000,0.076,4294184.635,nan,1,0,0,63.467,339.311,6095122432.000,6454177109.333,27.259,28.690,nan,nan,35,0
figlet,40,1.000,6.622,3768320.000,nan,2,0,11763694,nmap,80,0.934,258.326,75149312.000,nan,3,0,13862045695,curl,0,1.000,0.076,4657152.000,nan,1,0,0,61.533,332.000,5975601152.000,6406151850.667,26.770,28.493,nan,nan,40,0
figlet,40,1.000,5.986,3969024.000,nan,2,0,11792771,nmap,80,0.938,234.238,335801344.000,nan,3,0,14682772747,curl,20,1.000,11.808,3510784.000,nan,2,0,398625856,63.067,371.300,5926195200.000,6317785770.667,26.574,28.141,nan,nan,35,0
figlet,40,1.000,5.116,3473408.000,nan,2,0,11693867,nmap,80,0.999,247.198,70545408.000,nan,3,0,11959840132,curl,20,1.000,11.311,3366912.000,nan,2,0,397959486,66.067,381.760,5981677568.000,6342461030.400,26.798,28.239,nan,nan,35,0
figlet,40,1.000,6.370,3815424.000,nan,2,0,10560924,nmap,80,0.875,219.892,3883918.222,nan,3,1,15462899683,curl,20,1.000,11.751,3707392.000,nan,2,0,394730582,64.067,344.800,6001387520.000,6290442581.333,26.878,28.034,nan,nan,40,1
figlet,40,1.000,5.972,3661312.000,nan,2,0,11948260,nmap,80,0.760,209.016,478204416.000,nan,3,1,17813310525,curl,40,1.000,23.138,3523584.000,nan,2,0,394298904,63.533,346.478,6007119872.000,6344580096.000,26.899,28.250,nan,nan,35,1
figlet,40,1.000,5.741,3440298.667,nan,2,0,11074711,nmap,80,0.831,218.478,79335424.000,nan,2,1,16629250589,curl,40,1.000,22.435,3592192.000,nan,2,0,399729149,63.133,355.700,5969707008.000,6309381120.000,26.754,28.115,nan,nan,30,1
figlet,40,1.000,5.319,3575296.000,nan,2,0,11840695,nmap,80,0.929,261.360,466160128.000,nan,3,0,14679652102,curl,40,1.000,22.125,3459072.000,nan,2,0,399622283,61.867,380.989,5948516352.000,6447144277.333,26.668,28.664,nan,nan,35,0
figlet,40,1.000,5.196,3895296.000,nan,2,0,12812891,nmap,100,0.895,306.748,737170549.029,nan,3,1,17811889890,curl,0,1.000,0.077,3657728.000,nan,1,0,0,63.667,415.522,6058850304.000,6885029888.000,27.129,30.424,nan,nan,35,1
figlet,40,1.000,5.562,3682030.933,nan,2,0,10318531,nmap,100,0.563,238.771,204922924.582,nan,3,1,20272868829,curl,0,1.000,0.069,15040512.000,nan,1,0,0,64.933,344.371,6088343552.000,6496708608.000,27.238,28.874,nan,nan,50,1
figlet,40,1.000,4.821,3846144.000,nan,2,0,10793148,nmap,100,0.736,292.695,426789319.111,nan,2,1,18003863824,curl,0,1.000,0.083,13467648.000,nan,1,0,0,66.200,398.000,6061379584.000,6450176292.571,27.132,28.691,nan,nan,30,1
figlet,60,1.000,15.997,3770368.000,nan,2,0,8439912,nmap,0,1.000,0.114,101371904.000,nan,1,0,0,curl,0,1.000,0.113,13139968.000,nan,1,0,0,64.533,97.950,5952634880.000,5931665408.000,26.695,26.610,nan,nan,30,0
figlet,60,1.000,15.453,3591680.000,nan,2,0,8589306,nmap,0,1.000,0.102,4108800.000,nan,1,0,0,curl,0,1.000,0.106,12813653.333,nan,1,0,0,59.267,95.600,5829738496.000,5819671552.000,26.198,26.156,nan,nan,30,0
figlet,60,1.000,15.254,4208947.200,nan,2,0,8546946,nmap,0,1.000,0.105,4366677.333,nan,1,0,0,curl,0,1.000,0.109,12799585.524,nan,1,0,0,60.667,94.250,5827350528.000,5819484160.000,26.189,26.157,nan,nan,30,0
figlet,60,1.000,12.594,5620772.571,nan,1,0,8202499,nmap,0,1.000,0.090,4523334.705,nan,1,0,0,curl,20,1.000,17.836,18164053.333,nan,1,0,381555694,60.200,122.267,5816655872.000,5818187776.000,26.148,26.152,nan,nan,25,0
figlet,60,1.000,13.400,11886762.667,nan,2,0,8005504,nmap,0,1.000,0.098,4715178.667,nan,1,0,0,curl,20,1.000,16.954,3795114.667,nan,2,0,383625493,64.533,120.167,5867329536.000,5861415936.000,26.357,26.331,nan,nan,30,0
figlet,60,1.000,13.338,11811371.886,nan,1,0,7818886,nmap,0,1.000,0.096,4949791.695,nan,1,0,0,curl,20,1.000,18.454,3333802.667,nan,1,0,389238863,62.667,124.517,5869438976.000,5865147392.000,26.367,26.347,nan,nan,25,0
figlet,60,1.000,12.000,11797162.667,nan,1,0,7216205,nmap,0,1.000,0.088,5150208.000,nan,1,0,0,curl,40,1.000,31.327,3749973.333,nan,2,0,382815220,63.467,137.483,5796206592.000,5795734016.000,26.076,26.071,nan,nan,30,0
figlet,60,1.000,11.573,4053384.533,nan,2,0,7418041,nmap,0,1.000,0.092,5338965.333,nan,1,0,0,curl,40,1.000,29.741,3933013.333,nan,2,0,379761984,64.067,134.700,5834858496.000,5838013952.000,26.230,26.240,nan,nan,30,0
figlet,60,1.000,11.585,11880960.000,nan,1,0,7260229,nmap,0,1.000,0.087,5519238.095,nan,1,0,0,curl,40,1.000,30.093,3802648.381,nan,1,0,378747272,62.133,141.567,5868691456.000,5873004032.000,26.367,26.381,nan,nan,25,0
figlet,60,1.000,11.074,3982677.333,nan,1,0,7489816,nmap,0,1.000,0.085,5733205.333,nan,1,0,0,curl,60,1.000,42.154,3815765.333,nan,2,0,379126831,64.400,153.083,5887584256.000,5896886272.000,26.442,26.477,nan,nan,30,0
figlet,60,1.000,10.358,3910912.000,nan,2,0,7020844,nmap,0,1.000,0.086,5887658.667,nan,1,0,0,curl,60,1.000,39.878,3657557.333,nan,2,0,378460318,66.067,146.800,5898811392.000,5903045120.000,26.488,26.502,nan,nan,30,0
figlet,60,1.000,10.514,4240725.333,nan,1,0,7040651,nmap,0,1.000,0.081,6077615.543,nan,1,0,0,curl,60,1.000,45.377,3802931.200,nan,1,0,382169396,62.000,154.800,5905174528.000,5894614016.000,26.514,26.468,nan,nan,25,0
figlet,60,1.000,9.880,3642197.333,nan,2,0,7106031,nmap,0,1.000,0.073,6251349.333,nan,1,0,0,curl,80,1.000,51.616,3768234.667,nan,1,0,378746728,62.400,162.200,5820887040.000,5826244608.000,26.176,26.194,nan,nan,30,0
figlet,60,1.000,9.275,3888640.000,nan,2,0,7074288,nmap,0,1.000,0.082,6438570.667,nan,1,0,0,curl,80,1.000,47.429,3775061.333,nan,2,0,379301910,63.200,155.933,5837621248.000,5848850944.000,26.243,26.285,nan,nan,30,0
figlet,60,1.000,10.436,3898214.400,nan,1,0,6937090,nmap,0,1.000,0.088,6986240.000,nan,1,0,0,curl,80,1.000,55.824,3742378.667,nan,1,0,379262062,61.733,166.367,5854220288.000,5864790528.000,26.311,26.350,nan,nan,25,0
figlet,60,1.000,9.241,3935658.667,nan,2,0,7392226,nmap,0,1.000,0.084,7176874.667,nan,1,0,0,curl,100,1.000,58.621,3638528.000,nan,2,0,379878270,63.400,173.917,5885061120.000,5892806144.000,26.433,26.461,nan,nan,30,0
figlet,60,1.000,8.711,3852117.333,nan,2,0,7224043,nmap,0,1.000,0.100,5828851.810,nan,1,0,0,curl,100,1.000,58.715,3791530.667,nan,2,0,381082467,63.667,168.217,5876277248.000,5889113600.000,26.401,26.451,nan,nan,30,0
figlet,60,1.000,9.772,11741525.333,nan,1,0,7480750,nmap,0,1.000,0.083,5453482.667,nan,1,0,0,curl,100,1.000,63.424,3742583.467,nan,1,0,382368205,67.467,185.367,5890519040.000,5880790016.000,26.461,26.417,nan,nan,40,0
figlet,60,1.000,9.089,3952213.333,nan,2,0,7494626,nmap,0,1.000,0.083,5384021.333,nan,1,0,0,curl,120,1.000,69.036,4211797.333,nan,2,0,382411098,62.200,186.283,5869950976.000,5891107840.000,26.345,26.426,nan,nan,30,0
figlet,60,1.000,8.668,3941870.933,nan,1,0,7326848,nmap,0,1.000,0.067,5467136.000,nan,1,0,0,curl,120,1.000,65.708,3758660.267,nan,1,0,379506458,67.000,200.617,5897478144.000,5903917056.000,26.455,26.478,nan,nan,25,0
figlet,60,1.000,9.295,3534506.667,nan,1,0,7293573,nmap,0,1.000,0.085,5532330.667,nan,1,0,0,curl,120,1.000,70.804,3821738.667,nan,2,0,381058863,64.200,190.717,5888366592.000,5899238912.000,26.420,26.461,nan,nan,30,0
figlet,60,1.000,8.413,4156416.000,nan,2,0,7575645,nmap,0,1.000,0.081,5533696.000,nan,1,0,0,curl,140,1.000,75.401,3584853.333,nan,2,0,381803089,63.000,197.217,5894127616.000,5899107328.000,26.444,26.461,nan,nan,30,0
figlet,60,1.000,8.704,11694665.143,nan,1,0,7349613,nmap,0,1.000,0.086,5621418.667,nan,1,0,0,curl,140,1.000,79.130,3872426.667,nan,1,0,381567411,65.467,212.450,5871048704.000,5887208448.000,26.355,26.416,nan,nan,25,0
figlet,60,1.000,9.133,3806122.667,nan,2,0,7731489,nmap,0,1.000,0.073,5651456.000,nan,1,0,0,curl,140,1.000,81.814,3889322.667,nan,1,0,382415576,63.067,205.633,5873076224.000,5865240576.000,26.364,26.330,nan,nan,30,0
figlet,60,1.000,8.060,11605162.667,nan,2,0,8016054,nmap,0,1.000,0.078,5559125.333,nan,1,0,0,curl,160,1.000,82.073,3656533.333,nan,2,0,384434049,67.400,208.767,5832353792.000,5851714560.000,26.202,26.278,nan,nan,30,0
figlet,60,1.000,8.055,3841740.800,nan,1,0,8188493,nmap,0,1.000,0.073,5590581.638,nan,1,0,0,curl,160,1.000,89.146,3745450.667,nan,1,0,387558076,64.467,230.950,5839491072.000,5854780928.000,26.232,26.290,nan,nan,25,0
figlet,60,1.000,8.821,3868842.667,nan,1,0,7673451,nmap,0,1.000,0.083,5551786.667,nan,1,0,0,curl,160,1.000,89.505,3634346.667,nan,1,0,382486001,61.067,216.417,5832607744.000,5850378240.000,26.205,26.273,nan,nan,30,0
figlet,60,1.000,8.462,3894784.000,nan,2,0,8580034,nmap,0,1.000,0.082,5613056.000,nan,1,0,0,curl,180,1.000,95.866,3603200.000,nan,2,0,387844270,61.733,224.783,5829158912.000,5846607872.000,26.191,26.258,nan,nan,30,0
figlet,60,1.000,8.477,11658137.600,nan,1,0,8389978,nmap,0,1.000,0.081,5648554.667,nan,1,0,0,curl,180,1.000,104.189,3574988.800,nan,1,0,390438228,62.867,241.800,5819365376.000,5850173440.000,26.155,26.274,nan,nan,25,0
figlet,60,1.000,8.684,4035754.667,nan,1,0,8811154,nmap,0,1.000,0.083,5697024.000,nan,1,0,0,curl,180,1.000,102.271,3634005.333,nan,1,0,394508401,64.067,236.183,5838397440.000,5856844288.000,26.231,26.301,nan,nan,30,0
figlet,60,1.000,8.512,11754154.667,nan,2,0,9666173,nmap,0,1.000,0.090,5574314.667,nan,1,0,0,curl,200,1.000,105.672,3842048.000,nan,2,0,403713691,65.067,241.617,5840359424.000,5866975232.000,26.240,26.343,nan,nan,30,0
figlet,60,1.000,9.514,3711861.029,nan,1,0,9209602,nmap,0,1.000,0.069,5594794.667,nan,1,0,0,curl,200,1.000,109.248,3795114.667,nan,1,0,395935047,65.000,262.017,5841647616.000,5855902208.000,26.248,26.302,nan,nan,25,0
figlet,60,1.000,9.000,3560448.000,nan,1,0,8791868,nmap,0,1.000,0.073,5740202.667,nan,1,0,0,curl,200,1.000,108.336,3787946.667,nan,1,0,392997450,65.400,250.383,5874782208.000,5894741504.000,26.380,26.456,nan,nan,30,0
figlet,60,1.000,12.772,3882496.000,nan,2,0,7950943,nmap,20,1.000,86.117,13414058.667,nan,1,0,99933885,curl,0,1.000,0.121,4017834.667,nan,1,0,0,67.200,174.850,5862617088.000,5859477504.000,26.332,26.321,nan,nan,30,0
figlet,60,1.000,11.730,3722410.667,nan,2,0,7973041,nmap,20,1.000,85.091,3801770.667,nan,2,0,106898686,curl,0,1.000,0.095,31170560.000,nan,1,0,0,66.667,169.483,5868161024.000,5857241088.000,26.366,26.320,nan,nan,30,0
figlet,60,1.000,12.361,3642641.067,nan,1,0,7833961,nmap,20,1.000,85.520,3462382.933,nan,1,0,100429564,curl,0,1.000,0.089,27918336.000,nan,1,0,0,64.600,182.950,5846693888.000,5834257408.000,26.279,26.228,nan,nan,25,0
figlet,60,1.000,11.472,11866453.333,nan,1,0,7492065,nmap,20,1.000,90.316,3969024.000,nan,1,0,105164284,curl,20,1.000,15.556,31963989.333,nan,2,0,386169385,65.000,194.800,5836902400.000,5832193536.000,26.242,26.221,nan,nan,30,0
figlet,60,1.000,10.149,3991381.333,nan,2,0,7453731,nmap,20,1.000,86.333,3773013.333,nan,2,0,105551112,curl,20,1.000,14.396,3682816.000,nan,2,0,383715105,68.200,188.033,5838626816.000,5832243712.000,26.253,26.225,nan,nan,30,0
figlet,60,1.000,11.392,3755264.000,nan,1,0,7652293,nmap,20,1.000,93.617,3628851.200,nan,1,0,107304833,curl,20,1.000,17.204,3768115.200,nan,1,0,390659501,63.933,199.733,5846839296.000,5837552640.000,26.285,26.245,nan,nan,25,0
figlet,60,1.000,9.873,3831381.333,nan,1,0,8094981,nmap,20,1.000,88.891,3520170.667,nan,1,0,110693794,curl,40,1.000,27.286,3487829.333,nan,1,0,384676126,66.733,209.633,5847007232.000,5840500224.000,26.287,26.258,nan,nan,30,0
figlet,60,1.000,9.684,3659605.333,nan,2,0,8033717,nmap,20,1.000,85.461,3918080.000,nan,2,0,115040444,curl,40,1.000,25.512,3776170.667,nan,2,0,376357207,66.600,199.583,5847195648.000,5845072384.000,26.290,26.279,nan,nan,30,0
figlet,60,1.000,10.454,3593216.000,nan,1,0,8066527,nmap,20,1.000,89.279,3748291.048,nan,1,0,115356489,curl,40,1.000,26.812,3730858.667,nan,1,0,379028675,61.133,214.933,5857949696.000,5856190464.000,26.336,26.325,nan,nan,25,0
figlet,60,1.000,8.919,3612074.667,nan,1,0,7871791,nmap,20,1.000,88.608,4145322.667,nan,1,0,114214526,curl,60,1.000,36.880,3512320.000,nan,2,0,381877222,64.533,217.767,5867096064.000,5865593344.000,26.373,26.363,nan,nan,30,0
figlet,60,1.000,7.954,4156757.333,nan,2,0,8129382,nmap,20,1.000,84.098,3923797.333,nan,2,0,117406587,curl,60,1.000,33.729,4077568.000,nan,2,0,382616130,67.000,210.933,5875750912.000,5865617408.000,26.408,26.365,nan,nan,30,0
figlet,60,1.000,9.824,11717461.333,nan,1,0,8058757,nmap,20,1.000,92.476,3585706.667,nan,1,0,118311144,curl,60,1.000,39.267,3705514.667,nan,1,0,381700280,67.067,227.567,5845999616.000,5846776832.000,26.292,26.291,nan,nan,25,0
figlet,60,1.000,8.815,3892394.667,nan,1,0,8820773,nmap,20,1.000,88.668,3769770.667,nan,2,0,134322456,curl,80,1.000,46.119,3778048.000,nan,2,0,385525392,64.600,232.917,5855569920.000,5855294464.000,26.331,26.326,nan,nan,30,0
figlet,60,1.000,8.374,11545019.733,nan,2,0,8809506,nmap,20,1.000,87.485,3697322.667,nan,2,0,135087901,curl,80,1.000,43.953,3504981.333,nan,2,0,381391825,68.200,224.633,5830739968.000,5832786432.000,26.231,26.236,nan,nan,30,0
figlet,60,1.000,9.267,3525802.667,nan,1,0,8719044,nmap,20,1.000,94.771,3870976.000,nan,1,0,129450231,curl,80,1.000,50.586,3580757.333,nan,1,0,381520210,67.133,249.983,5849708544.000,5856244736.000,26.314,26.338,nan,nan,25,0
figlet,60,1.000,8.807,11639637.333,nan,1,0,9483466,nmap,20,1.000,92.680,3975850.667,nan,1,0,161800290,curl,100,1.000,57.824,3692544.000,nan,2,0,391040434,69.000,257.033,5847486464.000,5857218048.000,26.305,26.342,nan,nan,30,0
figlet,60,1.000,8.128,11678037.333,nan,2,0,9865311,nmap,20,1.000,91.385,3505920.000,nan,2,0,156700414,curl,100,1.000,56.990,3832234.667,nan,2,0,392006670,65.867,242.100,5844193280.000,5848393216.000,26.292,26.304,nan,nan,30,0
figlet,60,1.000,9.588,3874133.333,nan,1,0,9201391,nmap,20,1.000,93.425,4217514.667,nan,1,0,145461413,curl,100,1.000,59.877,3682474.667,nan,1,0,384566979,65.333,264.050,5861826560.000,5878066176.000,26.365,26.427,nan,nan,25,0
figlet,60,1.000,8.664,11663701.333,nan,1,0,10334769,nmap,20,1.000,94.466,3712512.000,nan,1,0,173269204,curl,120,1.000,67.951,3971754.667,nan,1,0,403131269,67.067,271.567,5874198528.000,5882299904.000,26.412,26.440,nan,nan,30,0
figlet,60,1.000,8.128,3565568.000,nan,2,0,10054100,nmap,20,1.000,86.447,3761152.000,nan,2,0,173826998,curl,120,1.000,62.326,3999658.667,nan,2,0,400559269,66.267,255.433,5887789056.000,5895226880.000,26.466,26.492,nan,nan,30,0
figlet,60,1.000,9.091,3870251.886,nan,1,0,9787749,nmap,20,1.000,95.321,3815936.000,nan,1,0,156490367,curl,120,1.000,70.008,4092620.800,nan,1,0,393509580,67.133,282.467,5877571584.000,5889765376.000,26.427,26.472,nan,nan,25,0
figlet,60,1.000,8.515,3479040.000,nan,1,0,10353295,nmap,20,1.000,94.423,4009642.667,nan,1,0,184518410,curl,140,1.000,75.266,3672576.000,nan,1,0,404377515,66.800,280.833,5877559296.000,5895035904.000,26.429,26.494,nan,nan,30,0
figlet,60,1.000,8.173,3702698.667,nan,2,0,11128304,nmap,20,1.000,91.185,3898197.333,nan,2,0,210437832,curl,140,1.000,73.650,3938645.333,nan,1,0,427247398,65.867,276.483,5886164992.000,5899402752.000,26.465,26.514,nan,nan,30,0
figlet,60,1.000,7.684,4027050.667,nan,2,0,10811533,nmap,20,1.000,79.712,3658410.667,nan,2,0,207655494,curl,140,1.000,69.206,3920554.667,nan,2,0,413169876,64.733,262.367,5889957888.000,5902622720.000,26.482,26.528,nan,nan,30,0
figlet,60,1.000,8.766,3926016.000,nan,1,0,11103408,nmap,20,1.000,94.934,3862528.000,nan,1,0,219815503,curl,160,1.000,86.046,4011235.556,nan,1,0,423451936,66.867,300.150,5868580864.000,5881990144.000,26.392,26.443,nan,nan,55,0
figlet,60,1.000,8.313,3895296.000,nan,1,0,11916959,nmap,20,1.000,95.021,3588096.000,nan,1,0,251969101,curl,160,1.000,81.655,4380672.000,nan,2,0,460352755,62.400,287.883,5837539328.000,5866502656.000,26.264,26.379,nan,nan,60,0
figlet,60,1.000,7.827,3772091.733,nan,2,0,12896066,nmap,20,1.000,90.226,3820714.667,nan,2,0,311147092,curl,160,1.000,77.102,3517647.238,nan,2,0,543095958,68.133,281.833,5924698112.000,5951108096.000,26.624,26.724,nan,nan,30,0
figlet,60,1.000,8.803,4175940.267,nan,2,0,12802240,nmap,20,1.000,100.521,4124928.000,nan,2,0,306023335,curl,180,0.999,83.188,3720192.000,nan,2,0,3437067102,68.133,304.050,5943177216.000,5987346944.000,26.701,26.875,nan,nan,25,0
figlet,60,1.000,8.721,3846144.000,nan,1,0,13108174,nmap,20,1.000,95.760,3837952.000,nan,1,0,304193009,curl,180,1.000,96.132,3916458.667,nan,1,0,579775395,67.467,318.367,6066147328.000,6050825216.000,27.189,27.125,nan,nan,50,0
figlet,60,1.000,8.488,4091904.000,nan,2,0,13396558,nmap,20,1.000,96.550,4079616.000,nan,1,0,328577148,curl,180,1.000,90.294,3717120.000,nan,1,0,905809723,59.467,301.533,5913004032.000,5953737728.000,26.575,26.736,nan,nan,60,0
figlet,60,1.000,9.103,3788117.333,nan,2,0,11571849,nmap,20,1.000,99.878,3895966.476,nan,2,0,284921973,curl,200,0.997,76.310,110145536.000,nan,2,0,7926902020,64.933,315.413,5969244160.000,6021181849.600,26.808,27.011,nan,nan,30,0
figlet,60,1.000,8.517,11743232.000,nan,2,0,13774884,nmap,20,1.000,96.714,3788800.000,nan,2,0,336608533,curl,200,0.999,88.273,79450112.000,nan,2,0,3652093055,62.467,308.550,6340012032.000,6285105152.000,28.290,28.073,nan,nan,45,0
figlet,60,1.000,8.767,3937450.667,nan,2,0,13887439,nmap,20,1.000,101.398,3846656.000,nan,2,0,342297016,curl,200,1.000,95.722,91165866.667,nan,2,0,4368953130,68.600,319.150,6165174272.000,6195257856.000,27.618,27.733,nan,nan,20,0
figlet,60,1.000,10.477,11848874.667,nan,1,0,8616162,nmap,40,1.000,156.229,3992149.333,nan,1,0,107866051,curl,0,1.000,0.198,105765546.667,nan,1,0,0,69.333,256.850,6272880640.000,6212036096.000,28.043,27.801,nan,nan,25,0
figlet,60,1.000,10.168,3731968.000,nan,1,0,8390755,nmap,40,1.000,179.670,3802282.667,nan,1,0,106179757,curl,0,1.000,0.079,105775104.000,nan,1,0,0,65.333,246.950,6060840960.000,6020488192.000,27.183,27.021,nan,nan,30,0
figlet,60,1.000,9.788,3515989.333,nan,2,0,8569767,nmap,40,1.000,167.703,3252224.000,nan,2,0,107374762,curl,0,1.000,0.079,66664448.000,nan,1,0,0,62.400,241.867,5936144384.000,5940062208.000,26.689,26.704,nan,nan,30,0
figlet,60,1.000,8.441,11716266.667,nan,2,0,8632423,nmap,40,1.000,167.501,9345794.438,nan,2,0,123249829,curl,20,1.000,11.957,70974122.667,nan,2,0,389846834,67.933,245.750,5944889344.000,5951144960.000,26.734,26.757,nan,nan,30,0
figlet,60,1.000,9.408,3766203.733,nan,1,0,8347930,nmap,40,1.000,168.010,3792349.867,nan,1,0,115160789,curl,20,1.000,12.756,3621692.952,nan,1,0,389513800,67.067,269.350,5945757696.000,5930935296.000,26.731,26.669,nan,nan,25,0
figlet,60,1.000,9.165,4120576.000,nan,1,0,8675301,nmap,40,1.000,177.739,4071424.000,nan,1,0,115248925,curl,20,1.000,13.529,44295338.667,nan,1,0,383355960,59.200,257.083,5884125184.000,5889436672.000,26.477,26.499,nan,nan,60,0
figlet,60,1.000,7.800,11725482.667,nan,1,0,9807096,nmap,40,1.000,166.013,3677184.000,nan,1,0,153418062,curl,40,1.000,22.830,48145408.000,nan,2,0,391515553,65.733,264.150,5946103808.000,5940671488.000,26.733,26.709,nan,nan,30,0
