function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,50,1.000,5.431,6798848.000,nan,1,0,9712024,shasum,120,1.000,8.722,7194965.333,nan,2,0,8621350,nmap,60,1.000,229.503,189282816.000,nan,1,0,2233415785,30.867,280.183,3151585280.000,3297071616.000,26.231,26.819,nan,nan,10,0
figlet,50,1.000,5.598,4640768.000,nan,2,0,9760040,shasum,120,1.000,9.712,10650453.333,nan,2,0,9177238,nmap,60,1.000,260.247,98750464.000,nan,2,0,3003912339,36.333,295.267,3373645824.000,3611555840.000,27.168,28.115,nan,nan,20,0
figlet,50,1.000,5.362,6759131.429,nan,2,0,10338602,shasum,120,1.000,8.999,10757085.867,nan,2,0,9322561,nmap,60,1.000,236.186,18935057.067,nan,2,0,2682485542,39.400,309.317,3464468480.000,3702150656.000,27.546,28.497,nan,nan,25,0
figlet,50,1.000,5.521,10533888.000,nan,2,0,11160984,shasum,120,1.000,8.750,10902528.000,nan,2,0,10345269,nmap,70,0.997,230.542,2613248.000,nan,2,0,7345515351,39.075,308.320,3488350208.000,3777467392.000,27.648,28.801,nan,nan,25,0
figlet,50,1.000,5.590,3937536.000,nan,2,0,12343717,shasum,120,1.000,8.990,11633834.667,nan,2,0,11412164,nmap,70,0.998,215.353,382661632.000,nan,2,0,7454450251,34.333,310.550,3561228288.000,3873996288.000,27.941,29.195,nan,nan,35,0
figlet,50,1.000,5.876,11067278.222,nan,2,0,9267002,shasum,120,1.000,9.640,3540309.333,nan,2,0,8592326,nmap,70,0.997,234.867,72740864.000,nan,2,0,10996587017,32.600,316.111,3565604864.000,4030556501.333,27.954,29.811,nan,nan,40,0
figlet,50,1.000,6.214,3545088.000,nan,3,0,8343175,shasum,120,1.000,10.052,3751936.000,nan,3,0,7204629,nmap,80,0.804,219.799,527286784.000,nan,2,1,16101615178,35.733,323.722,3575021568.000,3871956992.000,27.990,29.187,nan,nan,50,1
figlet,50,1.000,5.190,3867875.556,nan,2,0,8356629,shasum,120,1.000,8.454,11705197.714,nan,3,0,7357517,nmap,80,0.480,158.439,273132982.857,nan,1,1,19177107239,32.733,267.867,3580522496.000,3873299309.714,28.022,29.202,nan,nan,110,1
figlet,50,1.000,6.199,10908740.267,nan,2,0,10248832,shasum,120,1.000,10.135,12306158.933,nan,2,0,9444198,nmap,80,1.000,264.971,213075285.333,nan,2,0,11292154671,33.533,369.387,3591411712.000,4129372979.200,28.071,30.224,nan,nan,55,0
figlet,50,1.000,5.948,10696362.667,nan,2,0,5026964,shasum,130,1.000,10.833,12310528.000,nan,2,0,4060654,nmap,0,1.000,0.048,4311254.552,nan,1,0,0,31.733,89.067,3575461888.000,3557859328.000,28.013,27.944,nan,nan,135,0
figlet,50,1.000,6.595,3911996.952,nan,2,0,5569683,shasum,130,1.000,11.282,12498826.971,nan,2,0,4606893,nmap,0,1.000,0.049,4513221.486,nan,1,0,0,39.867,101.050,3533930496.000,3520530432.000,27.866,27.813,nan,nan,30,0
figlet,50,1.000,9.342,3932160.000,nan,3,0,5951310,shasum,130,1.000,17.324,12368725.333,nan,3,0,4892147,nmap,0,1.000,0.060,4759552.000,nan,1,0,0,65.800,115.117,3501797376.000,3515609088.000,27.735,27.794,nan,nan,15,0
figlet,50,1.000,5.994,10963626.667,nan,1,0,4795434,shasum,130,1.000,10.442,12408490.667,nan,1,0,3786040,nmap,10,1.000,38.722,10592085.333,nan,1,0,91721117,44.667,118.367,3562817536.000,3562561024.000,27.990,27.991,nan,nan,30,0
figlet,50,1.000,6.725,3616768.000,nan,2,0,5787490,shasum,130,1.000,11.814,3834265.600,nan,2,0,4749792,nmap,10,1.000,41.176,3759701.333,nan,2,0,108074098,41.467,145.683,3549902848.000,3554222080.000,27.941,27.960,nan,nan,25,0
figlet,50,1.000,8.101,7057885.867,nan,4,0,5435569,shasum,130,1.000,14.164,3932160.000,nan,4,0,4435249,nmap,10,1.000,53.399,3923968.000,nan,1,0,103913574,68.467,148.250,3585007616.000,3610455552.000,28.096,28.200,nan,nan,15,0
figlet,50,1.000,6.561,11044693.333,nan,2,0,6314072,shasum,130,1.000,11.588,5892096.000,nan,2,0,5142961,nmap,20,1.000,86.158,19511466.667,nan,1,0,109133219,31.333,162.767,3576651776.000,3583802368.000,28.015,28.046,nan,nan,75,0
figlet,50,1.000,6.616,11041962.667,nan,1,0,6203142,shasum,130,1.000,11.775,12634624.000,nan,1,0,5051313,nmap,20,1.000,85.863,19713706.667,nan,1,0,110398229,31.067,202.400,3588071424.000,3584709632.000,28.063,28.051,nan,nan,105,0
figlet,50,1.000,6.394,3842048.000,nan,1,0,7219863,shasum,130,1.000,12.465,12368798.476,nan,2,0,5827517,nmap,20,1.000,86.972,3653632.000,nan,1,0,118241784,31.667,183.783,3575205888.000,3584179712.000,28.014,28.051,nan,nan,70,0
figlet,50,1.000,6.448,11063637.333,nan,2,0,6413446,shasum,130,1.000,11.526,12505600.000,nan,2,0,5232062,nmap,30,1.000,132.588,3964928.000,nan,1,0,106748495,35.200,197.450,3593885696.000,3586792448.000,28.089,28.063,nan,nan,75,0
figlet,50,1.000,5.918,3964928.000,nan,2,0,7118264,shasum,130,1.000,10.569,12420510.476,nan,2,0,6139362,nmap,30,1.000,117.679,3694592.000,nan,2,0,117239161,33.600,216.000,3576297472.000,3584411648.000,28.024,28.059,nan,nan,70,0
figlet,50,1.000,7.230,5128192.000,nan,2,0,8017378,shasum,130,1.000,13.496,11856554.667,nan,2,0,6866363,nmap,30,1.000,140.886,22271488.000,nan,1,0,125004715,30.800,215.917,3572453376.000,3563119104.000,28.011,27.977,nan,nan,195,0
figlet,50,1.000,5.931,8194048.000,nan,2,0,7498707,shasum,130,1.000,10.277,4005888.000,nan,2,0,6366715,nmap,40,1.000,160.481,3801088.000,nan,2,0,114922844,32.667,252.433,3589373952.000,3601103872.000,28.085,28.135,nan,nan,70,0
figlet,50,1.000,9.157,11300142.324,nan,2,0,163423474,shasum,130,1.000,14.522,3076096.000,nan,2,0,182617915,nmap,40,0.999,251.029,5839530.667,nan,2,0,11002706631,42.133,352.333,3566077952.000,3957715353.600,27.996,29.560,nan,nan,180,0
figlet,50,1.000,8.380,10984413.867,nan,2,0,13631846,shasum,130,1.000,14.655,13933836.190,nan,2,0,12611910,nmap,40,1.000,189.694,196085623.467,nan,2,0,4022364395,47.133,300.767,3571775488.000,3814312960.000,28.020,28.987,nan,nan,270,0
figlet,50,1.000,7.828,3162112.000,nan,2,0,13277700,shasum,130,1.000,12.808,5640192.000,nan,2,0,11987690,nmap,50,1.000,235.559,475586535.619,nan,2,0,10364458303,46.267,302.817,3592214528.000,3978517504.000,28.105,29.648,nan,nan,220,0
figlet,50,1.000,7.552,10591402.667,nan,2,0,12027595,shasum,130,1.000,13.716,12657664.000,nan,3,0,10861136,nmap,50,1.000,219.203,444525738.667,nan,2,0,7416640408,43.400,286.767,3590944768.000,3987692544.000,28.109,29.690,nan,nan,290,0
figlet,50,1.000,7.162,5406720.000,nan,2,0,11871164,shasum,130,1.000,11.989,12598101.333,nan,2,0,11465733,nmap,50,0.999,216.217,380979370.667,nan,2,0,5442361899,42.467,297.150,3582046208.000,3927363072.000,28.056,29.440,nan,nan,245,0
figlet,50,1.000,7.124,10838926.222,nan,2,0,22184256,shasum,130,1.000,11.920,13552184.889,nan,2,0,27767108,nmap,60,0.999,269.033,295170730.667,nan,3,0,13162697443,39.267,345.944,3561826304.000,4109696682.667,27.990,30.176,nan,nan,370,0
figlet,50,1.000,7.499,3947008.000,nan,2,0,16537276,shasum,130,1.000,13.312,14447781.790,nan,2,0,17815451,nmap,60,0.997,252.157,614065044.724,nan,2,0,12349734990,40.867,358.013,3591319552.000,4274173952.000,28.115,30.837,nan,nan,365,0
figlet,50,1.000,7.876,5319680.000,nan,2,0,12426846,shasum,130,1.000,11.609,14133969.676,nan,2,0,11271690,nmap,60,0.999,237.134,194441216.000,nan,2,0,11313592253,41.467,363.080,3584217088.000,4217883443.200,28.092,30.620,nan,nan,270,0
figlet,50,1.000,7.636,4767744.000,nan,2,0,13795346,shasum,130,1.000,13.632,14314072.747,nan,2,0,12847085,nmap,70,0.992,242.944,224945493.333,nan,2,0,15710839061,40.733,367.907,3590502400.000,4293711462.400,28.113,30.922,nan,nan,270,0
figlet,50,1.000,7.964,4281856.000,nan,2,0,12259804,shasum,130,1.000,13.306,14305006.933,nan,2,0,11245055,nmap,70,0.986,246.316,574765056.000,nan,2,0,14823395512,41.333,357.613,3565467648.000,4037332992.000,28.018,29.907,nan,nan,355,0
figlet,50,1.000,7.244,6414336.000,nan,2,0,11600599,shasum,130,1.000,13.039,8488277.333,nan,2,0,10664213,nmap,70,0.989,240.010,286294528.000,nan,2,0,13317503576,42.600,350.560,3590719488.000,3917000704.000,28.122,29.432,nan,nan,340,0
figlet,50,1.000,6.871,3870173.867,nan,2,0,12203324,shasum,130,1.000,12.240,14674940.749,nan,2,0,11482378,nmap,80,0.931,271.204,648089429.333,nan,2,0,17804430241,34.667,399.067,3590885376.000,4429958144.000,28.126,31.484,nan,nan,295,0
figlet,50,1.000,5.878,11271275.276,nan,2,0,11470968,shasum,130,1.000,10.737,14355264.203,nan,2,0,10717319,nmap,80,0.980,261.164,604961792.000,nan,2,0,14839261654,34.800,397.967,3575918592.000,4385323690.667,28.040,31.278,nan,nan,410,0
figlet,50,1.000,7.056,3421525.333,nan,2,0,10894192,shasum,130,1.000,12.841,14439765.333,nan,2,0,9678037,nmap,80,0.618,222.980,3219456.000,nan,3,1,20350450925,39.933,328.856,3585177600.000,4296381440.000,28.082,30.925,nan,nan,400,1
figlet,50,1.000,5.720,5636010.667,nan,3,0,10772111,shasum,130,1.000,10.097,14508547.483,nan,3,0,9248676,nmap,90,0.603,249.687,666469376.000,nan,3,1,20946991781,35.333,386.519,3593590784.000,4208374930.286,28.118,30.585,nan,nan,370,1
