function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,40,1.000,14.779,7065838.933,nan,1,0,20692000,shasum,200,1.000,40.253,7473629.867,nan,1,0,22332550,env,40,1.000,11.244,6917632.000,nan,1,0,16765889,113.600,296.233,3357280256.000,3378301952.000,25.691,25.775,nan,nan,10,0
figlet,40,1.000,14.218,3851537.067,nan,1,0,15787839,shasum,200,1.000,40.366,3629056.000,nan,2,0,14460075,env,40,1.000,10.381,3830033.067,nan,1,0,12683811,108.933,263.600,3500685312.000,3490240000.000,26.283,26.238,nan,nan,45,0
figlet,40,1.000,13.657,3711224.686,nan,1,0,16919884,shasum,200,1.000,40.151,6112187.733,nan,1,0,17730892,env,40,1.000,10.748,3698717.257,nan,1,0,13664466,117.667,283.583,3534452736.000,3547619840.000,26.427,26.479,nan,nan,25,0
figlet,40,1.000,13.812,3893077.333,nan,1,0,16932193,shasum,200,1.000,41.873,3777194.667,nan,1,0,14973762,env,60,1.000,14.787,3829964.800,nan,1,0,12801442,112.067,275.067,3564009472.000,3581963264.000,26.545,26.616,nan,nan,30,0
figlet,40,1.000,13.976,4139383.467,nan,2,0,16464619,shasum,200,1.000,41.371,3958579.200,nan,2,0,15363384,env,60,1.000,14.823,3819622.400,nan,2,0,12672744,112.200,269.667,3646146560.000,3650576384.000,26.873,26.891,nan,nan,30,0
figlet,40,1.000,13.487,4169693.867,nan,1,0,16186381,shasum,200,1.000,38.554,3901440.000,nan,1,0,13490513,env,60,1.000,13.954,4009472.000,nan,1,0,12147209,106.733,323.267,3651741696.000,3652990464.000,26.899,26.903,nan,nan,30,0
figlet,40,1.000,12.288,3729578.667,nan,1,0,15106092,shasum,200,1.000,38.604,3417326.933,nan,1,0,13571955,env,80,1.000,16.411,4031488.000,nan,1,0,11891004,102.667,275.050,3650859008.000,3637259776.000,26.898,26.840,nan,nan,40,0
figlet,40,1.000,13.352,2985984.000,nan,2,0,15138049,shasum,200,1.000,39.751,4272810.667,nan,2,0,14573221,env,80,1.000,18.629,4056644.267,nan,1,0,12014223,109.000,269.550,3651164160.000,3644446208.000,26.903,26.876,nan,nan,30,0
figlet,40,1.000,12.849,3743163.733,nan,2,0,15885428,shasum,200,1.000,37.511,13220352.000,nan,2,0,14118441,env,80,1.000,17.763,3833105.067,nan,2,0,12225612,113.600,268.483,3643353088.000,3651752960.000,26.873,26.906,nan,nan,30,0
figlet,40,1.000,13.023,3949158.400,nan,1,0,15689227,shasum,200,1.000,37.464,3928644.267,nan,1,0,14225905,env,100,1.000,18.935,11086848.000,nan,1,0,12416263,113.000,283.300,3670673408.000,3672536064.000,26.985,26.993,nan,nan,25,0
figlet,40,1.000,12.210,3991722.667,nan,1,0,14644674,shasum,200,1.000,37.256,13371733.333,nan,1,0,14742124,env,100,1.000,21.062,4027562.667,nan,1,0,11688381,119.200,273.967,3668516864.000,3662504960.000,26.978,26.952,nan,nan,45,0
figlet,40,1.000,11.593,3888878.933,nan,1,0,14451566,shasum,200,1.000,35.250,13359957.333,nan,2,0,13860378,env,100,1.000,20.042,4392448.000,nan,2,0,11522122,113.800,264.633,3679447040.000,3682351104.000,27.024,27.035,nan,nan,30,0
figlet,40,1.000,12.045,10695680.000,nan,1,0,16833720,shasum,200,1.000,31.518,13596501.333,nan,1,0,17809446,env,120,1.000,24.239,11295529.448,nan,1,0,14526493,106.733,287.221,3652280320.000,3654870016.000,26.907,26.918,nan,nan,85,0
figlet,40,1.000,12.191,3998720.000,nan,2,0,15513107,shasum,200,1.000,36.767,13596842.667,nan,1,0,16377900,env,120,1.000,23.904,4195464.533,nan,2,0,13083186,115.333,275.300,3692609536.000,3688852480.000,27.081,27.066,nan,nan,30,0
figlet,40,1.000,11.506,4030429.867,nan,1,0,13886858,shasum,200,1.000,35.226,3759069.867,nan,2,0,12443358,env,120,1.000,21.900,11547818.667,nan,1,0,10773868,120.467,269.417,3690829824.000,3697491968.000,27.076,27.102,nan,nan,30,0
figlet,40,1.000,11.695,4092108.800,nan,1,0,13935897,shasum,200,1.000,31.544,3551061.333,nan,1,0,12926213,env,140,1.000,26.227,4076748.800,nan,1,0,11222201,112.333,280.750,3738785792.000,3738302976.000,27.273,27.271,nan,nan,25,0
figlet,40,1.000,11.656,3842560.000,nan,1,0,14901516,shasum,200,1.000,35.168,4035106.133,nan,2,0,22254152,env,140,1.000,26.342,11441152.000,nan,1,0,12722802,115.733,274.471,3738200064.000,3742127104.000,27.269,27.284,nan,nan,30,0
figlet,40,1.000,11.473,1994752.000,nan,2,0,14679932,shasum,200,1.000,34.415,4162252.800,nan,2,0,14211407,env,140,1.000,25.587,3723093.333,nan,2,0,11913743,116.933,271.100,3754762240.000,3748104192.000,27.303,27.277,nan,nan,30,0
figlet,40,1.000,10.978,4177408.000,nan,1,0,14327340,shasum,200,1.000,33.684,3934310.400,nan,1,0,16126033,env,160,1.000,27.606,11611818.667,nan,1,0,11839067,115.533,266.083,3753783296.000,3766421504.000,27.303,27.352,nan,nan,30,0
figlet,40,1.000,10.761,4037002.971,nan,1,0,14646198,shasum,200,1.000,30.835,3960183.467,nan,1,0,24807858,env,160,1.000,25.122,12031317.333,nan,1,0,18162710,120.333,287.983,3798908928.000,3791411712.000,27.483,27.450,nan,nan,40,0
figlet,40,1.000,10.758,4051285.333,nan,2,0,14367343,shasum,200,1.000,34.254,4263119.238,nan,1,0,15233689,env,160,1.000,28.709,2306048.000,nan,2,0,12904194,119.232,278.080,3799699456.000,3788870656.000,27.492,27.445,nan,nan,45,0
figlet,40,1.000,11.265,3678071.467,nan,2,0,14861040,shasum,200,1.000,32.977,14147072.000,nan,1,0,17015974,env,180,1.000,30.652,3909188.267,nan,2,0,15776844,116.166,275.566,3767887872.000,3770379776.000,27.366,27.376,nan,nan,30,0
figlet,40,1.000,10.936,3823206.400,nan,1,0,14831620,shasum,200,1.000,32.398,3868740.267,nan,1,0,19619880,env,180,1.000,29.630,12801024.000,nan,1,0,14730411,115.467,269.237,3800748032.000,3795913728.000,27.498,27.478,nan,nan,30,0
figlet,40,1.000,10.019,4077312.000,nan,1,0,14573433,shasum,200,1.000,27.864,14027366.400,nan,1,0,16179175,env,180,1.000,27.062,4014080.000,nan,1,0,13541790,113.933,289.281,3814125568.000,3801808384.000,27.556,27.503,nan,nan,40,0
figlet,40,1.000,10.906,4019175.619,nan,1,0,16299165,shasum,200,1.000,34.767,3777809.067,nan,1,0,22888054,env,200,1.000,34.210,3972778.667,nan,1,0,18770968,110.167,285.018,3831015424.000,3837895168.000,27.623,27.650,nan,nan,30,0
figlet,40,1.000,10.462,3983052.800,nan,2,0,14320140,shasum,200,1.000,32.151,4263867.733,nan,2,0,17841915,env,200,1.000,31.298,4146790.400,nan,2,0,18285312,116.032,272.348,3801268224.000,3810372096.000,27.508,27.544,nan,nan,30,0
figlet,40,1.000,10.640,4009150.171,nan,1,0,15652545,shasum,200,1.000,31.877,4316808.533,nan,1,0,15962968,env,200,1.000,31.470,13040469.333,nan,1,0,15408480,113.499,275.414,3824050176.000,3826699264.000,27.602,27.612,nan,nan,30,0
figlet,60,1.000,20.864,4051746.133,nan,2,0,10787124,shasum,0,1.000,0.212,3989845.333,nan,1,0,0,env,0,1.000,0.248,3958510.933,nan,1,0,0,121.968,186.773,3826030592.000,3814780416.000,27.611,27.562,nan,nan,40,0
figlet,60,1.000,23.292,3997696.000,nan,2,0,11014622,shasum,0,1.000,0.193,13661866.667,nan,1,0,0,env,0,1.000,0.171,12931413.333,nan,1,0,0,105.433,169.116,3794880512.000,3789094912.000,27.480,27.457,nan,nan,30,0
figlet,60,1.000,21.718,4342442.667,nan,2,0,10896991,shasum,0,1.000,0.130,12140544.000,nan,1,0,0,env,0,1.000,0.171,12483652.267,nan,1,0,0,103.900,169.556,3784865792.000,3785678336.000,27.442,27.445,nan,nan,25,0
figlet,60,1.000,23.009,6023168.000,nan,2,0,11934944,shasum,0,1.000,0.166,12042240.000,nan,1,0,0,env,20,1.000,6.002,12683605.333,nan,1,0,11109017,101.367,181.617,3776618496.000,3780006400.000,27.409,27.423,nan,nan,30,0
figlet,60,1.000,21.607,4223317.333,nan,2,0,12102533,shasum,0,1.000,0.153,11550720.000,nan,1,0,0,env,20,1.000,5.451,3783680.000,nan,2,0,10903417,121.435,206.239,3810478080.000,3800359424.000,27.556,27.512,nan,nan,40,0
figlet,60,1.000,23.314,3760128.000,nan,2,0,11385310,shasum,0,1.000,0.169,11452416.000,nan,1,0,0,env,20,1.000,6.364,5600000.000,nan,1,0,10082333,122.035,191.135,3807741952.000,3805995520.000,27.543,27.535,nan,nan,30,0
figlet,60,1.000,20.957,4051968.000,nan,2,0,12176389,shasum,0,1.000,0.140,11354112.000,nan,1,0,0,env,40,1.000,10.884,4030727.314,nan,2,0,10657624,112.267,209.572,3820535808.000,3820232192.000,27.598,27.593,nan,nan,40,0
figlet,60,1.000,23.478,4071424.000,nan,2,0,11789530,shasum,0,1.000,0.160,11354112.000,nan,1,0,0,env,40,1.000,11.769,3985408.000,nan,2,0,10169308,113.499,196.666,3810551808.000,3817490432.000,27.551,27.577,nan,nan,75,0
figlet,60,1.000,20.674,5667840.000,nan,2,0,11854185,shasum,0,1.000,0.152,11384832.000,nan,1,0,0,env,40,1.000,11.183,3976192.000,nan,1,0,9867475,102.900,197.122,3831504896.000,3830384128.000,27.633,27.628,nan,nan,70,0
figlet,60,1.000,22.877,3186688.000,nan,2,0,12972682,shasum,0,1.000,0.152,11403264.000,nan,1,0,0,env,60,1.000,17.587,3975748.267,nan,2,0,10434608,111.701,211.039,3841411072.000,3843973632.000,27.681,27.691,nan,nan,30,0
figlet,60,1.000,21.813,4724736.000,nan,2,0,12593885,shasum,0,1.000,0.151,11313152.000,nan,1,0,0,env,60,1.000,14.494,3659434.667,nan,2,0,10484855,108.899,221.312,3848476672.000,3853429248.000,27.709,27.729,nan,nan,25,0
figlet,60,1.000,22.570,4198400.000,nan,2,0,11318631,shasum,0,1.000,0.139,11390634.667,nan,1,0,0,env,60,1.000,17.403,3661824.000,nan,2,0,9711197,94.966,196.554,3822833664.000,3817772544.000,27.600,27.580,nan,nan,75,0
figlet,60,1.000,19.514,3555328.000,nan,2,0,11818606,shasum,0,1.000,0.131,11368886.857,nan,1,0,0,env,80,1.000,19.524,4145152.000,nan,2,0,9382070,97.633,205.712,3830759424.000,3834164224.000,27.633,27.647,nan,nan,70,0
figlet,60,1.000,20.917,3760765.156,nan,2,0,11720609,shasum,0,1.000,0.147,11352064.000,nan,1,0,0,env,80,1.000,21.053,12808874.667,nan,2,0,9303934,118.899,212.145,3839602688.000,3827548672.000,27.673,27.624,nan,nan,60,0
figlet,60,1.000,20.404,4203178.667,nan,2,0,11854615,shasum,0,1.000,0.140,11455488.000,nan,1,0,0,env,80,1.000,18.781,12788053.333,nan,2,0,9175748,96.966,210.284,3847897088.000,3845597184.000,27.703,27.694,nan,nan,70,0
figlet,60,1.000,20.988,4166485.333,nan,2,0,11747368,shasum,0,1.000,0.147,11246592.000,nan,1,0,0,env,100,1.000,24.984,3227648.000,nan,2,0,9124919,99.933,212.521,3846782976.000,3852638720.000,27.708,27.731,nan,nan,30,0
figlet,60,1.000,19.566,3817472.000,nan,2,0,12683572,shasum,0,1.000,0.156,11285879.467,nan,1,0,0,env,100,1.000,23.274,3950592.000,nan,2,0,10005351,97.733,218.555,3833167872.000,3842140160.000,27.648,27.683,nan,nan,70,0
figlet,60,1.000,21.546,4009984.000,nan,1,0,11761197,shasum,0,1.000,0.148,11371178.667,nan,1,0,0,env,100,1.000,25.257,3883008.000,nan,1,0,8997554,100.800,205.939,3847600128.000,3844996608.000,27.705,27.695,nan,nan,75,0
figlet,60,1.000,19.125,4026368.000,nan,2,0,12571429,shasum,0,1.000,0.143,11349333.333,nan,1,0,0,env,120,1.000,25.013,3850240.000,nan,2,0,9738514,92.101,222.563,3839125504.000,3843436544.000,27.673,27.691,nan,nan,70,0
figlet,60,1.000,20.111,3473408.000,nan,2,0,11570032,shasum,0,1.000,0.141,11415893.333,nan,1,0,0,env,120,1.000,28.058,3780608.000,nan,2,0,8702554,90.634,210.080,3846539264.000,3848292352.000,27.704,27.711,nan,nan,150,0
figlet,60,1.000,18.014,10067456.000,nan,2,0,11778119,shasum,0,1.000,0.136,11315882.667,nan,1,0,0,env,120,1.000,24.555,12529834.667,nan,2,0,8720355,94.166,223.204,3849576448.000,3848203776.000,27.717,27.712,nan,nan,145,0
figlet,60,1.000,19.866,4041318.400,nan,2,0,11945791,shasum,0,1.000,0.137,11353088.000,nan,1,0,0,env,140,1.000,30.913,3829248.000,nan,2,0,9215920,107.367,230.320,3835879424.000,3846948352.000,27.672,27.716,nan,nan,30,0
figlet,60,1.000,18.772,3723628.089,nan,1,0,11276540,shasum,0,1.000,0.153,11331584.000,nan,1,0,0,env,140,1.000,29.485,12922880.000,nan,1,0,8452428,119.733,220.645,3844399104.000,3833602048.000,27.704,27.659,nan,nan,60,0
figlet,60,1.000,17.104,3715413.333,nan,2,0,11189309,shasum,0,1.000,0.143,11317174.857,nan,1,0,0,env,140,1.000,26.917,12814267.733,nan,2,0,8571240,105.800,229.271,3844165632.000,3840838656.000,27.708,27.692,nan,nan,40,0
figlet,60,1.000,18.426,3455658.667,nan,1,0,11492797,shasum,0,1.000,0.138,11353770.667,nan,1,0,0,env,160,1.000,32.912,3497984.000,nan,2,0,8697843,102.033,225.100,3848202240.000,3850480640.000,27.724,27.731,nan,nan,45,0
figlet,60,1.000,16.645,10894677.333,nan,2,0,11314857,shasum,0,1.000,0.131,11226502.095,nan,1,0,0,env,160,1.000,28.088,12899669.333,nan,2,0,8579026,99.100,229.224,3840555008.000,3848418816.000,27.688,27.720,nan,nan,85,0
figlet,60,1.000,18.918,10221568.000,nan,1,0,12202539,shasum,0,1.000,0.130,11224064.000,nan,1,0,0,env,160,1.000,32.757,12625408.000,nan,2,0,9411999,96.367,217.396,3848325120.000,3854617600.000,27.721,27.746,nan,nan,135,0
figlet,60,1.000,19.964,9780053.333,nan,1,0,11945810,shasum,0,1.000,0.130,11358208.000,nan,1,0,0,env,180,1.000,36.692,11620522.667,nan,2,0,9278166,93.833,227.578,3844245504.000,3832521216.000,27.706,27.659,nan,nan,310,0
figlet,60,1.000,16.934,10261674.667,nan,2,0,11739200,shasum,0,1.000,0.123,11387904.000,nan,1,0,0,env,180,1.000,32.050,12174531.048,nan,2,0,9004629,95.933,233.416,3841333248.000,3835307520.000,27.662,27.639,nan,nan,205,0
figlet,60,1.000,19.020,10432853.333,nan,1,0,12136399,shasum,0,1.000,0.128,11289600.000,nan,1,0,0,env,180,1.000,35.938,3354624.000,nan,2,0,9144533,96.500,226.388,3847766016.000,3838472192.000,27.689,27.653,nan,nan,210,0
