function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,40,1.000,4.039,10696908.800,nan,1,0,6316708,env,160,1.000,15.050,12078762.667,nan,1,0,5743370,eat-memory,40,1.000,126.252,140832597.333,nan,1,0,1087943544,61.200,215.650,6056687616.000,6126299136.000,33.417,33.693,nan,nan,75,0
shasum,40,1.000,4.037,3881608.533,nan,2,0,8283635,env,160,1.000,14.332,11929941.333,nan,2,0,8338424,eat-memory,60,1.000,207.997,212300288.000,nan,2,0,1178740899,63.200,296.317,6083035136.000,6192948224.000,33.530,33.965,nan,nan,40,0
shasum,40,1.000,3.599,10509482.667,nan,1,0,8479529,env,160,1.000,13.026,11968170.667,nan,1,0,8330138,eat-memory,60,1.000,186.625,202434901.333,nan,1,0,1120035570,61.467,268.533,6074433536.000,6186355712.000,33.490,33.934,nan,nan,75,0
shasum,40,1.000,4.090,10683733.333,nan,2,0,8692367,env,160,1.000,14.301,12205226.667,nan,2,0,8415603,eat-memory,60,1.000,216.123,205290496.000,nan,2,0,1166869179,63.600,299.167,6106603520.000,6211260416.000,33.625,34.039,nan,nan,40,0
shasum,40,1.000,3.885,10676360.533,nan,2,0,8786058,env,160,1.000,14.270,12062037.333,nan,3,0,8937377,eat-memory,80,0.415,260.087,3498552.889,nan,1,1,7940453600,64.200,355.347,6127708160.000,6339638067.200,33.714,34.553,nan,nan,30,1
shasum,40,1.000,3.968,10633216.000,nan,3,0,8548625,env,160,1.000,14.756,12129621.333,nan,3,0,9071675,eat-memory,80,0.448,274.846,311125606.400,nan,1,1,7942420527,63.733,366.240,6247342080.000,6386675302.400,34.185,34.739,nan,nan,60,1
shasum,40,1.000,4.206,10566724.267,nan,3,0,9156670,env,160,1.000,15.357,12070365.867,nan,3,0,9095290,eat-memory,80,0.363,267.039,295686580.907,nan,1,1,8918213786,61.600,373.267,6221103104.000,6375400243.200,34.081,34.694,nan,nan,75,1
shasum,40,1.000,4.966,10437120.000,nan,2,0,5965717,env,180,1.000,21.145,12411309.105,nan,2,0,4753712,eat-memory,0,1.000,0.074,82751488.000,nan,1,0,0,61.733,134.633,6276425728.000,6212922880.000,34.304,34.051,nan,nan,60,0
shasum,40,1.000,5.953,10663936.000,nan,2,0,6214326,env,180,1.000,23.458,12120064.000,nan,2,0,4874336,eat-memory,0,1.000,0.090,62894080.000,nan,1,0,0,59.400,132.467,6089592832.000,6092704256.000,33.559,33.572,nan,nan,75,0
shasum,40,1.000,5.653,10517162.667,nan,2,0,6171193,env,180,1.000,22.334,11906218.667,nan,2,0,4992803,eat-memory,0,1.000,1.225,53302272.000,nan,1,0,0,61.200,132.850,6108413952.000,6098757632.000,33.643,33.604,nan,nan,30,0
shasum,40,1.000,4.610,10536789.333,nan,1,0,6202098,env,180,1.000,18.062,12032512.000,nan,1,0,5028569,eat-memory,20,1.000,65.271,91647317.333,nan,1,0,1088499301,62.133,174.900,6034913280.000,6072603136.000,33.353,33.502,nan,nan,30,0
shasum,40,1.000,4.872,10381653.333,nan,2,0,5858148,env,180,1.000,19.715,12018858.667,nan,2,0,4927477,eat-memory,20,1.000,69.785,97092437.333,nan,1,0,1085779485,60.067,182.017,6014906368.000,6053197312.000,33.267,33.420,nan,nan,70,0
shasum,40,1.000,4.218,10479274.667,nan,1,0,5857536,env,180,1.000,17.559,12104362.667,nan,1,0,4822299,eat-memory,20,1.000,64.893,89485482.667,nan,1,0,1086914202,60.933,169.283,6076399616.000,6104043008.000,33.514,33.623,nan,nan,75,0
shasum,40,1.000,4.336,10421760.000,nan,2,0,7761563,env,180,1.000,17.864,12061525.333,nan,2,0,7141754,eat-memory,40,1.000,147.931,151225002.667,nan,2,0,1111692765,63.200,253.900,6057680896.000,6113185280.000,33.449,33.667,nan,nan,40,0
shasum,40,1.000,3.896,10429440.000,nan,1,0,6908094,env,180,1.000,15.921,12072106.667,nan,1,0,6356396,eat-memory,40,1.000,124.196,129900373.333,nan,1,0,1094369655,59.267,217.600,5938075648.000,6018052096.000,32.968,33.285,nan,nan,75,0
shasum,40,1.000,4.328,10562730.667,nan,2,0,7384439,env,180,1.000,17.753,11988480.000,nan,2,0,6851760,eat-memory,40,1.000,143.626,3471360.000,nan,2,0,1101517672,62.933,243.300,6011547648.000,6082402816.000,33.267,33.546,nan,nan,40,0
shasum,40,1.000,4.018,10390528.000,nan,2,0,8731693,env,180,1.000,16.045,12136618.667,nan,2,0,8857654,eat-memory,60,1.000,223.357,205470890.667,nan,2,0,1185452240,60.933,306.233,5957736448.000,6083991040.000,33.014,33.515,nan,nan,70,0
shasum,40,1.000,3.647,3662189.714,nan,2,0,8833657,env,180,1.000,14.610,3174400.000,nan,2,0,8930196,eat-memory,60,1.000,207.009,222379690.667,nan,1,0,1395936073,64.662,292.348,6027941888.000,6151054336.000,33.301,33.788,nan,nan,30,0
shasum,40,1.000,3.977,10417493.333,nan,2,0,8557933,env,180,1.000,15.301,8327168.000,nan,2,0,8806860,eat-memory,60,1.000,218.531,212676778.667,nan,2,0,1239628386,62.600,300.933,6017941504.000,6136901632.000,33.255,33.727,nan,nan,70,0
shasum,40,1.000,3.879,10413260.800,nan,2,0,8899780,env,180,1.000,15.587,12039645.867,nan,2,0,8961542,eat-memory,80,0.382,257.638,239725363.200,nan,1,1,8250429608,60.800,350.253,6025482240.000,6234943897.600,33.283,34.115,nan,nan,75,1
shasum,40,1.000,4.177,10510609.067,nan,3,0,9055509,env,180,1.000,15.773,12158702.933,nan,3,0,9290267,eat-memory,80,0.388,268.242,315311172.267,nan,1,1,8384028793,63.467,366.933,6249525248.000,6393034342.400,34.186,34.754,nan,nan,30,1
shasum,40,1.000,3.689,10512715.581,nan,3,0,9288941,env,180,1.000,17.497,12156245.333,nan,3,0,9576002,eat-memory,80,0.332,269.190,3239936.000,nan,1,1,9295357154,63.400,375.933,6220492800.000,6347671142.400,34.066,34.572,nan,nan,60,1
shasum,40,1.000,5.169,10435515.733,nan,2,0,5865906,env,200,1.000,22.327,12230924.190,nan,2,0,4659254,eat-memory,0,1.000,0.094,87924736.000,nan,1,0,0,63.333,141.450,6213408768.000,6158730752.000,34.038,33.820,nan,nan,60,0
shasum,40,1.000,5.726,10513920.000,nan,2,0,5837270,env,200,1.000,25.229,12333738.667,nan,2,0,4767080,eat-memory,0,1.000,0.586,60574378.667,nan,1,0,0,62.733,139.017,6053742592.000,6048325632.000,33.410,33.386,nan,nan,45,0
shasum,40,1.000,5.663,10534570.667,nan,2,0,6041165,env,200,1.000,23.494,12219221.333,nan,2,0,4705896,eat-memory,0,1.000,0.093,59514880.000,nan,1,0,0,63.600,136.900,6030452736.000,6019609600.000,33.317,33.275,nan,nan,30,0
shasum,40,1.000,4.408,10558634.667,nan,1,0,5789203,env,200,1.000,18.815,12243968.000,nan,1,0,4762518,eat-memory,20,1.000,63.743,89072298.667,nan,1,0,1085952980,63.333,174.867,6010492928.000,6057846272.000,33.240,33.427,nan,nan,30,0
shasum,40,1.000,4.811,10720768.000,nan,2,0,5751670,env,200,1.000,21.137,12199082.667,nan,2,0,4915016,eat-memory,20,1.000,72.194,96607744.000,nan,2,0,1088336379,64.400,190.817,6042167296.000,6069992448.000,33.367,33.476,nan,nan,40,0
shasum,40,1.000,4.199,10592524.190,nan,1,0,5683213,env,200,1.000,19.224,12287317.333,nan,1,0,4838698,eat-memory,20,1.000,64.053,83044010.667,nan,1,0,1088050092,60.800,173.933,6027585536.000,6065969664.000,33.302,33.454,nan,nan,75,0
shasum,40,1.000,4.139,10526549.333,nan,2,0,7010571,env,200,1.000,18.829,12222293.333,nan,2,0,6659759,eat-memory,40,1.000,140.625,149568341.333,nan,2,0,1103701584,59.667,245.600,6030704640.000,6119433728.000,33.316,33.669,nan,nan,70,0
shasum,40,1.000,3.810,10539349.333,nan,1,0,6664285,env,200,1.000,17.032,12149418.667,nan,1,0,5895210,eat-memory,40,1.000,127.178,144701098.667,nan,1,0,1094610368,61.200,220.917,6035310592.000,6107884032.000,33.335,33.623,nan,nan,75,0
shasum,40,1.000,4.126,10589866.667,nan,2,0,6717016,env,200,1.000,18.502,12150613.333,nan,2,0,6284575,eat-memory,40,1.000,137.740,149136042.667,nan,2,0,1099673467,60.133,239.517,6044932096.000,6123310592.000,33.375,33.687,nan,nan,70,0
shasum,40,1.000,3.542,10577676.190,nan,1,0,8882150,env,200,1.000,15.291,12227754.667,nan,1,0,9315891,eat-memory,60,1.000,194.119,187188224.000,nan,1,0,1541966169,61.200,367.383,6043822080.000,6220980736.000,33.371,34.074,nan,nan,75,0
shasum,40,1.000,3.873,10404010.667,nan,2,0,8976968,env,200,1.000,16.346,12274346.667,nan,2,0,9417999,eat-memory,60,1.000,212.805,219298133.333,nan,2,0,1827028251,64.800,305.450,6034051072.000,6169164800.000,33.340,33.874,nan,nan,40,0
shasum,40,1.000,4.039,10578261.333,nan,2,0,8465510,env,200,1.000,15.963,12240998.400,nan,2,0,9286148,eat-memory,60,1.000,224.618,225401514.667,nan,2,0,1707102380,60.667,315.650,6035046400.000,6174256128.000,33.336,33.890,nan,nan,70,0
shasum,40,1.000,3.890,10489856.000,nan,2,0,9022018,env,200,1.000,16.818,12229700.267,nan,2,0,9141309,eat-memory,80,0.370,252.004,276974796.800,nan,1,1,8411110670,59.133,348.493,6080829440.000,6287126118.400,33.521,34.340,nan,nan,75,1
shasum,40,1.000,4.222,10537369.600,nan,3,0,8638086,env,200,1.000,17.680,3248128.000,nan,3,0,9680138,eat-memory,80,0.270,260.792,288987409.067,nan,1,1,10700693772,63.467,364.147,6297393152.000,6437124505.600,34.399,34.951,nan,nan,45,1
shasum,40,1.000,4.234,3508224.000,nan,2,0,8672424,env,200,1.000,17.770,3858432.000,nan,2,0,9539049,eat-memory,80,0.276,254.586,296868113.067,nan,1,1,10419298780,65.267,359.000,6223951872.000,6347039539.200,34.106,34.594,nan,nan,60,1
shasum,60,1.000,11.594,4641621.333,nan,2,0,7223281,env,0,1.000,0.147,12037120.000,nan,1,0,0,eat-memory,0,1.000,0.111,89976832.000,nan,1,0,0,65.467,99.583,6292846592.000,6263622144.000,34.384,34.265,nan,nan,30,0
shasum,60,1.000,11.713,10596522.667,nan,1,0,7358319,env,0,1.000,0.125,11823786.667,nan,1,0,0,eat-memory,0,1.000,1.028,87328426.667,nan,1,0,0,62.200,96.000,6121947136.000,6100682240.000,33.698,33.613,nan,nan,30,0
shasum,60,1.000,12.705,10619889.371,nan,2,0,7253258,env,0,1.000,0.101,10461184.000,nan,1,0,0,eat-memory,0,1.000,0.108,68370432.000,nan,1,0,0,64.800,102.783,6058500096.000,6048311808.000,33.446,33.406,nan,nan,25,0
shasum,60,1.000,10.727,10560512.000,nan,2,0,6785622,env,0,1.000,0.102,10379605.333,nan,1,0,0,eat-memory,20,1.000,75.118,24743936.000,nan,2,0,1082222616,63.333,162.383,6009051136.000,6042862592.000,33.251,33.386,nan,nan,30,0
shasum,60,1.000,9.579,10837845.333,nan,1,0,6781881,env,0,1.000,0.098,9482240.000,nan,1,0,0,eat-memory,20,1.000,68.590,8093696.000,nan,1,0,1081859761,64.333,149.683,6009962496.000,6029264896.000,33.256,33.331,nan,nan,45,0
shasum,60,1.000,10.788,10586112.000,nan,2,0,7040156,env,0,1.000,0.093,9313280.000,nan,1,0,0,eat-memory,20,1.000,75.752,3842048.000,nan,2,0,1083668616,62.067,162.067,5995405312.000,6038531584.000,33.198,33.369,nan,nan,40,0
shasum,60,1.000,7.599,10667178.667,nan,1,0,7049467,env,0,1.000,0.094,9263786.667,nan,1,0,0,eat-memory,40,1.000,129.040,149731498.667,nan,1,0,1081865314,64.067,199.383,6005739520.000,6082028032.000,33.241,33.542,nan,nan,45,0
shasum,60,1.000,8.748,10432170.667,nan,2,0,7187109,env,0,1.000,0.085,9352192.000,nan,1,0,0,eat-memory,40,1.000,143.212,3987456.000,nan,2,0,1081874455,62.600,214.283,6056759296.000,6131266048.000,33.443,33.739,nan,nan,40,0
shasum,60,1.000,7.808,10583040.000,nan,1,0,6916573,env,0,1.000,0.125,9348778.667,nan,1,0,0,eat-memory,40,1.000,128.302,150311424.000,nan,1,0,1081091374,63.600,198.083,6059581440.000,6122238976.000,33.455,33.703,nan,nan,45,0
shasum,60,1.000,6.808,10530304.000,nan,2,0,7897909,env,0,1.000,0.080,9231018.667,nan,1,0,0,eat-memory,60,1.000,208.862,199781717.333,nan,2,0,1090140399,62.600,268.750,5958973440.000,6082658304.000,33.056,33.547,nan,nan,40,0
shasum,60,1.000,6.470,10508117.333,nan,1,0,8414257,env,0,1.000,0.083,9377450.667,nan,1,0,0,eat-memory,60,1.000,191.227,206439936.000,nan,1,0,1092269072,61.933,252.650,5990273024.000,6102352384.000,33.183,33.626,nan,nan,45,0
shasum,60,1.000,6.819,10598570.667,nan,2,0,8876441,env,0,1.000,0.082,9410218.667,nan,1,0,0,eat-memory,60,1.000,213.220,198679722.667,nan,2,0,1097027420,63.533,274.367,6001238016.000,6122540032.000,33.226,33.708,nan,nan,40,0
shasum,60,1.000,5.771,10474496.000,nan,2,0,10059789,env,0,1.000,0.078,9323520.000,nan,1,0,0,eat-memory,80,1.000,236.338,255704405.333,nan,1,0,2968864935,63.200,292.083,6018445312.000,6174183936.000,33.298,33.914,nan,nan,45,0
shasum,60,1.000,5.544,10414933.333,nan,1,0,10059311,env,0,1.000,0.087,9348096.000,nan,1,0,0,eat-memory,80,1.000,239.450,3723264.000,nan,1,0,2712157164,62.467,290.500,6072930304.000,6212503552.000,33.513,34.064,nan,nan,40,0
shasum,60,1.000,5.593,10486954.667,nan,2,0,10236435,env,0,1.000,0.074,9369941.333,nan,1,0,0,eat-memory,80,1.000,237.643,260891989.333,nan,1,0,2888709283,61.267,293.033,6038806528.000,6174524416.000,33.373,33.911,nan,nan,40,0
shasum,60,1.000,6.236,10482892.800,nan,2,0,10364503,env,0,1.000,0.072,9283447.467,nan,1,0,0,eat-memory,100,0.292,288.046,309070506.667,nan,1,1,10406636978,62.800,352.867,6017689600.000,6269702553.600,33.288,34.291,nan,nan,70,1
shasum,60,1.000,6.491,10551159.467,nan,3,0,10338984,env,0,1.000,0.072,9295462.400,nan,1,0,0,eat-memory,100,0.300,310.066,348208742.400,nan,1,1,10776952417,63.933,373.773,6228416512.000,6396714188.800,34.140,34.808,nan,nan,25,1
shasum,60,1.000,6.327,10531362.133,nan,2,0,10501087,env,0,1.000,0.079,9331507.200,nan,1,0,0,eat-memory,100,0.304,287.879,352443596.800,nan,1,1,10027703674,64.733,352.253,6276169728.000,6479469772.800,34.334,35.137,nan,nan,30,1
shasum,60,1.000,12.234,10510336.000,nan,2,0,7029428,env,20,1.000,4.279,10560682.667,nan,2,0,7196867,eat-memory,0,1.000,0.102,97347754.667,nan,1,0,0,64.667,109.583,6291720192.000,6262890496.000,34.394,34.279,nan,nan,25,0
shasum,60,1.000,11.658,10702848.000,nan,2,0,7070978,env,20,1.000,4.143,12281344.000,nan,2,0,7856221,eat-memory,0,1.000,1.746,87393280.000,nan,1,0,0,64.267,109.667,6141698048.000,6107653120.000,33.797,33.660,nan,nan,45,0
shasum,60,1.000,11.031,10662400.000,nan,2,0,7153363,env,20,1.000,3.782,12255061.333,nan,1,0,7284530,eat-memory,0,1.000,0.106,70033408.000,nan,1,0,0,62.000,104.217,5987198976.000,5986926080.000,33.186,33.185,nan,nan,30,0
shasum,60,1.000,8.829,10548224.000,nan,2,0,6528783,env,20,1.000,3.410,12207679.390,nan,2,0,6618695,eat-memory,20,1.000,67.378,112047274.667,nan,2,0,1083296274,64.933,175.500,6014826496.000,6047406592.000,33.301,33.430,nan,nan,25,0
shasum,60,1.000,9.345,10471082.667,nan,2,0,6599126,env,20,1.000,3.296,12316330.667,nan,2,0,6884563,eat-memory,20,1.000,70.666,97684309.333,nan,1,0,1082728874,60.667,158.867,5992329216.000,6034400768.000,33.188,33.347,nan,nan,75,0
shasum,60,1.000,9.290,10573024.305,nan,2,0,6670146,env,20,1.000,2.773,12151978.667,nan,2,0,7058447,eat-memory,20,1.000,63.087,94052322.743,nan,2,0,1082966112,62.600,168.400,6062952448.000,6097584640.000,33.454,33.592,nan,nan,70,0
shasum,60,1.000,7.743,10507946.667,nan,2,0,7175092,env,20,1.000,2.560,12038997.333,nan,1,0,7225109,eat-memory,40,1.000,135.993,150457685.333,nan,1,0,1082396482,60.733,206.957,6052702208.000,6136351744.000,33.414,33.746,nan,nan,75,0
shasum,60,1.000,7.698,10599424.000,nan,2,0,7248828,env,20,1.000,2.450,12089631.695,nan,2,0,7842055,eat-memory,40,1.000,143.442,146494561.524,nan,2,0,1084369241,60.067,221.817,5966233600.000,6045230592.000,33.071,33.386,nan,nan,70,0
shasum,60,1.000,7.708,10477909.333,nan,2,0,7145112,env,20,1.000,2.465,12113408.000,nan,1,0,6811123,eat-memory,40,1.000,133.519,150708394.667,nan,1,0,1083895400,60.467,206.067,5982105600.000,6053035520.000,33.135,33.417,nan,nan,75,0
shasum,60,1.000,6.661,10377557.333,nan,2,0,8322332,env,20,1.000,2.112,12107434.667,nan,2,0,7749752,eat-memory,60,1.000,198.289,203525222.400,nan,2,0,1092761445,61.467,273.033,5999341568.000,6118432768.000,33.205,33.678,nan,nan,70,0
shasum,60,1.000,6.450,10526378.667,nan,2,0,8802944,env,20,1.000,2.029,12148736.000,nan,1,0,7716144,eat-memory,60,1.000,194.149,196838229.333,nan,1,0,1097154244,61.600,258.450,6000869376.000,6124781056.000,33.212,33.704,nan,nan,75,0
shasum,60,1.000,6.919,10806954.667,nan,2,0,8067120,env,20,1.000,2.251,12185088.000,nan,2,0,7701404,eat-memory,60,1.000,211.878,207666517.333,nan,2,0,1096190931,57.733,274.467,6031822848.000,6153375232.000,33.336,33.819,nan,nan,70,0
shasum,60,1.000,5.648,10593280.000,nan,1,0,10413968,env,20,1.000,1.906,12183381.333,nan,1,0,9776784,eat-memory,80,1.000,232.569,250487978.667,nan,1,0,3003166148,64.333,295.117,6073247744.000,6231826944.000,33.512,34.140,nan,nan,30,0
shasum,60,1.000,5.380,10345062.400,nan,1,0,10017614,env,20,1.000,1.875,12140270.933,nan,1,0,9350228,eat-memory,80,1.000,234.159,224738133.333,nan,1,0,2886035410,62.867,286.567,6109259776.000,6243432448.000,33.644,34.177,nan,nan,70,0
shasum,60,1.000,5.884,10521624.381,nan,1,0,10027134,env,20,1.000,1.908,12122794.667,nan,1,0,9242489,eat-memory,80,0.788,227.542,256769877.333,nan,1,1,4412419823,63.733,285.617,6147145728.000,6284895744.000,33.802,34.345,nan,nan,40,1
shasum,60,1.000,6.317,10435379.200,nan,2,0,10264649,env,20,1.000,2.119,12206080.000,nan,2,0,9478901,eat-memory,100,0.257,281.399,324497841.006,nan,1,1,11576012674,63.867,350.480,6169948160.000,6380995379.200,33.892,34.729,nan,nan,35,1
shasum,60,1.000,6.318,10421998.933,nan,3,0,10406357,env,20,1.000,2.154,3588096.000,nan,2,0,9906491,eat-memory,100,0.272,290.053,345686835.200,nan,1,1,11577013254,63.800,357.733,6332178432.000,6497182515.200,34.538,35.192,nan,nan,55,1
shasum,60,1.000,6.351,10332433.067,nan,3,0,10512370,env,20,1.000,2.039,12083336.533,nan,3,0,9904674,eat-memory,100,0.282,291.916,329257779.200,nan,1,1,11445319957,63.933,360.587,6210615296.000,6357601075.200,34.059,34.642,nan,nan,55,1
shasum,60,1.000,10.989,10642773.333,nan,2,0,6977387,env,40,1.000,7.589,12061866.667,nan,2,0,6538635,eat-memory,0,1.000,0.102,101617664.000,nan,1,0,0,65.000,113.633,6282244096.000,6225576448.000,34.346,34.119,nan,nan,55,0
shasum,60,1.000,9.857,10651648.000,nan,1,0,6759603,env,40,1.000,6.803,12323328.000,nan,1,0,6759250,eat-memory,0,1.000,0.103,69898240.000,nan,1,0,0,60.400,104.233,6041931776.000,6045925888.000,33.386,33.402,nan,nan,75,0
shasum,60,1.000,9.866,10667690.667,nan,2,0,7008930,env,40,1.000,6.286,12181528.381,nan,2,0,6627198,eat-memory,0,1.000,0.105,44037188.267,nan,1,0,0,58.667,113.950,6021990400.000,6022420480.000,33.308,33.311,nan,nan,70,0
shasum,60,1.000,9.540,10633045.333,nan,2,0,6656761,env,40,1.000,6.431,12166656.000,nan,2,0,6599526,eat-memory,20,1.000,73.231,3796992.000,nan,2,0,1084354207,63.600,171.867,6044037120.000,6086065664.000,33.406,33.572,nan,nan,30,0
shasum,60,1.000,8.426,10476373.333,nan,1,0,6577556,env,40,1.000,5.934,12121941.333,nan,1,0,6677715,eat-memory,20,1.000,66.861,4233329.778,nan,1,0,1083759116,65.200,162.883,6078711808.000,6106879488.000,33.546,33.656,nan,nan,30,0
shasum,60,1.000,9.220,10575701.333,nan,2,0,6816448,env,40,1.000,6.276,12213418.667,nan,2,0,6745260,eat-memory,20,1.000,74.882,98003968.000,nan,2,0,1086394096,63.867,172.383,6045331456.000,6076605440.000,33.410,33.532,nan,nan,40,0
shasum,60,1.000,7.234,10484224.000,nan,1,0,6929341,env,40,1.000,4.745,12215330.133,nan,1,0,6829055,eat-memory,40,1.000,129.236,133690914.133,nan,1,0,1085437131,65.133,211.317,6075074560.000,6144771584.000,33.533,33.808,nan,nan,30,0
shasum,60,1.000,7.730,10485418.667,nan,2,0,7059775,env,40,1.000,5.066,12149589.333,nan,2,0,6599301,eat-memory,40,1.000,143.068,150363648.000,nan,2,0,1085788107,59.800,221.367,6030442496.000,6119283200.000,33.346,33.700,nan,nan,70,0
shasum,60,1.000,7.367,10618504.533,nan,1,0,7044951,env,40,1.000,4.660,12182016.000,nan,1,0,6416554,eat-memory,40,1.000,125.194,145145856.000,nan,1,0,1084181914,57.400,200.667,6063185920.000,6136555520.000,33.478,33.769,nan,nan,75,0
shasum,60,1.000,6.397,10455722.667,nan,2,0,8617867,env,40,1.000,4.241,12189866.667,nan,2,0,8168530,eat-memory,60,1.000,209.263,207209472.000,nan,2,0,1110540396,62.867,275.883,6054692864.000,6178073088.000,33.445,33.936,nan,nan,70,0
shasum,60,1.000,6.743,10473813.333,nan,2,0,8702164,env,40,1.000,4.133,12262297.600,nan,2,0,7994704,eat-memory,60,1.000,220.836,207376384.000,nan,2,0,1106073708,60.333,284.083,6058266624.000,6183036416.000,33.460,33.956,nan,nan,70,0
shasum,60,1.000,6.232,10497024.000,nan,2,0,8769645,env,40,1.000,4.136,12390297.600,nan,2,0,8098868,eat-memory,60,1.000,193.938,206021802.667,nan,1,0,1100740019,60.667,264.733,6032451584.000,6155523072.000,33.359,33.848,nan,nan,75,0
shasum,60,1.000,5.776,3289088.000,nan,3,0,9806874,env,40,1.000,4.158,12165724.648,nan,3,0,8562975,eat-memory,80,0.726,290.676,3364864.000,nan,2,1,4918799008,60.467,376.240,6093424640.000,6300635955.200,33.604,34.426,nan,nan,70,1
shasum,60,1.000,6.371,3801088.000,nan,3,0,10385668,env,40,1.000,4.077,12136994.133,nan,3,0,9618846,eat-memory,80,0.683,293.560,305785105.067,nan,2,1,5245866593,65.400,365.933,6207657984.000,6383368601.600,34.055,34.752,nan,nan,65,1
shasum,60,1.000,6.359,3964928.000,nan,2,0,10478943,env,40,1.000,4.284,12217821.867,nan,2,0,10010218,eat-memory,80,0.573,279.804,299860787.200,nan,1,1,6510202941,64.600,357.040,6231572480.000,6403296870.400,34.149,34.832,nan,nan,65,1
shasum,60,1.000,9.788,10573677.714,nan,2,0,6888889,env,60,1.000,11.295,12190481.067,nan,2,0,7006400,eat-memory,0,1.000,0.091,77324288.000,nan,1,0,0,65.333,123.567,6305409024.000,6279701504.000,34.454,34.350,nan,nan,30,0
shasum,60,1.000,10.760,10694144.000,nan,2,0,6679391,env,60,1.000,10.387,12108458.667,nan,2,0,6248344,eat-memory,0,1.000,1.140,70378496.000,nan,1,0,0,62.067,120.517,6205782016.000,6170641408.000,34.056,33.914,nan,nan,45,0
shasum,60,1.000,10.716,10824192.000,nan,2,0,7086683,env,60,1.000,10.403,12345002.667,nan,2,0,6484807,eat-memory,0,1.000,0.100,60624896.000,nan,1,0,0,64.000,117.700,6137327616.000,6129129472.000,33.786,33.753,nan,nan,30,0
shasum,60,1.000,8.476,10634093.714,nan,2,0,6556152,env,60,1.000,8.348,12206318.933,nan,2,0,6546964,eat-memory,20,1.000,64.967,89064643.048,nan,2,0,1084217254,60.667,178.000,6042005504.000,6078791680.000,33.400,33.547,nan,nan,70,0
shasum,60,1.000,8.564,10477226.667,nan,2,0,6162350,env,60,1.000,8.382,12140202.667,nan,2,0,5963222,eat-memory,20,1.000,70.350,96114517.333,nan,1,0,1083890836,60.600,167.650,6072100864.000,6115679232.000,33.520,33.694,nan,nan,75,0
shasum,60,1.000,8.396,10574165.333,nan,2,0,6139804,env,60,1.000,8.445,12066172.343,nan,2,0,6024073,eat-memory,20,1.000,61.534,87834999.467,nan,2,0,1083553033,61.000,176.333,6098831360.000,6140196352.000,33.596,33.761,nan,nan,70,0
shasum,60,1.000,7.273,10663765.333,nan,2,0,7470328,env,60,1.000,6.884,12160000.000,nan,2,0,7130966,eat-memory,40,1.000,140.266,149488298.667,nan,1,0,1092189312,64.867,230.450,6131310592.000,6205285888.000,33.738,34.029,nan,nan,30,0
shasum,60,1.000,6.776,10586350.933,nan,2,0,7062939,env,60,1.000,7.184,12127466.057,nan,2,0,6432581,eat-memory,40,1.000,123.837,127124197.181,nan,2,0,1086958749,60.933,231.367,5971836928.000,6050620928.000,33.090,33.403,nan,nan,70,0
shasum,60,1.000,7.180,10505216.000,nan,2,0,7053096,env,60,1.000,7.026,12122282.667,nan,2,0,6779715,eat-memory,40,1.000,133.940,149432490.667,nan,1,0,1088162663,59.000,216.100,5994489856.000,6071123968.000,33.181,33.486,nan,nan,75,0
shasum,60,1.000,6.538,10577705.448,nan,2,0,9363736,env,60,1.000,5.567,12134829.105,nan,2,0,8948693,eat-memory,60,1.000,186.492,187386299.733,nan,2,0,1119467487,62.200,290.883,5997225984.000,6102172672.000,33.193,33.610,nan,nan,70,0
shasum,60,1.000,5.693,10454698.667,nan,2,0,7968361,env,60,1.000,5.858,12111530.667,nan,2,0,7621638,eat-memory,60,1.000,193.636,206460416.000,nan,1,0,1101619941,59.400,263.533,6002632704.000,6118407680.000,33.215,33.675,nan,nan,75,0
shasum,60,1.000,6.614,10510921.143,nan,2,0,7878817,env,60,1.000,6.287,12137935.238,nan,2,0,8197639,eat-memory,60,1.000,206.246,202211059.810,nan,2,0,1124790850,57.733,283.650,5987229696.000,6109563392.000,33.156,33.642,nan,nan,70,0
shasum,60,1.000,6.217,10523443.200,nan,2,0,10085303,env,60,1.000,6.536,12060945.067,nan,2,0,9314067,eat-memory,80,0.530,280.763,287462604.800,nan,1,1,6707535850,62.133,357.227,6043668480.000,6263009689.600,33.381,34.253,nan,nan,75,1
shasum,60,1.000,6.489,10548545.829,nan,3,0,10496294,env,60,1.000,6.137,12088310.248,nan,3,0,10122847,eat-memory,80,0.334,276.756,305342112.914,nan,1,1,9116474733,63.959,379.064,6199060480.000,6363109376.000,34.004,34.655,nan,nan,60,1
