function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,60.200,60.200,5755705344.000,5755705344.000,31.611,31.611,nan,nan,10,0
shasum,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,59.933,59.933,5753135104.000,5753135104.000,31.602,31.602,nan,nan,25,0
shasum,0,1.000,0.000,0.000,nan,1,0,0,env,0,1.000,0.000,0.000,nan,1,0,0,eat-memory,0,1.000,0.000,0.000,nan,1,0,0,59.933,59.933,5753135104.000,5753135104.000,31.602,31.602,nan,nan,10,0
shasum,0,1.000,0.096,4007424.000,nan,1,0,0,env,0,1.000,0.097,4201472.000,nan,1,0,0,eat-memory,20,1.000,68.417,60610560.000,nan,1,0,1080313594,59.933,126.900,5778065408.000,5815905792.000,31.702,31.852,nan,nan,20,0
shasum,0,1.000,0.097,4409685.333,nan,1,0,0,env,0,1.000,0.096,4469062.705,nan,1,0,0,eat-memory,20,1.000,76.720,66429098.667,nan,2,0,1079188333,59.733,133.367,5702758400.000,5733843456.000,31.406,31.529,nan,nan,40,0
shasum,0,1.000,0.102,4581717.333,nan,1,0,0,env,0,1.000,0.093,4694528.000,nan,1,0,0,eat-memory,20,1.000,72.389,67229525.333,nan,1,0,1080089142,61.333,128.233,5762381824.000,5801181696.000,31.646,31.799,nan,nan,30,0
shasum,0,1.000,0.094,4775253.333,nan,1,0,0,env,0,1.000,0.080,4923270.095,nan,1,0,0,eat-memory,40,1.000,150.641,3420160.000,nan,2,0,1078644811,60.733,197.517,5742635008.000,5826079232.000,31.564,31.896,nan,nan,40,0
shasum,0,1.000,0.095,5088597.333,nan,1,0,0,env,0,1.000,0.085,5134848.000,nan,1,0,0,eat-memory,40,1.000,137.706,4012942.222,nan,1,0,1077786830,63.133,187.050,5766330368.000,5844152320.000,31.664,31.972,nan,nan,30,0
shasum,0,1.000,0.085,5309610.667,nan,1,0,0,env,0,1.000,0.099,5367466.667,nan,1,0,0,eat-memory,40,1.000,138.640,3375104.000,nan,2,0,1078804537,55.867,197.200,5768833024.000,5847693312.000,31.671,31.985,nan,nan,40,0
shasum,0,1.000,0.081,5504000.000,nan,1,0,0,env,0,1.000,0.088,5630976.000,nan,1,0,0,eat-memory,60,1.000,196.455,11085824.000,nan,1,0,1079646925,63.200,238.150,5754923008.000,5877660160.000,31.617,32.104,nan,nan,45,0
shasum,0,1.000,0.081,5796015.543,nan,1,0,0,env,0,1.000,0.082,5843212.190,nan,1,0,0,eat-memory,60,1.000,215.236,2940928.000,nan,2,0,1079876485,58.333,255.050,5775413248.000,5886986240.000,31.699,32.143,nan,nan,40,0
shasum,0,1.000,0.079,6006101.333,nan,1,0,0,env,0,1.000,0.081,6084437.333,nan,1,0,0,eat-memory,60,1.000,248.663,10417584.356,nan,1,0,1247428819,60.200,280.433,5770135552.000,5911041024.000,31.682,32.241,nan,nan,30,0
shasum,0,1.000,0.082,6262019.413,nan,1,0,0,env,0,1.000,0.087,6348850.712,nan,1,0,0,eat-memory,80,0.654,321.115,85221888.000,nan,2,1,6375859941,63.267,371.960,5784229888.000,6036029030.400,31.738,32.742,nan,nan,55,1
shasum,0,1.000,0.081,7031808.000,nan,1,0,0,env,0,1.000,0.106,7143253.333,nan,1,0,0,eat-memory,80,0.932,246.803,15271936.000,nan,1,0,4035466835,65.467,295.617,5905324032.000,6043384832.000,32.232,32.780,nan,nan,35,0
shasum,0,1.000,0.112,6224554.667,nan,1,0,0,env,0,1.000,0.124,6631082.667,nan,1,0,0,eat-memory,80,0.940,246.759,3694592.000,nan,1,0,4192774786,64.600,289.133,5901060096.000,6038616064.000,32.215,32.761,nan,nan,50,0
shasum,0,1.000,0.069,5382280.533,nan,1,0,0,env,0,1.000,0.077,5601280.000,nan,1,0,0,eat-memory,100,0.398,300.391,299838532.267,nan,1,1,8178426458,62.200,345.200,5882265600.000,6108788326.400,32.140,33.041,nan,nan,35,1
shasum,0,1.000,0.073,5328896.000,nan,1,0,0,env,0,1.000,0.082,5630771.200,nan,1,0,0,eat-memory,100,0.480,304.224,354390562.133,nan,1,1,7426103918,59.933,347.133,6000003072.000,6219301273.600,32.618,33.488,nan,nan,30,1
shasum,0,1.000,0.077,5366988.800,nan,1,0,0,env,0,1.000,0.071,5693986.133,nan,1,0,0,eat-memory,100,0.386,307.839,346430805.333,nan,1,1,8795729320,60.600,351.253,6040522752.000,6169003622.400,32.780,33.290,nan,nan,30,1
shasum,0,1.000,0.111,5475669.333,nan,1,0,0,env,20,1.000,4.078,7750144.000,nan,1,0,7442661,eat-memory,0,1.000,0.101,93020160.000,nan,1,0,0,58.600,70.983,5894938624.000,5904690176.000,32.204,32.243,nan,nan,30,0
shasum,0,1.000,0.101,5554449.067,nan,1,0,0,env,20,1.000,4.569,10468693.333,nan,2,0,7485491,eat-memory,0,1.000,0.544,92166826.667,nan,1,0,0,64.467,81.433,5889505280.000,5874760704.000,32.184,32.125,nan,nan,25,0
shasum,0,1.000,0.101,5481813.333,nan,1,0,0,env,20,1.000,4.519,10536789.333,nan,2,0,7631363,eat-memory,0,1.000,0.109,62029824.000,nan,1,0,0,64.533,78.650,5846726656.000,5834857984.000,32.015,31.967,nan,nan,30,0
shasum,0,1.000,0.100,5545984.000,nan,1,0,0,env,20,1.000,3.700,10423296.000,nan,1,0,6554911,eat-memory,20,1.000,71.013,112712192.000,nan,1,0,1079691525,63.933,139.783,5837791232.000,5882795008.000,31.981,32.159,nan,nan,30,0
shasum,0,1.000,0.092,5595018.971,nan,1,0,0,env,20,1.000,3.582,10685542.400,nan,2,0,7171890,eat-memory,20,1.000,73.176,3751936.000,nan,2,0,1082711910,61.200,149.033,5844148224.000,5883064832.000,32.007,32.161,nan,nan,40,0
shasum,0,1.000,0.105,5658112.000,nan,1,0,0,env,20,1.000,3.981,10445312.000,nan,1,0,8620338,eat-memory,20,1.000,71.371,4210460.444,nan,1,0,1083266558,64.733,141.333,5857552384.000,5895243264.000,32.066,32.214,nan,nan,30,0
shasum,0,1.000,0.087,5723511.467,nan,1,0,0,env,20,1.000,2.920,10679808.000,nan,2,0,7383998,eat-memory,40,1.000,137.089,132860298.971,nan,2,0,1080132190,65.333,208.617,5869588480.000,5938512896.000,32.110,32.382,nan,nan,40,0
shasum,0,1.000,0.093,5658112.000,nan,1,0,0,env,20,1.000,2.947,10551808.000,nan,1,0,6861741,eat-memory,40,1.000,135.931,147006122.667,nan,1,0,1079620405,61.067,193.150,5870417920.000,5951268864.000,32.109,32.430,nan,nan,75,0
shasum,0,1.000,0.097,5604352.000,nan,1,0,0,env,20,1.000,3.207,10519517.867,nan,2,0,7253869,eat-memory,40,1.000,135.623,138455893.333,nan,2,0,1080057234,62.000,207.400,5895696384.000,5964411392.000,32.215,32.487,nan,nan,40,0
shasum,0,1.000,0.098,5704021.333,nan,1,0,0,env,20,1.000,2.277,10792789.333,nan,1,0,8203332,eat-memory,60,1.000,202.073,200565248.000,nan,1,0,1085333537,59.400,246.517,5838088192.000,5959250944.000,31.983,32.464,nan,nan,75,0
shasum,0,1.000,0.080,5709824.000,nan,1,0,0,env,20,1.000,2.280,10486954.667,nan,2,0,8213016,eat-memory,60,1.000,219.733,190951082.667,nan,2,0,1087940777,62.067,269.800,5859176448.000,5972113920.000,32.071,32.518,nan,nan,40,0
shasum,0,1.000,0.079,5712725.333,nan,1,0,0,env,20,1.000,2.261,10521258.667,nan,1,0,7480025,eat-memory,60,1.000,195.814,199101098.667,nan,1,0,1083018211,65.267,245.683,5857267712.000,5963772416.000,32.066,32.487,nan,nan,45,0
shasum,0,1.000,0.073,5750057.448,nan,1,0,0,env,20,1.000,2.039,10526549.333,nan,2,0,10380868,eat-memory,80,1.000,278.196,254762803.200,nan,2,0,1666205156,62.600,320.200,5872654336.000,6031624192.000,32.127,32.757,nan,nan,40,0
shasum,0,1.000,0.077,5695658.667,nan,1,0,0,env,20,1.000,1.866,10563584.000,nan,1,0,9963734,eat-memory,80,1.000,247.337,245773141.333,nan,1,0,1632818341,60.000,284.333,5891254272.000,6044449280.000,32.196,32.804,nan,nan,75,0
shasum,0,1.000,0.079,5721429.333,nan,1,0,0,env,20,1.000,2.033,10511701.333,nan,2,0,9656757,eat-memory,80,1.000,260.005,263269717.333,nan,2,0,1877292178,61.933,302.817,5898170368.000,6057601536.000,32.226,32.859,nan,nan,40,0
shasum,0,1.000,0.073,5684974.933,nan,1,0,0,env,20,1.000,2.263,3319808.000,nan,3,0,9988536,eat-memory,100,0.371,320.225,322511257.600,nan,1,1,9356554698,63.400,372.067,5921130496.000,6155026432.000,32.323,33.252,nan,nan,25,1
shasum,0,1.000,0.075,5591040.000,nan,1,0,0,env,20,1.000,2.304,3810986.667,nan,2,0,9829140,eat-memory,100,0.312,307.662,328849544.533,nan,1,1,10093449683,64.867,359.320,6045140992.000,6260783923.200,32.824,33.677,nan,nan,30,1
shasum,0,1.000,0.068,5672460.678,nan,1,0,0,env,20,1.000,2.334,10538871.467,nan,3,0,10306433,eat-memory,100,0.368,300.630,329760955.246,nan,1,1,9239964369,58.467,372.800,6113929216.000,6284906086.400,33.095,33.773,nan,nan,25,1
shasum,0,1.000,0.103,5755733.333,nan,1,0,0,env,40,1.000,8.244,10656597.333,nan,2,0,7241877,eat-memory,0,1.000,0.093,94199808.000,nan,1,0,0,64.867,90.017,6090727424.000,6075064832.000,33.009,32.945,nan,nan,30,0
shasum,0,1.000,0.096,5780821.333,nan,1,0,0,env,40,1.000,7.964,10866517.333,nan,1,0,7156902,eat-memory,0,1.000,1.271,90100736.000,nan,1,0,0,64.867,88.583,5989009408.000,5961221120.000,32.602,32.490,nan,nan,30,0
shasum,0,1.000,0.098,5817036.800,nan,1,0,0,env,40,1.000,7.479,10684635.429,nan,2,0,6943223,eat-memory,0,1.000,0.100,68390912.000,nan,1,0,0,63.400,89.567,5902319616.000,5889869824.000,32.254,32.204,nan,nan,25,0
shasum,0,1.000,0.088,5809152.000,nan,1,0,0,env,40,1.000,7.509,10643456.000,nan,2,0,6650271,eat-memory,20,1.000,75.280,3596288.000,nan,2,0,1081287129,63.733,153.850,5873825792.000,5912407552.000,32.141,32.294,nan,nan,30,0
shasum,0,1.000,0.108,5743957.333,nan,1,0,0,env,40,1.000,6.927,10555904.000,nan,1,0,7279011,eat-memory,20,1.000,68.152,94637738.667,nan,1,0,1081927276,59.000,139.617,5869772800.000,5897100800.000,32.122,32.230,nan,nan,75,0
shasum,0,1.000,0.092,5722112.000,nan,1,0,0,env,40,1.000,7.425,10626730.667,nan,2,0,6869700,eat-memory,20,1.000,75.270,94769152.000,nan,2,0,1083195757,59.933,152.817,5843961856.000,5885282816.000,32.024,32.188,nan,nan,40,0
shasum,0,1.000,0.085,5598037.333,nan,1,0,0,env,40,1.000,5.676,10523306.667,nan,1,0,6621154,eat-memory,40,1.000,131.180,146617514.667,nan,1,0,1081424433,62.533,195.667,5893904384.000,5965902848.000,32.227,32.512,nan,nan,30,0
shasum,0,1.000,0.085,5599232.000,nan,1,0,0,env,40,1.000,6.201,3223552.000,nan,2,0,7731368,eat-memory,40,1.000,147.699,148099925.333,nan,2,0,1083179059,62.467,210.950,5882554368.000,5956664832.000,32.179,32.472,nan,nan,40,0
shasum,0,1.000,0.089,5599232.000,nan,1,0,0,env,40,1.000,5.375,5261209.600,nan,1,0,7515075,eat-memory,40,1.000,137.079,148604928.000,nan,1,0,1085988107,63.867,201.433,5897564160.000,5973690880.000,32.243,32.544,nan,nan,30,0
shasum,0,1.000,0.084,5703338.667,nan,1,0,0,env,40,1.000,4.599,3284992.000,nan,2,0,8166478,eat-memory,60,1.000,215.068,3528704.000,nan,2,0,1087903149,59.467,263.100,5887823872.000,6005672960.000,32.200,32.667,nan,nan,40,0
shasum,0,1.000,0.078,5743616.000,nan,1,0,0,env,40,1.000,4.308,4056234.667,nan,1,0,7711969,eat-memory,60,1.000,191.190,202647210.667,nan,1,0,1084596134,64.467,246.583,5917274112.000,6036758016.000,32.322,32.795,nan,nan,30,0
shasum,0,1.000,0.076,5710165.333,nan,1,0,0,env,40,1.000,4.734,10861568.000,nan,2,0,7750945,eat-memory,60,1.000,204.958,202267648.000,nan,2,0,1087425621,61.267,262.467,5925238784.000,6035419648.000,32.351,32.788,nan,nan,40,0
shasum,0,1.000,0.084,5693781.333,nan,1,0,0,env,40,1.000,3.847,10794837.333,nan,1,0,9547024,eat-memory,80,1.000,237.704,256820053.333,nan,1,0,2175197825,64.933,290.933,5896990720.000,6057307648.000,32.238,32.873,nan,nan,60,0
shasum,0,1.000,0.080,5580800.000,nan,1,0,0,env,40,1.000,4.023,10752682.667,nan,2,0,9868727,eat-memory,80,1.000,254.273,278537386.667,nan,1,0,2182838469,60.867,297.700,5951766528.000,6097849344.000,32.455,33.034,nan,nan,40,0
shasum,0,1.000,0.083,5759488.000,nan,1,0,0,env,40,1.000,4.131,10653866.667,nan,2,0,9564915,eat-memory,80,1.000,258.591,3325952.000,nan,2,0,1847913768,60.067,304.933,5953433600.000,6099286016.000,32.460,33.039,nan,nan,70,0
shasum,0,1.000,0.074,5773858.133,nan,1,0,0,env,40,1.000,4.373,10756778.667,nan,3,0,9886590,eat-memory,100,0.372,317.136,3920440.889,nan,1,1,9717058784,62.400,372.627,5969483776.000,6195872972.800,32.530,33.430,nan,nan,25,1
shasum,0,1.000,0.067,5699037.867,nan,1,0,0,env,40,1.000,4.212,10835012.267,nan,2,0,9895240,eat-memory,100,0.307,295.545,339782041.600,nan,1,1,9975657380,64.667,354.987,6122100736.000,6309557452.800,33.149,33.890,nan,nan,30,1
shasum,0,1.000,0.077,5730920.350,nan,1,0,0,env,40,1.000,4.085,10687228.587,nan,3,0,9907801,eat-memory,100,0.342,280.234,306476490.362,nan,1,1,9728861189,61.933,379.707,6170150912.000,6348981043.200,33.338,34.047,nan,nan,25,1
shasum,0,1.000,0.099,5784576.000,nan,1,0,0,env,60,1.000,11.977,10892629.333,nan,2,0,6691036,eat-memory,0,1.000,0.093,100110336.000,nan,1,0,0,65.067,100.483,6191648768.000,6157350400.000,33.426,33.287,nan,nan,30,0
shasum,0,1.000,0.104,5584384.000,nan,1,0,0,env,60,1.000,11.552,10931029.333,nan,2,0,6830341,eat-memory,0,1.000,1.044,97731242.667,nan,1,0,0,63.400,99.683,6011201536.000,5960194048.000,32.703,32.500,nan,nan,30,0
shasum,0,1.000,0.098,5584213.333,nan,1,0,0,env,60,1.000,11.104,11154432.000,nan,1,0,6833179,eat-memory,0,1.000,0.127,62650368.000,nan,1,0,0,60.067,92.083,5858037760.000,5860243456.000,32.095,32.103,nan,nan,30,0
shasum,0,1.000,0.090,5638144.000,nan,1,0,0,env,60,1.000,10.469,10879975.619,nan,2,0,6454442,eat-memory,20,1.000,71.435,3506176.000,nan,2,0,1081903988,61.200,160.833,5862191104.000,5901490688.000,32.110,32.265,nan,nan,40,0
shasum,0,1.000,0.095,5699072.000,nan,1,0,0,env,60,1.000,8.227,11066880.000,nan,2,0,23574773,eat-memory,20,1.000,92.777,4047416.889,nan,1,0,1137702543,62.933,171.083,5890818048.000,5930081280.000,32.230,32.384,nan,nan,30,0
shasum,0,1.000,0.090,5609130.667,nan,1,0,0,env,60,1.000,10.050,11303424.000,nan,2,0,6875711,eat-memory,20,1.000,79.925,96260437.333,nan,2,0,1087838251,62.267,166.650,5917722624.000,5949987840.000,32.342,32.468,nan,nan,25,0
shasum,0,1.000,0.079,5647360.000,nan,1,0,0,env,60,1.000,7.609,11084800.000,nan,2,0,7218568,eat-memory,40,1.000,141.133,148486826.667,nan,1,0,1088700364,62.067,211.167,5900951552.000,5974159872.000,32.271,32.560,nan,nan,30,0
shasum,0,1.000,0.067,5554176.000,nan,1,0,0,env,60,1.000,8.434,11154944.000,nan,2,0,7208055,eat-memory,40,1.000,141.361,142211208.533,nan,2,0,1089071616,61.933,228.050,5890629632.000,5971226112.000,32.235,32.553,nan,nan,25,0
shasum,0,1.000,0.087,5583530.667,nan,1,0,0,env,60,1.000,7.705,11181738.667,nan,2,0,7222891,eat-memory,40,1.000,142.512,149689002.667,nan,1,0,1090909178,58.933,211.808,5899128832.000,5974725632.000,32.266,32.565,nan,nan,30,0
shasum,0,1.000,0.076,5611520.000,nan,1,0,0,env,60,1.000,7.158,11018313.143,nan,2,0,8115589,eat-memory,60,1.000,197.296,3967863.467,nan,2,0,1112956838,62.933,276.233,5928495104.000,6041169920.000,32.390,32.835,nan,nan,25,0
shasum,0,1.000,0.090,5615616.000,nan,1,0,0,env,60,1.000,6.500,11128490.667,nan,2,0,8462438,eat-memory,60,1.000,205.868,204802218.667,nan,1,0,1099791653,62.867,266.200,5911017472.000,6036703744.000,32.316,32.813,nan,nan,30,0
shasum,0,1.000,0.077,5652528.762,nan,1,0,0,env,60,1.000,6.486,11010077.257,nan,2,0,8706031,eat-memory,60,1.000,222.615,209386227.810,nan,2,0,1120325539,62.867,296.150,5941219328.000,6062419456.000,32.430,32.911,nan,nan,70,0
shasum,0,1.000,0.076,5654391.467,nan,1,0,0,env,60,1.000,6.787,11064797.867,nan,3,0,10532726,eat-memory,80,0.560,297.727,4052878.222,nan,1,1,6510071495,64.467,364.933,5994264576.000,6214786662.400,32.647,33.521,nan,nan,30,1
shasum,0,1.000,0.091,5687544.686,nan,1,0,0,env,60,1.000,5.600,11027626.667,nan,2,0,10062332,eat-memory,80,0.995,241.952,269328296.229,nan,2,0,3056506332,64.867,324.583,6099429376.000,6194956800.000,33.044,33.414,nan,nan,60,0
shasum,0,1.000,0.086,5775701.333,nan,1,0,0,env,60,1.000,5.993,11099136.000,nan,2,0,10302246,eat-memory,80,0.770,247.277,260300117.333,nan,2,1,4456857284,61.133,299.983,5966723072.000,6096639488.000,32.494,33.009,nan,nan,70,1
shasum,0,1.000,0.101,5738837.333,nan,1,0,0,env,80,1.000,14.255,11260416.000,nan,2,0,6453867,eat-memory,0,1.000,31.310,102872746.667,nan,1,0,0,64.333,106.117,6014529536.000,6010764800.000,32.693,32.677,nan,nan,20,0
shasum,0,1.000,0.113,5750101.333,nan,1,0,0,env,80,1.000,13.979,11242154.667,nan,1,0,6570834,eat-memory,0,1.000,0.101,64454656.000,nan,1,0,0,64.333,101.800,5992323072.000,5982890496.000,32.602,32.564,nan,nan,30,0
shasum,0,1.000,0.098,5695390.476,nan,1,0,0,env,80,1.000,14.459,11383091.200,nan,2,0,6373627,eat-memory,0,1.000,0.534,49943381.333,nan,1,0,0,63.733,107.400,5933377536.000,5938051072.000,32.367,32.386,nan,nan,25,0
shasum,0,1.000,0.094,5723306.667,nan,1,0,0,env,80,1.000,12.806,11156992.000,nan,2,0,6179956,eat-memory,20,1.000,76.304,101750613.333,nan,1,0,1085165265,60.672,164.474,5936871424.000,5977490944.000,32.382,32.544,nan,nan,30,0
shasum,0,1.000,0.093,5694464.000,nan,1,0,0,env,80,1.000,10.796,11201092.267,nan,1,0,5908050,eat-memory,20,1.000,69.960,96946141.867,nan,1,0,1083916932,60.133,187.317,5934045184.000,5972262912.000,32.369,32.520,nan,nan,75,0
shasum,0,1.000,0.087,5741568.000,nan,1,0,0,env,80,1.000,12.651,11345749.333,nan,2,0,6211818,eat-memory,20,1.000,75.921,3923968.000,nan,1,0,1085338182,61.267,164.583,5924798464.000,5959665152.000,32.337,32.474,nan,nan,40,0
shasum,0,1.000,0.072,5648179.200,nan,1,0,0,env,80,1.000,9.269,11138389.333,nan,2,0,6557631,eat-memory,40,1.000,130.932,121248938.667,nan,2,0,1087679403,57.867,232.450,5911764992.000,5995143168.000,32.283,32.614,nan,nan,70,0
shasum,0,1.000,0.075,5654186.667,nan,1,0,0,env,80,1.000,10.244,3403776.000,nan,2,0,7131690,eat-memory,40,1.000,148.790,3522560.000,nan,2,0,1092615363,61.533,226.233,5944166400.000,6018377728.000,32.419,32.713,nan,nan,30,0
shasum,0,1.000,0.075,5627733.333,nan,1,0,0,env,80,1.000,9.673,5925239.467,nan,2,0,6806295,eat-memory,40,1.000,136.067,3989299.200,nan,2,0,1088677179,62.667,237.267,5947402240.000,6014685184.000,32.434,32.699,nan,nan,25,0
shasum,0,1.000,0.084,5655040.000,nan,1,0,0,env,80,1.000,8.693,11068074.667,nan,2,0,9318493,eat-memory,60,1.000,214.947,2326528.000,nan,2,0,1131987811,63.200,281.150,5914050560.000,6032190464.000,32.302,32.770,nan,nan,30,0
shasum,0,1.000,0.081,5701802.667,nan,1,0,0,env,80,1.000,8.175,11189101.714,nan,1,0,8332694,eat-memory,60,1.000,193.641,3874702.222,nan,1,0,1097947588,64.867,258.800,5912598528.000,6026755072.000,32.297,32.748,nan,nan,30,0
shasum,0,1.000,0.081,5716650.667,nan,1,0,0,env,80,1.000,8.923,11262976.000,nan,2,0,8488627,eat-memory,60,1.000,211.989,204550144.000,nan,2,0,1105789371,60.733,278.167,5922951168.000,6038416384.000,32.334,32.792,nan,nan,40,0
shasum,0,1.000,0.081,5665450.667,nan,1,0,0,env,80,1.000,7.582,3990971.733,nan,2,0,10391803,eat-memory,80,0.682,234.036,249173333.333,nan,1,1,5105678151,61.533,294.450,5947918336.000,6099662848.000,32.439,33.040,nan,nan,30,1
shasum,0,1.000,0.081,5723794.286,nan,1,0,0,env,80,1.000,7.564,10992981.333,nan,2,0,9380674,eat-memory,80,0.682,266.621,301242368.000,nan,1,1,5084692689,61.867,287.683,6038130688.000,6175541760.000,32.797,33.341,nan,nan,20,1
shasum,0,1.000,0.076,5685638.095,nan,1,0,0,env,80,1.000,8.099,11246250.667,nan,3,0,10919649,eat-memory,80,0.665,278.023,3448832.000,nan,2,1,5385496946,64.533,382.613,6040612864.000,6207947980.800,32.807,33.471,nan,nan,30,1
shasum,0,1.000,0.100,5665962.667,nan,1,0,0,env,100,1.000,18.313,11262293.333,nan,2,0,6128150,eat-memory,0,1.000,0.096,72515584.000,nan,1,0,0,64.000,115.617,6081540096.000,6060324352.000,32.975,32.888,nan,nan,35,0
shasum,0,1.000,0.100,5632000.000,nan,1,0,0,env,100,1.000,16.933,11233109.333,nan,2,0,6125239,eat-memory,0,1.000,1.384,64532992.000,nan,1,0,0,65.000,111.900,6047602688.000,6032046592.000,32.835,32.771,nan,nan,45,0
shasum,0,1.000,0.095,5782186.667,nan,1,0,0,env,100,1.000,15.849,11334314.667,nan,1,0,6275997,eat-memory,0,1.000,0.082,51621888.000,nan,1,0,0,63.267,104.217,5990598656.000,5982722560.000,32.609,32.576,nan,nan,45,0
shasum,0,1.000,0.087,5817856.000,nan,1,0,0,env,100,1.000,14.184,11182811.429,nan,2,0,6087121,eat-memory,20,1.000,69.217,89447121.676,nan,2,0,1086644634,59.333,173.567,5951883264.000,5991764480.000,32.454,32.612,nan,nan,40,0
shasum,0,1.000,0.094,5899776.000,nan,1,0,0,env,100,1.000,14.441,11187370.667,nan,2,0,6081055,eat-memory,20,1.000,73.365,94573056.000,nan,1,0,1086809848,60.067,164.650,5926627328.000,5971725312.000,32.351,32.530,nan,nan,75,0
shasum,0,1.000,0.084,5737335.467,nan,1,0,0,env,100,1.000,13.577,11030367.086,nan,2,0,5882876,eat-memory,20,1.000,80.996,94397610.667,nan,2,0,1088671472,60.467,174.450,5888657408.000,5929766400.000,32.202,32.365,nan,nan,70,0
shasum,0,1.000,0.089,5689002.667,nan,1,0,0,env,100,1.000,11.897,10945365.333,nan,2,0,6927284,eat-memory,40,1.000,143.040,148519594.667,nan,1,0,1091730798,65.200,223.600,5874511872.000,5934208000.000,32.154,32.389,nan,nan,30,0
shasum,0,1.000,0.089,5681834.667,nan,1,0,0,env,100,1.000,12.620,11167183.238,nan,2,0,6977825,eat-memory,40,1.000,148.957,146910378.667,nan,2,0,1087892573,57.067,221.233,5873025024.000,5952870400.000,32.142,32.459,nan,nan,70,0
shasum,0,1.000,0.077,5674496.000,nan,1,0,0,env,100,1.000,11.621,3350528.000,nan,2,0,6895344,eat-memory,40,1.000,137.539,147351722.667,nan,1,0,1087850284,64.200,215.733,5932240896.000,6001856512.000,32.385,32.660,nan,nan,30,0
shasum,0,1.000,0.078,5720064.000,nan,1,0,0,env,100,1.000,11.091,8724480.000,nan,2,0,8485648,eat-memory,60,1.000,219.403,201237845.333,nan,2,0,1105040783,62.267,286.100,5908137984.000,6023042048.000,32.283,32.739,nan,nan,70,0
shasum,0,1.000,0.079,5722112.000,nan,1,0,0,env,100,1.000,9.872,3178496.000,nan,2,0,8435939,eat-memory,60,1.000,194.813,203377322.667,nan,1,0,1101804758,59.800,262.350,5861105664.000,5988262400.000,32.097,32.602,nan,nan,75,0
shasum,0,1.000,0.082,5800277.333,nan,1,0,0,env,100,1.000,10.796,8544256.000,nan,2,0,8879277,eat-memory,60,1.000,220.281,205741056.000,nan,2,0,1124415594,61.800,285.150,5898633216.000,6007664128.000,32.247,32.680,nan,nan,70,0
shasum,0,1.000,0.071,5826730.667,nan,1,0,0,env,100,1.000,9.053,10997930.667,nan,1,0,10182766,eat-memory,80,0.649,225.736,230679381.333,nan,1,1,5225968471,62.933,290.283,5887741952.000,6061963776.000,32.211,32.901,nan,nan,30,1
shasum,0,1.000,0.072,5857553.067,nan,1,0,0,env,100,1.000,10.073,11215803.733,nan,2,0,10167069,eat-memory,80,0.506,311.442,322522316.800,nan,1,1,6711673536,63.533,348.707,6010048512.000,6197553971.200,32.696,33.440,nan,nan,20,1
shasum,0,1.000,0.071,5881173.333,nan,1,0,0,env,100,1.000,10.437,11306871.467,nan,3,0,10083300,eat-memory,80,0.606,300.735,3375104.000,nan,2,1,5866140223,62.333,371.787,6083031040.000,6258896076.800,32.988,33.685,nan,nan,30,1
shasum,0,1.000,0.085,5660672.000,nan,1,0,0,env,120,1.000,19.390,11456170.667,nan,2,0,5926204,eat-memory,0,1.000,31.319,3375104.000,nan,1,0,0,62.467,111.500,6089879552.000,6073921024.000,33.017,32.954,nan,nan,20,0
shasum,0,1.000,0.088,5660672.000,nan,1,0,0,env,120,1.000,18.995,11228330.667,nan,2,0,6033170,eat-memory,0,1.000,0.145,71422976.000,nan,1,0,0,61.333,111.733,6033498112.000,6009864704.000,32.790,32.696,nan,nan,30,0
shasum,0,1.000,0.096,5660672.000,nan,1,0,0,env,120,1.000,20.372,11179217.676,nan,2,0,5957764,eat-memory,0,1.000,0.118,57271910.400,nan,1,0,0,61.800,120.637,5940862976.000,5943272448.000,32.423,32.433,nan,nan,25,0
shasum,0,1.000,0.087,5664426.667,nan,1,0,0,env,120,1.000,17.037,11268266.667,nan,2,0,5628564,eat-memory,20,1.000,74.054,109262677.333,nan,2,0,1084956900,59.867,173.767,5944911872.000,5961704448.000,32.439,32.506,nan,nan,30,0
shasum,0,1.000,0.079,5784722.286,nan,1,0,0,env,120,1.000,15.462,3391488.000,nan,2,0,5622780,eat-memory,20,1.000,68.049,93881856.000,nan,1,0,1084744519,60.133,163.433,5891923968.000,5937061376.000,32.235,32.412,nan,nan,30,0
