function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,160,1.000,18.919,7083349.333,nan,1,0,7790834,shasum,80,1.000,7.238,6786730.667,nan,1,0,7136396,curl,140,1.000,66.404,38033373.867,nan,1,0,388913090,56.600,239.833,4907884544.000,4955112960.000,23.613,23.802,nan,nan,10,0
figlet,160,1.000,20.580,10839040.000,nan,2,0,8048688,shasum,80,1.000,7.925,10487978.667,nan,1,0,7036477,curl,140,1.000,78.019,3907584.000,nan,1,0,387829846,59.400,228.933,5049516032.000,5073393664.000,24.187,24.282,nan,nan,60,0
figlet,160,1.000,19.904,11143168.000,nan,2,0,8850820,shasum,80,1.000,7.931,3885056.000,nan,2,0,7686717,curl,140,1.000,76.614,4161536.000,nan,2,0,393792348,58.667,225.367,5098299392.000,5115529216.000,24.384,24.453,nan,nan,60,0
figlet,160,1.000,20.404,10927786.667,nan,1,0,9725600,shasum,80,1.000,8.387,3697664.000,nan,1,0,8318184,curl,160,1.000,79.821,52278418.286,nan,1,0,400277023,58.533,264.600,5112903680.000,5147500544.000,24.446,24.584,nan,nan,55,0
figlet,160,1.000,20.792,11241642.667,nan,1,0,9062243,shasum,80,1.000,8.395,10772480.000,nan,1,0,8147034,curl,160,1.000,90.180,58578944.000,nan,1,0,395908568,57.625,246.562,5134223360.000,5153947136.000,24.536,24.615,nan,nan,60,0
figlet,160,1.000,19.971,11220480.000,nan,2,0,9902061,shasum,80,1.000,8.214,3544405.333,nan,2,0,8569218,curl,160,1.000,85.764,57625088.000,nan,2,0,403346432,61.333,246.117,5184522240.000,5185454080.000,24.751,24.751,nan,nan,30,0
figlet,160,1.000,19.056,4044629.333,nan,2,0,10048354,shasum,80,1.000,7.231,10506581.333,nan,2,0,8522851,curl,180,1.000,90.471,3794079.289,nan,2,0,406758108,62.667,241.917,5152944128.000,5175896064.000,24.631,24.718,nan,nan,30,0
figlet,160,1.000,21.407,11419989.333,nan,1,0,9933029,shasum,80,1.000,8.610,10954922.667,nan,1,0,8881763,curl,180,1.000,101.683,64659626.667,nan,1,0,408461983,60.133,268.083,5182461952.000,5213792768.000,24.750,24.875,nan,nan,25,0
figlet,160,1.000,19.121,3842048.000,nan,2,0,9384521,shasum,80,1.000,7.701,3805184.000,nan,1,0,7769145,curl,180,1.000,94.019,62615381.333,nan,1,0,398875388,60.067,247.117,5190555648.000,5218793472.000,24.774,24.886,nan,nan,60,0
figlet,160,1.000,18.519,11388928.000,nan,2,0,11860571,shasum,80,1.000,7.486,3772416.000,nan,2,0,9874235,curl,200,1.000,100.476,3686400.000,nan,2,0,444712877,59.533,254.400,5210621952.000,5240996864.000,24.859,24.979,nan,nan,60,0
figlet,160,1.000,20.453,11566762.667,nan,1,0,10939800,shasum,80,1.000,8.331,10994176.000,nan,1,0,9150266,curl,200,1.000,109.442,76986709.333,nan,1,0,417962440,57.133,277.400,5238392832.000,5264545792.000,24.973,25.078,nan,nan,85,0
figlet,160,1.000,20.178,11595776.000,nan,1,0,11810679,shasum,80,1.000,8.248,3714560.000,nan,1,0,9773452,curl,200,1.000,107.579,3968938.667,nan,2,0,445613224,60.667,273.483,5267109888.000,5292224000.000,25.104,25.200,nan,nan,30,0
figlet,160,1.000,24.506,4057088.000,nan,2,0,5820809,shasum,100,1.000,10.783,3952640.000,nan,2,0,5164022,curl,0,1.000,0.093,3999744.000,nan,1,0,0,61.533,134.683,5257367552.000,5247001600.000,25.058,25.017,nan,nan,60,0
figlet,160,1.000,25.953,11741739.886,nan,2,0,6005962,shasum,100,1.000,10.800,10822656.000,nan,2,0,5247554,curl,0,1.000,0.110,33538048.000,nan,1,0,0,60.133,146.783,5268713472.000,5253308416.000,25.114,25.050,nan,nan,40,0
figlet,160,1.000,26.685,3416064.000,nan,2,0,5957362,shasum,100,1.000,12.014,4155278.222,nan,2,0,5282031,curl,0,1.000,0.088,33189888.000,nan,1,0,0,61.400,143.717,5250828288.000,5242228736.000,25.044,25.007,nan,nan,45,0
figlet,160,1.000,23.254,7112192.000,nan,2,0,6014301,shasum,100,1.000,10.598,10967210.667,nan,2,0,5441273,curl,20,1.000,13.207,32087040.000,nan,2,0,378031776,62.533,151.383,5265657856.000,5262214656.000,25.104,25.090,nan,nan,30,0
figlet,160,1.000,21.917,3526656.000,nan,1,0,5797426,shasum,100,1.000,9.883,3821568.000,nan,1,0,5082798,curl,20,1.000,12.687,4075520.000,nan,1,0,379870984,60.067,156.367,5208385536.000,5207475200.000,24.870,24.867,nan,nan,55,0
figlet,160,1.000,24.384,11596117.333,nan,1,0,5787903,shasum,100,1.000,11.213,10875050.667,nan,2,0,5076896,curl,20,1.000,13.707,3833856.000,nan,2,0,380946160,58.533,149.667,5174804480.000,5177324544.000,24.739,24.749,nan,nan,60,0
figlet,160,1.000,20.860,3899392.000,nan,2,0,5972690,shasum,100,1.000,9.651,10950997.333,nan,2,0,5319011,curl,40,1.000,23.801,36005546.667,nan,2,0,378479769,59.933,157.417,5221621760.000,5226091008.000,24.927,24.945,nan,nan,60,0
figlet,160,1.000,23.734,11682304.000,nan,1,0,5786928,shasum,100,1.000,10.851,4018176.000,nan,1,0,5174196,curl,40,1.000,26.670,3866624.000,nan,1,0,377957069,57.867,166.350,5236340736.000,5233765888.000,24.987,24.977,nan,nan,55,0
figlet,160,1.000,22.403,3858432.000,nan,2,0,5922299,shasum,100,1.000,10.021,4089856.000,nan,2,0,5165278,curl,40,1.000,24.239,36850517.333,nan,2,0,374759769,61.267,161.800,5266399232.000,5268388864.000,25.107,25.115,nan,nan,60,0
figlet,160,1.000,19.866,3977216.000,nan,2,0,6571400,shasum,100,1.000,9.486,4009984.000,nan,2,0,5757793,curl,60,1.000,32.837,37934080.000,nan,2,0,379143228,59.667,168.250,5234919424.000,5234147840.000,24.985,24.982,nan,nan,60,0
figlet,160,1.000,22.760,11650218.667,nan,1,0,6423936,shasum,100,1.000,10.581,10866005.333,nan,1,0,5719537,curl,60,1.000,37.766,7251968.000,nan,1,0,379904918,61.133,184.450,5303087104.000,5317888512.000,25.270,25.329,nan,nan,25,0
figlet,160,1.000,21.065,3969024.000,nan,2,0,6272891,shasum,100,1.000,9.884,11120298.667,nan,2,0,5576828,curl,60,1.000,34.818,42338133.333,nan,2,0,376264955,58.733,172.633,5277923328.000,5287716352.000,25.160,25.187,nan,nan,60,0
figlet,160,1.000,21.204,11724824.381,nan,1,0,6426038,shasum,100,1.000,10.062,3489792.000,nan,1,0,5792573,curl,80,1.000,47.298,3706880.000,nan,1,0,378566702,57.400,200.400,5267109888.000,5272779776.000,25.086,25.108,nan,nan,70,0
figlet,160,1.000,21.938,11569834.667,nan,2,0,6933860,shasum,100,1.000,10.170,10776576.000,nan,1,0,6220780,curl,80,1.000,47.912,3654485.333,nan,1,0,381240137,61.533,197.283,5295206400.000,5304806912.000,25.209,25.243,nan,nan,30,0
figlet,160,1.000,19.969,3555328.000,nan,2,0,6513400,shasum,100,1.000,9.592,10818389.333,nan,2,0,5640180,curl,80,1.000,44.243,45146794.667,nan,2,0,379872313,57.533,181.783,5318268928.000,5329147904.000,25.291,25.335,nan,nan,60,0
figlet,160,1.000,20.617,11727969.524,nan,1,0,6670442,shasum,100,1.000,9.879,11121517.714,nan,1,0,5944384,curl,100,1.000,55.931,3960832.000,nan,1,0,381163275,58.267,216.133,5329852416.000,5339099648.000,25.339,25.376,nan,nan,55,0
figlet,160,1.000,21.201,11419477.333,nan,1,0,6935405,shasum,100,1.000,10.019,3661824.000,nan,1,0,6135819,curl,100,1.000,57.241,49613312.000,nan,1,0,383185064,60.467,206.917,5303158784.000,5317365760.000,25.236,25.292,nan,nan,60,0
figlet,160,1.000,20.407,3883008.000,nan,2,0,7170754,shasum,100,1.000,9.803,11047594.667,nan,2,0,6328635,curl,100,1.000,54.817,50240512.000,nan,1,0,384572444,55.667,200.017,5329051648.000,5339205120.000,25.340,25.381,nan,nan,60,0
figlet,160,1.000,17.733,11730261.333,nan,2,0,7500993,shasum,100,1.000,8.620,3928064.000,nan,2,0,6640317,curl,120,1.000,60.891,48531382.857,nan,2,0,383379483,57.733,258.217,5308041216.000,5329327104.000,25.260,25.345,nan,nan,60,0
figlet,160,1.000,21.582,11935232.000,nan,1,0,7335013,shasum,100,1.000,10.095,3904512.000,nan,1,0,6526620,curl,120,1.000,69.091,55083690.667,nan,1,0,382911219,61.800,226.850,5371721728.000,5394722816.000,25.529,25.620,nan,nan,25,0
figlet,160,1.000,19.846,11538432.000,nan,2,0,7407787,shasum,100,1.000,9.523,11089408.000,nan,1,0,6553848,curl,120,1.000,63.855,55953066.667,nan,1,0,385237888,54.333,210.800,5263489024.000,5285210624.000,25.088,25.174,nan,nan,90,0
figlet,160,1.000,19.046,11811328.000,nan,2,0,8495161,shasum,100,1.000,9.010,3866624.000,nan,2,0,7254594,curl,140,1.000,69.952,4165632.000,nan,2,0,388535518,59.533,218.850,5301385216.000,5320160256.000,25.240,25.315,nan,nan,60,0
figlet,160,1.000,20.809,11680597.333,nan,1,0,8052160,shasum,100,1.000,10.225,10905258.667,nan,1,0,6955076,curl,140,1.000,78.611,60124672.000,nan,1,0,387938716,58.667,237.050,5296375808.000,5323559936.000,25.222,25.330,nan,nan,85,0
