function_figlet,rate_function_figlet,success_rate_function_figlet,cpu_usage_function_figlet,ram_usage_function_figlet,power_usage_function_figlet,replica_figlet,overloaded_function_figlet,medium_latency_function_figlet,function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_env,rate_function_env,success_rate_function_env,cpu_usage_function_env,ram_usage_function_env,power_usage_function_env,replica_env,overloaded_function_env,medium_latency_function_env,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
figlet,120,1.000,14.221,7085226.667,nan,1,0,4249935,shasum,60,1.000,5.217,7166634.667,nan,1,0,3718550,env,20,1.000,1.823,6643029.333,nan,1,0,3464762,31.600,93.467,3451660288.000,3472447488.000,27.707,27.791,nan,nan,10,0
figlet,120,1.000,14.378,5554176.000,nan,2,0,4500374,shasum,60,1.000,5.390,10475690.667,nan,2,0,3896287,env,20,1.000,1.902,4117884.343,nan,2,0,4349903,35.000,92.683,3588265984.000,3581045760.000,28.273,28.242,nan,nan,35,0
figlet,120,1.000,13.696,8257536.000,nan,2,0,4312911,shasum,60,1.000,5.099,3715072.000,nan,2,0,3695322,env,20,1.000,1.704,3629056.000,nan,2,0,3857326,34.600,86.483,3676872704.000,3680133120.000,28.623,28.637,nan,nan,75,0
figlet,120,1.000,13.494,3690496.000,nan,2,0,4470496,shasum,60,1.000,5.874,10637614.324,nan,2,0,4230383,env,40,1.000,3.867,5815296.000,nan,2,0,4154920,35.667,94.150,3722254336.000,3711938048.000,28.819,28.775,nan,nan,45,0
figlet,120,1.000,14.776,8994884.267,nan,2,0,4267480,shasum,60,1.000,5.716,10648405.333,nan,2,0,4008301,env,40,1.000,3.656,10491050.667,nan,2,0,3434044,35.133,110.967,3748431872.000,3745687040.000,28.925,28.910,nan,nan,45,0
figlet,120,1.000,14.420,10274372.267,nan,2,0,4250970,shasum,60,1.000,5.506,10546346.667,nan,2,0,3791357,env,40,1.000,3.714,10564266.667,nan,2,0,3946167,35.133,98.550,3769139200.000,3769015296.000,29.010,29.010,nan,nan,25,0
figlet,120,1.000,14.059,3709678.933,nan,2,0,5195795,shasum,60,1.000,5.049,10520576.000,nan,2,0,4511943,env,60,1.000,5.107,10625706.667,nan,2,0,4054680,35.733,102.000,3772469248.000,3754288128.000,29.028,28.954,nan,nan,30,0
figlet,120,1.000,14.233,6001117.867,nan,2,0,4388640,shasum,60,1.000,5.068,3772416.000,nan,2,0,3643791,env,60,1.000,4.965,10667144.533,nan,2,0,3794040,35.200,97.483,3763308544.000,3769463296.000,28.994,29.018,nan,nan,30,0
figlet,120,1.000,15.437,10826313.143,nan,2,0,4275315,shasum,60,1.000,5.641,6632789.333,nan,2,0,3709446,env,60,1.000,5.120,10611575.467,nan,2,0,3414629,35.733,95.217,3790071808.000,3783754752.000,29.103,29.078,nan,nan,30,0
figlet,120,1.000,15.285,10891776.000,nan,2,0,4361514,shasum,60,1.000,5.484,10731520.000,nan,2,0,3745045,env,80,1.000,6.973,10787840.000,nan,2,0,3592508,35.067,108.333,3812687872.000,3820450304.000,29.195,29.226,nan,nan,25,0
figlet,120,1.000,14.043,3149824.000,nan,2,0,4216144,shasum,60,1.000,5.092,10730496.000,nan,2,0,3646031,env,80,1.000,6.685,10610005.333,nan,2,0,3549410,32.867,102.667,3829669888.000,3800346112.000,29.263,29.143,nan,nan,30,0
figlet,120,1.000,13.423,5613670.400,nan,2,0,4369102,shasum,60,1.000,5.013,10662912.000,nan,2,0,3829306,env,80,1.000,6.473,10645065.143,nan,2,0,3736222,35.467,102.933,3793074176.000,3806976512.000,29.119,29.174,nan,nan,30,0
figlet,120,1.000,14.288,8123977.143,nan,2,0,4603773,shasum,60,1.000,4.863,10708328.838,nan,2,0,4163885,env,100,1.000,8.111,3211264.000,nan,2,0,3661182,35.333,103.717,3831691264.000,3837283328.000,29.277,29.299,nan,nan,30,0
figlet,120,1.000,14.794,10958336.000,nan,2,0,4438101,shasum,60,1.000,5.750,10689706.667,nan,2,0,3993814,env,100,1.000,8.787,8432810.667,nan,2,0,3616846,35.600,126.567,3853656064.000,3848710656.000,29.367,29.347,nan,nan,30,0
figlet,120,1.000,14.403,3174400.000,nan,2,0,4494830,shasum,60,1.000,5.114,10695509.333,nan,2,0,3823018,env,100,1.000,8.347,10698752.000,nan,2,0,3585352,34.133,109.350,3866486784.000,3861283328.000,29.419,29.398,nan,nan,25,0
figlet,120,1.000,13.551,3756032.000,nan,2,0,4609273,shasum,60,1.000,5.033,10666325.333,nan,2,0,4138126,env,120,1.000,9.306,10703360.000,nan,2,0,3619041,31.800,108.433,3830607872.000,3832245248.000,29.266,29.274,nan,nan,75,0
figlet,120,1.000,15.612,5929106.286,nan,2,0,4676238,shasum,60,1.000,4.472,10595220.724,nan,2,0,4126671,env,120,1.000,8.892,10869618.590,nan,2,0,3590423,33.667,107.050,3878391808.000,3867572224.000,29.471,29.420,nan,nan,45,0
figlet,120,1.000,15.509,6664192.000,nan,2,0,4728840,shasum,60,1.000,5.769,10587136.000,nan,2,0,4589247,env,120,1.000,11.014,6440960.000,nan,2,0,4059846,34.333,132.167,3900172288.000,3900870144.000,29.526,29.528,nan,nan,30,0
figlet,120,1.000,14.512,3448832.000,nan,2,0,4663611,shasum,60,1.000,5.179,10671616.000,nan,2,0,4036645,env,140,1.000,11.584,9975057.067,nan,2,0,3607709,36.267,120.017,3899078656.000,3899545600.000,29.524,29.526,nan,nan,25,0
figlet,120,1.000,14.046,3604480.000,nan,2,0,4649518,shasum,60,1.000,5.070,10688682.667,nan,2,0,4246177,env,140,1.000,11.069,10983082.667,nan,2,0,3614578,34.733,114.317,3911362560.000,3888433664.000,29.574,29.480,nan,nan,30,0
figlet,120,1.000,14.127,3522560.000,nan,2,0,4774247,shasum,60,1.000,5.202,3035136.000,nan,2,0,4061384,env,140,1.000,11.016,3559424.000,nan,2,0,3738401,34.600,115.550,3876456448.000,3881810432.000,29.437,29.458,nan,nan,30,0
figlet,120,1.000,15.300,8585216.000,nan,2,0,4413320,shasum,60,1.000,5.315,6578176.000,nan,2,0,3752765,env,160,1.000,13.217,10080256.000,nan,2,0,3486872,30.467,106.050,3864893440.000,3869139456.000,29.380,29.399,nan,nan,75,0
figlet,120,1.000,14.877,3379200.000,nan,2,0,4642893,shasum,60,1.000,5.221,10553685.333,nan,2,0,4104555,env,160,1.000,13.185,10977792.000,nan,2,0,3510465,34.867,121.933,3901892608.000,3889181696.000,29.543,29.489,nan,nan,40,0
figlet,120,1.000,13.842,3882564.267,nan,2,0,4448432,shasum,60,1.000,5.016,10622122.667,nan,2,0,3863453,env,160,1.000,12.734,10929834.667,nan,2,0,3544379,33.267,117.500,3905386496.000,3897277440.000,29.558,29.522,nan,nan,30,0
figlet,120,1.000,13.901,6157619.200,nan,2,0,4713504,shasum,60,1.000,4.957,3096576.000,nan,2,0,4124244,env,180,1.000,13.815,3227648.000,nan,2,0,3557308,35.667,123.117,3937210368.000,3926663168.000,29.684,29.643,nan,nan,30,0
figlet,120,1.000,14.335,3309568.000,nan,2,0,4668011,shasum,60,1.000,5.114,6820113.067,nan,2,0,3953224,env,180,1.000,14.718,9877333.333,nan,2,0,3407801,35.000,115.917,3927191552.000,3918087168.000,29.649,29.610,nan,nan,45,0
figlet,120,1.000,14.778,9768960.000,nan,2,0,4749552,shasum,60,1.000,5.233,10785962.667,nan,2,0,4158370,env,180,1.000,14.394,10988373.333,nan,2,0,3512640,31.733,118.983,3894941696.000,3898248192.000,29.510,29.525,nan,nan,70,0
figlet,120,1.000,13.764,3522560.000,nan,2,0,4590835,shasum,60,1.000,4.995,10612053.333,nan,2,0,3948276,env,200,1.000,14.917,11195904.000,nan,2,0,3532389,33.067,121.033,3911165952.000,3919323136.000,29.578,29.612,nan,nan,75,0
figlet,120,1.000,13.317,3084288.000,nan,2,0,4529485,shasum,60,1.000,4.720,10618197.333,nan,2,0,4037622,env,200,1.000,13.873,11358359.162,nan,2,0,3516633,35.600,119.367,3966044160.000,3945739776.000,29.811,29.727,nan,nan,45,0
figlet,120,1.000,15.278,7086250.667,nan,2,0,4596335,shasum,60,1.000,5.533,10751658.667,nan,2,0,4026448,env,200,1.000,16.651,11349504.000,nan,2,0,3579084,34.000,149.983,3957112832.000,3952176640.000,29.777,29.758,nan,nan,30,0
figlet,120,1.000,14.634,3383296.000,nan,2,0,4366062,shasum,80,1.000,7.229,10671274.667,nan,2,0,3723635,env,0,1.000,0.337,11173717.333,nan,1,0,0,34.800,93.617,3940493312.000,3937578496.000,29.713,29.701,nan,nan,25,0
