function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_curl,rate_function_curl,success_rate_function_curl,cpu_usage_function_curl,ram_usage_function_curl,power_usage_function_curl,replica_curl,overloaded_function_curl,medium_latency_function_curl,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,20,1.000,2.100,3961924.267,nan,2,0,6334967,curl,140,1.000,80.377,3436544.000,nan,2,0,380240234,eat-memory,0,1.000,0.095,73788757.333,nan,1,0,0,36.162,182.727,6221318144.000,6220080128.000,32.650,32.643,nan,nan,30,0
shasum,20,1.000,2.005,3726762.667,nan,1,0,6346238,curl,140,1.000,76.584,9196544.000,nan,2,0,379168231,eat-memory,0,1.000,0.060,53788672.000,nan,1,0,0,34.533,171.547,6141077504.000,6156805632.000,32.328,32.388,nan,nan,45,0
shasum,20,1.000,1.728,10558805.333,nan,1,0,8288333,curl,140,1.000,67.089,7626410.667,nan,1,0,387752788,eat-memory,20,1.000,63.347,89505621.333,nan,1,0,1112864734,35.867,281.685,6186635264.000,6249162240.000,32.515,32.758,nan,nan,45,0
shasum,20,1.000,2.166,3848192.000,nan,2,0,8592154,curl,140,1.000,78.210,3669777.067,nan,2,0,397540414,eat-memory,20,1.000,76.978,96194048.000,nan,1,0,1134884143,35.904,246.569,6178811904.000,6231956480.000,32.481,32.690,nan,nan,40,0
shasum,20,1.000,1.880,3612672.000,nan,1,0,7884361,curl,140,1.000,71.089,3649536.000,nan,1,0,389959640,eat-memory,20,1.000,67.603,90812757.333,nan,1,0,1120687187,33.467,221.065,6168434688.000,6210429440.000,32.434,32.601,nan,nan,75,0
shasum,20,1.000,1.832,3989879.467,nan,2,0,9910864,curl,140,1.000,69.171,3487300.267,nan,2,0,465729698,eat-memory,40,1.000,150.227,167418489.905,nan,2,0,1568140929,33.296,301.132,6146136064.000,6254488576.000,32.353,32.781,nan,nan,40,0
shasum,20,1.000,1.812,3627008.000,nan,1,0,9470760,curl,140,1.000,67.551,3764224.000,nan,2,0,432013078,eat-memory,40,1.000,134.674,154122752.000,nan,1,0,1339019013,33.467,273.186,6138986496.000,6239070208.000,32.318,32.716,nan,nan,75,0
shasum,20,1.000,1.792,3809280.000,nan,2,0,9633215,curl,140,1.000,73.122,3952640.000,nan,2,0,440338171,eat-memory,40,1.000,147.417,150756400.762,nan,2,0,1241102886,32.067,297.151,6145376256.000,6252295680.000,32.345,32.770,nan,nan,70,0
shasum,20,1.000,2.080,3744290.133,nan,2,0,10688362,curl,140,1.000,74.311,3859305.813,nan,2,0,493546091,eat-memory,60,0.214,182.854,4087239.111,nan,1,1,10858870444,35.133,348.280,6183770112.000,6381864960.000,32.505,33.290,nan,nan,30,1
shasum,20,1.000,2.087,4611358.720,nan,2,0,10417922,curl,140,1.000,70.216,3622970.514,nan,3,0,478430551,eat-memory,60,0.237,177.578,215772598.857,nan,1,1,10762050731,35.371,369.468,6279243776.000,6409318400.000,32.886,33.400,nan,nan,30,1
shasum,20,1.000,2.013,3562154.667,nan,2,0,10535895,curl,140,1.000,75.906,3454293.333,nan,2,0,465446047,eat-memory,60,0.228,188.310,241953177.600,nan,1,1,10490324263,33.933,351.147,6250512384.000,6369464320.000,32.766,33.237,nan,nan,65,1
shasum,20,1.000,1.981,4605201.067,nan,1,0,6569408,curl,160,1.000,80.890,3850240.000,nan,1,0,381592314,eat-memory,0,1.000,42.040,118814378.667,nan,1,0,0,34.829,177.354,6284288000.000,6285519872.000,32.907,32.911,nan,nan,20,0
shasum,20,1.000,1.889,4018176.000,nan,2,0,6798577,curl,160,1.000,77.104,3493888.000,nan,2,0,383758553,eat-memory,0,1.000,0.486,61515093.333,nan,1,0,0,33.333,202.678,6212132864.000,6215951360.000,32.579,32.594,nan,nan,70,0
shasum,20,1.000,2.159,3649536.000,nan,2,0,7073542,curl,160,1.000,92.100,3864576.000,nan,2,0,385203539,eat-memory,0,1.000,0.454,50437120.000,nan,1,0,0,31.629,192.431,6160547840.000,6172459520.000,32.374,32.422,nan,nan,75,0
shasum,20,1.000,1.964,4227788.800,nan,1,0,9406973,curl,160,1.000,80.385,10048809.448,nan,2,0,418030213,eat-memory,20,1.000,68.472,96908970.667,nan,1,0,1157389556,35.600,242.050,6168152064.000,6229852160.000,32.414,32.659,nan,nan,30,0
shasum,20,1.000,1.916,3956736.000,nan,2,0,7961360,curl,160,1.000,75.586,3952640.000,nan,1,0,390154277,eat-memory,20,1.000,61.361,87584392.533,nan,2,0,1112971535,34.933,251.201,6149386240.000,6207890432.000,32.333,32.562,nan,nan,70,0
shasum,20,1.000,2.090,2625536.000,nan,2,0,8987081,curl,160,1.000,84.680,3780608.000,nan,2,0,418459019,eat-memory,20,1.000,74.482,97730048.000,nan,1,0,1167109373,31.133,254.114,6117701632.000,6189714432.000,32.175,32.462,nan,nan,75,0
shasum,20,1.000,1.863,4128768.000,nan,1,0,12607001,curl,160,1.000,67.446,12171264.000,nan,1,0,1959915744,eat-memory,40,0.488,118.775,138912768.000,nan,1,1,5451257464,32.904,270.252,6102814720.000,6237778944.000,32.118,32.654,nan,nan,75,1
shasum,20,1.000,2.206,10824192.000,nan,2,0,11619736,curl,160,1.000,74.600,55988565.333,nan,2,0,1366550989,eat-memory,40,0.916,138.192,172516044.800,nan,2,0,3971152282,34.200,302.450,6134423552.000,6250277376.000,32.221,32.684,nan,nan,80,0
shasum,20,1.000,1.910,3588096.000,nan,2,0,10886131,curl,160,1.000,76.747,76716544.000,nan,2,0,1115286528,eat-memory,40,0.998,138.949,172301312.000,nan,1,0,2743111331,34.667,287.717,6168780800.000,6264924160.000,32.364,32.745,nan,nan,70,0
shasum,20,1.000,2.123,5259264.000,nan,2,0,11134838,curl,160,1.000,84.999,81509580.800,nan,2,0,915480245,eat-memory,60,0.178,183.066,212945578.667,nan,1,1,11966833278,33.533,359.173,6166448128.000,6344973107.200,32.356,33.069,nan,nan,70,1
shasum,20,1.000,2.044,3823342.933,nan,2,0,11352159,curl,160,1.000,79.351,85166216.533,nan,1,0,1064790816,eat-memory,60,0.175,196.213,266597444.267,nan,1,1,11983174054,36.133,336.237,6343645184.000,6476516966.400,33.079,33.605,nan,nan,20,1
shasum,20,1.000,2.100,3398997.333,nan,2,0,11070414,curl,160,1.000,81.934,86710408.533,nan,2,0,1467757995,eat-memory,60,0.186,172.417,241986082.133,nan,1,1,12082243137,34.762,349.107,6368796672.000,6458252902.400,33.184,33.536,nan,nan,30,1
shasum,20,1.000,2.243,3993941.333,nan,2,0,7293934,curl,180,1.000,101.296,76434602.667,nan,2,0,386593137,eat-memory,0,1.000,0.052,82808832.000,nan,1,0,0,34.267,213.183,6324410368.000,6302923264.000,33.009,32.922,nan,nan,30,0
shasum,20,1.000,2.136,3231744.000,nan,2,0,7360400,curl,180,1.000,97.316,71225685.333,nan,2,0,384223941,eat-memory,0,1.000,0.600,71648256.000,nan,1,0,0,34.762,206.286,6102110208.000,6127824896.000,32.127,32.226,nan,nan,45,0
shasum,20,1.000,1.950,3694933.333,nan,1,0,7253281,curl,180,1.000,93.748,71388842.667,nan,2,0,385267646,eat-memory,0,1.000,0.060,63975424.000,nan,1,0,0,35.800,196.498,6160709632.000,6170892800.000,32.360,32.398,nan,nan,45,0
shasum,20,1.000,1.735,3962163.200,nan,1,0,9317335,curl,180,1.000,86.565,70230922.971,nan,2,0,439089553,eat-memory,20,1.000,65.260,88737162.971,nan,2,0,1151082683,35.533,275.249,6097287168.000,6166196736.000,32.114,32.383,nan,nan,40,0
shasum,20,1.000,1.900,3506176.000,nan,2,0,7953372,curl,180,1.000,90.088,72644949.333,nan,2,0,394375870,eat-memory,20,1.000,70.553,96433493.333,nan,1,0,1124842990,34.638,250.367,6083008512.000,6143090176.000,32.045,32.284,nan,nan,75,0
shasum,20,1.000,1.797,4136960.000,nan,1,0,8118300,curl,180,1.000,85.337,68263082.667,nan,1,0,395609101,eat-memory,20,1.000,65.373,96214698.667,nan,1,0,1126496268,31.933,233.419,6085851136.000,6162050560.000,32.057,32.360,nan,nan,75,0
shasum,20,1.000,2.063,3760128.000,nan,2,0,11290933,curl,180,1.000,76.718,88380815.848,nan,2,0,4088931713,eat-memory,40,0.921,143.452,162229930.667,nan,2,0,3893624925,32.495,302.732,6061449216.000,6254981632.000,31.962,32.732,nan,nan,70,0
shasum,20,1.000,1.926,3815994.514,nan,1,0,11455300,curl,180,1.000,73.846,126619306.667,nan,3,0,4385388280,eat-memory,40,0.805,133.999,174065834.667,nan,2,1,3902973244,35.667,279.147,6423607296.000,6515987968.000,33.419,33.784,nan,nan,25,1
shasum,20,1.000,1.995,2457600.000,nan,2,0,11407117,curl,180,1.000,79.726,132755285.333,nan,2,0,3701286954,eat-memory,40,0.804,135.680,174581248.000,nan,2,1,4243413763,34.000,292.133,6422376448.000,6471051264.000,33.400,33.591,nan,nan,65,1
shasum,20,1.000,1.755,3203072.000,nan,2,0,6981329,curl,200,1.000,99.464,62801944.381,nan,2,0,382528452,eat-memory,0,1.000,0.052,49577984.000,nan,1,0,0,31.171,216.683,6276739072.000,6246137344.000,32.809,32.688,nan,nan,80,0
shasum,20,1.000,2.193,3096576.000,nan,2,0,7548537,curl,200,1.000,109.814,3776512.000,nan,2,0,387884516,eat-memory,0,1.000,0.059,40767829.333,nan,1,0,0,31.962,216.531,6110963712.000,6141598720.000,32.150,32.272,nan,nan,75,0
shasum,20,1.000,2.097,4059136.000,nan,1,0,8107729,curl,200,1.000,104.619,31797248.000,nan,2,0,389934975,eat-memory,0,1.000,0.055,39479637.333,nan,1,0,0,32.229,213.817,6101348352.000,6136459264.000,32.113,32.254,nan,nan,75,0
shasum,20,1.000,1.759,3706880.000,nan,1,0,8652924,curl,200,1.000,91.544,4038656.000,nan,1,0,411334791,eat-memory,20,1.000,65.125,91862357.333,nan,1,0,1143909693,32.867,242.515,6121760768.000,6199207936.000,32.196,32.504,nan,nan,75,0
shasum,20,1.000,1.993,4136960.000,nan,2,0,9028529,curl,200,1.000,101.133,2822144.000,nan,2,0,441589841,eat-memory,20,1.000,73.480,96040106.667,nan,2,0,1165288875,32.095,271.783,6127106048.000,6200078336.000,32.220,32.510,nan,nan,70,0
shasum,20,1.000,1.877,3588096.000,nan,1,0,8983993,curl,200,1.000,94.543,3018752.000,nan,2,0,415326518,eat-memory,20,1.000,67.270,94542506.667,nan,1,0,1149538957,33.267,251.418,6094624768.000,6159662592.000,32.093,32.352,nan,nan,75,0
shasum,20,1.000,1.777,3891200.000,nan,3,0,11441832,curl,200,1.000,81.671,3604480.000,nan,3,0,6473794745,eat-memory,40,0.671,117.691,145256550.400,nan,2,1,5224319007,32.800,305.951,6058831872.000,6251414528.000,31.953,32.723,nan,nan,70,1
shasum,20,1.000,2.236,3223552.000,nan,2,0,9572262,curl,200,1.000,63.542,59287005.867,nan,2,0,10139434064,eat-memory,40,0.998,160.013,3606528.000,nan,2,0,1983521166,32.933,330.987,6392072192.000,6454504243.200,33.268,33.526,nan,nan,80,0
shasum,20,1.000,2.182,3399680.000,nan,2,0,10471447,curl,200,0.999,81.409,65817941.333,nan,2,0,6951676473,eat-memory,40,0.915,163.020,186840670.598,nan,2,0,4360416398,33.667,361.813,6502828032.000,6555113881.600,33.719,33.933,nan,nan,75,0
shasum,20,1.000,2.111,3117056.000,nan,2,0,12005388,curl,200,1.000,90.148,10140330.667,nan,2,0,7382674607,eat-memory,60,0.170,155.312,203106986.667,nan,1,1,14676103411,32.333,351.800,6335797248.000,6566899302.400,33.052,33.986,nan,nan,80,1
shasum,20,1.000,2.062,3026944.000,nan,2,0,10522239,curl,200,0.936,56.477,2330624.000,nan,3,0,12886929420,eat-memory,60,0.167,185.477,241702291.749,nan,1,1,10666355565,31.800,364.987,6643945472.000,6700525568.000,34.281,34.514,nan,nan,70,1
shasum,20,1.000,1.996,3264512.000,nan,2,0,11844837,curl,200,1.000,82.799,54501376.000,nan,3,0,6822027257,eat-memory,60,0.146,155.843,216419134.903,nan,1,1,14644196558,34.104,366.975,6735765504.000,6772821606.400,34.686,34.836,nan,nan,40,1
shasum,40,1.000,3.443,10806442.667,nan,1,0,3803071,curl,0,1.000,0.046,43341936.152,nan,1,0,0,eat-memory,0,1.000,0.055,85970944.000,nan,1,0,0,31.133,41.100,6472318976.000,6429793280.000,33.612,33.443,nan,nan,75,0
shasum,40,1.000,3.298,4175701.333,nan,1,0,3841245,curl,0,1.000,0.056,35299132.952,nan,1,0,0,eat-memory,0,1.000,0.093,57686698.667,nan,1,0,0,34.696,44.374,6149697536.000,6129452032.000,32.318,32.229,nan,nan,30,0
shasum,40,1.000,3.350,5611520.000,nan,2,0,3919206,curl,0,1.000,0.062,34259456.000,nan,1,0,0,eat-memory,0,1.000,0.326,55912389.486,nan,1,0,0,32.733,47.433,6074351616.000,6070978048.000,32.004,31.990,nan,nan,40,0
shasum,40,1.000,3.865,5103616.000,nan,2,0,4193130,curl,0,1.000,0.049,25849173.333,nan,1,0,0,eat-memory,20,1.000,64.594,3186688.000,nan,2,0,1068335556,33.038,109.002,6031810560.000,6071002624.000,31.836,31.992,nan,nan,30,0
shasum,40,1.000,3.511,3780608.000,nan,1,0,4210869,curl,0,1.000,0.051,25596928.000,nan,1,0,0,eat-memory,20,1.000,59.182,92774229.333,nan,1,0,1067469028,31.467,97.467,6012784640.000,6055192064.000,31.758,31.927,nan,nan,75,0
shasum,40,1.000,3.961,3637248.000,nan,2,0,4489837,curl,0,1.000,0.053,25642447.238,nan,1,0,0,eat-memory,20,1.000,63.302,93134848.000,nan,2,0,1069605146,32.733,110.583,6088435712.000,6124579328.000,32.064,32.207,nan,nan,40,0
shasum,40,1.000,3.828,5775360.000,nan,2,0,5320161,curl,0,1.000,0.054,25572693.333,nan,1,0,0,eat-memory,40,1.000,120.174,149594965.333,nan,1,0,1071739733,35.162,165.232,6109917184.000,6193671680.000,32.153,32.484,nan,nan,30,0
shasum,40,1.000,3.485,9053047.467,nan,2,0,5768893,curl,0,1.000,0.055,25464832.000,nan,1,0,0,eat-memory,40,1.000,123.711,59170816.000,nan,2,0,1071793455,34.867,178.267,6113910784.000,6187365888.000,32.169,32.459,nan,nan,40,0
shasum,40,1.000,3.912,4737024.000,nan,2,0,5288153,curl,0,1.000,0.048,25022976.000,nan,1,0,0,eat-memory,40,1.000,124.389,10084352.000,nan,2,0,1071255117,33.000,165.868,6101587968.000,6167739392.000,32.116,32.379,nan,nan,45,0
shasum,40,1.000,3.558,7600264.533,nan,1,0,6786431,curl,0,1.000,0.052,25011712.000,nan,1,0,0,eat-memory,60,1.000,180.009,171210410.667,nan,1,0,1076949820,32.800,276.490,6085826560.000,6232500736.000,32.054,32.635,nan,nan,45,0
shasum,40,1.000,3.918,4810752.000,nan,2,0,6994683,curl,0,1.000,0.052,25025877.333,nan,1,0,0,eat-memory,60,1.000,193.516,3057664.000,nan,2,0,1078852382,32.371,231.318,6044329984.000,6163775488.000,31.889,32.363,nan,nan,40,0
shasum,40,1.000,3.601,7085994.667,nan,1,0,6800877,curl,0,1.000,0.051,24928938.667,nan,1,0,0,eat-memory,60,1.000,182.016,11673600.000,nan,1,0,1076550138,33.600,212.779,6047367168.000,6139437568.000,31.903,32.267,nan,nan,45,0
shasum,40,1.000,4.002,10705578.667,nan,2,0,9286317,curl,0,1.000,0.058,24956928.000,nan,1,0,0,eat-memory,80,1.000,265.676,3878912.000,nan,2,0,1856531841,33.000,298.766,6013401088.000,6173433344.000,31.767,32.401,nan,nan,40,0
shasum,40,1.000,3.717,2772992.000,nan,2,0,10307739,curl,0,1.000,0.061,24842825.143,nan,1,0,0,eat-memory,80,1.000,269.426,266505045.333,nan,2,0,1927068983,34.067,302.700,6053308416.000,6205858304.000,31.921,32.527,nan,nan,70,0
shasum,40,1.000,3.653,3740364.800,nan,1,0,10157679,curl,0,1.000,0.050,24403968.000,nan,1,0,0,eat-memory,80,1.000,253.186,225877265.067,nan,1,0,2038215751,34.000,269.286,6101893120.000,6270332928.000,32.121,32.788,nan,nan,30,0
shasum,40,1.000,4.170,3469312.000,nan,3,0,10059840,curl,0,1.000,0.054,24246681.600,nan,1,0,0,eat-memory,100,0.363,305.753,4780714.667,nan,1,1,9568373807,34.000,347.280,6086498304.000,6321087692.800,32.058,32.990,nan,nan,40,1
shasum,40,1.000,4.054,3622400.000,nan,2,0,9602197,curl,0,1.000,0.049,24141824.000,nan,1,0,0,eat-memory,100,0.333,291.610,351781410.133,nan,1,1,9445412510,35.333,337.678,6175473664.000,6369298022.400,32.424,33.190,nan,nan,30,1
shasum,40,1.000,4.181,3571712.000,nan,3,0,9922590,curl,0,1.000,0.051,24042946.560,nan,1,0,0,eat-memory,100,0.368,287.742,3250176.000,nan,1,1,9405555395,33.133,368.800,6199293952.000,6381366067.200,32.513,33.236,nan,nan,25,1
shasum,40,1.000,3.528,3735893.333,nan,2,0,3746844,curl,20,1.000,11.887,28249088.000,nan,2,0,371044383,eat-memory,0,1.000,0.052,98435072.000,nan,1,0,0,33.867,68.500,6211928064.000,6202252288.000,32.570,32.530,nan,nan,30,0
shasum,40,1.000,3.475,3883008.000,nan,2,0,3754361,curl,20,1.000,10.917,29267797.333,nan,1,0,380636201,eat-memory,0,1.000,0.071,65218901.333,nan,1,0,0,31.838,62.886,6089648128.000,6082729984.000,32.076,32.049,nan,nan,75,0
shasum,40,1.000,3.170,3850240.000,nan,1,0,3770435,curl,20,1.000,11.205,28860723.200,nan,1,0,364636502,eat-memory,0,1.000,0.401,46956105.143,nan,1,0,0,32.438,58.369,6049777664.000,6046476800.000,31.920,31.907,nan,nan,75,0
shasum,40,1.000,3.939,3809484.800,nan,2,0,4573444,curl,20,1.000,11.527,27848533.333,nan,2,0,372169179,eat-memory,20,1.000,66.591,97733120.000,nan,2,0,1070908840,31.705,129.635,6081241088.000,6093208576.000,32.052,32.098,nan,nan,40,0
shasum,40,1.000,3.424,3309568.000,nan,2,0,4446864,curl,20,1.000,10.793,27703808.000,nan,1,0,369851359,eat-memory,20,1.000,62.380,96991402.667,nan,1,0,1070493347,31.533,118.883,6024751104.000,6063454720.000,31.823,31.977,nan,nan,75,0
shasum,40,1.000,3.465,3813376.000,nan,2,0,4223961,curl,20,1.000,9.656,3502080.000,nan,1,0,378047009,eat-memory,20,1.000,61.913,93200852.114,nan,2,0,1071368320,31.971,129.469,6051289088.000,6088547328.000,31.931,32.079,nan,nan,70,0
shasum,40,1.000,3.671,4061184.000,nan,2,0,5358552,curl,20,1.000,11.357,27124736.000,nan,1,0,374461641,eat-memory,40,1.000,124.835,150210560.000,nan,1,0,1075193639,32.438,180.536,6056224768.000,6136536576.000,31.951,32.270,nan,nan,75,0
shasum,40,1.000,3.236,3936256.000,nan,2,0,5720410,curl,20,1.000,10.431,4067328.000,nan,2,0,376284986,eat-memory,40,1.000,133.149,140096989.867,nan,2,0,1075696419,31.105,197.198,6065559552.000,6150657024.000,31.989,32.328,nan,nan,70,0
shasum,40,1.000,3.744,3915776.000,nan,2,0,5252649,curl,20,1.000,11.120,28243797.333,nan,2,0,384514890,eat-memory,40,1.000,127.056,3604480.000,nan,2,0,1075722905,31.533,182.567,6059321344.000,6140922368.000,31.968,32.292,nan,nan,75,0
shasum,40,1.000,3.793,3977216.000,nan,1,0,7291522,curl,20,1.000,10.271,28011763.810,nan,1,0,384534641,eat-memory,60,1.000,177.651,204873596.343,nan,1,0,1084930983,31.933,299.602,6062532608.000,6221840896.000,31.982,32.615,nan,nan,75,0
shasum,40,1.000,3.929,3840716.800,nan,2,0,7698222,curl,20,1.000,11.520,27419648.000,nan,2,0,388193539,eat-memory,60,1.000,198.351,205475157.333,nan,2,0,1101624533,33.467,252.148,6097364992.000,6207572992.000,32.129,32.564,nan,nan,40,0
shasum,40,1.000,3.636,3829760.000,nan,1,0,7772667,curl,20,1.000,10.428,27669333.333,nan,1,0,378059919,eat-memory,60,1.000,179.340,178770090.667,nan,1,0,1087403502,33.000,229.583,6084018176.000,6190547456.000,32.069,32.492,nan,nan,75,0
shasum,40,1.000,4.058,3905877.333,nan,3,0,9718253,curl,20,1.000,11.767,3696059.733,nan,3,0,393807105,eat-memory,80,0.759,247.737,3866624.000,nan,2,1,4575978668,35.600,299.666,6085160960.000,6243645440.000,32.081,32.708,nan,nan,40,1
shasum,40,1.000,3.933,4005888.000,nan,2,0,9657802,curl,20,1.000,11.156,27734869.333,nan,2,0,396064121,eat-memory,80,0.768,245.704,257406293.333,nan,2,1,4266797340,34.696,291.149,6185689088.000,6311127040.000,32.469,32.968,nan,nan,65,1
shasum,40,1.000,3.909,3432448.000,nan,2,0,10266134,curl,20,1.000,11.355,3792896.000,nan,2,0,397579456,eat-memory,80,0.766,246.910,256240810.667,nan,2,1,4311746244,33.133,291.983,6178099200.000,6311934464.000,32.441,32.973,nan,nan,65,1
shasum,40,1.000,3.900,4700160.000,nan,2,0,4212060,curl,40,1.000,23.042,3862528.000,nan,2,0,375076259,eat-memory,0,1.000,0.054,64696320.000,nan,1,0,0,32.267,88.233,6180614144.000,6173964288.000,32.451,32.426,nan,nan,65,0
shasum,40,1.000,3.452,7197661.867,nan,1,0,3767027,curl,40,1.000,20.283,10479035.733,nan,1,0,372223102,eat-memory,0,1.000,0.065,51413674.667,nan,1,0,0,35.029,79.889,6160820224.000,6151923200.000,32.383,32.344,nan,nan,45,0
shasum,40,1.000,3.547,3739955.200,nan,2,0,3911124,curl,40,1.000,21.570,33092632.381,nan,2,0,369703141,eat-memory,0,1.000,0.188,50663833.600,nan,1,0,0,34.733,91.492,6153064448.000,6151154688.000,32.350,32.341,nan,nan,40,0
shasum,40,1.000,3.631,3244032.000,nan,2,0,4895272,curl,40,1.000,22.868,32970069.333,nan,2,0,374266665,eat-memory,20,1.000,65.879,95330304.000,nan,2,0,1074976541,35.933,148.889,6147043328.000,6166295552.000,32.329,32.405,nan,nan,30,0
shasum,40,1.000,3.900,3995648.000,nan,1,0,5599298,curl,40,1.000,22.119,32736426.667,nan,1,0,374258481,eat-memory,20,1.000,63.474,94392661.333,nan,1,0,1080505369,32.533,145.328,6071846912.000,6115585536.000,32.023,32.196,nan,nan,75,0
shasum,40,1.000,3.663,3849966.933,nan,2,0,4823881,curl,40,1.000,23.032,3907413.333,nan,2,0,375833625,eat-memory,20,1.000,66.927,94137685.333,nan,2,0,1074558318,35.200,150.017,6099300352.000,6147696640.000,32.141,32.319,nan,nan,40,0
shasum,40,1.000,3.657,2973696.000,nan,2,0,6307456,curl,40,1.000,21.515,32436224.000,nan,1,0,379818334,eat-memory,40,1.000,121.662,148938581.333,nan,1,0,1081479400,36.104,199.452,6162862080.000,6241469952.000,32.366,32.676,nan,nan,30,0
shasum,40,1.000,3.496,10636629.333,nan,2,0,6683157,curl,40,1.000,21.910,32416017.067,nan,2,0,379164078,eat-memory,40,1.000,125.267,2932736.000,nan,2,0,1081321569,34.267,214.483,6168047616.000,6216514560.000,32.375,32.569,nan,nan,85,0
shasum,40,1.000,3.652,2813952.000,nan,2,0,6231684,curl,40,1.000,21.679,3612672.000,nan,2,0,373973249,eat-memory,40,1.000,123.478,149262165.333,nan,1,0,1080767478,32.467,196.680,6104330240.000,6188809216.000,32.125,32.461,nan,nan,75,0
shasum,40,1.000,3.562,6302720.000,nan,1,0,9290283,curl,40,1.000,22.749,33116091.733,nan,1,0,389538751,eat-memory,60,1.000,191.877,182611319.467,nan,1,0,1138936226,32.600,281.018,6111293440.000,6242270720.000,32.156,32.676,nan,nan,70,0
shasum,40,1.000,3.783,4132864.000,nan,2,0,8769724,curl,40,1.000,21.084,31970304.000,nan,2,0,386769349,eat-memory,60,1.000,191.916,206237525.333,nan,1,0,1155800926,32.105,259.802,6101671936.000,6231817728.000,32.117,32.634,nan,nan,75,0
shasum,40,1.000,3.869,5689344.000,nan,2,0,8213048,curl,40,1.000,20.624,32281331.810,nan,2,0,390916312,eat-memory,60,1.000,185.548,190369962.667,nan,2,0,1123991528,33.333,277.350,6151331840.000,6268680704.000,32.317,32.784,nan,nan,70,0
shasum,40,1.000,4.198,3922602.667,nan,2,0,9446440,curl,40,1.000,23.154,33270579.200,nan,2,0,392615612,eat-memory,80,0.471,263.451,274143778.133,nan,1,1,7358262304,31.933,344.947,6157811712.000,6387612467.200,32.343,33.257,nan,nan,75,1
shasum,40,1.000,4.284,5416277.333,nan,3,0,10255795,curl,40,1.000,23.507,34273642.789,nan,3,0,395083322,eat-memory,80,0.412,260.591,296113005.714,nan,2,1,8002589971,34.971,367.575,6215538688.000,6377245900.800,32.578,33.221,nan,nan,60,1
shasum,40,1.000,4.297,3902122.667,nan,3,0,9819378,curl,40,1.000,23.541,33410525.867,nan,2,0,400150291,eat-memory,80,0.428,255.919,297367825.067,nan,1,1,8054088431,32.667,343.413,6262216704.000,6407406796.800,32.764,33.340,nan,nan,80,1
shasum,40,1.000,4.220,2904064.000,nan,2,0,5268186,curl,60,1.000,36.343,3252224.000,nan,2,0,370637447,eat-memory,0,1.000,0.056,81887232.000,nan,1,0,0,34.200,114.132,6282115072.000,6243826176.000,32.846,32.694,nan,nan,75,0
shasum,40,1.000,3.855,3125248.000,nan,2,0,5142611,curl,60,1.000,34.283,5639270.400,nan,2,0,373246270,eat-memory,0,1.000,0.234,60420778.667,nan,1,0,0,34.667,111.167,6158680064.000,6171978752.000,32.364,32.417,nan,nan,30,0
shasum,40,1.000,3.605,5763881.448,nan,2,0,4614668,curl,60,1.000,35.511,3555328.000,nan,2,0,373666642,eat-memory,0,1.000,0.056,59904000.000,nan,1,0,0,35.800,111.510,6185482240.000,6192485376.000,32.473,32.500,nan,nan,25,0
shasum,40,1.000,3.860,3899050.667,nan,2,0,5551041,curl,60,1.000,35.586,4057600.000,nan,2,0,374724140,eat-memory,20,1.000,68.669,3473408.000,nan,2,0,1082293343,35.962,173.102,6153560064.000,6203245056.000,32.346,32.543,nan,nan,30,0
shasum,40,1.000,3.637,3682304.000,nan,1,0,5715740,curl,60,1.000,33.855,37459421.867,nan,1,0,370824554,eat-memory,20,1.000,63.277,96072192.000,nan,1,0,1082425729,32.295,156.671,6178246656.000,6223356416.000,32.438,32.617,nan,nan,75,0
shasum,40,1.000,3.875,3799244.800,nan,2,0,5438992,curl,60,1.000,34.831,3411968.000,nan,2,0,376116209,eat-memory,20,1.000,68.372,96184149.333,nan,2,0,1080495512,35.029,171.170,6188789760.000,6226932224.000,32.489,32.638,nan,nan,40,0
shasum,40,1.000,3.645,3149824.000,nan,2,0,6692080,curl,60,1.000,30.609,4001792.000,nan,1,0,376931108,eat-memory,40,1.000,125.214,149823146.667,nan,1,0,1088393079,31.933,212.046,5997737984.000,6089320960.000,31.724,32.087,nan,nan,75,0
shasum,40,1.000,3.731,5419008.000,nan,2,0,6856944,curl,60,1.000,34.974,3469312.000,nan,2,0,381398303,eat-memory,40,1.000,129.973,142527317.333,nan,2,0,1091612927,33.733,233.730,6034147328.000,6120392192.000,31.869,32.212,nan,nan,70,0
shasum,40,1.000,3.666,3960832.000,nan,2,0,7129013,curl,60,1.000,31.233,3215360.000,nan,2,0,377883422,eat-memory,40,1.000,126.358,150352042.667,nan,1,0,1090359812,32.200,214.433,6042886144.000,6135867392.000,31.904,32.273,nan,nan,75,0
