function_shasum,rate_function_shasum,success_rate_function_shasum,cpu_usage_function_shasum,ram_usage_function_shasum,power_usage_function_shasum,replica_shasum,overloaded_function_shasum,medium_latency_function_shasum,function_nmap,rate_function_nmap,success_rate_function_nmap,cpu_usage_function_nmap,ram_usage_function_nmap,power_usage_function_nmap,replica_nmap,overloaded_function_nmap,medium_latency_function_nmap,function_eat-memory,rate_function_eat-memory,success_rate_function_eat-memory,cpu_usage_function_eat-memory,ram_usage_function_eat-memory,power_usage_function_eat-memory,replica_eat-memory,overloaded_function_eat-memory,medium_latency_function_eat-memory,cpu_usage_idle_node,cpu_usage_node,ram_usage_idle_node,ram_usage_node,ram_usage_idle_node_percentage,ram_usage_node_percentage,power_usage_idle_node,power_usage_node,rest_seconds,overloaded_node
shasum,20,1.000,2.240,3634244.267,nan,2,0,11012703,nmap,60,1.000,278.221,2826240.000,nan,2,0,2424043643,eat-memory,0,1.000,0.084,60843349.333,nan,1,0,0,64.467,320.017,4818849792.000,5049057280.000,27.235,28.150,nan,nan,30,0
shasum,20,1.000,1.992,3887445.333,nan,1,0,12014249,nmap,60,1.000,260.111,3379570.590,nan,1,0,1885632303,eat-memory,0,1.000,0.299,58767945.143,nan,1,0,0,63.200,287.500,4776841216.000,4928792576.000,27.067,27.672,nan,nan,30,0
shasum,20,1.000,2.105,3194880.000,nan,2,0,10572991,nmap,60,1.000,265.151,85383338.667,nan,2,0,274635125,eat-memory,0,1.000,0.083,51302400.000,nan,1,0,0,69.867,309.900,4750802944.000,4766131200.000,26.963,27.025,nan,nan,25,0
shasum,20,1.000,2.083,3579904.000,nan,2,0,12962891,nmap,60,0.999,236.212,530723271.111,nan,2,0,10769547935,eat-memory,20,1.000,70.532,3426304.000,nan,2,0,1387593507,68.667,373.900,4748673024.000,5403130880.000,26.957,29.567,nan,nan,30,0
shasum,20,1.000,2.081,3850581.333,nan,2,0,12167548,nmap,60,1.000,204.468,79360000.000,nan,3,0,10543060477,eat-memory,20,1.000,77.214,3627008.000,nan,2,0,1332697242,66.800,325.950,4817504256.000,5133467648.000,27.235,28.492,nan,nan,20,0
shasum,20,1.000,2.378,3837952.000,nan,2,0,12794906,nmap,60,0.999,232.271,504694101.333,nan,2,0,10223043832,eat-memory,20,1.000,79.856,104331537.067,nan,2,0,1335478165,68.933,375.373,4765161472.000,5286682624.000,27.012,29.092,nan,nan,50,0
shasum,20,1.000,2.169,3567616.000,nan,3,0,11285593,nmap,60,0.871,185.817,124081948.444,nan,2,1,17214664722,eat-memory,40,0.287,154.973,182617315.556,nan,1,1,8469973709,65.933,392.567,4857939968.000,5284776960.000,27.402,29.105,nan,nan,20,1
shasum,20,1.000,2.188,3637930.667,nan,3,0,11285962,nmap,60,0.818,185.460,3746611.200,nan,2,1,18126147221,eat-memory,40,0.302,165.277,207846286.222,nan,1,1,6156501488,69.200,407.700,4897390592.000,5285997909.333,27.566,29.108,nan,nan,20,1
shasum,20,1.000,2.140,4153344.000,nan,2,0,12842203,nmap,60,0.966,186.846,358986410.667,nan,3,0,17072329515,eat-memory,40,0.220,117.478,171125256.127,nan,1,1,14541574263,60.667,417.044,4807446528.000,5399542784.000,27.186,29.554,nan,nan,50,1
shasum,20,1.000,2.304,3686400.000,nan,2,0,10706524,nmap,80,0.999,242.319,50372608.000,nan,3,0,10050707317,eat-memory,0,1.000,0.073,64192433.981,nan,1,0,0,64.267,347.600,4931821568.000,5155589734.400,27.695,28.591,nan,nan,35,0
shasum,20,1.000,2.600,3981312.000,nan,2,0,11660646,nmap,80,0.948,257.837,365726105.600,nan,2,0,12483561034,eat-memory,0,1.000,0.074,52359168.000,nan,1,0,0,62.267,322.101,4839593984.000,5044642474.667,27.328,28.151,nan,nan,45,0
shasum,20,1.000,2.023,3366912.000,nan,2,0,11396138,nmap,80,0.962,258.147,3739648.000,nan,3,0,12540241329,eat-memory,0,1.000,0.072,40290167.467,nan,1,0,0,63.933,336.567,4812398592.000,5246268757.333,27.211,28.947,nan,nan,70,0
shasum,20,1.000,1.968,3689858.844,nan,2,0,17303896,nmap,80,0.560,225.583,820124535.467,nan,2,1,21365560304,eat-memory,20,1.000,62.002,3661915.022,nan,3,0,1235074652,68.267,374.867,4877950976.000,5285062656.000,27.496,29.121,nan,nan,15,1
shasum,20,1.000,2.622,4059136.000,nan,3,0,9993854,nmap,80,0.599,160.617,103124992.000,nan,2,1,20170952232,eat-memory,20,1.000,73.096,3381293.511,nan,3,0,1201435766,58.667,318.833,4893571072.000,5211796821.333,27.544,28.821,nan,nan,30,1
shasum,20,1.000,2.146,4093952.000,nan,3,0,11038690,nmap,80,0.969,223.169,214696618.667,nan,3,0,15093581983,eat-memory,20,1.000,76.898,110178440.533,nan,2,0,1352997463,63.600,366.067,4911640576.000,5347179315.200,27.617,29.361,nan,nan,45,0
shasum,20,1.000,2.441,11082069.333,nan,2,0,10885091,nmap,100,0.815,266.773,3041280.000,nan,4,1,16951767306,eat-memory,0,1.000,0.112,41450798.324,nan,1,0,0,67.600,349.222,4855334912.000,5160091648.000,27.391,28.613,nan,nan,70,1
shasum,20,1.000,2.013,3371645.156,nan,2,0,13673622,nmap,100,0.951,337.893,675018979.556,nan,2,0,17033411788,eat-memory,0,1.000,0.078,40719018.667,nan,1,0,0,69.267,409.689,4948779008.000,5689440597.333,27.776,30.737,nan,nan,45,0
shasum,20,1.000,1.984,3219456.000,nan,2,0,12849807,nmap,100,0.955,328.129,3470677.333,nan,2,0,15900026887,eat-memory,0,1.000,0.061,39568010.159,nan,1,0,0,67.200,384.144,4973039616.000,5535966208.000,27.893,30.144,nan,nan,40,0
shasum,20,1.000,1.969,3408099.556,nan,2,0,11071926,nmap,100,0.633,272.551,708714040.889,nan,4,1,21542410295,eat-memory,20,1.000,59.538,93595043.352,nan,3,0,1387642590,69.600,445.286,4987308032.000,5659110838.857,27.952,30.622,nan,nan,30,1
shasum,20,1.000,1.880,3784704.000,nan,3,0,11841191,nmap,100,0.665,284.789,3014656.000,nan,4,1,20661793449,eat-memory,20,1.000,64.154,3402752.000,nan,2,0,1398783303,66.333,435.829,5013583872.000,5567444699.429,28.040,30.251,nan,nan,30,1
shasum,20,1.000,1.853,3723264.000,nan,2,0,13028741,nmap,100,0.463,217.006,3575808.000,nan,3,1,24002717258,eat-memory,20,1.000,64.326,3810645.333,nan,1,0,1384116654,63.733,379.952,4978606080.000,5387125321.143,27.894,29.531,nan,nan,60,1
shasum,20,1.000,2.065,3745792.000,nan,2,0,12258982,nmap,120,0.646,307.920,562827264.000,nan,3,1,15477019676,eat-memory,0,1.000,0.068,40595104.914,nan,1,0,0,64.933,381.413,4903114752.000,5491453952.000,27.599,29.936,nan,nan,40,1
shasum,20,1.000,1.922,11099672.381,nan,2,0,11975955,nmap,120,0.663,332.423,535480217.600,nan,3,1,19067633555,eat-memory,0,1.000,0.092,39523864.381,nan,1,0,0,64.733,419.114,5051459584.000,5478306084.571,28.166,29.878,nan,nan,45,1
shasum,20,1.000,2.104,3620590.933,nan,2,0,10882883,nmap,120,0.400,225.456,3825664.000,nan,1,1,22488751763,eat-memory,0,1.000,0.096,39496167.619,nan,1,0,0,64.867,342.076,5008154624.000,5236477074.286,27.985,28.899,nan,nan,60,1
shasum,40,1.000,8.566,3948544.000,nan,2,0,7566134,nmap,0,1.000,0.118,3676613.486,nan,1,0,0,eat-memory,0,1.000,0.127,39497728.000,nan,1,0,0,62.867,88.250,4943665152.000,4925790720.000,27.728,27.655,nan,nan,40,0
shasum,40,1.000,8.684,4683776.000,nan,2,0,7814411,nmap,0,1.000,0.100,4013568.000,nan,1,0,0,eat-memory,0,1.000,0.116,39497728.000,nan,1,0,0,62.667,89.300,4917073920.000,4871362560.000,27.616,27.435,nan,nan,30,0
shasum,40,1.000,8.573,6996992.000,nan,2,0,7840976,nmap,0,1.000,0.103,4324522.667,nan,1,0,0,eat-memory,0,1.000,0.126,39514112.000,nan,1,0,0,64.533,89.683,4748238848.000,4745799168.000,26.947,26.937,nan,nan,30,0
shasum,40,1.000,7.085,3899660.190,nan,2,0,7513390,nmap,0,1.000,0.091,4495360.000,nan,1,0,0,eat-memory,20,1.000,67.161,84777540.267,nan,1,0,1086316089,65.600,152.400,4765235200.000,4795376128.000,27.018,27.137,nan,nan,30,0
shasum,40,1.000,7.645,3548501.333,nan,2,0,7848093,nmap,0,1.000,0.100,4724565.333,nan,1,0,0,eat-memory,20,1.000,76.746,25720832.000,nan,2,0,1085089870,61.733,158.783,4697210880.000,4728429568.000,26.750,26.873,nan,nan,40,0
shasum,40,1.000,7.024,11239765.333,nan,1,0,7653894,nmap,0,1.000,0.092,4964668.952,nan,1,0,0,eat-memory,20,1.000,70.025,8176162.133,nan,1,0,1082637864,69.600,149.333,4706568192.000,4732660224.000,26.789,26.890,nan,nan,30,0
shasum,40,1.000,6.132,4019882.667,nan,2,0,7439246,nmap,0,1.000,0.085,5155328.000,nan,1,0,0,eat-memory,40,1.000,146.729,3350528.000,nan,2,0,1084018333,64.667,217.217,4688758784.000,4770049024.000,26.718,27.039,nan,nan,25,0
shasum,40,1.000,5.717,4739276.800,nan,2,0,7946907,nmap,0,1.000,0.082,5354325.333,nan,1,0,0,eat-memory,40,1.000,135.114,3888605.867,nan,1,0,1086376907,62.267,206.567,4705716224.000,4765235712.000,26.787,27.022,nan,nan,30,0
shasum,40,1.000,6.155,3525461.333,nan,2,0,8129811,nmap,0,1.000,0.078,5504853.333,nan,1,0,0,eat-memory,40,1.000,143.428,142197043.200,nan,2,0,1090887212,62.733,224.067,4692307968.000,4769623552.000,26.738,27.043,nan,nan,25,0
shasum,40,1.000,4.631,5400576.000,nan,2,0,9706494,nmap,0,1.000,0.084,5736277.333,nan,1,0,0,eat-memory,60,1.000,204.613,3494912.000,nan,1,0,1101538641,62.333,265.517,4701607936.000,4822615552.000,26.772,27.252,nan,nan,30,0
shasum,40,1.000,4.346,8814011.733,nan,2,0,9934699,nmap,0,1.000,0.074,5962669.105,nan,1,0,0,eat-memory,60,1.000,222.918,72611840.000,nan,2,0,1112547468,60.405,282.165,4714016768.000,4829183488.000,26.824,27.279,nan,nan,40,0
shasum,40,1.000,4.513,7069678.933,nan,2,0,9317343,nmap,0,1.000,0.076,6150656.000,nan,1,0,0,eat-memory,60,1.000,203.385,11938838.756,nan,1,0,1098325664,68.067,260.683,4725411840.000,4845634048.000,26.867,27.343,nan,nan,30,0
shasum,40,1.000,4.432,3807232.000,nan,2,0,10694677,nmap,0,1.000,0.094,6859264.000,nan,1,0,0,eat-memory,80,0.947,263.524,249723221.333,nan,2,0,3690275081,62.267,315.583,4712904704.000,4875548160.000,26.779,27.424,nan,nan,70,0
shasum,40,1.000,4.070,3715140.267,nan,2,0,10795508,nmap,0,1.000,0.069,7167424.610,nan,1,0,0,eat-memory,80,0.889,280.481,112834560.000,nan,2,1,4223298489,65.400,319.317,4782276608.000,4925582336.000,27.057,27.626,nan,nan,20,1
shasum,40,1.000,4.181,2605056.000,nan,2,0,10212401,nmap,0,1.000,0.095,5789286.400,nan,1,0,0,eat-memory,80,0.962,269.813,15249408.000,nan,2,0,3741454281,60.133,315.417,4781078528.000,4916702720.000,27.049,27.586,nan,nan,35,0
shasum,40,1.000,4.669,3486327.954,nan,2,0,10679082,nmap,0,1.000,0.073,5517148.160,nan,1,0,0,eat-memory,100,0.269,315.276,319767085.836,nan,1,1,11718524245,60.800,375.880,4789102592.000,5016208179.200,27.049,27.953,nan,nan,20,1
shasum,40,1.000,4.350,2918400.000,nan,2,0,10407823,nmap,0,1.000,0.076,5591040.000,nan,1,0,0,eat-memory,100,0.245,289.951,341026160.640,nan,1,1,11721825898,66.333,382.413,4955547648.000,5148438528.000,27.720,28.485,nan,nan,40,1
shasum,40,1.000,4.495,3323904.000,nan,2,0,10996958,nmap,0,1.000,0.084,5595518.293,nan,1,0,0,eat-memory,100,0.248,291.046,329822208.000,nan,1,1,11579565441,64.467,351.560,5005434880.000,5214171136.000,27.920,28.747,nan,nan,30,1
shasum,40,1.000,6.588,3741730.133,nan,2,0,7714111,nmap,20,1.000,86.627,14023850.667,nan,1,0,104523717,eat-memory,0,1.000,2.417,126167893.333,nan,1,0,0,61.933,162.233,4989876224.000,4988120576.000,27.860,27.856,nan,nan,25,0
shasum,40,1.000,6.524,5313399.467,nan,1,0,7304886,nmap,20,1.000,91.814,19254033.067,nan,1,0,108580055,eat-memory,0,1.000,0.614,106436608.000,nan,1,0,0,66.067,165.783,4915730432.000,4889513984.000,27.579,27.474,nan,nan,30,0
shasum,40,1.000,6.518,3223552.000,nan,2,0,7614974,nmap,20,1.000,96.683,4119381.333,nan,2,0,108702210,eat-memory,0,1.000,0.363,66092032.000,nan,1,0,0,68.733,175.767,4792776704.000,4802587136.000,27.085,27.126,nan,nan,25,0
shasum,40,1.000,5.424,3803682.133,nan,2,0,8419915,nmap,20,1.000,88.799,3448832.000,nan,2,0,111037360,eat-memory,20,1.000,72.953,118121813.333,nan,1,0,1090744475,63.800,227.567,4715819008.000,4767639040.000,26.783,26.989,nan,nan,30,0
shasum,40,1.000,5.258,4005888.000,nan,2,0,7917284,nmap,20,1.000,80.695,5738496.000,nan,2,0,107463813,eat-memory,20,1.000,68.392,97356765.867,nan,2,0,1086359840,60.867,236.617,4710512640.000,4753408000.000,26.757,26.929,nan,nan,70,0
shasum,40,1.000,5.149,3573657.600,nan,2,0,8853782,nmap,20,1.000,88.279,3344923.632,nan,2,0,116223520,eat-memory,20,1.000,71.843,3987114.667,nan,1,0,1090234364,70.400,229.683,4720506880.000,4722270720.000,26.816,26.820,nan,nan,30,0
shasum,40,1.000,4.368,3600810.667,nan,2,0,10422354,nmap,20,1.000,88.043,9171382.857,nan,2,0,178402234,eat-memory,40,1.000,130.038,3745536.000,nan,2,0,1200415233,70.400,305.618,4691623936.000,4779358208.000,26.715,27.060,nan,nan,25,0
shasum,40,1.000,4.362,2015232.000,nan,2,0,10571400,nmap,20,1.000,85.242,4001041.067,nan,1,0,165644763,eat-memory,40,1.000,139.392,153684309.333,nan,1,0,1176519227,65.600,279.817,4674203648.000,4760056320.000,26.629,26.969,nan,nan,30,0
shasum,40,1.000,4.823,4816896.000,nan,1,0,9486411,nmap,20,1.000,76.955,3686400.000,nan,2,0,140712518,eat-memory,40,1.000,140.167,144331434.667,nan,2,0,1115312322,62.000,293.233,4674590720.000,4759093248.000,26.622,26.960,nan,nan,70,0
shasum,40,1.000,4.507,3581952.000,nan,3,0,12038267,nmap,20,1.000,95.393,3802589.867,nan,3,0,323955128,eat-memory,60,0.398,205.626,3356672.000,nan,1,1,8385615491,67.533,365.960,4733233152.000,4904357478.400,26.869,27.544,nan,nan,30,1
shasum,40,1.000,4.374,3808597.333,nan,2,0,11415992,nmap,20,1.000,94.340,5667840.000,nan,2,0,325517824,eat-memory,60,0.343,196.383,255845849.966,nan,1,1,8361395320,69.133,351.640,4889284608.000,5017152716.800,27.493,27.992,nan,nan,35,1
shasum,40,1.000,4.503,4031638.187,nan,3,0,11573529,nmap,20,1.000,100.346,3465216.000,nan,3,0,309676365,eat-memory,60,0.402,216.853,3289088.000,nan,2,1,8043258992,65.200,375.707,4849209344.000,4987835596.800,27.327,27.876,nan,nan,30,1
shasum,40,1.000,5.229,3914581.333,nan,2,0,8001335,nmap,40,1.000,174.723,3346432.000,nan,2,0,108351170,eat-memory,0,1.000,28.925,3604480.000,nan,1,0,0,66.400,242.250,4875960320.000,4864666112.000,27.442,27.397,nan,nan,20,0
shasum,40,1.000,5.022,3989640.533,nan,2,0,8061839,nmap,40,1.000,172.578,3873518.933,nan,2,0,109209557,eat-memory,0,1.000,0.102,74083328.000,nan,1,0,0,65.600,233.967,4805064704.000,4789942272.000,27.152,27.092,nan,nan,30,0
shasum,40,1.000,4.811,11146069.333,nan,1,0,7960552,nmap,40,1.000,175.742,10944785.067,nan,1,0,106345201,eat-memory,0,1.000,0.336,55145130.667,nan,1,0,0,63.733,222.500,4723410944.000,4725913600.000,26.837,26.846,nan,nan,30,0
shasum,40,1.000,4.482,3961002.667,nan,2,0,11178000,nmap,40,1.000,183.499,3678720.000,nan,2,0,669968678,eat-memory,20,1.000,78.772,109257386.667,nan,2,0,1234058227,67.867,319.833,4704489472.000,4800547328.000,26.753,27.135,nan,nan,25,0
shasum,40,1.000,4.139,3889322.667,nan,2,0,10565521,nmap,40,1.000,166.633,3633561.600,nan,2,0,403156827,eat-memory,20,1.000,66.663,99554474.667,nan,1,0,1165800381,67.267,292.117,4728221696.000,4785352704.000,26.852,27.079,nan,nan,30,0
shasum,40,1.000,4.440,5694805.333,nan,2,0,10838111,nmap,40,1.000,184.918,11744597.333,nan,2,0,305606052,eat-memory,20,1.000,75.086,96633651.200,nan,2,0,1150653285,61.067,310.483,4687235072.000,4760367616.000,26.681,26.972,nan,nan,70,0
shasum,40,1.000,4.576,3420160.000,nan,2,0,23430244,nmap,40,1.000,177.459,4293973.333,nan,2,0,6352225769,eat-memory,40,0.312,123.026,175966754.133,nan,1,1,10164373547,64.200,361.907,4714665984.000,5242086604.800,26.801,28.901,nan,nan,30,1
shasum,40,1.000,4.382,3673402.027,nan,2,0,12333848,nmap,40,1.000,187.414,3319808.000,nan,2,0,6044489273,eat-memory,40,0.302,165.440,216163669.333,nan,1,1,10311958752,69.867,381.187,4892915712.000,5403115929.600,27.527,29.554,nan,nan,15,1
shasum,40,1.000,4.337,3666165.760,nan,2,0,12374754,nmap,40,1.000,180.344,3479688.533,nan,2,0,6311201171,eat-memory,40,0.326,146.664,213725457.067,nan,1,1,9672928087,66.200,364.320,4886390784.000,5335968153.600,27.496,29.286,nan,nan,20,1
shasum,40,1.000,3.920,12379638.248,nan,2,0,11408373,nmap,60,1.000,294.902,280222329.905,nan,2,0,1735494218,eat-memory,0,1.000,52.932,122314410.667,nan,1,0,0,68.533,330.233,4901953536.000,5070429184.000,27.563,28.232,nan,nan,15,0
shasum,40,1.000,3.927,3816960.000,nan,2,0,11894878,nmap,60,1.000,250.587,3452928.000,nan,2,0,1891171414,eat-memory,0,1.000,0.107,62470553.600,nan,1,0,0,63.867,299.283,4835801088.000,4960945152.000,27.292,27.790,nan,nan,30,0
shasum,40,1.000,4.023,12158976.000,nan,2,0,10783927,nmap,60,1.000,261.076,9093939.200,nan,2,0,736870284,eat-memory,0,1.000,0.076,50855936.000,nan,1,0,0,66.133,309.000,4792242176.000,4856780288.000,27.127,27.384,nan,nan,25,0
shasum,40,1.000,4.541,3490310.827,nan,2,0,12952916,nmap,60,0.999,209.327,3541830.705,nan,2,0,12466151027,eat-memory,20,1.000,76.623,110300988.952,nan,2,0,1558899266,65.400,351.787,4763150336.000,5237112422.400,27.004,28.897,nan,nan,30,0
shasum,40,1.000,4.871,4161536.000,nan,3,0,11394452,nmap,60,0.982,197.234,356560349.867,nan,3,0,13287227652,eat-memory,20,1.000,78.350,3717120.000,nan,2,0,1390047272,66.200,330.427,4874041344.000,5199963750.400,27.455,28.748,nan,nan,25,0
shasum,40,1.000,4.405,3295232.000,nan,2,0,12681813,nmap,60,0.999,224.128,3559424.000,nan,2,0,10188819152,eat-memory,20,1.000,77.369,109388868.267,nan,2,0,1390331751,63.200,372.893,4850524160.000,5365815705.600,27.334,29.392,nan,nan,70,0
shasum,40,1.000,4.323,3702784.000,nan,3,0,12894856,nmap,60,0.983,196.659,231946922.667,nan,2,0,16636668399,eat-memory,40,0.290,136.542,185132032.000,nan,1,1,10410724062,63.200,398.322,4914163712.000,5602709504.000,27.607,30.349,nan,nan,65,1
shasum,40,1.000,4.002,3495526.400,nan,3,0,12259659,nmap,60,0.931,195.058,3796992.000,nan,2,0,15320289635,eat-memory,40,0.206,142.660,178683221.333,nan,1,1,10732319799,62.667,411.533,5008568320.000,5507036842.667,27.974,29.961,nan,nan,65,1
shasum,40,1.000,4.307,3565704.533,nan,3,0,11707368,nmap,60,0.870,168.639,275656021.333,nan,2,1,17743765945,eat-memory,40,0.295,151.939,193649891.556,nan,1,1,8424034613,64.600,389.956,5018374144.000,5561908565.333,28.022,30.185,nan,nan,55,1
shasum,40,1.000,4.735,5419008.000,nan,2,0,10259281,nmap,80,0.990,242.125,295856128.000,nan,2,0,11783392022,eat-memory,0,1.000,0.072,65236992.000,nan,1,0,0,68.800,310.627,4947224576.000,5195540070.400,27.729,28.724,nan,nan,50,0
shasum,40,1.000,4.222,2980522.667,nan,2,0,10998006,nmap,80,0.999,299.874,3825664.000,nan,2,0,8541583218,eat-memory,0,1.000,0.072,48943104.000,nan,1,0,0,68.200,373.933,4888068096.000,5406595891.200,27.488,29.558,nan,nan,70,0
shasum,40,1.000,4.180,3714816.000,nan,2,0,11266113,nmap,80,0.999,297.878,549794338.133,nan,2,0,10567988975,eat-memory,0,1.000,0.088,40591828.114,nan,1,0,0,65.800,355.147,4934873088.000,5465780633.600,27.691,29.803,nan,nan,35,0
shasum,40,1.000,4.253,3717632.000,nan,3,0,11085716,nmap,80,0.835,216.100,309182333.968,nan,3,1,17363427265,eat-memory,20,1.000,68.725,3213312.000,nan,2,0,1274551194,66.400,371.778,4962150400.000,5277322581.333,27.808,29.062,nan,nan,40,1
shasum,40,1.000,4.809,4840140.800,nan,3,0,15835638,nmap,80,0.310,149.662,3762688.000,nan,1,1,25250574212,eat-memory,20,1.000,74.939,3618315.378,nan,1,0,1498436689,69.667,344.888,4922601472.000,5097371648.000,27.645,28.345,nan,nan,50,1
shasum,40,1.000,3.936,5844992.000,nan,2,0,9205720,nmap,80,0.356,120.405,197282026.057,nan,1,1,23419217977,eat-memory,20,1.000,61.269,3514709.333,nan,1,0,1244475304,61.800,290.543,4923064320.000,5183825334.857,27.641,28.686,nan,nan,45,1
shasum,40,1.000,4.113,4112384.000,nan,2,0,11465308,nmap,100,0.894,314.930,584083683.556,nan,2,1,15393435475,eat-memory,0,1.000,0.082,41499306.667,nan,1,0,0,61.933,411.278,4889151488.000,5380641109.333,27.503,29.479,nan,nan,40,1
shasum,40,1.000,3.907,2952760.889,nan,2,0,10813038,nmap,100,0.943,331.374,388312723.911,nan,2,0,16210901032,eat-memory,0,1.000,0.071,41164800.000,nan,1,0,0,69.400,413.678,4949286912.000,5629856768.000,27.723,30.448,nan,nan,35,0
shasum,40,1.000,3.998,3028992.000,nan,3,0,11697701,nmap,100,0.806,345.821,724364138.463,nan,2,1,16275538597,eat-memory,0,1.000,0.069,39862272.000,nan,1,0,0,65.867,418.989,5002575872.000,5697628160.000,27.948,30.719,nan,nan,65,1
shasum,60,1.000,12.423,12402346.667,nan,2,0,7356397,nmap,0,1.000,0.107,44369408.000,nan,1,0,0,eat-memory,0,1.000,0.121,39862272.000,nan,1,0,0,65.133,99.733,5007810560.000,4970011136.000,27.965,27.813,nan,nan,70,0
shasum,60,1.000,11.154,2998272.000,nan,2,0,7291493,nmap,0,1.000,0.104,41367040.000,nan,1,0,0,eat-memory,0,1.000,0.130,39867733.333,nan,1,0,0,62.400,92.350,4770940928.000,4771272704.000,27.025,27.027,nan,nan,30,0
shasum,60,1.000,11.146,3760878.933,nan,1,0,7389472,nmap,0,1.000,0.097,41157632.000,nan,1,0,0,eat-memory,0,1.000,0.094,39927808.000,nan,1,0,0,63.333,94.783,4710318080.000,4715353600.000,26.787,26.807,nan,nan,30,0
shasum,60,1.000,10.997,3158016.000,nan,2,0,7146338,nmap,0,1.000,0.133,33302698.667,nan,1,0,0,eat-memory,20,1.000,61.235,84715349.333,nan,2,0,1084594683,62.133,166.867,4706265088.000,4752104960.000,26.768,26.950,nan,nan,25,0
shasum,60,1.000,9.878,3215360.000,nan,2,0,6892855,nmap,0,1.000,0.104,31976789.333,nan,1,0,0,eat-memory,20,1.000,74.220,4152547.556,nan,1,0,1085877117,62.533,158.583,4745848832.000,4782585344.000,26.933,27.077,nan,nan,30,0
shasum,60,1.000,9.727,6055150.933,nan,2,0,6953352,nmap,0,1.000,0.099,32172836.571,nan,1,0,0,eat-memory,20,1.000,68.316,3026944.000,nan,2,0,1086920826,68.067,173.750,4784549888.000,4825452032.000,27.091,27.252,nan,nan,25,0
shasum,60,1.000,8.275,8548352.000,nan,2,0,7470295,nmap,0,1.000,0.083,32257024.000,nan,1,0,0,eat-memory,40,1.000,147.420,7658882.844,nan,1,0,1088117591,70.663,220.648,4779649024.000,4858299392.000,27.069,27.380,nan,nan,30,0
shasum,60,1.000,7.952,3683864.381,nan,2,0,7466767,nmap,0,1.000,0.087,32166912.000,nan,1,0,0,eat-memory,40,1.000,146.747,3802931.200,nan,2,0,1086213362,63.200,229.783,4802861056.000,4876808704.000,27.166,27.458,nan,nan,25,0
shasum,60,1.000,8.299,4251340.800,nan,2,0,7464918,nmap,0,1.000,0.086,32129706.667,nan,1,0,0,eat-memory,40,1.000,141.496,3924878.222,nan,2,0,1087821019,60.667,215.800,4792080384.000,4868470272.000,27.123,27.424,nan,nan,30,0
shasum,60,1.000,6.334,5084194.133,nan,2,0,9465594,nmap,0,1.000,0.097,31864295.619,nan,1,0,0,eat-memory,60,1.000,209.797,174509943.467,nan,2,0,1110096625,60.733,295.217,4794109952.000,4909826560.000,27.133,27.590,nan,nan,25,0
shasum,60,1.000,6.834,5353472.000,nan,2,0,10697305,nmap,0,1.000,0.079,31786325.333,nan,1,0,0,eat-memory,60,1.000,226.396,108091392.000,nan,2,0,1354027664,63.733,291.133,4798947328.000,4930915328.000,27.150,27.674,nan,nan,30,0
shasum,60,1.000,6.293,6992579.048,nan,1,0,8679331,nmap,0,1.000,0.090,31837135.238,nan,1,0,0,eat-memory,60,1.000,190.556,14820352.000,nan,1,0,1092982898,69.667,252.050,4806459392.000,4916602880.000,27.181,27.616,nan,nan,30,0
shasum,60,1.000,6.477,2953216.000,nan,2,0,10430464,nmap,0,1.000,0.071,31867221.333,nan,1,0,0,eat-memory,80,0.808,258.707,263304021.333,nan,2,1,4084138976,62.333,311.833,4777390080.000,4928794624.000,27.067,27.666,nan,nan,25,1
shasum,60,1.000,6.608,3354624.000,nan,3,0,10685929,nmap,0,1.000,0.087,31633954.133,nan,1,0,0,eat-memory,80,0.749,326.283,3477504.000,nan,2,1,4767240116,64.600,371.307,4841744384.000,5017167462.400,27.318,28.013,nan,nan,20,1
shasum,60,1.000,6.713,3403776.000,nan,2,0,10628131,nmap,0,1.000,0.078,31595724.800,nan,1,0,0,eat-memory,80,0.608,321.785,3477504.000,nan,1,1,5796475748,64.800,360.733,4809035776.000,5012877312.000,27.190,27.999,nan,nan,20,1
shasum,60,1.000,9.115,4485085.867,nan,1,0,7064497,nmap,20,1.000,84.423,35656874.667,nan,1,0,106913149,eat-memory,0,1.000,36.992,116351317.333,nan,1,0,0,60.333,164.183,4866879488.000,4872397824.000,27.417,27.440,nan,nan,20,0
shasum,60,1.000,8.855,3837952.000,nan,2,0,7398733,nmap,20,1.000,88.400,3215360.000,nan,2,0,104103390,eat-memory,0,1.000,0.449,75726165.333,nan,1,0,0,61.133,182.317,4820019200.000,4800197120.000,27.239,27.159,nan,nan,40,0
shasum,60,1.000,9.951,4043502.933,nan,2,0,6625969,nmap,20,1.000,92.131,3739818.667,nan,2,0,102305862,eat-memory,0,1.000,0.097,50647040.000,nan,1,0,0,64.000,175.433,4772153344.000,4781241344.000,27.048,27.086,nan,nan,30,0
shasum,60,1.000,7.618,3624960.000,nan,2,0,7494038,nmap,20,1.000,83.109,34852010.667,nan,1,0,109146758,eat-memory,20,1.000,67.546,103749461.333,nan,1,0,1085109460,62.467,221.167,4795539456.000,4837846016.000,27.143,27.311,nan,nan,30,0
shasum,60,1.000,8.339,3751936.000,nan,2,0,7724998,nmap,20,1.000,93.979,3833856.000,nan,2,0,109252792,eat-memory,20,1.000,75.658,3174400.000,nan,2,0,1086281017,60.667,234.933,4780320768.000,4822333952.000,27.077,27.245,nan,nan,70,0
